window,quantile,barrier,horizon,entry_timestamp,exit_timestamp,pnl_points,pnl_R,exit_reason,holding_bars
1,0.75,0.50R,10,2025-03-11 13:06:00-04:00,2025-03-11 13:07:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 13:08:00-04:00,2025-03-11 13:09:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 13:10:00-04:00,2025-03-11 13:12:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-11 13:13:00-04:00,2025-03-11 13:17:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-11 13:20:00-04:00,2025-03-11 13:22:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-11 13:27:00-04:00,2025-03-11 13:31:00-04:00,-20.0,-1.0,both_hit,4
1,0.75,0.50R,10,2025-03-11 13:33:00-04:00,2025-03-11 13:35:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-11 13:36:00-04:00,2025-03-11 13:37:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-11 13:38:00-04:00,2025-03-11 13:39:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 15:23:00-04:00,2025-03-11 15:24:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-11 15:35:00-04:00,2025-03-11 15:36:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-11 15:39:00-04:00,2025-03-11 15:40:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 15:41:00-04:00,2025-03-11 15:42:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 15:44:00-04:00,2025-03-11 15:45:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-11 15:52:00-04:00,2025-03-11 15:53:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 15:54:00-04:00,2025-03-11 15:55:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-11 15:56:00-04:00,2025-03-11 15:57:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 15:58:00-04:00,2025-03-11 15:59:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-11 16:00:00-04:00,2025-03-11 16:01:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-11 16:02:00-04:00,2025-03-11 16:03:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-11 16:04:00-04:00,2025-03-11 16:06:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-11 16:07:00-04:00,2025-03-11 16:09:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-11 16:16:00-04:00,2025-03-11 16:20:00-04:00,10.0,0.5,target,4
1,0.75,0.50R,10,2025-03-11 16:21:00-04:00,2025-03-11 16:31:00-04:00,1.5,0.075,timeout,10
1,0.75,0.50R,10,2025-03-11 16:39:00-04:00,2025-03-11 16:40:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:03:00-04:00,2025-03-12 10:04:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-12 10:17:00-04:00,2025-03-12 10:18:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:24:00-04:00,2025-03-12 10:25:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-12 10:34:00-04:00,2025-03-12 10:35:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:36:00-04:00,2025-03-12 10:37:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:38:00-04:00,2025-03-12 10:40:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-12 10:41:00-04:00,2025-03-12 10:42:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:43:00-04:00,2025-03-12 10:44:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:45:00-04:00,2025-03-12 10:47:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-12 10:48:00-04:00,2025-03-12 10:49:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:50:00-04:00,2025-03-12 10:51:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:52:00-04:00,2025-03-12 10:54:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-12 10:56:00-04:00,2025-03-12 10:57:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 10:58:00-04:00,2025-03-12 11:00:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-12 11:01:00-04:00,2025-03-12 11:02:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 11:03:00-04:00,2025-03-12 11:04:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 11:05:00-04:00,2025-03-12 11:07:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-12 11:08:00-04:00,2025-03-12 11:09:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 11:10:00-04:00,2025-03-12 11:12:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-12 11:13:00-04:00,2025-03-12 11:14:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-12 13:03:00-04:00,2025-03-12 13:04:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 13:05:00-04:00,2025-03-12 13:06:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 13:07:00-04:00,2025-03-12 13:08:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 13:51:00-04:00,2025-03-12 13:53:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-12 13:54:00-04:00,2025-03-12 13:55:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 13:56:00-04:00,2025-03-12 13:57:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 14:07:00-04:00,2025-03-12 14:11:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-12 15:17:00-04:00,2025-03-12 15:18:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-12 15:41:00-04:00,2025-03-12 15:42:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-12 15:43:00-04:00,2025-03-12 15:46:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-13 09:50:00-04:00,2025-03-13 09:51:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-13 09:52:00-04:00,2025-03-13 09:53:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 09:54:00-04:00,2025-03-13 09:55:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 09:56:00-04:00,2025-03-13 09:57:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 09:58:00-04:00,2025-03-13 09:59:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 10:00:00-04:00,2025-03-13 10:01:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 10:02:00-04:00,2025-03-13 10:03:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 10:04:00-04:00,2025-03-13 10:05:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 10:48:00-04:00,2025-03-13 10:49:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 10:50:00-04:00,2025-03-13 10:51:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-13 10:57:00-04:00,2025-03-13 10:58:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 10:59:00-04:00,2025-03-13 11:00:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 11:09:00-04:00,2025-03-13 11:10:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 11:16:00-04:00,2025-03-13 11:17:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-13 11:21:00-04:00,2025-03-13 11:22:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 11:23:00-04:00,2025-03-13 11:25:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-13 11:26:00-04:00,2025-03-13 11:27:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 11:28:00-04:00,2025-03-13 11:29:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-13 11:30:00-04:00,2025-03-13 11:34:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-13 11:35:00-04:00,2025-03-13 11:36:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 11:42:00-04:00,2025-03-13 11:43:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-13 11:57:00-04:00,2025-03-13 12:02:00-04:00,10.0,0.5,target,5
1,0.75,0.50R,10,2025-03-13 13:02:00-04:00,2025-03-13 13:05:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-13 13:07:00-04:00,2025-03-13 13:12:00-04:00,10.0,0.5,target,5
1,0.75,0.50R,10,2025-03-13 13:13:00-04:00,2025-03-13 13:17:00-04:00,10.0,0.5,target,4
1,0.75,0.50R,10,2025-03-13 13:18:00-04:00,2025-03-13 13:19:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 13:20:00-04:00,2025-03-13 13:23:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-13 13:24:00-04:00,2025-03-13 13:25:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 13:26:00-04:00,2025-03-13 13:27:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 13:28:00-04:00,2025-03-13 13:33:00-04:00,10.0,0.5,target,5
1,0.75,0.50R,10,2025-03-13 13:34:00-04:00,2025-03-13 13:36:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-13 13:37:00-04:00,2025-03-13 13:41:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-13 13:42:00-04:00,2025-03-13 13:45:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-13 13:46:00-04:00,2025-03-13 13:47:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 13:59:00-04:00,2025-03-13 14:01:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-13 15:14:00-04:00,2025-03-13 15:17:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-13 15:19:00-04:00,2025-03-13 15:21:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-13 15:22:00-04:00,2025-03-13 15:26:00-04:00,10.0,0.5,target,4
1,0.75,0.50R,10,2025-03-13 15:27:00-04:00,2025-03-13 15:28:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 15:44:00-04:00,2025-03-13 15:47:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-13 15:48:00-04:00,2025-03-13 15:49:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 15:50:00-04:00,2025-03-13 15:51:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-13 15:52:00-04:00,2025-03-13 15:53:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-13 15:54:00-04:00,2025-03-13 15:55:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-14 10:10:00-04:00,2025-03-14 10:11:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-14 10:13:00-04:00,2025-03-14 10:14:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-14 10:15:00-04:00,2025-03-14 10:17:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-14 10:18:00-04:00,2025-03-14 10:21:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-14 10:22:00-04:00,2025-03-14 10:24:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-14 10:30:00-04:00,2025-03-14 10:31:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-14 12:10:00-04:00,2025-03-14 12:13:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-14 12:33:00-04:00,2025-03-14 12:36:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-14 13:44:00-04:00,2025-03-14 13:45:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-14 13:46:00-04:00,2025-03-14 13:52:00-04:00,-20.0,-1.0,stop,6
1,0.75,0.50R,10,2025-03-14 14:25:00-04:00,2025-03-14 14:27:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-14 16:22:00-04:00,2025-03-14 16:32:00-04:00,-20.0,-1.0,stop,10
1,0.75,0.50R,10,2025-03-17 10:09:00-04:00,2025-03-17 10:10:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-17 10:29:00-04:00,2025-03-17 10:30:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-17 10:31:00-04:00,2025-03-17 10:32:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-17 10:37:00-04:00,2025-03-17 10:38:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-17 10:55:00-04:00,2025-03-17 10:56:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-17 10:57:00-04:00,2025-03-17 10:59:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-17 11:06:00-04:00,2025-03-17 11:07:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-17 11:09:00-04:00,2025-03-17 11:11:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-17 11:43:00-04:00,2025-03-17 11:44:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-17 11:45:00-04:00,2025-03-17 11:47:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-17 15:18:00-04:00,2025-03-17 15:27:00-04:00,10.0,0.5,target,9
1,0.75,0.50R,10,2025-03-17 16:06:00-04:00,2025-03-17 16:16:00-04:00,1.0,0.05,timeout,10
1,0.75,0.50R,10,2025-03-17 16:17:00-04:00,2025-03-17 16:27:00-04:00,-20.0,-1.0,stop,10
1,0.75,0.50R,10,2025-03-18 09:50:00-04:00,2025-03-18 09:51:00-04:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,10,2025-03-18 09:52:00-04:00,2025-03-18 09:53:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-18 09:54:00-04:00,2025-03-18 09:55:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-18 09:56:00-04:00,2025-03-18 09:57:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-18 09:58:00-04:00,2025-03-18 10:00:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-18 10:01:00-04:00,2025-03-18 10:02:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-18 10:03:00-04:00,2025-03-18 10:04:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-18 10:12:00-04:00,2025-03-18 10:14:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-18 10:15:00-04:00,2025-03-18 10:17:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-18 10:20:00-04:00,2025-03-18 10:21:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-18 11:01:00-04:00,2025-03-18 11:02:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-18 11:07:00-04:00,2025-03-18 11:08:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-18 11:09:00-04:00,2025-03-18 11:11:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-18 11:12:00-04:00,2025-03-18 11:14:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-18 11:57:00-04:00,2025-03-18 12:00:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-18 12:52:00-04:00,2025-03-18 12:55:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-18 14:08:00-04:00,2025-03-18 14:12:00-04:00,10.0,0.5,target,4
1,0.75,0.50R,10,2025-03-18 14:15:00-04:00,2025-03-18 14:19:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-18 15:39:00-04:00,2025-03-18 15:41:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-18 15:45:00-04:00,2025-03-18 15:48:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-19 10:39:00-04:00,2025-03-19 10:42:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-19 10:43:00-04:00,2025-03-19 10:44:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-19 10:45:00-04:00,2025-03-19 10:46:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-19 10:47:00-04:00,2025-03-19 10:50:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-19 10:59:00-04:00,2025-03-19 11:00:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-19 13:19:00-04:00,2025-03-19 13:27:00-04:00,10.0,0.5,target,8
1,0.75,0.50R,10,2025-03-19 15:29:00-04:00,2025-03-19 15:30:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-19 15:31:00-04:00,2025-03-19 15:32:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-19 15:35:00-04:00,2025-03-19 15:36:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-20 11:18:00-04:00,2025-03-20 11:21:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-20 12:00:00-04:00,2025-03-20 12:01:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-20 12:16:00-04:00,2025-03-20 12:17:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-20 12:18:00-04:00,2025-03-20 12:21:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-20 12:22:00-04:00,2025-03-20 12:23:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-20 12:24:00-04:00,2025-03-20 12:25:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-20 12:26:00-04:00,2025-03-20 12:27:00-04:00,-20.0,-1.0,stop,1
1,0.75,0.50R,10,2025-03-20 12:34:00-04:00,2025-03-20 12:35:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-20 12:36:00-04:00,2025-03-20 12:38:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-20 12:46:00-04:00,2025-03-20 12:50:00-04:00,10.0,0.5,target,4
1,0.75,0.50R,10,2025-03-20 12:52:00-04:00,2025-03-20 12:55:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-20 12:57:00-04:00,2025-03-20 12:59:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-20 13:36:00-04:00,2025-03-20 13:39:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-20 14:35:00-04:00,2025-03-20 14:37:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-20 14:44:00-04:00,2025-03-20 14:50:00-04:00,-20.0,-1.0,stop,6
1,0.75,0.50R,10,2025-03-21 11:27:00-04:00,2025-03-21 11:28:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-21 11:29:00-04:00,2025-03-21 11:33:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-21 11:34:00-04:00,2025-03-21 11:37:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-21 11:38:00-04:00,2025-03-21 11:39:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-21 11:40:00-04:00,2025-03-21 11:42:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-21 15:13:00-04:00,2025-03-21 15:15:00-04:00,-20.0,-1.0,stop,2
1,0.75,0.50R,10,2025-03-26 10:05:00-04:00,2025-03-26 10:08:00-04:00,10.0,0.5,target,3
1,0.75,0.50R,10,2025-03-26 10:09:00-04:00,2025-03-26 10:10:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-26 10:11:00-04:00,2025-03-26 10:12:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-26 10:18:00-04:00,2025-03-26 10:20:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-26 10:21:00-04:00,2025-03-26 10:22:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-26 10:25:00-04:00,2025-03-26 10:28:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-26 12:02:00-04:00,2025-03-26 12:04:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-26 12:20:00-04:00,2025-03-26 12:23:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-26 13:09:00-04:00,2025-03-26 13:17:00-04:00,10.0,0.5,target,8
1,0.75,0.50R,10,2025-03-26 13:37:00-04:00,2025-03-26 13:38:00-04:00,10.0,0.5,target,1
1,0.75,0.50R,10,2025-03-26 13:59:00-04:00,2025-03-26 14:09:00-04:00,-11.5,-0.575,timeout,10
1,0.75,0.50R,10,2025-03-26 14:57:00-04:00,2025-03-26 14:59:00-04:00,10.0,0.5,target,2
1,0.75,0.50R,10,2025-03-26 15:00:00-04:00,2025-03-26 15:03:00-04:00,-20.0,-1.0,stop,3
1,0.75,0.50R,10,2025-03-26 15:14:00-04:00,2025-03-26 15:18:00-04:00,-20.0,-1.0,stop,4
1,0.75,0.50R,10,2025-03-26 16:29:00-04:00,2025-03-26 16:38:00-04:00,10.0,0.5,target,9
1,0.75,0.50R,15,2024-12-27 09:44:00-05:00,2024-12-27 09:45:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 09:57:00-05:00,2024-12-27 10:00:00-05:00,10.0,0.5,target,3
1,0.75,0.50R,15,2024-12-27 10:06:00-05:00,2024-12-27 10:07:00-05:00,-20.0,-1.0,both_hit,1
1,0.75,0.50R,15,2024-12-27 10:08:00-05:00,2024-12-27 10:10:00-05:00,-20.0,-1.0,stop,2
1,0.75,0.50R,15,2024-12-27 10:11:00-05:00,2024-12-27 10:12:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 10:13:00-05:00,2024-12-27 10:14:00-05:00,-20.0,-1.0,stop,1
1,0.75,0.50R,15,2024-12-27 10:15:00-05:00,2024-12-27 10:16:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 10:17:00-05:00,2024-12-27 10:18:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 10:19:00-05:00,2024-12-27 10:22:00-05:00,-20.0,-1.0,stop,3
1,0.75,0.50R,15,2024-12-27 10:26:00-05:00,2024-12-27 10:27:00-05:00,-20.0,-1.0,stop,1
1,0.75,0.50R,15,2024-12-27 10:29:00-05:00,2024-12-27 10:31:00-05:00,10.0,0.5,target,2
1,0.75,0.50R,15,2024-12-27 10:32:00-05:00,2024-12-27 10:33:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 10:34:00-05:00,2024-12-27 10:38:00-05:00,-20.0,-1.0,stop,4
1,0.75,0.50R,15,2024-12-27 11:59:00-05:00,2024-12-27 12:06:00-05:00,10.0,0.5,target,7
1,0.75,0.50R,15,2024-12-27 12:07:00-05:00,2024-12-27 12:08:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 12:09:00-05:00,2024-12-27 12:17:00-05:00,10.0,0.5,target,8
1,0.75,0.50R,15,2024-12-27 12:18:00-05:00,2024-12-27 12:19:00-05:00,-20.0,-1.0,stop,1
1,0.75,0.50R,15,2024-12-27 12:20:00-05:00,2024-12-27 12:21:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-27 15:19:00-05:00,2024-12-27 15:22:00-05:00,10.0,0.5,target,3
1,0.75,0.50R,15,2024-12-27 15:23:00-05:00,2024-12-27 15:25:00-05:00,-20.0,-1.0,stop,2
1,0.75,0.50R,15,2024-12-30 09:49:00-05:00,2024-12-30 09:51:00-05:00,-20.0,-1.0,stop,2
1,0.75,0.50R,15,2024-12-30 15:37:00-05:00,2024-12-30 15:41:00-05:00,-20.0,-1.0,stop,4
1,0.75,0.50R,15,2024-12-30 15:47:00-05:00,2024-12-30 15:51:00-05:00,-20.0,-1.0,stop,4
1,0.75,0.50R,15,2024-12-30 16:07:00-05:00,2024-12-30 16:08:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-30 16:09:00-05:00,2024-12-30 16:14:00-05:00,-20.0,-1.0,stop,5
1,0.75,0.50R,15,2024-12-30 16:15:00-05:00,2024-12-30 16:16:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-30 16:17:00-05:00,2024-12-30 16:20:00-05:00,10.0,0.5,target,3
1,0.75,0.50R,15,2024-12-30 16:21:00-05:00,2024-12-30 16:36:00-05:00,4.25,0.2125,timeout,15
1,0.75,0.50R,15,2024-12-31 09:43:00-05:00,2024-12-31 09:44:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-31 09:45:00-05:00,2024-12-31 09:46:00-05:00,-20.0,-1.0,stop,1
1,0.75,0.50R,15,2024-12-31 10:50:00-05:00,2024-12-31 10:52:00-05:00,-20.0,-1.0,stop,2
1,0.75,0.50R,15,2024-12-31 11:01:00-05:00,2024-12-31 11:03:00-05:00,10.0,0.5,target,2
1,0.75,0.50R,15,2024-12-31 11:04:00-05:00,2024-12-31 11:05:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-31 11:06:00-05:00,2024-12-31 11:08:00-05:00,10.0,0.5,target,2
1,0.75,0.50R,15,2024-12-31 11:09:00-05:00,2024-12-31 11:10:00-05:00,-20.0,-1.0,stop,1
1,0.75,0.50R,15,2024-12-31 11:11:00-05:00,2024-12-31 11:18:00-05:00,-20.0,-1.0,stop,7
1,0.75,0.50R,15,2024-12-31 11:19:00-05:00,2024-12-31 11:20:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-31 11:21:00-05:00,2024-12-31 11:23:00-05:00,10.0,0.5,target,2
1,0.75,0.50R,15,2024-12-31 11:29:00-05:00,2024-12-31 11:31:00-05:00,10.0,0.5,target,2
1,0.75,0.50R,15,2024-12-31 11:32:00-05:00,2024-12-31 11:33:00-05:00,10.0,0.5,target,1
1,0.75,0.50R,15,2024-12-31 11:34:00-05:00,2024-12-31 11:43:00-05:00,-20.0,-1.0,stop,9
1,0.75,0.50R,15,2024-12-31 12:40:00-05:00,2024-12-31 12:52:00-05:00,-20.0,-1.0,stop,12
