model,tail_percent,rr,horizon,probability_threshold,windows,total_trades,median_WR,mean_WR,median_R,mean_R,median_PF,mean_PF,total_R,worst_DD,worst_streak
xgboost,9.999999999999998,1.2,10,0.52,4,157,0.4806060606060606,0.49005793226381467,0.057333333333333285,0.0781274509803921,1.1162162162162166,1.1687800448670016,18.999999999999993,-6.999999999999998,6
xgboost,19.999999999999996,1.25,12,0.58,4,123,0.4698996655518395,0.47315737994573104,0.0572742474916388,0.06460410487789486,1.1086309523809523,1.1254361658456487,5.25,-9.5,7
xgboost,17.500000000000004,1.3,10,0.56,4,107,0.4595665961945032,0.49077230908626257,0.05700317124735731,0.1287763108984039,1.1080615942028986,1.3177807971014495,10.3,-7.4,7
xgboost,12.5,1.35,10,0.5,4,134,0.4497250589159466,0.42317983715028096,0.05685388845247451,-0.005527382696839639,1.1517857142857146,1.1110714285714287,-0.04999999999999538,-10.950000000000003,10
baseline,19.999999999999996,1.2,10,0.0,4,1220,0.4841240116521015,0.4819734630728811,0.056522836038285465,0.05333935650279015,1.128257572131328,1.1209556647436876,65.1375,-19.900000000000016,12
baseline,19.999999999999996,1.2,12,0.0,4,1201,0.48933578897338403,0.4906063501441844,0.0560630364961401,0.06067020804164804,1.123360544934716,1.1344955132164611,70.2125,-17.962500000000016,12
xgboost,15.000000000000002,1.25,10,0.58,4,108,0.4692982456140351,0.43424589700056593,0.05592105263157895,-0.022946731748726662,1.11328125,1.0402715773809523,4.5,-8.75,5
baseline,19.999999999999996,1.25,12,0.0,4,1186,0.48221700667990613,0.48238757310739494,0.055780818408625144,0.06282897193547161,1.1227098578811465,1.1385494213886003,68.9375,-18.599999999999998,12
xgboost,15.000000000000002,1.2,10,0.5,4,252,0.4793233082706767,0.4496048359535202,0.0545112781954887,-0.01086936090225566,1.1083333333333334,1.0251456876456877,3.1999999999999966,-10.400000000000002,5
xgboost,17.500000000000004,1.25,10,0.5,4,243,0.46866028708133967,0.45740706661759295,0.05448564593301435,0.0291658998895841,1.1027542372881356,1.0627407550077042,11.25,-7.0,6
baseline,19.999999999999996,1.25,10,0.0,4,1203,0.4737719884693078,0.473828031323462,0.05261188329846808,0.054147592008007686,1.1199674407322053,1.1222101757689724,60.95,-20.02499999999999,12
xgboost,19.999999999999996,1.3,12,0.56,4,117,0.45760743321718933,0.45590994371482174,0.052497096399535426,0.048592870544090075,1.099604743083004,1.110427371541502,7.200000000000001,-6.7,6
xgboost,15.000000000000002,1.2,15,0.56,4,156,0.47817460317460314,0.4724206349206349,0.05198412698412696,0.03932539682539679,1.109268292682927,1.1546341463414633,19.999999999999993,-8.4,6
xgboost,9.999999999999998,1.25,10,0.5,4,154,0.46726190476190477,0.4942843614718615,0.05133928571428571,0.11213981331168832,1.1177248677248677,1.319553223336118,12.5,-10.5,8
xgboost,19.999999999999996,1.3,12,0.5,4,206,0.45625,0.44799512987012985,0.049374999999999995,0.03038879870129871,1.0936507936507935,1.0809892481767482,14.800000000000002,-6.3,5
xgboost,19.999999999999996,1.25,12,0.52,4,224,0.46595394736842105,0.4458601154466626,0.048396381578947364,0.0031852597549909267,1.090686274509804,1.015920622635019,5.5,-8.75,6
xgboost,12.5,1.35,10,0.56,4,85,0.44565217391304346,0.4281832298136646,0.047282608695652206,0.006230590062111838,1.1089285714285715,1.1169642857142856,-0.39999999999999725,-9.3,6
xgboost,17.500000000000004,1.3,10,0.6,4,59,0.45512820512820507,0.47756410256410253,0.04679487179487184,0.09839743589743596,1.2113636363636366,1.503300865800866,7.700000000000003,-9.7,8
xgboost,17.500000000000004,1.2,15,0.54,4,206,0.4753052164261931,0.48226799282848115,0.04567147613762486,0.060989584222658565,1.096761133603239,1.1340948525159051,7.399999999999999,-14.399999999999999,6
xgboost,19.999999999999996,1.35,10,0.58,4,77,0.4447261663286004,0.4098630831643002,0.045106490872211,-0.036821754563894485,1.0813322368421052,0.9906661184210527,2.900000000000003,-7.300000000000001,7
xgboost,15.000000000000002,1.3,15,0.5,4,201,0.45397196261682243,0.4661526479750779,0.044135514018691584,0.07215109034267914,1.0809561128526646,1.1541426526996243,17.5,-9.500000000000004,9
xgboost,12.5,1.35,10,0.52,4,119,0.4435483870967742,0.39958168017940315,0.04233870967741938,-0.0609830515784026,1.1013157894736842,1.005345394736842,-1.4999999999999964,-10.0,10
xgboost,15.000000000000002,1.2,10,0.52,4,226,0.4735449735449735,0.45161359562982284,0.04179894179894178,-0.006450089614389844,1.0961538461538463,1.0482943143812709,-1.6000000000000059,-10.599999999999994,5
xgboost,15.000000000000002,1.3,15,0.54,4,134,0.45268542199488493,0.469398266552998,0.04117647058823531,0.07961601307189546,1.0777777777777777,1.177281746031746,10.900000000000002,-12.6,5
xgboost,19.999999999999996,1.3,10,0.58,4,88,0.4519607843137255,0.40098039215686276,0.039509803921568644,-0.07774509803921567,1.0748366013071897,0.9436683006535949,-0.5999999999999988,-7.7,7
xgboost,19.999999999999996,1.35,10,0.6,4,58,0.44155844155844154,0.4291125541125541,0.03766233766233771,0.0084145021645022,1.06875,1.040625,0.7500000000000027,-7.300000000000001,7
xgboost,12.5,1.25,15,0.6,4,82,0.46111111111111114,0.4734126984126984,0.0375,0.06517857142857142,1.0817307692307692,1.1658653846153846,5.75,-8.25,4
xgboost,12.5,1.2,10,0.5,4,213,0.4714285714285714,0.4591517857142857,0.03714285714285716,0.010133928571428572,1.1545454545454545,1.1443056943056944,-1.8000000000000007,-21.600000000000016,6
xgboost,12.5,1.25,10,0.52,4,164,0.4608695652173913,0.4644573389996731,0.03695652173913043,0.04502901274926446,1.0984848484848484,1.1525410353535355,-4.25,-16.75,5
xgboost,15.000000000000002,1.2,15,0.5,4,281,0.47120961060480526,0.4643344090320064,0.03666114333057163,0.021535699870414017,1.0693333333333332,1.0608763440860214,11.599999999999994,-13.600000000000007,6
xgboost,19.999999999999996,1.2,10,0.54,4,197,0.47089277496548554,0.4432588874827428,0.03596410492406811,-0.024830447537965948,1.0711111111111111,1.0041269841269842,-1.1999999999999984,-11.399999999999999,7
xgboost,19.999999999999996,1.2,10,0.56,4,150,0.47086247086247085,0.4676446741664133,0.03589743589743588,0.028818283166109238,1.07,1.0964285714285713,3.9999999999999982,-6.800000000000001,6
xgboost,12.5,1.25,12,0.5,4,196,0.4601293103448276,0.48049784731719625,0.03529094827586207,0.08112015646369153,1.0694444444444444,1.217480495022868,11.0,-12.75,5
xgboost,17.500000000000004,1.2,15,0.56,4,153,0.47,0.48205882352941176,0.034,0.06052941176470589,1.0714285714285712,1.1642857142857141,5.4,-7.999999999999999,6
xgboost,12.5,1.35,10,0.6,4,54,0.4396551724137931,0.4698275862068965,0.033189655172413846,0.10409482758620694,1.0875,1.3875000000000002,0.05000000000000293,-8.950000000000001,7
xgboost,19.999999999999996,1.35,12,0.5,4,185,0.4395582329317269,0.4429668026624871,0.03296184738955827,0.04097198625684469,1.0591112531969311,1.0763494577672967,10.050000000000008,-9.850000000000001,5
xgboost,19.999999999999996,1.25,12,0.6,4,88,0.45868945868945865,0.4616976705211999,0.03205128205128205,0.03881975867269984,1.0633116883116884,1.0915516774891776,4.25,-7.25,5
xgboost,15.000000000000002,1.25,15,0.6,4,84,0.45833333333333337,0.5012464387464387,0.03125,0.1278044871794872,1.0714285714285714,1.4732142857142856,10.5,-7.75,5
xgboost,15.000000000000002,1.3,10,0.56,4,113,0.4482758620689655,0.42257543103448275,0.031034482758620703,-0.028076508620689666,1.0771428571428572,1.0948214285714286,-0.29999999999999805,-7.8,6
xgboost,19.999999999999996,1.3,12,0.54,4,139,0.4482608695652174,0.4475100644122383,0.03100000000000002,0.029273148148148163,1.056714285714286,1.073357142857143,5.900000000000002,-8.100000000000001,6
xgboost,15.000000000000002,1.25,10,0.54,4,178,0.4579416130628402,0.4179660218424249,0.030368629391390393,-0.05957645085454403,1.0788690476190477,0.9977678571428571,-7.0,-12.0,6
xgboost,19.999999999999996,1.35,15,0.56,4,100,0.4380630630630631,0.4440315315315315,0.029448198198198237,0.04347409909909914,1.0558928571428572,1.0904464285714288,1.0500000000000043,-9.6,7
xgboost,19.999999999999996,1.3,15,0.56,4,120,0.44739359158297465,0.452863462458154,0.029005260640841725,0.04158596365375421,1.0544670846394986,1.0843763994626063,4.200000000000002,-9.200000000000001,6
xgboost,12.5,1.35,15,0.54,4,98,0.4375,0.4638125411454904,0.02812500000000004,0.08995947169190259,1.08,1.270342741935484,7.7500000000000036,-16.25,7
xgboost,19.999999999999996,1.25,12,0.5,4,269,0.4556528359345261,0.45971258735343246,0.025218880852683666,0.034353321545222956,1.0505148005148004,1.0699607900879087,16.75,-6.5,6
xgboost,9.999999999999998,1.25,12,0.5,4,173,0.4552777777777778,0.4704105738340534,0.024375,0.058423791126620134,1.0494840525328328,1.1401266416510318,13.75,-9.0,7
xgboost,19.999999999999996,1.2,10,0.52,4,258,0.46556690233045295,0.460853626603823,0.024247185126996616,0.01387797852841055,1.0511029411764707,1.0880514705882351,1.5999999999999996,-12.0,7
xgboost,12.5,1.25,10,0.5,4,190,0.45510204081632655,0.474812925170068,0.02397959183673469,0.06832908163265305,1.0677083333333333,1.2251984126984126,-3.25,-17.0,6
xgboost,15.000000000000002,1.35,12,0.58,4,69,0.4356060606060606,0.4303030303030303,0.02367424242424248,0.011212121212121229,1.0446428571428572,1.1410714285714285,8.550000000000004,-4.300000000000001,3
xgboost,15.000000000000002,1.3,12,0.5,4,203,0.44505494505494503,0.4248678980593874,0.02362637362637364,-0.022803834463408924,1.0446428571428572,0.9867209383753501,-0.5999999999999994,-11.5,9
xgboost,9.999999999999998,1.25,12,0.52,4,151,0.45491803278688525,0.4721958584987058,0.0235655737704918,0.062440681622088004,1.0590277777777777,1.1675347222222223,13.25,-9.25,7
xgboost,15.000000000000002,1.2,12,0.52,4,225,0.465003465003465,0.4716084863143687,0.023007623007623015,0.037538669891611046,1.0430992736077482,1.1116117486051165,12.599999999999998,-12.400000000000002,5
xgboost,15.000000000000002,1.2,15,0.6,4,100,0.4642857142857143,0.5037593984962406,0.021428571428571425,0.1082706766917293,1.0499999999999998,1.3269230769230769,20.999999999999993,-8.599999999999998,4
xgboost,17.500000000000004,1.2,10,0.5,4,262,0.4642012833502195,0.46855897500844307,0.02124282337048293,0.030829745018574793,1.039764705882353,1.0633851777999335,15.199999999999998,-8.0,8
xgboost,15.000000000000002,1.3,15,0.52,4,164,0.4434808612440191,0.43602614490772384,0.02000598086124403,0.0028601332877648683,1.0397485493230174,1.0398742746615088,10.8,-9.400000000000002,7
xgboost,15.000000000000002,1.2,15,0.52,4,233,0.46347826086956523,0.46675375031782357,0.019652173913043462,0.02685825069921178,1.0409200968523002,1.1025252658174545,15.599999999999996,-9.8,6
xgboost,15.000000000000002,1.2,12,0.5,4,261,0.46289592760181,0.46741287608160675,0.01837104072398188,0.028308327379534794,1.0378633150039278,1.0766239651942717,13.999999999999996,-9.2,5
xgboost,15.000000000000002,1.25,10,0.6,4,78,0.4521575984990619,0.5094121325828642,0.01735459662288931,0.14617729831144466,1.0897435897435896,1.951121794871795,0.75,-8.25,5
xgboost,19.999999999999996,1.35,15,0.6,4,64,0.43214285714285716,0.39894179894179893,0.015535714285714323,-0.06248677248677245,1.0350000000000001,0.9433928571428571,4.150000000000003,-5.0,5
xgboost,9.999999999999998,1.2,10,0.58,4,99,0.4613526570048309,0.45751030533639225,0.014975845410628005,0.006522671740063008,1.0299999999999998,1.1278571428571427,13.199999999999994,-6.8,5
xgboost,15.000000000000002,1.25,12,0.58,4,123,0.4510357815442561,0.466426981681219,0.014830508474576272,0.04946070878274267,1.02734375,1.1609933035714286,12.0,-9.25,6
xgboost,17.500000000000004,1.3,10,0.58,4,87,0.4411764705882353,0.4455882352941176,0.01470588235294118,0.024852941176470605,1.0523809523809524,1.3657738095238097,5.000000000000001,-6.4,6
xgboost,9.999999999999998,1.2,12,0.52,4,165,0.4608610567514677,0.468839049678992,0.013894324853228945,0.0314459092937824,1.0337837837837838,1.127036819428124,19.8,-8.399999999999999,7
xgboost,19.999999999999996,1.35,12,0.58,4,78,0.4307692307692308,0.39553167420814483,0.01230769230769235,-0.07050056561085968,1.0285714285714285,0.9267857142857143,1.900000000000003,-8.0,8
xgboost,19.999999999999996,1.2,15,0.58,4,130,0.4597222222222222,0.4531336013327539,0.011388888888888872,-0.0031060770679414845,1.0228571428571427,1.0092733990147784,6.3999999999999995,-8.0,7
xgboost,15.000000000000002,1.3,12,0.56,4,113,0.4391371340523883,0.45540600544983945,0.01001540832049308,0.04743381253463078,1.0196078431372548,1.1507761437908497,6.600000000000001,-11.4,6
xgboost,9.999999999999998,1.3,10,0.52,4,113,0.4386904761904762,0.4528011204481793,0.008988095238095236,0.04144257703081236,1.0217803030303032,1.1175568181818183,6.600000000000004,-9.700000000000001,9
xgboost,15.000000000000002,1.2,10,0.56,4,161,0.4563543003851091,0.45317715019255456,0.003979460847240036,-0.0030102695763800005,1.0095652173913043,1.083354037267081,4.0,-8.2,5
xgboost,19.999999999999996,1.3,10,0.52,4,172,0.4363636363636364,0.4278114478114478,0.003636363636363646,-0.016033670033670025,1.0160919540229885,1.0109871534820825,-1.799999999999998,-10.2,7
xgboost,19.999999999999996,1.3,10,0.5,4,219,0.43604108309990663,0.4385734261653379,0.002894491129785237,0.008718880180277243,1.009411764705882,1.0541106442577028,1.7999999999999998,-10.600000000000001,6
xgboost,12.5,1.3,10,0.5,4,155,0.4353281853281853,0.43257637336584703,0.0012548262548262579,-0.005074341258551766,1.0472222222222223,1.0472222222222223,-7.800000000000001,-17.599999999999998,6
xgboost,19.999999999999996,1.3,10,0.56,4,108,0.43526084223758643,0.4207554211187932,0.001099937146448772,-0.03226253142677561,1.0083992094861662,1.0303900809335593,0.10000000000000053,-7.4,6
xgboost,19.999999999999996,1.2,15,0.56,4,176,0.4546938775510204,0.4525453514739229,0.00032653061224489216,-0.004400226757369639,1.002197802197802,1.0066421383494555,8.799999999999997,-9.6,7
xgboost,12.5,1.2,10,0.52,4,183,0.4546703296703297,0.46171016483516486,0.00027472527472525987,0.015762362637362637,1.0819454679439942,1.1773363703356332,-4.800000000000001,-20.800000000000015,6
xgboost,12.5,1.25,10,0.54,4,141,0.44431818181818183,0.4521590909090909,-0.0002840909090909144,0.017357954545454524,1.0479323308270676,1.1397749889429456,-10.5,-21.25,5
xgboost,15.000000000000002,1.2,10,0.54,4,191,0.4541304347826087,0.45315217391304347,-0.0009130434782608915,-0.003065217391304366,1.0026315789473683,1.0825657894736842,2.5999999999999974,-9.599999999999994,5
xgboost,19.999999999999996,1.35,15,0.58,4,87,0.42492492492492495,0.43051801801801803,-0.0014264264264263957,0.011717342342342377,1.000227272727273,1.0270873205741626,2.300000000000003,-6.6,6
xgboost,19.999999999999996,1.2,10,0.5,4,312,0.4537037037037037,0.44541224898367754,-0.0018518518518518441,-0.02009305223590938,0.9972413793103448,0.9728312159709619,-3.9999999999999973,-10.4,6
xgboost,19.999999999999996,1.25,10,0.56,4,137,0.44345238095238093,0.4592261904761905,-0.002232142857142856,0.033258928571428564,1.003787878787879,1.0921717171717171,4.75,-5.5,5
xgboost,15.000000000000002,1.2,12,0.54,4,198,0.45176630434782605,0.4656344962599345,-0.006114130434782631,0.024395891771855985,0.9909502262443439,1.1183698499642771,10.999999999999995,-12.0,5
xgboost,15.000000000000002,1.2,12,0.58,4,141,0.4510752688172043,0.4482649071358749,-0.007634408602150561,-0.0138172043010753,0.9878571428571429,1.0558333333333332,4.199999999999994,-9.6,5
xgboost,19.999999999999996,1.25,12,0.56,4,150,0.4399641577060932,0.4243893736858734,-0.010080645161290322,-0.04512390920678498,0.9821428571428572,0.971185064935065,3.0,-8.5,8
xgboost,15.000000000000002,1.25,10,0.5,4,227,0.43947368421052635,0.42681231380337636,-0.01118421052631579,-0.03967229394240318,0.9853078358208955,0.9765824893390191,-6.5,-14.25,9
xgboost,19.999999999999996,1.3,10,0.54,4,144,0.42913832199546487,0.42290249433106575,-0.012981859410430827,-0.027324263038548735,0.9886363636363638,0.9818181818181819,-3.6999999999999984,-7.800000000000001,6
xgboost,19.999999999999996,1.25,12,0.54,4,185,0.4381856540084388,0.4208472129691317,-0.014082278481012659,-0.053093770819453705,0.9751002673796791,0.9335050408516432,-0.5,-8.75,7
xgboost,19.999999999999996,1.35,12,0.56,4,93,0.41875,0.396875,-0.015937499999999948,-0.06734374999999997,0.975,0.9375,3.350000000000003,-6.65,6
xgboost,12.5,1.2,15,0.6,4,93,0.44727272727272727,0.4608158508158508,-0.016000000000000028,0.01379487179487177,0.9714285714285713,1.1157142857142857,5.999999999999998,-6.399999999999999,4
xgboost,15.000000000000002,1.3,10,0.54,4,140,0.4267151767151767,0.3949365357260094,-0.018555093555093556,-0.0916459678301784,0.9760317460317459,0.9303769841269841,-6.600000000000001,-8.8,7
xgboost,15.000000000000002,1.35,12,0.56,4,87,0.4173076923076923,0.44377289377289375,-0.019326923076923033,0.0428663003663004,0.9741477272727274,1.1774147727272728,11.700000000000005,-5.65,4
xgboost,15.000000000000002,1.25,10,0.52,4,206,0.43553113553113554,0.4273417059131345,-0.020054945054945053,-0.038481161695447415,0.9691820276497696,0.9767407722789911,-5.75,-13.5,8
xgboost,9.999999999999998,1.2,10,0.6,4,88,0.44505494505494503,0.4239163614163614,-0.02087912087912091,-0.06738400488400492,0.9642857142857142,1.0729120879120877,10.999999999999995,-7.0,5
xgboost,19.999999999999996,1.2,10,0.58,4,118,0.44393939393939397,0.42966200466200466,-0.023333333333333338,-0.054743589743589754,0.9588235294117645,1.019411764705882,-1.4000000000000012,-7.199999999999999,6
xgboost,9.999999999999998,1.25,12,0.58,4,96,0.4327485380116959,0.45668434652522777,-0.02631578947368421,0.02753977968176255,0.9545454545454546,1.1608664772727273,14.25,-5.25,5
xgboost,19.999999999999996,1.25,10,0.52,4,225,0.4327485380116959,0.424969910652337,-0.02631578947368421,-0.04381770103224162,0.9545454545454546,0.9423995388669302,-6.75,-9.5,8
xgboost,15.000000000000002,1.25,12,0.52,4,210,0.4324496965825615,0.44528888770014774,-0.026988182689236664,0.0018999973253324021,0.9536210317460319,1.0579508667502089,6.0,-10.0,6
xgboost,12.5,1.2,10,0.54,4,155,0.4404166666666667,0.42655753968253973,-0.03108333333333331,-0.0615734126984127,0.9896739130434782,1.048083709768492,-9.799999999999997,-15.800000000000004,5
xgboost,15.000000000000002,1.3,12,0.54,4,139,0.4204718417047184,0.4349611955776339,-0.032914764079147604,0.00041074982855807823,0.9498863636363637,1.0221858288770054,5.900000000000004,-14.399999999999999,7
xgboost,15.000000000000002,1.25,12,0.5,4,245,0.4296448087431694,0.4462144498261302,-0.033299180327868855,0.003982512108792843,0.9427521008403361,1.0698491353062964,7.0,-14.75,6
xgboost,12.5,1.2,10,0.56,4,134,0.4393939393939394,0.3988724453840733,-0.03333333333333335,-0.12248062015503877,0.9658536585365853,0.8945934959349592,-8.600000000000001,-11.400000000000002,5
xgboost,12.5,1.2,12,0.54,4,159,0.4392857142857143,0.4699180360091202,-0.0335714285714286,0.03381967922006442,0.9409090909090909,1.130871212121212,3.7999999999999927,-13.599999999999998,7
xgboost,19.999999999999996,1.35,12,0.54,4,124,0.40970072239422084,0.39916854301529225,-0.037203302373580986,-0.06195392391406321,0.9482142857142859,0.9269021739130436,2.9000000000000044,-8.299999999999999,5
xgboost,19.999999999999996,1.25,10,0.5,4,275,0.4274004683840749,0.4248803584156399,-0.03834894613583138,-0.0440191935648101,0.9330357142857143,0.9290958197208198,-9.5,-12.5,7
xgboost,12.5,1.3,10,0.52,4,138,0.41666666666666663,0.40476190476190477,-0.04166666666666666,-0.06904761904761904,0.9750000000000001,0.9425,-13.8,-19.39999999999999,8
xgboost,12.5,1.2,12,0.56,4,130,0.43529411764705883,0.46119864612511674,-0.04235294117647061,0.014637021475256742,0.9333333333333333,1.127642276422764,-0.20000000000000373,-16.599999999999998,7
xgboost,12.5,1.2,15,0.58,4,112,0.43415906127770537,0.44002325358257566,-0.044850065189048265,-0.031948842118333674,0.9257142857142857,1.0443956043956044,2.3999999999999977,-11.399999999999999,5
xgboost,19.999999999999996,1.25,10,0.58,4,108,0.4241830065359477,0.41780245897892954,-0.045588235294117645,-0.059944467297408474,0.9350198412698413,0.9384300595238095,-4.5,-6.25,6
xgboost,12.5,1.2,12,0.5,4,204,0.43372724369211113,0.4755174679999017,-0.045800063877355496,0.04613842959978378,0.9212362911266201,1.1816707771422574,9.399999999999995,-12.999999999999996,5
xgboost,12.5,1.2,10,0.58,4,120,0.43333333333333335,0.39824561403508774,-0.046666666666666724,-0.12385964912280704,0.9473684210526314,0.882017543859649,-10.000000000000004,-12.000000000000002,4
xgboost,15.000000000000002,1.2,12,0.6,4,113,0.4328231292517007,0.4452403934546792,-0.047789115646258526,-0.02047113439970585,0.9174603174603173,1.1216672216672217,7.9999999999999964,-7.8,5
xgboost,15.000000000000002,1.25,12,0.56,4,144,0.4226190476190476,0.4549963924963925,-0.049107142857142856,0.023741883116883116,0.9151785714285714,1.1272321428571428,4.5,-14.0,6
xgboost,15.000000000000002,1.2,10,0.58,4,140,0.42801857585139313,0.43337203302373584,-0.058359133126935026,-0.046581527347781274,0.9114285714285713,1.0007142857142857,-5.800000000000006,-14.599999999999998,5
xgboost,12.5,1.35,15,0.58,4,66,0.4,0.4355072463768116,-0.05999999999999996,0.023442028985507266,0.9,1.14375,2.1500000000000004,-12.3,8
xgboost,12.5,1.2,10,0.6,4,97,0.42560895325872283,0.43423304805793284,-0.06366030283080978,-0.04468729427254774,0.9108870967741933,1.0254435483870967,-6.8000000000000025,-10.799999999999997,6
xgboost,15.000000000000002,1.2,15,0.58,4,128,0.4255952380952381,0.417531838316722,-0.0636904761904762,-0.08142995570321152,0.9054545454545455,0.9933689839572192,8.4,-9.0,4
xgboost,15.000000000000002,1.3,12,0.52,4,166,0.4052878179384204,0.42145997662248713,-0.0678380187416332,-0.030642053768279595,0.8875946969696968,0.9699878246753247,-0.4000000000000006,-14.100000000000001,7
xgboost,19.999999999999996,1.2,10,0.6,4,91,0.42358803986710963,0.4421861767962999,-0.06810631229235882,-0.027190411048140198,0.8819999999999999,1.0195714285714286,-5.200000000000002,-7.999999999999998,6
xgboost,19.999999999999996,1.25,10,0.54,4,176,0.41237600377893247,0.42250005862705486,-0.07215399149740198,-0.04937486808912652,0.8772229822161423,0.9499751274717074,-5.0,-8.0,7
xgboost,12.5,1.35,15,0.56,4,80,0.39377289377289376,0.4230769230769231,-0.07463369963369962,-0.00576923076923074,0.8842500000000002,1.0608750000000002,2.250000000000002,-12.950000000000001,8
xgboost,12.5,1.2,12,0.52,4,189,0.40896686159844053,0.45986891832756494,-0.10027290448343082,0.011711620320642834,0.830357142857143,1.1227543290043294,4.5999999999999925,-14.399999999999997,5
xgboost,12.5,1.25,10,0.58,4,100,0.3952991452991453,0.4021950271950272,-0.11057692307692307,-0.0950611888111888,0.8308823529411764,0.8658088235294117,-10.0,-11.75,9
xgboost,12.5,1.3,10,0.54,4,122,0.38095238095238093,0.40259740259740256,-0.12380952380952379,-0.074025974025974,0.8125,0.9140625,-11.599999999999998,-14.99999999999999,7
xgboost,15.000000000000002,1.2,10,0.6,4,106,0.39743589743589747,0.42407852564102566,-0.12564102564102564,-0.0670272435897436,0.8142857142857143,0.9789377289377289,-7.000000000000002,-14.200000000000006,10
xgboost,9.999999999999998,1.25,15,0.6,4,81,0.3611111111111111,0.3901143790849673,-0.1875,-0.12224264705882353,0.7102272727272727,0.9057088744588745,2.25,-8.0,5
xgboost,12.5,1.3,10,0.58,4,85,0.34659090909090906,0.36579545454545453,-0.20284090909090907,-0.15867045454545453,0.6933333333333334,0.8070833333333334,-11.399999999999999,-12.09999999999999,9
xgboost,12.5,1.3,10,0.6,4,72,0.3333333333333333,0.3607456140350877,-0.23333333333333328,-0.17028508771929823,0.6500000000000001,0.7944444444444445,-9.899999999999999,-11.2,8
xgboost,12.5,1.3,10,0.56,4,98,0.30686274509803924,0.3452417173766058,-0.2942156862745098,-0.2059440500338066,0.5757142857142857,0.744404761904762,-15.2,-14.499999999999991,10
