filter,window,trades,wins,losses,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak
QUALITY_BOTTOM25,6,16,8,8,0.5,0.2706,0.0006000000000000588,4.3296,1.8772896741773386,-2.2119999999999997,5
QUALITY_BOTTOM25,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
QUALITY_BOTTOM25,8,4,2,2,0.5,0.2881,0.12060000000000007,1.1524,2.0884019644881,-0.7944,1
QUALITY_BOTTOM25,9,9,4,5,0.4444444444444444,0.04115555555555556,-0.1244,0.37040000000000006,1.1042792792792793,-3.552,5
QUALITY_BOTTOM25,10,7,3,4,0.42857142857142855,0.41274285714285713,-0.0143999999999999,2.8891999999999998,2.351609281437126,-2.1231999999999998,3
QUALITY_BOTTOM25,11,9,2,7,0.2222222222222222,-0.6688444444444445,-1.0444,-6.0196000000000005,0.10299815223222271,-6.1752,5
QUALITY_BOTTOM25,12,7,2,5,0.2857142857142857,-0.3144,-1.0444,-2.2008,0.4954607977991747,-2.0888,3
QUALITY_BOTTOM25,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
QUALITY_BOTTOM25,14,8,5,3,0.625,0.24810000000000001,0.4356,1.9848000000000001,1.633473764841057,-2.0888,2
QUALITY_BOTTOM25,15,2,2,0,1.0,1.7056,1.7056,3.4112,inf,0.0,0
QUALITY_BOTTOM25,16,3,1,2,0.3333333333333333,-0.12773333333333334,-1.0444,-0.3832,0.8165453849099962,-2.0888,2
QUALITY_BOTTOM25,17,4,3,1,0.75,1.0756000000000001,1.7056,4.3024000000000004,6.282907662082514,-0.8144,1
QUALITY_BOTTOM25,18,10,4,6,0.4,-0.12840000000000001,-0.7994,-1.2840000000000003,0.7777162246381829,-4.7008,3
QUALITY_BOTTOM25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
QUALITY_BOTTOM25,20,12,6,6,0.5,0.14476666666666668,-0.3594,1.7372,1.2772245627473513,-4.8964,4
QUALITY_BOTTOM25,21,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
QUALITY_BOTTOM25,22,5,1,4,0.2,-0.29239999999999994,-1.0444,-1.4619999999999997,0.5384518247253441,-1.0787999999999998,2
QUALITY_TOP25,1,15,8,7,0.5333333333333333,0.11693333333333333,0.2156,1.754,1.4462195990638038,-2.0888,2
QUALITY_TOP25,3,11,4,7,0.36363636363636365,-0.1934909090909091,-0.8144,-2.1284,0.6700564271098159,-3.302,2
QUALITY_TOP25,5,5,1,4,0.2,-0.38039999999999996,-0.3843999999999999,-1.902,0.08009286128845039,-1.0231999999999999,3
QUALITY_TOP25,6,14,8,6,0.5714285714285714,0.27988571428571435,0.18059999999999998,3.918400000000001,1.8415084614723822,-3.3676,4
QUALITY_TOP25,9,7,1,6,0.14285714285714285,-0.7615428571428572,-1.0444,-5.3308,0.04232538085656798,-4.6064,3
QUALITY_TOP25,10,15,8,7,0.5333333333333333,0.21960000000000005,0.1256,3.2940000000000005,1.6861356440593234,-3.9052,4
QUALITY_TOP25,11,13,4,9,0.3076923076923077,-0.13439999999999996,-0.3044,-1.7471999999999994,0.7053426875337292,-3.7339999999999995,5
QUALITY_TOP25,12,18,9,9,0.5,-0.055511111111111094,-0.5094,-0.9991999999999998,0.8936976041533684,-3.8496,2
QUALITY_TOP25,14,12,7,5,0.5833333333333334,0.31226666666666664,0.2206,3.7472,1.7175794714668713,-2.1563999999999997,2
QUALITY_TOP25,18,1,1,0,1.0,1.7056,1.7056,1.7056,inf,0.0,0
QUALITY_TOP25,20,29,11,18,0.3793103448275862,-0.07853793103448276,-0.5744,-2.2776,0.8611151763500658,-4.7616,5
QUALITY_TOP25,22,6,2,4,0.3333333333333333,-0.24106666666666665,-1.0444,-1.4464,0.6537725009574876,-3.152,3
VOL_40_60,1,43,25,18,0.5813953488372093,0.2560651162790698,0.2156,11.010800000000001,1.9460100350539558,-2.777599999999998,3
VOL_40_60,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
VOL_40_60,3,38,13,25,0.34210526315789475,-0.22703157894736842,-0.4494,-8.6272,0.5840308582449374,-8.399999999999999,5
VOL_40_60,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
VOL_40_60,5,43,18,25,0.4186046511627907,0.03746046511627907,-0.1144,1.6108,1.1053499018966644,-6.1724,6
VOL_40_60,6,69,39,30,0.5652173913043478,0.18415072463768115,0.1256,12.706399999999999,1.5570050850429602,-5.4496,7
VOL_40_60,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
VOL_40_60,8,6,4,2,0.6666666666666666,0.5189333333333334,0.38060000000000005,3.1136,3.9406875708349074,-0.7944,1
VOL_40_60,9,40,12,28,0.3,-0.25539999999999996,-0.6744,-10.216,0.5392636155358722,-13.276399999999995,9
VOL_40_60,10,41,22,19,0.5365853658536586,0.30560000000000004,0.1256,12.529600000000002,1.9894184907925079,-2.7176,4
VOL_40_60,11,35,10,25,0.2857142857142857,-0.36839999999999995,-0.8244,-12.893999999999998,0.3746847720659554,-13.710799999999995,5
VOL_40_60,12,43,21,22,0.4883720930232558,0.06234418604651167,-0.0043999999999999,2.680800000000002,1.1271919836028241,-4.5608,3
VOL_40_60,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
VOL_40_60,14,44,25,19,0.5681818181818182,0.32196363636363645,0.29059999999999997,14.166400000000003,1.7517884056125157,-3.1331999999999987,3
VOL_40_60,15,5,2,3,0.4,0.055600000000000004,-1.0444,0.278,1.088727179879995,-1.0444,2
VOL_40_60,16,8,5,3,0.625,0.2956,0.0756,2.3648,1.8145494626618903,-2.9031999999999996,3
VOL_40_60,17,5,3,2,0.6,0.6516000000000001,1.7056,3.2580000000000005,2.7527437056165267,-1.0444,1
VOL_40_60,18,20,7,13,0.35,-0.2354,-0.9394,-4.708,0.6149568175870191,-9.446,8
VOL_40_60,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
VOL_40_60,20,71,30,41,0.4225352112676056,0.035318309859154975,-0.7243999999999999,2.507600000000003,1.0640831680739267,-5.5616,5
VOL_40_60,21,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
VOL_40_60,22,17,5,12,0.29411764705882354,-0.21616470588235293,-1.0444,-3.6748,0.6810844586385254,-6.7028,5
VOL_40_60_AND_13_00_14_30,1,11,7,4,0.6363636363636364,0.4083272727272727,0.4056,4.4916,2.560884070058383,-1.0444,1
VOL_40_60_AND_13_00_14_30,3,8,3,5,0.375,-0.4119,-0.6244,-3.2952,0.24801460520310367,-3.8308,3
VOL_40_60_AND_13_00_14_30,5,18,9,9,0.5,0.18837777777777784,0.10560000000000001,3.390800000000001,1.5949189416801182,-1.6088,2
VOL_40_60_AND_13_00_14_30,6,21,11,10,0.5238095238095238,0.13560000000000005,0.2256,2.8476000000000012,1.3730154571653133,-4.353999999999999,4
VOL_40_60_AND_13_00_14_30,7,1,1,0,1.0,0.2756,0.2756,0.2756,inf,0.0,0
VOL_40_60_AND_13_00_14_30,8,2,2,0,1.0,1.7056,1.7056,3.4112,inf,0.0,0
VOL_40_60_AND_13_00_14_30,9,12,4,8,0.3333333333333333,-0.09689999999999999,-0.4894,-1.1627999999999998,0.8104707263006913,-3.9307999999999996,4
VOL_40_60_AND_13_00_14_30,10,10,6,4,0.6,0.3476,0.17559999999999998,3.476,3.0720076299475445,-0.8687999999999999,2
VOL_40_60_AND_13_00_14_30,11,5,1,4,0.2,-0.7864,-1.0444,-3.932,0.05878973573343547,-3.1332,3
VOL_40_60_AND_13_00_14_30,12,6,4,2,0.6666666666666666,0.5256,0.9156,3.1536,2.5097663730371504,-1.0444,1
VOL_40_60_AND_13_00_14_30,14,16,8,8,0.5,-0.029399999999999996,-0.38939999999999997,-0.47039999999999993,0.9436997319034853,-2.8676,2
VOL_40_60_AND_13_00_14_30,16,4,2,2,0.5,0.3306,0.3306,1.3224,1.6330907698199923,-2.0888,2
VOL_40_60_AND_13_00_14_30,17,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
VOL_40_60_AND_13_00_14_30,18,2,1,1,0.5,0.015599999999999947,0.015599999999999947,0.031199999999999894,1.0298736116430485,-1.0444,1
VOL_40_60_AND_13_00_14_30,19,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
VOL_40_60_AND_13_00_14_30,20,27,10,17,0.37037037037037035,-0.03847407407407408,-0.7243999999999999,-1.0388000000000002,0.9338967088349837,-6.848400000000001,6
