scenario,mae_threshold,recovery_level,deadline_bars,trades,total_R,mean_R,win_rate,profit_factor,max_drawdown_R,gross_profit_R,gross_loss_R,recovery_universe,frozen_universe,is_frozen
25,0.6,0.4,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
26,0.65,0.0,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
27,0.65,0.0,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
28,0.65,0.0,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
29,0.65,0.0,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
30,0.65,0.0,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
31,0.65,0.1,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
32,0.65,0.1,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
33,0.65,0.1,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
34,0.65,0.1,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
35,0.65,0.1,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
36,0.65,0.2,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
37,0.65,0.2,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
38,0.65,0.2,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
39,0.65,0.2,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
40,0.65,0.2,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
41,0.65,0.3,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
42,0.65,0.3,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
43,0.65,0.3,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
44,0.65,0.3,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
45,0.65,0.3,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
46,0.65,0.4,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
47,0.65,0.4,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
48,0.65,0.4,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
49,0.65,0.4,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
50,0.65,0.4,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
51,0.7,0.0,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
52,0.7,0.0,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
53,0.7,0.0,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
54,0.7,0.0,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
55,0.7,0.0,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
56,0.7,0.1,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
57,0.7,0.1,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
58,0.7,0.1,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
59,0.7,0.1,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
60,0.7,0.1,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
61,0.7,0.2,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
62,0.7,0.2,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,True
63,0.7,0.2,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
64,0.7,0.2,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
65,0.7,0.2,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
66,0.7,0.3,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
67,0.7,0.3,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
68,0.7,0.3,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
69,0.7,0.3,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
70,0.7,0.3,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
71,0.7,0.4,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
72,0.7,0.4,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
73,0.7,0.4,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
74,0.7,0.4,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
75,0.7,0.4,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
76,0.75,0.0,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
77,0.75,0.0,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
78,0.75,0.0,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
79,0.75,0.0,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
80,0.75,0.0,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
81,0.75,0.1,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
82,0.75,0.1,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
83,0.75,0.1,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
84,0.75,0.1,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
85,0.75,0.1,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
86,0.75,0.2,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
87,0.75,0.2,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
88,0.75,0.2,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
89,0.75,0.2,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
90,0.75,0.2,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
91,0.75,0.3,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
92,0.75,0.3,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
93,0.75,0.3,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
94,0.75,0.3,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
95,0.75,0.3,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
96,0.75,0.4,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
97,0.75,0.4,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
98,0.75,0.4,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
99,0.75,0.4,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
100,0.75,0.4,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
101,0.8,0.0,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
102,0.8,0.0,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
103,0.8,0.0,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
104,0.8,0.0,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
105,0.8,0.0,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
106,0.8,0.1,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
107,0.8,0.1,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
108,0.8,0.1,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
109,0.8,0.1,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
110,0.8,0.1,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
111,0.8,0.2,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
112,0.8,0.2,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
113,0.8,0.2,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
114,0.8,0.2,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
115,0.8,0.2,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
116,0.8,0.3,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
117,0.8,0.3,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
118,0.8,0.3,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
119,0.8,0.3,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
120,0.8,0.3,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
121,0.8,0.4,4,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
122,0.8,0.4,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
123,0.8,0.4,8,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
124,0.8,0.4,10,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
125,0.8,0.4,12,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,124.366,90.0208,195,342,False
