mae_threshold_R,decision_bar,triggered,failed,survived,failure_rate,survival_rate,mean_final_R,total_final_R,profit_factor,target_n,stop_n,timeout_n,recovery_n,target_rate,stop_rate,timeout_rate,recovery_rate
0.95,6,98,92,6,0.9387755102040817,0.061224489795918366,-0.9062367346938772,-88.81119999999997,0.0722237079628268,2,91,5,6,0.02040816326530612,0.9285714285714286,0.05102040816326531,0.061224489795918366
0.95,4,64,60,4,0.9375,0.0625,-0.8770562499999999,-56.13159999999999,0.09906908063687724,2,59,3,4,0.03125,0.921875,0.046875,0.0625
0.9,2,32,30,2,0.9375,0.0625,-0.8772125,-28.0708,0.10408528022469042,1,30,1,2,0.03125,0.9375,0.03125,0.0625
0.95,7,107,100,7,0.9345794392523364,0.06542056074766354,-0.8872037383177567,-94.93079999999996,0.08323708353452443,3,98,6,7,0.028037383177570093,0.9158878504672897,0.056074766355140186,0.06542056074766354
0.9,4,75,70,5,0.9333333333333333,0.06666666666666667,-0.8670666666666665,-65.02999999999999,0.09928252860190039,2,67,6,5,0.02666666666666667,0.8933333333333333,0.08,0.06666666666666667
0.9,14,157,146,11,0.9299363057324841,0.07006369426751592,-0.8549095541401271,-134.22079999999997,0.09890139400237931,6,138,13,11,0.03821656050955414,0.8789808917197452,0.08280254777070063,0.07006369426751592
0.9,12,153,142,11,0.9281045751633987,0.0718954248366013,-0.8499555555555552,-130.04319999999996,0.10175527785222294,6,134,13,11,0.0392156862745098,0.8758169934640523,0.08496732026143791,0.0718954248366013
0.85,4,83,77,6,0.927710843373494,0.07228915662650602,-0.8488578313253009,-70.45519999999998,0.10859982692044926,2,73,8,6,0.024096385542168676,0.8795180722891566,0.0963855421686747,0.07228915662650602
0.9,8,138,128,10,0.927536231884058,0.07246376811594203,-0.8487478260869563,-117.12719999999997,0.10008205714496458,5,120,13,10,0.036231884057971016,0.8695652173913043,0.09420289855072464,0.07246376811594203
0.95,5,82,76,6,0.926829268292683,0.07317073170731707,-0.8792780487804875,-72.10079999999998,0.08749797505264867,2,75,5,6,0.024390243902439025,0.9146341463414634,0.06097560975609756,0.07317073170731707
0.9,10,147,136,11,0.9251700680272109,0.07482993197278912,-0.8420190476190476,-123.7768,0.10635889231266842,6,128,13,11,0.04081632653061224,0.8707482993197279,0.08843537414965986,0.07482993197278912
0.9,3,52,48,4,0.9230769230769231,0.07692307692307693,-0.8392076923076925,-43.63880000000001,0.12391590646280355,2,47,3,4,0.038461538461538464,0.9038461538461539,0.057692307692307696,0.07692307692307693
0.95,2,26,24,2,0.9230769230769231,0.07692307692307693,-0.8386307692307693,-21.8044,0.13010660028086302,1,24,1,2,0.038461538461538464,0.9230769230769231,0.038461538461538464,0.07692307692307693
0.85,3,63,58,5,0.9206349206349206,0.07936507936507936,-0.8228126984126987,-51.83720000000002,0.12768993625599917,2,55,6,5,0.031746031746031744,0.873015873015873,0.09523809523809523,0.07936507936507936
0.85,2,37,34,3,0.918918918918919,0.08108108108108109,-0.8108864864864864,-30.002799999999997,0.1348573801312587,1,32,4,3,0.02702702702702703,0.8648648648648649,0.10810810810810811,0.08108108108108109
0.9,6,110,101,9,0.9181818181818182,0.08181818181818182,-0.8411272727272724,-92.52399999999996,0.10901310036939887,4,97,9,9,0.03636363636363636,0.8818181818181818,0.08181818181818182,0.08181818181818182
0.9,7,121,111,10,0.9173553719008265,0.08264462809917356,-0.8324991735537187,-100.73239999999997,0.11450582989915477,5,106,10,10,0.04132231404958678,0.8760330578512396,0.08264462809917356,0.08264462809917356
0.8,3,72,66,6,0.9166666666666666,0.08333333333333333,-0.7966222222222221,-57.35679999999999,0.13943802287758214,3,61,8,6,0.041666666666666664,0.8472222222222222,0.1111111111111111,0.08333333333333333
0.7,1,24,22,2,0.9166666666666666,0.08333333333333333,-0.7610666666666667,-18.2656,0.15736640094478893,2,20,2,2,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333
0.9,5,93,85,8,0.9139784946236559,0.08602150537634409,-0.8413892473118276,-78.24919999999997,0.10942820722935451,3,82,8,8,0.03225806451612903,0.8817204301075269,0.08602150537634409,0.08602150537634409
0.95,3,45,41,4,0.9111111111111111,0.08888888888888889,-0.8144000000000002,-36.64800000000001,0.14414624804999485,2,41,2,4,0.044444444444444446,0.9111111111111111,0.044444444444444446,0.08888888888888889
0.8,4,100,91,9,0.91,0.09,-0.8096999999999998,-80.96999999999997,0.1198951308907353,3,84,13,9,0.03,0.84,0.13,0.09
0.8,2,43,39,4,0.9069767441860465,0.09302325581395349,-0.7795162790697674,-33.5192,0.15995348557451322,2,37,4,4,0.046511627906976744,0.8604651162790697,0.09302325581395349,0.09302325581395349
0.5,1,53,48,5,0.9056603773584906,0.09433962264150944,-0.7657207547169813,-40.58320000000001,0.16463158588095808,3,45,5,5,0.05660377358490566,0.8490566037735849,0.09433962264150944,0.09433962264150944
0.85,14,167,151,16,0.9041916167664671,0.09580838323353294,-0.8088311377245506,-135.07479999999995,0.11504352885063919,6,140,21,16,0.03592814371257485,0.8383233532934131,0.12574850299401197,0.09580838323353294
0.75,2,52,47,5,0.9038461538461539,0.09615384615384616,-0.7495923076923078,-38.97880000000001,0.16510019962816036,2,43,7,5,0.038461538461538464,0.8269230769230769,0.1346153846153846,0.09615384615384616
0.85,12,164,148,16,0.9024390243902439,0.0975609756097561,-0.8045219512195119,-131.94159999999994,0.1174545756154466,6,137,21,16,0.036585365853658534,0.8353658536585366,0.12804878048780488,0.0975609756097561
0.7,2,61,55,6,0.9016393442622951,0.09836065573770492,-0.7580065573770494,-46.23840000000001,0.14487350199733684,2,50,9,6,0.03278688524590164,0.819672131147541,0.14754098360655737,0.09836065573770492
0.8,6,140,126,14,0.9,0.1,-0.7956857142857143,-111.396,0.12109726346883971,5,116,19,14,0.03571428571428571,0.8285714285714286,0.1357142857142857,0.1
0.85,1,10,9,1,0.9,0.1,-0.7693999999999999,-7.693999999999999,0.18145452997999917,1,9,0,1,0.1,0.9,0.0,0.1
0.85,8,149,134,15,0.8993288590604027,0.10067114093959731,-0.8060107382550334,-120.09559999999999,0.11661674620594693,5,125,19,15,0.03355704697986577,0.8389261744966443,0.12751677852348994,0.10067114093959731
0.8,7,158,142,16,0.8987341772151899,0.10126582278481013,-0.7835139240506327,-123.79519999999997,0.12422358490832999,6,128,24,16,0.0379746835443038,0.810126582278481,0.1518987341772152,0.10126582278481013
0.85,10,158,142,16,0.8987341772151899,0.10126582278481013,-0.7971848101265822,-125.95519999999998,0.12235393144121726,6,132,20,16,0.0379746835443038,0.8354430379746836,0.12658227848101267,0.10126582278481013
0.8,8,174,156,18,0.896551724137931,0.10344827586206896,-0.7699172413793102,-133.96559999999997,0.13159573309547642,7,138,29,18,0.040229885057471264,0.7931034482758621,0.16666666666666666,0.10344827586206896
0.75,1,19,17,2,0.8947368421052632,0.10526315789473684,-0.6865052631578946,-13.043599999999998,0.20730729027396264,2,15,2,2,0.10526315789473684,0.7894736842105263,0.10526315789473684,0.10526315789473684
0.85,6,123,110,13,0.8943089430894309,0.10569105691056911,-0.8059447154471542,-99.13119999999996,0.12097469274832859,4,105,14,13,0.032520325203252036,0.8536585365853658,0.11382113821138211,0.10569105691056911
0.8,10,178,159,19,0.8932584269662921,0.10674157303370786,-0.7561977528089885,-134.60319999999996,0.14051756725002815,8,140,30,19,0.0449438202247191,0.7865168539325843,0.16853932584269662,0.10674157303370786
0.8,14,184,164,20,0.8913043478260869,0.10869565217391304,-0.7596173913043477,-139.76959999999997,0.13632689783701082,8,145,31,20,0.043478260869565216,0.7880434782608695,0.16847826086956522,0.10869565217391304
0.8,12,182,162,20,0.8901098901098901,0.10989010989010989,-0.7564879120879118,-137.68079999999995,0.13810951103899521,8,143,31,20,0.04395604395604396,0.7857142857142857,0.17032967032967034,0.10989010989010989
0.85,7,135,120,15,0.8888888888888888,0.1111111111111111,-0.7913629629629629,-106.834,0.12922209181012,5,114,16,15,0.037037037037037035,0.8444444444444444,0.11851851851851852,0.1111111111111111
0.85,5,105,93,12,0.8857142857142857,0.11428571428571428,-0.7982095238095235,-83.81199999999997,0.12467153772564163,3,89,13,12,0.02857142857142857,0.8476190476190476,0.12380952380952381,0.11428571428571428
0.8,5,121,107,14,0.8842975206611571,0.11570247933884298,-0.7687801652892559,-93.02239999999996,0.14162855676990488,5,99,17,14,0.04132231404958678,0.8181818181818182,0.14049586776859505,0.11570247933884298
0.5,3,132,116,16,0.8787878787878788,0.12121212121212122,-0.7289454545454546,-96.2208,0.15298889792641582,6,102,24,16,0.045454545454545456,0.7727272727272727,0.18181818181818182,0.12121212121212122
0.5,2,107,94,13,0.8785046728971962,0.12149532710280374,-0.7222504672897193,-77.28079999999997,0.1572762683253439,5,83,19,13,0.04672897196261682,0.7757009345794392,0.17757009345794392,0.12149532710280374
0.6,2,82,72,10,0.8780487804878049,0.12195121951219512,-0.7080585365853659,-58.0608,0.17476633388670323,4,64,14,10,0.04878048780487805,0.7804878048780488,0.17073170731707318,0.12195121951219512
0.7,3,98,86,12,0.8775510204081632,0.12244897959183673,-0.7056244897959183,-69.15119999999999,0.1801717637797517,5,77,16,12,0.05102040816326531,0.7857142857142857,0.16326530612244897,0.12244897959183673
0.75,3,88,77,11,0.875,0.125,-0.7057636363636361,-62.107199999999985,0.17846315020873355,4,69,15,11,0.045454545454545456,0.7840909090909091,0.17045454545454544,0.125
0.7,4,127,111,16,0.8740157480314961,0.12598425196850394,-0.709281889763779,-90.07879999999994,0.17629738547747598,7,99,21,16,0.05511811023622047,0.7795275590551181,0.16535433070866143,0.12598425196850394
0.75,4,119,104,15,0.8739495798319328,0.12605042016806722,-0.7153243697478988,-85.12359999999995,0.17112376530707638,6,93,20,15,0.05042016806722689,0.7815126050420168,0.16806722689075632,0.12605042016806722
0.6,3,116,101,15,0.8706896551724138,0.12931034482758622,-0.7013827586206893,-81.36039999999996,0.174210652386617,6,89,21,15,0.05172413793103448,0.7672413793103449,0.1810344827586207,0.12931034482758622
0.7,6,168,146,22,0.8690476190476191,0.13095238095238096,-0.7177333333333332,-120.57919999999999,0.16538245367281232,9,131,28,22,0.05357142857142857,0.7797619047619048,0.16666666666666666,0.13095238095238096
0.25,1,129,112,17,0.8682170542635659,0.13178294573643412,-0.7154852713178294,-92.29759999999999,0.17275895200263866,6,101,22,17,0.046511627906976744,0.7829457364341085,0.17054263565891473,0.13178294573643412
0.8,1,15,13,2,0.8666666666666667,0.13333333333333333,-0.6463999999999999,-9.695999999999998,0.26025390625,2,12,1,2,0.13333333333333333,0.8,0.06666666666666667,0.13333333333333333
0.7,7,187,162,25,0.8663101604278075,0.13368983957219252,-0.7100684491978607,-132.78279999999995,0.1654276354658749,10,142,35,25,0.053475935828877004,0.7593582887700535,0.18716577540106952,0.13368983957219252
0.6,6,178,154,24,0.8651685393258427,0.1348314606741573,-0.7068157303370785,-125.81319999999997,0.1718326250546349,10,136,32,24,0.056179775280898875,0.7640449438202247,0.1797752808988764,0.1348314606741573
0.5,4,163,141,22,0.8650306748466258,0.13496932515337423,-0.7129889570552147,-116.21719999999999,0.1628836335557631,8,125,30,22,0.049079754601226995,0.7668711656441718,0.18404907975460122,0.13496932515337423
0.6,4,148,128,20,0.8648648648648649,0.13513513513513514,-0.7003459459459459,-103.65119999999999,0.17660815740305305,8,114,26,20,0.05405405405405406,0.7702702702702703,0.17567567567567569,0.13513513513513514
0.25,2,162,140,22,0.8641975308641975,0.13580246913580246,-0.6989679012345679,-113.2328,0.17879407626590085,9,124,29,22,0.05555555555555555,0.7654320987654321,0.17901234567901234,0.13580246913580246
0.6,7,190,164,26,0.8631578947368421,0.1368421052631579,-0.7043999999999998,-133.83599999999996,0.16970859523697268,10,144,36,26,0.05263157894736842,0.7578947368421053,0.18947368421052632,0.1368421052631579
0.75,7,182,157,25,0.8626373626373627,0.13736263736263737,-0.7008835164835164,-127.56079999999999,0.17104148145837564,10,137,35,25,0.054945054945054944,0.7527472527472527,0.19230769230769232,0.13736263736263737
0.75,6,160,138,22,0.8625,0.1375,-0.7058375,-112.934,0.1746231743396051,9,125,26,22,0.05625,0.78125,0.1625,0.1375
0.25,3,174,150,24,0.8620689655172413,0.13793103448275862,-0.7001471264367815,-121.82559999999998,0.17226797119173806,9,132,33,24,0.05172413793103448,0.7586206896551724,0.1896551724137931,0.13793103448275862
0.25,7,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.25,8,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.25,10,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.25,12,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.25,14,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.5,7,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.5,8,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.5,10,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.5,12,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.5,14,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.6,8,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.6,10,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.6,12,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.6,14,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.7,8,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.7,10,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.7,12,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.7,14,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.75,8,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.75,10,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.75,12,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.75,14,195,168,27,0.8615384615384616,0.13846153846153847,-0.6917846153846152,-134.89799999999997,0.17724653450370587,11,146,38,27,0.05641025641025641,0.7487179487179487,0.19487179487179487,0.13846153846153847
0.6,1,36,31,5,0.8611111111111112,0.1388888888888889,-0.6410666666666667,-23.0784,0.2573657180368383,3,29,4,5,0.08333333333333333,0.8055555555555556,0.1111111111111111,0.1388888888888889
0.25,6,194,167,27,0.8608247422680413,0.13917525773195877,-0.6899670103092782,-133.85359999999997,0.17838281113809187,11,145,38,27,0.05670103092783505,0.7474226804123711,0.1958762886597938,0.13917525773195877
0.25,4,186,160,26,0.8602150537634409,0.13978494623655913,-0.6948838709677418,-129.24839999999998,0.1746800847998774,10,140,36,26,0.053763440860215055,0.7526881720430108,0.1935483870967742,0.13978494623655913
0.5,6,186,160,26,0.8602150537634409,0.13978494623655913,-0.6991311827956987,-130.03839999999997,0.17380332160056933,10,141,35,26,0.053763440860215055,0.7580645161290323,0.1881720430107527,0.13978494623655913
0.25,5,193,166,27,0.8601036269430051,0.13989637305699482,-0.6881305699481864,-132.80919999999998,0.17953375045715592,11,144,38,27,0.05699481865284974,0.7461139896373057,0.19689119170984457,0.13989637305699482
0.5,5,175,150,25,0.8571428571428571,0.14285714285714285,-0.6966285714285713,-121.90999999999997,0.1775618970518789,10,134,31,25,0.05714285714285714,0.7657142857142857,0.17714285714285713,0.14285714285714285
0.7,5,153,131,22,0.8562091503267973,0.1437908496732026,-0.6870797385620915,-105.1232,0.1851950604729322,9,117,27,22,0.058823529411764705,0.7647058823529411,0.17647058823529413,0.1437908496732026
0.6,5,165,141,24,0.8545454545454545,0.14545454545454545,-0.6831878787878788,-112.726,0.1880308635572613,10,125,30,24,0.06060606060606061,0.7575757575757576,0.18181818181818182,0.14545454545454545
0.75,5,141,119,22,0.8439716312056738,0.15602836879432624,-0.6648255319148936,-93.7404,0.20311543640592497,9,107,25,22,0.06382978723404255,0.7588652482269503,0.1773049645390071,0.15602836879432624
