entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price,path_length,max_MAE_R,max_MFE_R,final_close_R,time_to_max_MFE,time_to_max_MAE,outcome,exit_reason_path,net_R_path,window_path,mae_1R,mfe_1R,close_1R,mae_2R,mfe_2R,close_2R,mae_3R,mfe_3R,close_3R,mae_4R,mfe_4R,close_4R,mae_5R,mfe_5R,close_5R,mae_6R,mfe_6R,close_6R,mae_7R,mfe_7R,close_7R,mae_8R,mfe_8R,close_8R,mae_9R,mfe_9R,close_9R,mae_10R,mfe_10R,close_10R,mae_11R,mfe_11R,close_11R,mae_12R,mfe_12R,close_12R,mae_13R,mfe_13R,close_13R,mae_14R,mfe_14R,close_14R,mae_15R,mfe_15R,close_15R,mae_16R,mfe_16R,close_16R,mae_17R,mfe_17R,close_17R,mae_18R,mfe_18R,close_18R,mae_19R,mfe_19R,close_19R,mae_20R,mfe_20R,close_20R
2023-09-22 15:44:00-04:00,2023-09-22 15:52:00-04:00,2023-09-21,0.855561191600045,0.4037402920706158,25.0,1.75,20,43.75,42.64,1.7056,target,8,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,263,14898.75,21,0.37,1.84,1.06,8,1,WIN,target,1.7056,10,0.37,0.18,-0.18,0.37,0.27,0.21,0.37,0.65,0.6,0.37,0.72,0.7,0.37,0.73,0.39,0.37,1.18,1.17,0.37,1.62,1.54,0.37,1.84,1.79,0.37,1.84,1.49,0.37,1.84,1.56,0.37,1.84,1.08,0.37,1.84,0.92,0.37,1.84,1.19,0.37,1.84,1.01,0.37,1.84,1.25,0.37,1.84,0.56,0.37,1.84,0.5,0.37,1.84,0.78,0.37,1.84,0.98,0.37,1.84,1.06
2023-09-27 13:40:00-04:00,2023-09-27 14:00:00-04:00,2023-09-26,1.0,0.4341920723689977,25.0,1.75,20,-12.5,-13.61,-0.5444,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,264,14599.75,21,0.99,0.5,-0.5,2,15,LOSS,timeout,-0.5444,10,0.2,0.47,0.43,0.2,0.5,0.43,0.2,0.5,0.05,0.38,0.5,-0.35,0.59,0.5,-0.47,0.59,0.5,-0.21,0.59,0.5,-0.51,0.59,0.5,-0.26,0.59,0.5,-0.43,0.59,0.5,-0.39,0.65,0.5,-0.64,0.72,0.5,-0.6,0.8,0.5,-0.72,0.95,0.5,-0.91,0.99,0.5,-0.62,0.99,0.5,-0.7,0.99,0.5,-0.57,0.99,0.5,-0.64,0.99,0.5,-0.81,0.99,0.5,-0.5
2023-09-27 15:37:00-04:00,2023-09-27 15:57:00-04:00,2023-09-26,0.8818846896240157,0.5446564751669851,25.0,1.75,20,4.25,3.14,0.1256,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,265,14739.75,21,0.5,1.52,0.17,7,2,WIN,timeout,0.1256,10,0.36,0.1,-0.32,0.5,0.1,-0.21,0.5,0.67,0.59,0.5,1.01,0.96,0.5,1.36,1.23,0.5,1.5,1.41,0.5,1.52,1.16,0.5,1.52,1.32,0.5,1.52,0.93,0.5,1.52,0.99,0.5,1.52,1.12,0.5,1.52,0.95,0.5,1.52,0.18,0.5,1.52,0.08,0.5,1.52,0.51,0.5,1.52,0.27,0.5,1.52,0.03,0.5,1.52,0.18,0.5,1.52,0.18,0.5,1.52,0.17
2023-09-29 11:53:00-04:00,2023-09-29 11:56:00-04:00,2023-09-28,1.0,0.591868129941621,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,266,14911.75,21,1.68,0.06,-0.19,1,18,LOSS,stop,-1.0444,10,0.64,0.06,-0.54,0.89,0.06,-0.84,1.29,0.06,-1.13,1.29,0.06,-1.21,1.44,0.06,-1.25,1.44,0.06,-1.14,1.44,0.06,-1.12,1.44,0.06,-0.79,1.44,0.06,-0.75,1.44,0.06,-0.73,1.44,0.06,-1.07,1.44,0.06,-1.26,1.65,0.06,-1.37,1.65,0.06,-1.55,1.65,0.06,-1.38,1.65,0.06,-1.19,1.65,0.06,-1.47,1.68,0.06,-1.49,1.68,0.06,-1.23,1.68,0.06,-0.19
2023-10-12 13:02:00-04:00,2023-10-12 13:09:00-04:00,2023-10-11,0.9160568286588712,0.4022019249311898,25.0,1.75,20,43.75,42.64,1.7056,target,7,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,267,15402.75,21,0.02,3.63,3.17,15,1,WIN,target,1.7056,10,0.02,0.76,0.74,0.02,0.89,0.52,0.02,1.22,1.02,0.02,1.22,0.87,0.02,1.23,1.2,0.02,1.74,1.52,0.02,1.78,1.55,0.02,1.85,1.66,0.02,2.01,1.81,0.02,2.19,2.17,0.02,2.47,2.42,0.02,2.83,2.71,0.02,3.27,3.06,0.02,3.27,3.12,0.02,3.63,3.49,0.02,3.63,3.19,0.02,3.63,3.04,0.02,3.63,2.91,0.02,3.63,3.14,0.02,3.63,3.17
2023-10-12 14:08:00-04:00,2023-10-12 14:28:00-04:00,2023-10-11,0.8985419952262432,0.542986623656668,25.0,1.75,20,-18.25,-19.36,-0.7744,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,268,15245.25,21,0.95,1.16,-0.73,3,20,LOSS,timeout,-0.7744,10,0.04,0.38,0.34,0.04,0.75,0.65,0.04,1.16,0.98,0.04,1.16,0.97,0.04,1.16,0.88,0.04,1.16,0.57,0.04,1.16,0.63,0.04,1.16,0.79,0.04,1.16,0.84,0.04,1.16,0.69,0.04,1.16,0.82,0.04,1.16,0.25,0.08,1.16,0.03,0.37,1.16,-0.27,0.49,1.16,-0.43,0.73,1.16,-0.51,0.73,1.16,-0.64,0.75,1.16,-0.15,0.81,1.16,-0.72,0.95,1.16,-0.73
2023-10-13 13:06:00-04:00,2023-10-13 13:26:00-04:00,2023-10-12,0.7554601608912833,0.5146035307936396,25.0,1.75,20,41.5,40.39,1.6156,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,269,15129.5,21,0.65,1.72,1.66,20,6,WIN,timeout,1.6156,10,0.29,0.01,-0.22,0.29,0.11,0.01,0.29,0.2,-0.04,0.29,0.2,-0.06,0.62,0.2,-0.58,0.65,0.23,0.2,0.65,0.46,0.16,0.65,0.53,0.45,0.65,0.7,0.52,0.65,0.77,0.62,0.65,0.77,0.37,0.65,0.77,0.25,0.65,0.77,0.46,0.65,0.77,0.35,0.65,0.77,0.43,0.65,0.77,-0.01,0.65,0.77,0.38,0.65,0.77,0.51,0.65,0.77,0.62,0.65,1.72,1.66
2023-10-17 09:40:00-04:00,2023-10-17 09:52:00-04:00,2023-10-16,0.7776584243675297,0.4514735015164531,25.0,1.75,20,43.75,42.64,1.7056,target,12,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,270,15110.25,21,0.69,2.41,0.94,14,1,WIN,target,1.7056,10,0.69,0.23,-0.53,0.69,0.23,-0.28,0.69,0.32,0.11,0.69,0.32,0.08,0.69,1.3,1.09,0.69,1.3,0.79,0.69,1.53,1.4,0.69,1.53,1.35,0.69,1.53,1.07,0.69,1.53,0.95,0.69,1.53,1.4,0.69,2.29,2.15,0.69,2.4,2.21,0.69,2.41,1.93,0.69,2.41,1.53,0.69,2.41,1.53,0.69,2.41,1.53,0.69,2.41,1.04,0.69,2.41,1.25,0.69,2.41,0.94
2023-10-17 13:52:00-04:00,2023-10-17 14:12:00-04:00,2023-10-16,0.7531846701936166,0.4989568906575972,25.0,1.75,20,0.25,-0.8599999999999999,-0.0343999999999999,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,271,15216.25,21,0.35,1.03,0.01,4,20,LOSS,timeout,-0.0343999999999999,10,0.26,0.6,0.46,0.26,0.6,0.44,0.26,0.88,0.74,0.26,1.03,0.51,0.26,1.03,0.28,0.26,1.03,0.45,0.26,1.03,0.48,0.26,1.03,0.34,0.26,1.03,0.38,0.26,1.03,0.69,0.26,1.03,0.59,0.26,1.03,0.54,0.26,1.03,0.75,0.26,1.03,0.61,0.26,1.03,0.22,0.26,1.03,0.27,0.26,1.03,-0.01,0.26,1.03,0.26,0.28,1.03,-0.18,0.35,1.03,0.01
2023-10-18 12:38:00-04:00,2023-10-18 12:58:00-04:00,2023-10-17,0.932941242107956,0.4513639312073771,25.0,1.75,20,8.5,7.390000000000001,0.2956,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,272,15100.25,21,0.76,0.8,0.34,17,5,WIN,timeout,0.2956,10,0.15,0.28,0.2,0.15,0.28,0.07,0.15,0.28,-0.07,0.47,0.28,-0.3,0.76,0.28,-0.42,0.76,0.28,-0.34,0.76,0.28,-0.31,0.76,0.28,-0.21,0.76,0.28,-0.1,0.76,0.28,0.08,0.76,0.38,0.16,0.76,0.58,0.51,0.76,0.67,0.24,0.76,0.67,0.47,0.76,0.72,0.62,0.76,0.72,0.65,0.76,0.8,0.68,0.76,0.8,0.53,0.76,0.8,0.44,0.76,0.8,0.34
2023-10-18 15:47:00-04:00,2023-10-18 15:51:00-04:00,2023-10-17,0.8984125921780961,0.5170754369663926,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,273,14983.0,21,3.42,0.16,-3.33,1,20,LOSS,stop,-1.0444,10,0.17,0.16,-0.12,0.46,0.16,-0.32,0.87,0.16,-0.86,1.15,0.16,-1.14,1.3,0.16,-0.79,1.3,0.16,-1.06,1.54,0.16,-1.5,2.13,0.16,-1.41,2.13,0.16,-1.47,2.13,0.16,-1.53,2.13,0.16,-1.8,2.13,0.16,-1.63,3.07,0.16,-3.04,3.35,0.16,-2.97,3.35,0.16,-2.44,3.35,0.16,-2.18,3.35,0.16,-2.41,3.35,0.16,-2.74,3.35,0.16,-2.72,3.42,0.16,-3.33
2023-10-19 09:40:00-04:00,2023-10-19 09:53:00-04:00,2023-10-18,0.7945339812383613,0.5806349818551568,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,13,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,274,15042.5,21,1.38,0.86,-0.39,4,13,LOSS,stop,-1.0444,10,0.19,0.29,0.27,0.19,0.74,0.42,0.19,0.74,0.09,0.19,0.86,0.34,0.19,0.86,0.05,0.19,0.86,0.11,0.23,0.86,0.12,0.23,0.86,0.52,0.23,0.86,0.08,0.43,0.86,-0.31,0.43,0.86,-0.34,0.54,0.86,-0.42,1.38,0.86,-0.85,1.38,0.86,-0.7,1.38,0.86,-0.58,1.38,0.86,-0.51,1.38,0.86,-0.31,1.38,0.86,-0.31,1.38,0.86,-0.6,1.38,0.86,-0.39
2023-10-24 12:32:00-04:00,2023-10-24 12:52:00-04:00,2023-10-23,1.0,0.4037622061324311,25.0,1.75,20,27.0,25.89,1.0356,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,275,14736.0,21,0.23,1.15,1.08,20,2,WIN,timeout,1.0356,10,0.16,0.02,-0.06,0.23,0.11,-0.06,0.23,0.34,0.32,0.23,0.34,0.22,0.23,0.38,-0.02,0.23,0.38,-0.04,0.23,0.38,0.09,0.23,0.38,0.17,0.23,0.38,0.31,0.23,0.72,0.59,0.23,0.78,0.76,0.23,0.78,0.68,0.23,0.78,0.62,0.23,0.79,0.66,0.23,1.08,0.99,0.23,1.08,0.69,0.23,1.08,0.74,0.23,1.08,0.68,0.23,1.08,0.78,0.23,1.15,1.08
2023-10-25 09:32:00-04:00,2023-10-25 09:36:00-04:00,2023-10-24,1.0,0.4381716659946354,25.0,1.75,20,43.75,42.64,1.7056,target,4,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,276,14689.75,21,0.22,3.38,2.72,18,1,WIN,target,1.7056,10,0.22,0.34,0.2,0.22,0.84,0.69,0.22,1.53,1.43,0.22,1.85,1.42,0.22,1.85,1.34,0.22,1.91,1.41,0.22,1.91,1.18,0.22,1.91,1.52,0.22,2.05,1.92,0.22,2.53,1.73,0.22,2.53,2.17,0.22,2.53,2.34,0.22,2.97,2.94,0.22,3.16,3.1,0.22,3.16,2.58,0.22,3.16,2.62,0.22,3.16,3.07,0.22,3.38,2.76,0.22,3.38,2.85,0.22,3.38,2.72
2023-10-25 09:37:00-04:00,2023-10-25 09:46:00-04:00,2023-10-24,0.883131067961165,0.5650277870303817,25.0,1.75,20,43.75,42.64,1.7056,target,9,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,277,14656.25,21,0.46,2.04,0.65,13,3,WIN,target,1.7056,10,0.28,0.57,0.07,0.28,0.57,-0.16,0.46,0.57,0.18,0.46,0.71,0.58,0.46,1.19,0.39,0.46,1.19,0.83,0.46,1.19,1.0,0.46,1.63,1.6,0.46,1.82,1.76,0.46,1.82,1.24,0.46,1.82,1.28,0.46,1.82,1.73,0.46,2.04,1.42,0.46,2.04,1.51,0.46,2.04,1.38,0.46,2.04,1.56,0.46,2.04,1.29,0.46,2.04,0.84,0.46,2.04,0.53,0.46,2.04,0.65
2023-10-25 13:02:00-04:00,2023-10-25 13:22:00-04:00,2023-10-24,1.0,0.4334294630178293,25.0,1.75,20,4.25,3.14,0.1256,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,278,14529.0,21,0.79,0.5,0.17,3,16,WIN,timeout,0.1256,10,0.2,0.03,-0.11,0.2,0.45,0.29,0.2,0.5,0.39,0.2,0.5,0.19,0.2,0.5,0.24,0.2,0.5,-0.1,0.26,0.5,-0.11,0.26,0.5,-0.03,0.26,0.5,0.12,0.26,0.5,0.02,0.36,0.5,-0.26,0.5,0.5,-0.41,0.64,0.5,-0.61,0.71,0.5,-0.53,0.71,0.5,-0.04,0.79,0.5,-0.42,0.79,0.5,-0.17,0.79,0.5,-0.21,0.79,0.5,0.19,0.79,0.5,0.17
2023-10-26 11:43:00-04:00,2023-10-26 11:46:00-04:00,2023-10-25,0.8402085684237182,0.5398134675058291,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,279,14231.5,21,2.14,0.08,-1.2,1,13,LOSS,stop,-1.0444,10,0.45,0.08,0.07,0.58,0.08,-0.55,1.14,0.08,-1.07,1.28,0.08,-1.17,1.4,0.08,-1.22,1.4,0.08,-1.12,1.44,0.08,-1.35,1.46,0.08,-1.3,1.56,0.08,-1.14,1.56,0.08,-1.29,1.56,0.08,-1.25,1.56,0.08,-1.54,2.14,0.08,-2.05,2.14,0.08,-2.01,2.14,0.08,-1.69,2.14,0.08,-1.41,2.14,0.08,-0.68,2.14,0.08,-1.09,2.14,0.08,-1.42,2.14,0.08,-1.2
2023-10-26 15:35:00-04:00,2023-10-26 15:45:00-04:00,2023-10-25,1.0,0.5333794989568906,25.0,1.75,20,43.75,42.64,1.7056,target,10,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,280,14229.25,21,0.26,2.03,0.85,13,1,WIN,target,1.7056,10,0.26,0.17,0.16,0.26,0.37,0.19,0.26,0.56,0.45,0.26,1.0,0.65,0.26,1.32,0.99,0.26,1.35,1.18,0.26,1.35,1.01,0.26,1.35,1.17,0.26,1.54,1.5,0.26,1.98,1.85,0.26,1.98,1.43,0.26,1.98,1.77,0.26,2.03,1.44,0.26,2.03,1.55,0.26,2.03,0.9,0.26,2.03,0.99,0.26,2.03,0.56,0.26,2.03,0.73,0.26,2.03,1.28,0.26,2.03,0.85
2023-10-27 13:05:00-04:00,2023-10-27 13:25:00-04:00,2023-10-26,1.0,0.5041242264336179,25.0,1.75,20,17.0,15.89,0.6356,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,281,14277.0,21,0.22,1.52,0.68,13,6,WIN,timeout,0.6356,10,0.08,0.88,0.7,0.08,0.94,0.76,0.08,0.94,0.44,0.08,0.94,0.37,0.08,0.94,0.24,0.22,0.94,0.05,0.22,0.94,0.8,0.22,0.94,0.58,0.22,0.95,0.72,0.22,0.95,0.44,0.22,0.95,0.56,0.22,0.95,0.77,0.22,1.52,0.82,0.22,1.52,0.99,0.22,1.52,1.33,0.22,1.52,0.92,0.22,1.52,0.65,0.22,1.52,0.53,0.22,1.52,0.6,0.22,1.52,0.68
2023-10-30 12:43:00-04:00,2023-10-30 13:03:00-04:00,2023-10-29,0.9841186262921656,0.5030504374046738,25.0,1.75,20,-9.0,-10.11,-0.4044,timeout,20,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,282,14322.25,21,0.84,0.47,-0.36,3,7,LOSS,timeout,-0.4044,10,0.19,0.06,-0.04,0.19,0.24,0.2,0.19,0.47,0.12,0.44,0.47,-0.36,0.44,0.47,-0.16,0.48,0.47,-0.44,0.84,0.47,-0.56,0.84,0.47,-0.54,0.84,0.47,-0.39,0.84,0.47,-0.26,0.84,0.47,0.06,0.84,0.47,0.17,0.84,0.47,0.22,0.84,0.47,0.02,0.84,0.47,-0.27,0.84,0.47,-0.33,0.84,0.47,-0.09,0.84,0.47,-0.18,0.84,0.47,-0.05,0.84,0.47,-0.36
2023-10-31 09:35:00-04:00,2023-10-31 09:53:00-04:00,2023-10-30,1.0,0.5522299749303133,25.0,1.75,20,43.75,42.64,1.7056,target,18,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,283,14357.75,21,0.02,1.86,1.33,18,1,WIN,target,1.7056,10,0.02,0.62,0.46,0.02,1.22,1.04,0.02,1.23,0.78,0.02,1.23,0.35,0.02,1.23,0.87,0.02,1.23,0.48,0.02,1.23,0.85,0.02,1.23,0.51,0.02,1.23,0.98,0.02,1.23,0.37,0.02,1.23,0.49,0.02,1.23,0.54,0.02,1.23,0.54,0.02,1.23,0.4,0.02,1.23,0.58,0.02,1.23,0.94,0.02,1.74,1.68,0.02,1.86,1.5,0.02,1.86,0.9,0.02,1.86,1.33
2023-10-31 11:30:00-04:00,2023-10-31 11:34:00-04:00,2023-10-30,0.7820343894009522,0.5522518889921285,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,10,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00,284,14376.5,21,1.42,0.41,0.11,17,5,LOSS,stop,-1.0444,10,0.09,0.15,-0.03,0.76,0.15,-0.53,0.83,0.15,-0.8,1.28,0.15,-1.22,1.42,0.15,-0.97,1.42,0.15,-0.69,1.42,0.15,-0.57,1.42,0.15,-0.9,1.42,0.15,-0.88,1.42,0.15,-1.1,1.42,0.15,-0.4,1.42,0.29,0.15,1.42,0.29,-0.17,1.42,0.29,-0.2,1.42,0.29,-0.18,1.42,0.29,0.16,1.42,0.41,0.21,1.42,0.41,-0.15,1.42,0.41,0.04,1.42,0.41,0.11
2023-11-08 10:21:00-05:00,2023-11-08 10:41:00-05:00,2023-11-07,0.7952065738363414,0.527011716348434,25.0,1.75,20,5.0,3.89,0.1556,timeout,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,285,15350.75,21,0.45,0.62,0.2,19,2,WIN,timeout,0.1556,11,0.03,0.44,0.12,0.45,0.44,-0.19,0.45,0.44,-0.23,0.45,0.44,-0.22,0.45,0.44,-0.13,0.45,0.44,-0.14,0.45,0.44,0.05,0.45,0.44,0.02,0.45,0.44,-0.18,0.45,0.44,-0.29,0.45,0.44,-0.09,0.45,0.44,-0.14,0.45,0.44,-0.15,0.45,0.44,0.03,0.45,0.44,-0.19,0.45,0.44,-0.38,0.45,0.44,0.12,0.45,0.44,0.29,0.45,0.62,0.47,0.45,0.62,0.2
2023-11-09 10:31:00-05:00,2023-11-09 10:38:00-05:00,2023-11-08,0.7642140316963715,0.4892629415587837,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,7,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,286,15349.75,21,1.43,0.1,-1.34,5,20,LOSS,stop,-1.0444,11,0.72,0.02,-0.63,0.72,0.02,-0.04,0.72,0.02,-0.18,0.72,0.02,-0.27,0.72,0.1,-0.05,0.72,0.1,-0.45,1.0,0.1,-0.93,1.19,0.1,-0.67,1.19,0.1,-0.58,1.19,0.1,-0.29,1.19,0.1,-0.64,1.19,0.1,-0.62,1.19,0.1,-1.06,1.19,0.1,-0.98,1.19,0.1,-0.61,1.19,0.1,-0.75,1.19,0.1,-1.05,1.19,0.1,-0.73,1.19,0.1,-1.11,1.43,0.1,-1.34
2023-11-09 14:05:00-05:00,2023-11-09 14:25:00-05:00,2023-11-08,0.9890332802688272,0.5889309490769203,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,287,15301.0,21,1.2,1.08,-0.91,14,20,LOSS,stop,-1.0444,11,0.24,0.44,0.3,0.25,0.62,0.05,0.55,0.62,-0.52,0.76,0.62,-0.65,0.76,0.62,-0.4,0.76,0.62,-0.31,0.76,0.62,0.14,0.76,0.62,-0.19,0.76,0.62,0.05,0.76,0.62,0.17,0.76,0.62,0.4,0.76,0.62,0.35,0.76,0.88,0.64,0.76,1.08,0.78,0.76,1.08,0.21,0.76,1.08,-0.19,0.76,1.08,0.03,0.76,1.08,-0.14,0.76,1.08,-0.55,1.2,1.08,-0.91
2023-11-09 14:54:00-05:00,2023-11-09 15:14:00-05:00,2023-11-08,0.913812301980233,0.4624049254334346,25.0,1.75,20,-4.0,-5.109999999999999,-0.2043999999999999,timeout,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,288,15260.5,21,0.42,0.83,-0.16,6,3,LOSS,timeout,-0.2043999999999999,11,0.35,0.24,-0.32,0.35,0.24,-0.06,0.42,0.24,-0.21,0.42,0.24,0.08,0.42,0.24,-0.04,0.42,0.83,0.71,0.42,0.83,-0.02,0.42,0.83,0.47,0.42,0.83,0.2,0.42,0.83,0.28,0.42,0.83,0.4,0.42,0.83,0.33,0.42,0.83,0.17,0.42,0.83,0.32,0.42,0.83,0.07,0.42,0.83,-0.01,0.42,0.83,-0.27,0.42,0.83,-0.15,0.42,0.83,-0.08,0.42,0.83,-0.16
2023-11-21 10:29:00-05:00,2023-11-21 10:49:00-05:00,2023-11-20,0.90065779332897,0.4845992376468935,25.0,1.75,20,-19.5,-20.61,-0.8244,timeout,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,289,15926.75,21,0.89,0.39,-0.78,2,20,LOSS,timeout,-0.8244,11,0.1,0.18,0.12,0.1,0.39,0.09,0.1,0.39,-0.05,0.27,0.39,0.01,0.27,0.39,0.06,0.27,0.39,0.04,0.27,0.39,-0.13,0.57,0.39,-0.05,0.57,0.39,0.16,0.57,0.39,0.11,0.57,0.39,0.09,0.57,0.39,-0.17,0.57,0.39,-0.34,0.57,0.39,-0.37,0.63,0.39,-0.39,0.63,0.39,-0.52,0.63,0.39,-0.43,0.83,0.39,-0.76,0.88,0.39,-0.78,0.89,0.39,-0.78
2023-11-29 10:12:00-05:00,2023-11-29 10:32:00-05:00,2023-11-28,0.8809460341048124,0.4470129459502187,25.0,1.75,20,1.25,0.1400000000000001,0.0056,timeout,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,290,16121.25,21,0.08,1.45,0.05,11,1,WIN,timeout,0.0056,11,0.08,0.44,0.28,0.08,0.44,0.2,0.08,0.75,0.62,0.08,0.75,0.33,0.08,0.75,0.46,0.08,0.75,0.59,0.08,0.84,0.78,0.08,1.15,0.65,0.08,1.15,0.42,0.08,1.15,0.72,0.08,1.45,1.3,0.08,1.45,1.08,0.08,1.45,0.92,0.08,1.45,0.53,0.08,1.45,0.76,0.08,1.45,0.61,0.08,1.45,0.53,0.08,1.45,0.54,0.08,1.45,0.32,0.08,1.45,0.05
2023-11-29 11:20:00-05:00,2023-11-29 11:40:00-05:00,2023-11-28,1.0,0.4581101020569481,25.0,1.75,20,-5.0,-6.109999999999999,-0.2443999999999999,timeout,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,291,16050.75,21,0.36,0.75,-0.2,12,3,LOSS,timeout,-0.2443999999999999,11,0.17,0.11,-0.16,0.19,0.11,-0.06,0.36,0.11,-0.26,0.36,0.11,-0.06,0.36,0.11,-0.06,0.36,0.17,0.11,0.36,0.31,0.13,0.36,0.31,0.15,0.36,0.5,0.22,0.36,0.5,-0.01,0.36,0.52,0.47,0.36,0.75,0.54,0.36,0.75,0.33,0.36,0.75,0.38,0.36,0.75,0.0,0.36,0.75,-0.25,0.36,0.75,-0.26,0.36,0.75,0.01,0.36,0.75,-0.14,0.36,0.75,-0.2
2023-11-30 10:42:00-05:00,2023-11-30 11:00:00-05:00,2023-11-29,0.8694811642148903,0.578720862829138,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,18,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,292,15898.25,21,1.3,0.65,-1.07,7,19,LOSS,stop,-1.0444,11,0.25,0.19,-0.22,0.74,0.19,-0.42,0.74,0.19,-0.21,0.74,0.41,0.19,0.74,0.41,0.26,0.74,0.59,0.26,0.74,0.65,0.5,0.74,0.65,0.11,0.74,0.65,-0.04,0.74,0.65,0.36,0.74,0.65,0.38,0.74,0.65,0.32,0.74,0.65,0.24,0.74,0.65,0.32,0.74,0.65,-0.15,0.74,0.65,-0.46,0.9,0.65,-0.85,1.09,0.65,-1.06,1.3,0.65,-1.17,1.3,0.65,-1.07
2023-12-04 10:22:00-05:00,2023-12-04 10:32:00-05:00,2023-12-03,1.0,0.4622775738200214,25.0,1.75,20,43.75,42.64,1.7056,target,10,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,293,15786.75,21,0.11,2.18,1.58,15,1,WIN,target,1.7056,11,0.11,0.37,0.32,0.11,0.99,0.89,0.11,1.12,1.08,0.11,1.35,1.32,0.11,1.43,1.3,0.11,1.58,1.53,0.11,1.6,1.37,0.11,1.6,1.31,0.11,1.7,1.64,0.11,1.84,1.15,0.11,1.84,1.8,0.11,2.14,2.01,0.11,2.14,1.85,0.11,2.14,2.04,0.11,2.18,1.87,0.11,2.18,1.52,0.11,2.18,1.83,0.11,2.18,1.7,0.11,2.18,1.7,0.11,2.18,1.58
2023-12-04 10:33:00-05:00,2023-12-04 10:53:00-05:00,2023-12-03,1.0,0.5277011716348434,25.0,1.75,20,14.25,13.14,0.5256000000000001,timeout,20,11,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00,294,15741.75,21,0.55,0.82,0.57,20,5,WIN,timeout,0.5256000000000001,11,0.13,0.34,0.21,0.13,0.34,0.05,0.13,0.34,0.24,0.13,0.38,0.07,0.55,0.38,-0.28,0.55,0.38,0.03,0.55,0.38,-0.1,0.55,0.38,-0.1,0.55,0.38,-0.22,0.55,0.38,-0.36,0.55,0.38,-0.21,0.55,0.38,-0.28,0.55,0.38,-0.23,0.55,0.38,-0.09,0.55,0.38,-0.19,0.55,0.38,-0.17,0.55,0.38,0.31,0.55,0.42,0.09,0.55,0.42,0.12,0.55,0.82,0.57
