mae_threshold,recovery_level,recovery_horizon,triggered_trades,recovery_exits,trades,wins,losses,win_rate,mean_R,total_R,delta_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R
0.85,0.5,6,79,6,95,22,73,0.23157894736842105,-0.6965263157894735,-66.16999999999999,1.3200000000000074,0.16986576339229706,-68.01999999999997,0.1,-13.16,0.09
0.85,0.5,8,79,7,95,22,73,0.23157894736842105,-0.6973684210526314,-66.24999999999999,1.240000000000009,0.168862125203864,-68.09999999999997,0.1,-13.16,0.09
0.85,0.5,10,79,10,95,23,72,0.24210526315789474,-0.7029473684210525,-66.77999999999999,0.710000000000008,0.1622130222054949,-68.62999999999997,0.1,-12.96,0.09
0.85,0.5,12,79,12,95,24,71,0.25263157894736843,-0.6961052631578946,-66.12999999999998,1.3600000000000136,0.168280719406364,-67.97999999999996,0.1,-12.96,0.09
0.9,-0.2,2,74,5,95,18,77,0.18947368421052632,-0.7158947368421054,-68.01,-0.5200000000000102,0.15441999254009697,-69.57,0.2,-12.88,0.1499999999999999
0.9,-0.2,3,74,9,95,15,80,0.15789473684210525,-0.7389473684210527,-70.2,-2.710000000000008,0.1309730131220599,-71.75999999999999,0.2,-13.53,0.1499999999999999
0.9,-0.2,4,74,11,95,13,82,0.1368421052631579,-0.7632631578947368,-72.50999999999999,-5.019999999999996,0.10679970436067995,-74.06999999999998,0.2,-14.06,0.1499999999999999
0.9,-0.2,5,74,13,95,12,83,0.12631578947368421,-0.7549473684210526,-71.72,-4.230000000000004,0.09910815224218064,-73.27999999999999,0.2,-14.06,0.1499999999999999
0.9,-0.2,6,74,13,95,12,83,0.12631578947368421,-0.7549473684210526,-71.72,-4.230000000000004,0.09910815224218064,-73.27999999999999,0.2,-14.06,0.1499999999999999
0.9,-0.2,8,74,18,95,10,85,0.10526315789473684,-0.7563157894736843,-71.85000000000001,-4.360000000000014,0.0965673330818559,-73.40999999999998,0.2,-14.06,0.1499999999999999
0.9,-0.2,10,74,21,95,10,85,0.10526315789473684,-0.7505263157894738,-71.30000000000001,-3.8100000000000165,0.09723980754621422,-72.86,0.2,-13.58,0.1499999999999999
0.9,-0.2,12,74,22,95,10,85,0.10526315789473684,-0.747263157894737,-70.99000000000001,-3.500000000000014,0.09762298207703062,-72.55,0.2,-13.58,0.1499999999999999
0.9,0.0,2,74,3,95,18,77,0.18947368421052632,-0.7130526315789473,-67.74,-0.25,0.15494011976047908,-69.29999999999997,0.1,-12.88,0.09
0.9,0.0,3,74,5,95,17,78,0.17894736842105263,-0.7119999999999999,-67.63999999999999,-0.14999999999999147,0.1514239116798394,-69.19999999999997,0.1,-12.88,0.09
0.9,0.0,4,74,9,95,14,81,0.14736842105263157,-0.7452631578947368,-70.8,-3.3100000000000023,0.11178020323673313,-72.35999999999997,0.1,-13.66,0.09
0.9,0.0,5,74,9,95,14,81,0.14736842105263157,-0.7452631578947368,-70.8,-3.3100000000000023,0.11178020323673313,-72.35999999999997,0.1,-13.66,0.09
0.9,0.0,6,74,11,95,13,82,0.1368421052631579,-0.7327368421052631,-69.61,-2.1200000000000045,0.10457936712117313,-71.16999999999999,0.1,-13.66,0.09
0.9,0.0,8,74,14,95,10,85,0.10526315789473684,-0.7374736842105262,-70.05999999999999,-2.569999999999993,0.09879084126575766,-71.61999999999998,0.1,-13.66,0.09
0.9,0.0,10,74,15,95,10,85,0.10526315789473684,-0.7353684210526316,-69.86,-2.3700000000000045,0.09904565385607429,-71.41999999999997,0.1,-13.459999999999999,0.09
0.9,0.0,12,74,15,95,10,85,0.10526315789473684,-0.7353684210526316,-69.86,-2.3700000000000045,0.09904565385607429,-71.41999999999997,0.1,-13.459999999999999,0.09
0.9,0.25,2,74,2,95,21,74,0.22105263157894736,-0.6988421052631579,-66.39,1.0999999999999943,0.17178143712574848,-67.94999999999997,0.1,-12.88,0.09
0.9,0.25,3,74,4,95,22,73,0.23157894736842105,-0.6977894736842104,-66.28999999999999,1.2000000000000028,0.16836030610964745,-67.84999999999997,0.1,-12.88,0.09
0.9,0.25,4,74,8,95,22,73,0.23157894736842105,-0.7242105263157894,-68.8,-1.3100000000000023,0.13687115794755988,-70.35999999999997,0.1,-13.41,0.09
0.9,0.25,5,74,8,95,22,73,0.23157894736842105,-0.7242105263157894,-68.8,-1.3100000000000023,0.13687115794755988,-70.35999999999997,0.1,-13.41,0.09
0.9,0.25,6,74,9,95,23,72,0.24210526315789474,-0.7008421052631578,-66.58,0.9099999999999966,0.14355544121430408,-68.13999999999997,0.1,-13.41,0.09
0.9,0.25,8,74,11,95,24,71,0.25263157894736843,-0.7037894736842105,-66.86,0.6299999999999955,0.13995369179315667,-68.41999999999997,0.1,-13.16,0.09
0.9,0.25,10,74,12,95,25,70,0.2631578947368421,-0.6990526315789474,-66.41,1.0799999999999983,0.14353881867423265,-67.96999999999997,0.1,-12.870000000000001,0.09
0.9,0.25,12,74,12,95,25,70,0.2631578947368421,-0.6990526315789474,-66.41,1.0799999999999983,0.14353881867423265,-67.96999999999997,0.1,-12.870000000000001,0.09
0.9,0.5,2,74,0,95,20,75,0.21052631578947367,-0.7104210526315788,-67.49,0.0,0.18559189091347894,-69.04999999999997,0.1,-14.0,0.09
0.9,0.5,3,74,2,95,22,73,0.23157894736842105,-0.6666315789473685,-63.330000000000005,4.1599999999999895,0.20549491908167097,-64.88999999999997,0.1,-12.88,0.09
0.9,0.5,4,74,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
0.9,0.5,5,74,5,95,22,73,0.23157894736842105,-0.699578947368421,-66.46,1.0300000000000011,0.1662275749592272,-68.01999999999997,0.1,-13.16,0.09
0.9,0.5,6,74,5,95,22,73,0.23157894736842105,-0.699578947368421,-66.46,1.0300000000000011,0.1662275749592272,-68.01999999999997,0.1,-13.16,0.09
0.9,0.5,8,74,6,95,22,73,0.23157894736842105,-0.7025263157894737,-66.74,0.75,0.16271484129971142,-68.29999999999997,0.1,-13.16,0.09
0.9,0.5,10,74,8,95,23,72,0.24210526315789474,-0.7051578947368421,-66.99,0.5,0.1595784719608581,-68.54999999999997,0.1,-12.88,0.09
0.9,0.5,12,74,9,95,24,71,0.25263157894736843,-0.6977894736842104,-66.28999999999999,1.2000000000000028,0.1662683939127154,-67.84999999999997,0.1,-12.88,0.09
0.95,-0.2,2,70,4,95,18,77,0.18947368421052632,-0.7214736842105264,-68.54,-1.0500000000000114,0.1534090909090909,-70.1,0.1,-12.88,0.09
0.95,-0.2,3,70,9,95,15,80,0.15789473684210525,-0.7402105263157894,-70.32,-2.8299999999999983,0.13077873918417796,-71.88,0.1,-13.32,0.09
0.95,-0.2,4,70,10,95,14,81,0.14736842105263157,-0.7448421052631577,-70.75999999999999,-3.269999999999996,0.12749691738594326,-72.32,0.1,-13.32,0.09
0.95,-0.2,5,70,12,95,13,82,0.1368421052631579,-0.7365263157894737,-69.97,-2.480000000000004,0.12020621149251855,-71.52999999999999,0.1,-13.32,0.09
0.95,-0.2,6,70,12,95,13,82,0.1368421052631579,-0.7365263157894737,-69.97,-2.480000000000004,0.12020621149251855,-71.52999999999999,0.1,-13.32,0.09
0.95,-0.2,8,70,16,95,11,84,0.11578947368421053,-0.7422105263157894,-70.50999999999999,-3.019999999999996,0.11707988980716254,-72.07,0.1,-13.42,0.09
0.95,-0.2,10,70,17,95,11,84,0.11578947368421053,-0.7422105263157894,-70.50999999999999,-3.019999999999996,0.11707988980716254,-72.07,0.1,-13.42,0.09
0.95,-0.2,12,70,18,95,11,84,0.11578947368421053,-0.7389473684210527,-70.2,-2.710000000000008,0.11753614079195475,-71.76,0.1,-13.32,0.09
0.95,0.0,2,70,3,95,18,77,0.18947368421052632,-0.7130526315789473,-67.74,-0.25,0.15494011976047908,-69.29999999999997,0.1,-12.88,0.09
0.95,0.0,3,70,5,95,17,78,0.17894736842105263,-0.7119999999999999,-67.63999999999999,-0.14999999999999147,0.1514239116798394,-69.19999999999997,0.1,-12.88,0.09
0.95,0.0,4,70,8,95,15,80,0.15789473684210525,-0.7276842105263157,-69.13,-1.6400000000000006,0.13273115042027345,-70.68999999999997,0.1,-13.120000000000001,0.09
0.95,0.0,5,70,8,95,15,80,0.15789473684210525,-0.7276842105263157,-69.13,-1.6400000000000006,0.13273115042027345,-70.68999999999997,0.1,-13.120000000000001,0.09
0.95,0.0,6,70,10,95,14,81,0.14736842105263157,-0.7151578947368421,-67.94,-0.45000000000000284,0.12606122974015951,-69.49999999999997,0.1,-13.120000000000001,0.09
0.95,0.0,8,70,13,95,11,84,0.11578947368421053,-0.7198947368421053,-68.39,-0.9000000000000057,0.12027270388474402,-69.94999999999997,0.1,-13.120000000000001,0.09
0.95,0.0,10,70,14,95,11,84,0.11578947368421053,-0.7177894736842103,-68.18999999999998,-0.6999999999999886,0.12058292494196544,-69.74999999999997,0.1,-13.120000000000001,0.09
0.95,0.0,12,70,14,95,11,84,0.11578947368421053,-0.7177894736842103,-68.18999999999998,-0.6999999999999886,0.12058292494196544,-69.74999999999997,0.1,-13.120000000000001,0.09
0.95,0.25,2,70,2,95,21,74,0.22105263157894736,-0.6988421052631579,-66.39,1.0999999999999943,0.17178143712574848,-67.94999999999997,0.1,-12.88,0.09
0.95,0.25,3,70,4,95,22,73,0.23157894736842105,-0.6977894736842104,-66.28999999999999,1.2000000000000028,0.16836030610964745,-67.84999999999997,0.1,-12.88,0.09
0.95,0.25,4,70,7,95,22,73,0.23157894736842105,-0.7092631578947368,-67.38,0.10999999999999943,0.15468573579224687,-68.93999999999997,0.1,-12.870000000000001,0.09
0.95,0.25,5,70,7,95,22,73,0.23157894736842105,-0.7092631578947368,-67.38,0.10999999999999943,0.15468573579224687,-68.93999999999997,0.1,-12.870000000000001,0.09
0.95,0.25,6,70,8,95,23,72,0.24210526315789474,-0.6858947368421051,-65.15999999999998,2.3300000000000125,0.1618214561358374,-66.71999999999997,0.1,-12.870000000000001,0.09
0.95,0.25,8,70,10,95,24,71,0.25263157894736843,-0.6888421052631577,-65.43999999999998,2.0500000000000114,0.15821970671469002,-66.99999999999997,0.1,-12.870000000000001,0.09
0.95,0.25,10,70,11,95,25,70,0.2631578947368421,-0.6841052631578947,-64.99,2.5,0.1618519473819964,-66.54999999999997,0.1,-12.870000000000001,0.09
0.95,0.25,12,70,11,95,25,70,0.2631578947368421,-0.6841052631578947,-64.99,2.5,0.1618519473819964,-66.54999999999997,0.1,-12.870000000000001,0.09
0.95,0.5,2,70,0,95,20,75,0.21052631578947367,-0.7104210526315788,-67.49,0.0,0.18559189091347894,-69.04999999999997,0.1,-14.0,0.09
0.95,0.5,3,70,2,95,22,73,0.23157894736842105,-0.6666315789473685,-63.330000000000005,4.1599999999999895,0.20549491908167097,-64.88999999999997,0.1,-12.88,0.09
0.95,0.5,4,70,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
0.95,0.5,5,70,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
0.95,0.5,6,70,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
0.95,0.5,8,70,5,95,22,73,0.23157894736842105,-0.6902105263157894,-65.57,1.9200000000000017,0.17739304980554507,-67.12999999999997,0.1,-12.88,0.09
0.95,0.5,10,70,7,95,23,72,0.24210526315789474,-0.6928421052631578,-65.82,1.6700000000000017,0.17425668046669174,-67.37999999999997,0.1,-12.88,0.09
0.95,0.5,12,70,8,95,24,71,0.25263157894736843,-0.6854736842105262,-65.11999999999999,2.3700000000000045,0.18098352408502077,-66.67999999999996,0.1,-12.88,0.09
1.0,-0.2,2,66,4,95,18,77,0.18947368421052632,-0.7214736842105264,-68.54,-1.0500000000000114,0.1534090909090909,-70.1,0.1,-12.88,0.09
1.0,-0.2,3,66,8,95,16,79,0.16842105263157894,-0.7249473684210527,-68.87,-1.3800000000000097,0.1465923172242875,-70.42999999999998,0.1,-13.32,0.09
1.0,-0.2,4,66,9,95,15,80,0.15789473684210525,-0.7295789473684211,-69.31,-1.8200000000000074,0.14326328800988875,-70.86999999999998,0.1,-13.32,0.09
1.0,-0.2,5,66,11,95,14,81,0.14736842105263157,-0.7212631578947368,-68.52,-1.0300000000000011,0.13626622967351568,-70.07999999999998,0.1,-13.32,0.09
1.0,-0.2,6,66,11,95,14,81,0.14736842105263157,-0.7212631578947368,-68.52,-1.0300000000000011,0.13626622967351568,-70.07999999999998,0.1,-13.32,0.09
1.0,-0.2,8,66,15,95,12,83,0.12631578947368421,-0.7269473684210527,-69.06,-1.5700000000000074,0.13306552849610845,-70.61999999999999,0.1,-13.32,0.09
1.0,-0.2,10,66,16,95,12,83,0.12631578947368421,-0.7269473684210527,-69.06,-1.5700000000000074,0.13306552849610845,-70.61999999999999,0.1,-13.32,0.09
1.0,-0.2,12,66,17,95,12,83,0.12631578947368421,-0.7236842105263158,-68.75,-1.2600000000000051,0.13358538122243227,-70.30999999999999,0.1,-13.32,0.09
1.0,0.0,2,66,3,95,18,77,0.18947368421052632,-0.7130526315789473,-67.74,-0.25,0.15494011976047908,-69.29999999999997,0.1,-12.88,0.09
1.0,0.0,3,66,5,95,17,78,0.17894736842105263,-0.7119999999999999,-67.63999999999999,-0.14999999999999147,0.1514239116798394,-69.19999999999997,0.1,-12.88,0.09
1.0,0.0,4,66,7,95,16,79,0.16842105263157894,-0.7145263157894737,-67.88,-0.39000000000000057,0.1484129971145402,-69.43999999999997,0.1,-13.120000000000001,0.09
1.0,0.0,5,66,7,95,16,79,0.16842105263157894,-0.7145263157894737,-67.88,-0.39000000000000057,0.1484129971145402,-69.43999999999997,0.1,-13.120000000000001,0.09
1.0,0.0,6,66,9,95,15,80,0.15789473684210525,-0.702,-66.69,0.7999999999999972,0.14214046822742474,-68.24999999999997,0.1,-13.120000000000001,0.09
1.0,0.0,8,66,12,95,12,83,0.12631578947368421,-0.706736842105263,-67.13999999999999,0.3500000000000085,0.13635194237200926,-68.69999999999997,0.1,-13.120000000000001,0.09
1.0,0.0,10,66,13,95,12,83,0.12631578947368421,-0.7046315789473683,-66.93999999999998,0.5500000000000114,0.13670363683260253,-68.49999999999997,0.1,-13.120000000000001,0.09
1.0,0.0,12,66,13,95,12,83,0.12631578947368421,-0.7046315789473683,-66.93999999999998,0.5500000000000114,0.13670363683260253,-68.49999999999997,0.1,-13.120000000000001,0.09
1.0,0.25,2,66,2,95,21,74,0.22105263157894736,-0.6988421052631579,-66.39,1.0999999999999943,0.17178143712574848,-67.94999999999997,0.1,-12.88,0.09
1.0,0.25,3,66,4,95,22,73,0.23157894736842105,-0.6977894736842104,-66.28999999999999,1.2000000000000028,0.16836030610964745,-67.84999999999997,0.1,-12.88,0.09
1.0,0.25,4,66,6,95,22,73,0.23157894736842105,-0.6987368421052631,-66.38,1.1099999999999994,0.16723121314766026,-67.93999999999997,0.1,-12.870000000000001,0.09
1.0,0.25,5,66,6,95,22,73,0.23157894736842105,-0.6987368421052631,-66.38,1.1099999999999994,0.16723121314766026,-67.93999999999997,0.1,-12.870000000000001,0.09
1.0,0.25,6,66,7,95,23,72,0.24210526315789474,-0.6753684210526315,-64.16,3.3299999999999983,0.1746848469256496,-65.71999999999998,0.1,-12.870000000000001,0.09
1.0,0.25,8,66,9,95,24,71,0.25263157894736843,-0.6783157894736842,-64.44,3.049999999999997,0.1710830975045022,-65.99999999999999,0.1,-12.870000000000001,0.09
1.0,0.25,10,66,10,95,25,70,0.2631578947368421,-0.673578947368421,-63.99,3.499999999999993,0.17474851689450607,-65.54999999999998,0.1,-12.870000000000001,0.09
1.0,0.25,12,66,10,95,25,70,0.2631578947368421,-0.673578947368421,-63.99,3.499999999999993,0.17474851689450607,-65.54999999999998,0.1,-12.870000000000001,0.09
1.0,0.5,2,66,1,95,20,75,0.21052631578947367,-0.7273684210526317,-69.10000000000001,-1.6100000000000136,0.16616387112344638,-70.65999999999997,0.1,-14.0,0.09
1.0,0.5,3,66,3,95,22,73,0.23157894736842105,-0.6835789473684211,-64.94,2.549999999999997,0.1852967005394555,-66.49999999999997,0.1,-12.88,0.09
1.0,0.5,4,66,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
1.0,0.5,5,66,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
1.0,0.5,6,66,4,95,22,73,0.23157894736842105,-0.6872631578947368,-65.28999999999999,2.200000000000003,0.18090578346506084,-66.84999999999997,0.1,-12.88,0.09
1.0,0.5,8,66,5,95,22,73,0.23157894736842105,-0.6902105263157894,-65.57,1.9200000000000017,0.17739304980554507,-67.12999999999997,0.1,-12.88,0.09
1.0,0.5,10,66,6,95,23,72,0.24210526315789474,-0.6849473684210525,-65.07,2.4200000000000017,0.18366578848325174,-66.62999999999997,0.1,-12.88,0.09
1.0,0.5,12,66,7,95,24,71,0.25263157894736843,-0.6775789473684211,-64.37,3.1199999999999903,0.19041629983649858,-65.92999999999998,0.1,-12.88,0.09
