rule_type,decision_bar,threshold_a,threshold_b,window,trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R
PROGRESS,10,-0.25,,12,43,0.4186046511627907,0.006530232558139533,0.28079999999999994,1.0126315789473683,-5.5008
PROGRESS,10,-0.25,,13,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.25,,14,44,0.5,0.23469090909090912,10.326400000000001,1.5326510821796275,-3.001999999999999
PROGRESS,10,-0.25,,15,5,0.2,-0.36839999999999995,-1.8419999999999999,0.48077573570864807,-1.3744
PROGRESS,10,-0.25,,16,8,0.5,0.11685000000000004,0.9348000000000003,1.3557619120109605,-2.6276
PROGRESS,10,-0.25,,17,5,0.6,0.7676,3.8379999999999996,4.001251172974664,-0.8443999999999998
PROGRESS,10,-0.25,,18,20,0.35,-0.14789999999999998,-2.9579999999999997,0.7176726606345206,-7.696
PROGRESS,10,-0.25,,19,2,0.5,-0.3293999999999999,-0.6587999999999998,0.7213669429876503,0.0
PROGRESS,10,-0.25,,20,71,0.38028169014084506,-0.04228732394366192,-3.002399999999996,0.9260740244647111,-9.456
PROGRESS,10,-0.25,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.25,,22,17,0.23529411764705882,-0.34263529411764704,-5.8248,0.5132696035831271,-6.1928
PROGRESS,10,-0.5,,1,43,0.5581395348837209,0.23839069767441864,10.250800000000002,1.8304546485628181,-2.4875999999999987
PROGRESS,10,-0.5,,2,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.5,,3,38,0.34210526315789475,-0.23203157894736837,-8.817199999999998,0.5787290969899667,-8.33
PROGRESS,10,-0.5,,4,1,1.0,0.0456,0.0456,inf,0.0
PROGRESS,10,-0.5,,5,43,0.4186046511627907,-0.039981395348837157,-1.7191999999999976,0.907669172932331,-6.4792000000000005
PROGRESS,10,-0.5,,6,69,0.5362318840579711,0.17502028985507243,12.076399999999998,1.51828263407265,-5.0196000000000005
PROGRESS,10,-0.5,,7,3,0.3333333333333333,-0.26439999999999997,-0.7931999999999999,0.2578592814371258,-1.0688
PROGRESS,10,-0.5,,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
PROGRESS,10,-0.5,,9,40,0.3,-0.30165,-12.065999999999999,0.4977355223284159,-14.7864
PROGRESS,10,-0.5,,10,41,0.5365853658536586,0.25413658536585365,10.419599999999999,1.7052851031569827,-4.2376000000000005
PROGRESS,10,-0.5,,11,35,0.2857142857142857,-0.4321142857142857,-15.123999999999999,0.3381181619256018,-15.940799999999998
PROGRESS,10,-0.5,,12,43,0.4883720930232558,0.013041860465116267,0.5607999999999995,1.0241757483790868,-5.5008
PROGRESS,10,-0.5,,13,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.5,,14,44,0.5227272727272727,0.23378181818181823,10.286400000000002,1.4923512856349679,-3.711999999999998
PROGRESS,10,-0.5,,15,5,0.4,0.06560000000000002,0.32800000000000007,1.1063829787234043,-1.3744
PROGRESS,10,-0.5,,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
PROGRESS,10,-0.5,,17,5,0.6,0.6916000000000001,3.4580000000000006,3.084639498432602,-0.8443999999999998
PROGRESS,10,-0.5,,18,20,0.35,-0.16489999999999996,-3.297999999999999,0.6951151869245276,-8.036
PROGRESS,10,-0.5,,19,2,0.5,-0.3293999999999999,-0.6587999999999998,0.7213669429876503,0.0
PROGRESS,10,-0.5,,20,71,0.4084507042253521,-0.0744,-5.2824,0.8831709971071416,-8.1372
PROGRESS,10,-0.5,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.5,,22,17,0.29411764705882354,-0.29204705882352944,-4.9648,0.6125124875124875,-7.332799999999999
PROGRESS,10,-0.75,,1,43,0.5813953488372093,0.2507162790697675,10.780800000000003,1.9083004751794561,-2.767599999999998
PROGRESS,10,-0.75,,2,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.75,,3,38,0.34210526315789475,-0.2430842105263158,-9.2372,0.5673442622950821,-8.75
PROGRESS,10,-0.75,,4,1,1.0,0.0456,0.0456,inf,0.0
PROGRESS,10,-0.75,,5,43,0.4186046511627907,-0.0739348837209302,-3.1791999999999985,0.8416733067729083,-7.039199999999999
PROGRESS,10,-0.75,,6,69,0.5507246376811594,0.16748405797101446,11.556399999999996,1.482796076268779,-5.939599999999999
PROGRESS,10,-0.75,,7,3,0.3333333333333333,-0.26439999999999997,-0.7931999999999999,0.2578592814371258,-1.0688
PROGRESS,10,-0.75,,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
PROGRESS,10,-0.75,,9,40,0.3,-0.30165,-12.065999999999999,0.4977355223284159,-14.8964
PROGRESS,10,-0.75,,10,41,0.5365853658536586,0.2475512195121951,10.1496,1.6746789332340661,-4.2376000000000005
PROGRESS,10,-0.75,,11,35,0.2857142857142857,-0.4372571428571428,-15.303999999999998,0.3354754667824577,-16.120799999999996
PROGRESS,10,-0.75,,12,43,0.4883720930232558,-0.011841860465116294,-0.5092000000000007,0.9790165988098967,-6.2308
PROGRESS,10,-0.75,,13,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.75,,14,44,0.5681818181818182,0.2792363636363636,12.286399999999999,1.5928699646779516,-3.711999999999998
PROGRESS,10,-0.75,,15,5,0.4,0.06560000000000002,0.32800000000000007,1.1063829787234043,-1.3744
PROGRESS,10,-0.75,,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
PROGRESS,10,-0.75,,17,5,0.6,0.6916000000000001,3.4580000000000006,3.084639498432602,-0.8443999999999998
PROGRESS,10,-0.75,,18,20,0.35,-0.21590000000000004,-4.3180000000000005,0.6352177879904031,-9.056000000000001
PROGRESS,10,-0.75,,19,2,0.5,-0.3293999999999999,-0.6587999999999998,0.7213669429876503,0.0
PROGRESS,10,-0.75,,20,71,0.4084507042253521,-0.07820281690140841,-5.552399999999998,0.8779284508231319,-8.196
PROGRESS,10,-0.75,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,10,-0.75,,22,17,0.29411764705882354,-0.34616470588235293,-5.8848,0.5714785040195736,-7.7828
PROGRESS,15,0.0,,1,43,0.46511627906976744,0.26746046511627913,11.500800000000002,2.192880554287848,-1.8584000000000014
PROGRESS,15,0.0,,2,1,0.0,-1.0344,-1.0344,0.0,0.0
PROGRESS,15,0.0,,3,38,0.3157894736842105,-0.24782105263157894,-9.4172,0.5610597359982102,-7.9799999999999995
PROGRESS,15,0.0,,4,1,0.0,-0.23439999999999997,-0.23439999999999997,0.0,0.0
PROGRESS,15,0.0,,5,43,0.3953488372093023,-0.13370232558139528,-5.749199999999997,0.7448700653223517,-10.129199999999997
PROGRESS,15,0.0,,6,69,0.42028985507246375,0.06444057971014497,4.446400000000002,1.1633144788070227,-10.412400000000002
PROGRESS,15,0.0,,7,3,0.0,-0.2510666666666666,-0.7531999999999999,0.0,-0.6987999999999999
PROGRESS,15,0.0,,8,6,0.6666666666666666,0.5989333333333332,3.5935999999999995,7.208707671043538,-0.4144000000000001
PROGRESS,15,0.0,,9,40,0.275,-0.3343999999999999,-13.375999999999998,0.46533640317216685,-14.856399999999997
PROGRESS,15,0.0,,10,41,0.4878048780487805,0.2246243902439025,9.209600000000002,1.5891353854814363,-4.9327999999999985
PROGRESS,15,0.0,,11,35,0.2,-0.4355428571428571,-15.244,0.2982617662222877,-15.650799999999998
PROGRESS,15,0.0,,12,43,0.3953488372093023,-0.11044651162790693,-4.749199999999998,0.8233473687342845,-8.416799999999999
PROGRESS,15,0.0,,13,1,0.0,-0.7243999999999999,-0.7243999999999999,0.0,0.0
PROGRESS,15,0.0,,14,44,0.4772727272727273,0.30150909090909095,13.2664,1.7537213371815559,-3.7719999999999985
PROGRESS,15,0.0,,15,5,0.4,0.16760000000000003,0.8380000000000002,1.3256645422042592,-0.9144
PROGRESS,15,0.0,,16,8,0.625,0.2531,2.0248,1.6243216576221016,-3.2432
PROGRESS,15,0.0,,17,5,0.6,0.6596000000000001,3.2980000000000005,2.8132834836155705,-1.0044
PROGRESS,15,0.0,,18,20,0.35,-0.15139999999999998,-3.0279999999999996,0.7129095873786406,-7.766000000000001
PROGRESS,15,0.0,,19,2,0.5,-1.3094,-2.6188,0.39441309777078903,0.0
PROGRESS,15,0.0,,20,71,0.36619718309859156,-0.14214647887323942,-10.092399999999998,0.7860782568146168,-17.165599999999998
PROGRESS,15,0.0,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,15,0.0,,22,17,0.23529411764705882,-0.5567529411764705,-9.464799999999999,0.3935619457686196,-7.6827999999999985
PROGRESS,15,-0.25,,1,43,0.5348837209302325,0.2728093023255814,11.730800000000002,2.1369257608063577,-2.1132
PROGRESS,15,-0.25,,2,1,0.0,-1.0344,-1.0344,0.0,0.0
PROGRESS,15,-0.25,,3,38,0.3157894736842105,-0.32018947368421047,-12.167199999999998,0.4973145378526219,-10.729999999999997
PROGRESS,15,-0.25,,4,1,1.0,0.0456,0.0456,inf,0.0
PROGRESS,15,-0.25,,5,43,0.3953488372093023,-0.1392837209302325,-5.989199999999998,0.7370205142616271,-10.129199999999997
PROGRESS,15,-0.25,,6,69,0.4782608695652174,0.06922318840579711,4.776400000000001,1.1692054810049457,-9.2224
PROGRESS,15,-0.25,,7,3,0.3333333333333333,-0.14106666666666665,-0.4231999999999999,0.39439038351459654,-0.6987999999999999
PROGRESS,15,-0.25,,8,6,0.6666666666666666,0.5822666666666666,3.4936,6.146729522687096,-0.4144000000000001
PROGRESS,15,-0.25,,9,40,0.275,-0.3619,-14.475999999999999,0.4457377400680002,-15.956399999999997
PROGRESS,15,-0.25,,10,41,0.5365853658536586,0.21340487804878056,8.749600000000003,1.5320975942007837,-4.7828
PROGRESS,15,-0.25,,11,35,0.2571428571428571,-0.43268571428571423,-15.143999999999998,0.3210308279980633,-15.940800000000001
PROGRESS,15,-0.25,,12,43,0.46511627906976744,-0.08184186046511627,-3.519199999999999,0.8673561693402485,-7.6196
PROGRESS,15,-0.25,,13,1,0.0,-0.7243999999999999,-0.7243999999999999,0.0,0.0
PROGRESS,15,-0.25,,14,44,0.5227272727272727,0.3362818181818181,14.796399999999998,1.8200904535981912,-3.751999999999999
PROGRESS,15,-0.25,,15,5,0.4,0.16760000000000003,0.8380000000000002,1.3256645422042592,-0.9144
PROGRESS,15,-0.25,,16,8,0.625,0.2531,2.0248,1.6243216576221016,-3.2432
PROGRESS,15,-0.25,,17,5,0.6,0.6596000000000001,3.2980000000000005,2.8132834836155705,-1.0044
PROGRESS,15,-0.25,,18,20,0.35,-0.1564,-3.128,0.7062138402584716,-7.8660000000000005
PROGRESS,15,-0.25,,19,2,0.5,-1.3094,-2.6188,0.39441309777078903,0.0
PROGRESS,15,-0.25,,20,71,0.38028169014084506,-0.1456676056338028,-10.342399999999998,0.7843248473524405,-17.1656
PROGRESS,15,-0.25,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,15,-0.25,,22,17,0.23529411764705882,-0.5567529411764705,-9.464799999999999,0.3935619457686196,-7.6827999999999985
PROGRESS,15,-0.5,,1,43,0.5813953488372093,0.281646511627907,12.110800000000001,2.149119477759223,-2.1175999999999995
PROGRESS,15,-0.5,,2,1,0.0,-1.0344,-1.0344,0.0,0.0
PROGRESS,15,-0.5,,3,38,0.3157894736842105,-0.3344,-12.707199999999998,0.48646158322691196,-11.269999999999996
PROGRESS,15,-0.5,,4,1,1.0,0.0456,0.0456,inf,0.0
PROGRESS,15,-0.5,,5,43,0.4186046511627907,-0.14067906976744185,-6.0492,0.7364183006535948,-9.95
PROGRESS,15,-0.5,,6,69,0.5507246376811594,0.09299130434782613,6.416400000000003,1.2342059540669579,-8.5724
PROGRESS,15,-0.5,,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
PROGRESS,15,-0.5,,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
PROGRESS,15,-0.5,,9,40,0.3,-0.34914999999999996,-13.966,0.4612547833600791,-16.336399999999998
PROGRESS,15,-0.5,,10,41,0.5365853658536586,0.22072195121951224,9.049600000000002,1.560568894174781,-4.3751999999999995
PROGRESS,15,-0.5,,11,35,0.2857142857142857,-0.44154285714285707,-15.453999999999997,0.3333045729076791,-16.250799999999995
PROGRESS,15,-0.5,,12,43,0.46511627906976744,-0.10881860465116279,-4.6792,0.8310221297740801,-7.7668
PROGRESS,15,-0.5,,13,1,0.0,-0.7243999999999999,-0.7243999999999999,0.0,0.0
PROGRESS,15,-0.5,,14,44,0.5681818181818182,0.33491818181818184,14.7364,1.8064311356273532,-3.2819999999999983
PROGRESS,15,-0.5,,15,5,0.4,0.16760000000000003,0.8380000000000002,1.3256645422042592,-0.9144
PROGRESS,15,-0.5,,16,8,0.625,0.2531,2.0248,1.6243216576221016,-3.2432
PROGRESS,15,-0.5,,17,5,0.6,0.6596000000000001,3.2980000000000005,2.8132834836155705,-1.0044
PROGRESS,15,-0.5,,18,20,0.35,-0.2859,-5.718,0.5680355362161182,-10.456
PROGRESS,15,-0.5,,19,2,0.5,-1.3094,-2.6188,0.39441309777078903,0.0
PROGRESS,15,-0.5,,20,71,0.39436619718309857,-0.16975211267605628,-12.052399999999995,0.7602905376378302,-17.1656
PROGRESS,15,-0.5,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,15,-0.5,,22,17,0.23529411764705882,-0.5702823529411765,-9.694799999999999,0.38784633647361905,-7.912799999999999
PROGRESS,15,-0.75,,1,43,0.5813953488372093,0.2628093023255814,11.3008,1.9957353822295845,-2.597599999999998
PROGRESS,15,-0.75,,2,1,0.0,-1.0344,-1.0344,0.0,0.0
PROGRESS,15,-0.75,,3,38,0.34210526315789475,-0.3070315789473684,-11.6672,0.5093692178301094,-10.549999999999997
PROGRESS,15,-0.75,,4,1,1.0,0.0456,0.0456,inf,0.0
PROGRESS,15,-0.75,,5,43,0.4186046511627907,-0.12765581395348835,-5.489199999999999,0.7548369807949977,-9.6124
PROGRESS,15,-0.75,,6,69,0.5507246376811594,0.10052753623188408,6.936400000000002,1.2580851602149101,-8.1324
PROGRESS,15,-0.75,,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
PROGRESS,15,-0.75,,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
PROGRESS,15,-0.75,,9,40,0.3,-0.36515,-14.606,0.45014154921093846,-16.976399999999998
PROGRESS,15,-0.75,,10,41,0.5365853658536586,0.21340487804878056,8.749600000000003,1.5320975942007833,-4.2552
PROGRESS,15,-0.75,,11,35,0.2857142857142857,-0.4886857142857143,-17.104,0.31115585984695937,-17.900799999999993
PROGRESS,15,-0.75,,12,43,0.46511627906976744,-0.11533023255813951,-4.959199999999999,0.8227033520192198,-7.7668
PROGRESS,15,-0.75,,13,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,15,-0.75,,14,44,0.5681818181818182,0.3119636363636364,13.726400000000002,1.7118172955257316,-3.6019999999999985
PROGRESS,15,-0.75,,15,5,0.4,0.1156,0.578,1.204009600451786,-0.9144
PROGRESS,15,-0.75,,16,8,0.625,0.2531,2.0248,1.6243216576221016,-3.2432
PROGRESS,15,-0.75,,17,5,0.6,0.6596000000000001,3.2980000000000005,2.8132834836155705,-1.0044
PROGRESS,15,-0.75,,18,20,0.35,-0.32039999999999996,-6.4079999999999995,0.5398931587110115,-11.146
PROGRESS,15,-0.75,,19,2,0.5,-1.3094,-2.6188,0.39441309777078903,0.0
PROGRESS,15,-0.75,,20,71,0.39436619718309857,-0.21101971830985913,-14.982399999999998,0.7184246333340849,-18.5456
PROGRESS,15,-0.75,,21,1,0.0,-1.0444,-1.0444,0.0,0.0
PROGRESS,15,-0.75,,22,17,0.23529411764705882,-0.5938117647058823,-10.0948,0.37829182371344805,-8.3128
COMBINED,1,0.25,0.0,1,43,0.4186046511627907,0.1230418604651163,5.290800000000001,1.4657394366197185,-3.297599999999999
COMBINED,1,0.25,0.0,2,1,0.0,-0.3644,-0.3644,0.0,0.0
COMBINED,1,0.25,0.0,3,38,0.2631578947368421,-0.13097894736842103,-4.977199999999999,0.6553949263321148,-4.6108
COMBINED,1,0.25,0.0,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,1,0.25,0.0,5,43,0.3488372093023256,0.03978604651162794,1.7108000000000014,1.134780827529701,-5.0192000000000005
COMBINED,1,0.25,0.0,6,69,0.42028985507246375,0.07487536231884061,5.166400000000002,1.2632426373178434,-5.8911999999999995
COMBINED,1,0.25,0.0,7,3,0.3333333333333333,-0.12773333333333334,-0.3832,0.41833636915604133,-0.6588
COMBINED,1,0.25,0.0,8,6,0.6666666666666666,0.6039333333333333,3.6235999999999997,7.602769679300292,-0.28439999999999976
COMBINED,1,0.25,0.0,9,40,0.2,-0.19839999999999997,-7.935999999999998,0.509238875009276,-9.4688
COMBINED,1,0.25,0.0,10,41,0.3902439024390244,0.1429170731707317,5.8596,1.5217809439002674,-4.6704
COMBINED,1,0.25,0.0,11,35,0.2571428571428571,-0.21668571428571423,-7.583999999999998,0.48528613313063323,-8.4008
COMBINED,1,0.25,0.0,12,43,0.2558139534883721,-0.02184186046511629,-0.9392000000000005,0.9359380115682637,-6.2112
COMBINED,1,0.25,0.0,13,1,0.0,-0.0644,-0.0644,0.0,0.0
COMBINED,1,0.25,0.0,14,44,0.4318181818181818,0.27628181818181824,12.156400000000003,1.8495038434661075,-2.5876
COMBINED,1,0.25,0.0,15,5,0.4,0.3396,1.698,1.9911277142190054,-1.0444
COMBINED,1,0.25,0.0,16,8,0.625,0.4130999999999999,3.3047999999999993,2.6833740831295843,-1.9632
COMBINED,1,0.25,0.0,17,5,0.4,0.2056,1.028,1.4313528029540115,-2.3832
COMBINED,1,0.25,0.0,18,20,0.25,-0.2244,-4.4879999999999995,0.5016655562958028,-7.346
COMBINED,1,0.25,0.0,19,2,0.0,-0.24939999999999998,-0.49879999999999997,0.0,-0.3944
COMBINED,1,0.25,0.0,20,71,0.30985915492957744,0.05743098591549296,4.0776,1.1376841934656061,-6.356
COMBINED,1,0.25,0.0,21,1,0.0,-0.25439999999999996,-0.25439999999999996,0.0,0.0
COMBINED,1,0.25,0.0,22,17,0.23529411764705882,-0.01263529411764704,-0.21479999999999969,0.9694764963337692,-4.1628
COMBINED,1,0.25,-0.25,1,43,0.5116279069767442,0.20094883720930237,8.640800000000002,1.7383784522832921,-2.777599999999998
COMBINED,1,0.25,-0.25,2,1,0.0,-0.3644,-0.3644,0.0,0.0
COMBINED,1,0.25,-0.25,3,38,0.3157894736842105,-0.13808421052631578,-5.247199999999999,0.6881196357671002,-5.3016
COMBINED,1,0.25,-0.25,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,1,0.25,-0.25,5,43,0.4186046511627907,0.06815813953488374,2.930800000000001,1.2097924123120976,-5.701599999999997
COMBINED,1,0.25,-0.25,6,69,0.5217391304347826,0.16313623188405793,11.256399999999998,1.5879489375927125,-4.1116
COMBINED,1,0.25,-0.25,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,1,0.25,-0.25,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,1,0.25,-0.25,9,40,0.25,-0.23815,-9.526,0.5218351571127398,-10.656399999999998
COMBINED,1,0.25,-0.25,10,41,0.4634146341463415,0.23584390243902445,9.669600000000003,1.8066873560917012,-2.401999999999999
COMBINED,1,0.25,-0.25,11,35,0.2857142857142857,-0.3069714285714285,-10.743999999999998,0.41829994585814845,-11.560799999999999
COMBINED,1,0.25,-0.25,12,43,0.4186046511627907,0.057693023255813984,2.4808000000000012,1.1375166297117518,-3.3752
COMBINED,1,0.25,-0.25,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.25,14,44,0.5227272727272727,0.37969090909090913,16.706400000000002,2.1032861369399836,-2.541999999999998
COMBINED,1,0.25,-0.25,15,5,0.4,0.3396,1.698,1.9911277142190054,-1.0444
COMBINED,1,0.25,-0.25,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,1,0.25,-0.25,17,5,0.4,0.2056,1.028,1.4313528029540115,-2.3832
COMBINED,1,0.25,-0.25,18,20,0.3,-0.2279,-4.558,0.5772427098018847,-7.416
COMBINED,1,0.25,-0.25,19,2,0.0,-0.7194,-1.4388,0.0,-0.3944000000000001
COMBINED,1,0.25,-0.25,20,71,0.39436619718309857,0.073487323943662,5.217600000000002,1.1510631398526887,-7.381600000000001
COMBINED,1,0.25,-0.25,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.25,22,17,0.29411764705882354,-0.14204705882352942,-2.4148,0.7647035896636396,-5.4428
COMBINED,1,0.25,-0.5,1,43,0.5813953488372093,0.2560651162790698,11.010800000000001,1.9460100350539558,-2.777599999999998
COMBINED,1,0.25,-0.5,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.5,3,38,0.34210526315789475,-0.20729473684210528,-7.8772,0.605942971485743,-7.649999999999999
COMBINED,1,0.25,-0.5,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,1,0.25,-0.5,5,43,0.4186046511627907,0.04466976744186048,1.9208000000000005,1.1282242990654203,-6.172399999999998
COMBINED,1,0.25,-0.5,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,1,0.25,-0.5,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,1,0.25,-0.5,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,1,0.25,-0.5,9,40,0.3,-0.2669,-10.676,0.5283035540710108,-13.736399999999996
COMBINED,1,0.25,-0.5,10,41,0.5121951219512195,0.2682829268292683,10.999600000000001,1.8808135810377966,-2.7176
COMBINED,1,0.25,-0.5,11,35,0.2857142857142857,-0.35497142857142855,-12.424,0.38342431761786605,-13.240799999999997
COMBINED,1,0.25,-0.5,12,43,0.46511627906976744,0.033274418604651204,1.4308000000000018,1.0681294402224635,-4.1708
COMBINED,1,0.25,-0.5,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.5,14,44,0.5681818181818182,0.34014545454545464,14.966400000000004,1.8294575361901173,-3.1331999999999987
COMBINED,1,0.25,-0.5,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,1,0.25,-0.5,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,1,0.25,-0.5,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,1,0.25,-0.5,18,20,0.3,-0.3264,-6.5280000000000005,0.4880642429185357,-9.386
COMBINED,1,0.25,-0.5,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,1,0.25,-0.5,20,71,0.4084507042253521,0.03419154929577466,2.4276000000000013,1.0644698683833131,-7.771599999999999
COMBINED,1,0.25,-0.5,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.5,22,17,0.29411764705882354,-0.1820470588235294,-3.0947999999999998,0.7171839017436124,-6.1228
COMBINED,1,0.25,-0.75,1,43,0.5813953488372093,0.2560651162790698,11.010800000000001,1.9460100350539558,-2.777599999999998
COMBINED,1,0.25,-0.75,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.75,3,38,0.34210526315789475,-0.22703157894736842,-8.6272,0.5840308582449374,-8.399999999999999
COMBINED,1,0.25,-0.75,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,1,0.25,-0.75,5,43,0.4186046511627907,0.03746046511627907,1.6108,1.1053499018966644,-6.1724
COMBINED,1,0.25,-0.75,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,1,0.25,-0.75,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,1,0.25,-0.75,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,1,0.25,-0.75,9,40,0.3,-0.25539999999999996,-10.216,0.5392636155358722,-13.276399999999995
COMBINED,1,0.25,-0.75,10,41,0.5365853658536586,0.30560000000000004,12.529600000000002,1.9894184907925079,-2.7176
COMBINED,1,0.25,-0.75,11,35,0.2857142857142857,-0.3655428571428571,-12.793999999999999,0.3765107212475634,-13.610799999999996
COMBINED,1,0.25,-0.75,12,43,0.4883720930232558,0.06234418604651167,2.680800000000002,1.1271919836028241,-4.5608
COMBINED,1,0.25,-0.75,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.75,14,44,0.5681818181818182,0.3287818181818183,14.466400000000004,1.780128993291486,-3.1331999999999987
COMBINED,1,0.25,-0.75,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,1,0.25,-0.75,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,1,0.25,-0.75,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,1,0.25,-0.75,18,20,0.35,-0.23240000000000002,-4.648000000000001,0.6179893484121245,-9.386
COMBINED,1,0.25,-0.75,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,1,0.25,-0.75,20,71,0.4225352112676056,0.03433239436619722,2.437600000000003,1.0621830389485818,-5.6316
COMBINED,1,0.25,-0.75,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.25,-0.75,22,17,0.29411764705882354,-0.20675294117647058,-3.5147999999999997,0.6906748336677581,-6.5428
COMBINED,1,0.5,0.0,1,43,0.5813953488372093,0.2460651162790698,10.580800000000002,1.8766778245451232,-2.777599999999998
COMBINED,1,0.5,0.0,2,1,0.0,-0.3644,-0.3644,0.0,0.0
COMBINED,1,0.5,0.0,3,38,0.34210526315789475,-0.16624210526315789,-6.3172,0.6572327726532827,-6.1080000000000005
COMBINED,1,0.5,0.0,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,1,0.5,0.0,5,43,0.4186046511627907,0.07792558139534887,3.3508000000000018,1.2472915129151292,-5.2516
COMBINED,1,0.5,0.0,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,1,0.5,0.0,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,1,0.5,0.0,8,6,0.6666666666666666,0.6039333333333333,3.6235999999999997,7.602769679300292,-0.28439999999999976
COMBINED,1,0.5,0.0,9,40,0.3,-0.2324,-9.296,0.5626070427041575,-12.356399999999997
COMBINED,1,0.5,0.0,10,41,0.4878048780487805,0.24779512195121953,10.159600000000001,1.8741395925110134,-2.4019999999999984
COMBINED,1,0.5,0.0,11,35,0.2857142857142857,-0.30011428571428567,-10.503999999999998,0.42380691168403745,-11.320799999999998
COMBINED,1,0.5,0.0,12,43,0.4186046511627907,0.0016465116279069916,0.07080000000000064,1.003736147757256,-4.341199999999999
COMBINED,1,0.5,0.0,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,1,0.5,0.0,14,44,0.5454545454545454,0.3708272727272728,16.3164,2.0886309047237788,-2.541999999999998
COMBINED,1,0.5,0.0,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
