trade_index,mae_threshold_R,crossing_bar,next_mae_threshold_R,next_crossing_bar,bars_until_next_threshold,future_max_favorable_close_R,final_R
140,0.5,4,0.6,5.0,1.0,2.22,-1.0444
140,0.6,5,0.7,6.0,1.0,2.22,-1.0444
140,0.7,6,0.75,6.0,0.0,2.22,-1.0444
140,0.75,6,0.8,6.0,0.0,2.22,-1.0444
140,0.8,6,0.9,7.0,1.0,2.22,-1.0444
140,0.9,7,1.0,10.0,3.0,2.22,-1.0444
140,1.0,10,1.1,10.0,0.0,2.22,-1.0444
140,1.1,10,1.2,11.0,1.0,2.22,-1.0444
140,1.2,11,1.25,11.0,0.0,2.22,-1.0444
140,1.25,11,,,,2.22,-1.0444
141,0.25,1,0.5,2.0,1.0,2.57,-1.0444
141,0.5,2,0.6,2.0,0.0,2.57,-1.0444
141,0.6,2,0.7,2.0,0.0,2.57,-1.0444
141,0.7,2,0.75,2.0,0.0,2.57,-1.0444
141,0.75,2,0.8,3.0,1.0,2.57,-1.0444
141,0.8,3,0.9,3.0,0.0,2.57,-1.0444
141,0.9,3,1.0,3.0,0.0,2.57,-1.0444
141,1.0,3,1.1,4.0,1.0,2.57,-1.0444
141,1.1,4,1.2,4.0,0.0,2.57,-1.0444
141,1.2,4,1.25,4.0,0.0,2.57,-1.0444
141,1.25,4,,,,2.57,-1.0444
142,0.25,1,0.5,1.0,0.0,2.04,-1.0444
142,0.5,1,0.6,1.0,0.0,2.04,-1.0444
142,0.6,1,0.7,6.0,5.0,2.04,-1.0444
142,0.7,6,0.75,6.0,0.0,2.04,-1.0444
142,0.75,6,0.8,6.0,0.0,2.04,-1.0444
142,0.8,6,0.9,13.0,7.0,2.04,-1.0444
142,0.9,13,1.0,13.0,0.0,2.04,-1.0444
142,1.0,13,1.1,13.0,0.0,2.04,-1.0444
142,1.1,13,1.2,13.0,0.0,2.04,-1.0444
142,1.2,13,1.25,13.0,0.0,2.04,-1.0444
142,1.25,13,,,,2.04,-1.0444
143,0.25,2,0.5,6.0,4.0,0.72,-0.7644
143,0.5,6,0.6,6.0,0.0,0.72,-0.7644
143,0.6,6,0.7,7.0,1.0,0.72,-0.7644
143,0.7,7,0.75,7.0,0.0,0.72,-0.7644
143,0.75,7,0.8,7.0,0.0,0.72,-0.7644
143,0.8,7,,,,0.72,-0.7644
144,0.25,5,0.5,6.0,1.0,0.91,-0.8344
144,0.5,6,0.6,6.0,0.0,0.91,-0.8344
144,0.6,6,0.7,6.0,0.0,0.91,-0.8344
144,0.7,6,0.75,7.0,1.0,0.91,-0.8344
144,0.75,7,0.8,8.0,1.0,0.91,-0.8344
144,0.8,8,0.9,8.0,0.0,0.79,-0.8344
144,0.9,8,,,,0.79,-0.8344
145,0.25,1,0.5,2.0,1.0,0.89,-1.0444
145,0.5,2,0.6,2.0,0.0,0.89,-1.0444
145,0.6,2,0.7,2.0,0.0,0.89,-1.0444
145,0.7,2,0.75,3.0,1.0,0.89,-1.0444
145,0.75,3,0.8,3.0,0.0,0.89,-1.0444
145,0.8,3,0.9,3.0,0.0,0.89,-1.0444
145,0.9,3,1.0,3.0,0.0,0.89,-1.0444
145,1.0,3,1.1,14.0,11.0,0.89,-1.0444
145,1.1,14,1.2,14.0,0.0,0.58,-1.0444
145,1.2,14,1.25,14.0,0.0,0.58,-1.0444
145,1.25,14,,,,0.58,-1.0444
146,0.25,1,0.5,1.0,0.0,1.73,-1.0444
146,0.5,1,0.6,1.0,0.0,1.73,-1.0444
146,0.6,1,0.7,1.0,0.0,1.73,-1.0444
146,0.7,1,0.75,1.0,0.0,1.73,-1.0444
146,0.75,1,0.8,1.0,0.0,1.73,-1.0444
146,0.8,1,0.9,1.0,0.0,1.73,-1.0444
146,0.9,1,1.0,1.0,0.0,1.73,-1.0444
146,1.0,1,1.1,14.0,13.0,1.73,-1.0444
146,1.1,14,1.2,14.0,0.0,1.73,-1.0444
146,1.2,14,1.25,14.0,0.0,1.73,-1.0444
146,1.25,14,,,,1.73,-1.0444
147,0.25,1,0.5,2.0,1.0,0.9,-1.0444
147,0.5,2,0.6,2.0,0.0,0.9,-1.0444
147,0.6,2,0.7,2.0,0.0,0.9,-1.0444
147,0.7,2,0.75,2.0,0.0,0.9,-1.0444
147,0.75,2,0.8,12.0,10.0,0.9,-1.0444
147,0.8,12,0.9,12.0,0.0,0.9,-1.0444
147,0.9,12,1.0,18.0,6.0,0.9,-1.0444
147,1.0,18,1.1,18.0,0.0,0.41,-1.0444
147,1.1,18,,,,0.41,-1.0444
148,0.25,1,0.5,2.0,1.0,0.94,-1.0444
148,0.5,2,0.6,3.0,1.0,0.94,-1.0444
148,0.6,3,0.7,4.0,1.0,0.94,-1.0444
148,0.7,4,0.75,4.0,0.0,0.94,-1.0444
148,0.75,4,0.8,4.0,0.0,0.94,-1.0444
148,0.8,4,0.9,9.0,5.0,0.94,-1.0444
148,0.9,9,1.0,9.0,0.0,0.91,-1.0444
148,1.0,9,,,,0.91,-1.0444
149,0.25,1,0.5,2.0,1.0,4.28,-1.0444
149,0.5,2,0.6,2.0,0.0,4.28,-1.0444
149,0.6,2,0.7,3.0,1.0,4.28,-1.0444
149,0.7,3,0.75,3.0,0.0,4.28,-1.0444
149,0.75,3,0.8,3.0,0.0,4.28,-1.0444
149,0.8,3,0.9,3.0,0.0,4.28,-1.0444
149,0.9,3,1.0,3.0,0.0,4.28,-1.0444
149,1.0,3,1.1,3.0,0.0,4.28,-1.0444
149,1.1,3,1.2,3.0,0.0,4.28,-1.0444
149,1.2,3,1.25,3.0,0.0,4.28,-1.0444
149,1.25,3,,,,4.28,-1.0444
150,0.25,1,0.5,1.0,0.0,-0.49,1.7056
150,0.5,1,0.6,1.0,0.0,-0.49,1.7056
150,0.6,1,0.7,1.0,0.0,-0.49,1.7056
150,0.7,1,0.75,1.0,0.0,-0.49,1.7056
150,0.75,1,0.8,1.0,0.0,-0.49,1.7056
150,0.8,1,0.9,1.0,0.0,-0.49,1.7056
150,0.9,1,,,,-0.49,1.7056
151,0.25,1,0.5,4.0,3.0,2.46,-1.0444
151,0.5,4,0.6,4.0,0.0,2.46,-1.0444
151,0.6,4,0.7,4.0,0.0,2.46,-1.0444
151,0.7,4,0.75,4.0,0.0,2.46,-1.0444
151,0.75,4,0.8,4.0,0.0,2.46,-1.0444
151,0.8,4,0.9,4.0,0.0,2.46,-1.0444
151,0.9,4,1.0,4.0,0.0,2.46,-1.0444
151,1.0,4,1.1,5.0,1.0,2.46,-1.0444
151,1.1,5,1.2,5.0,0.0,2.46,-1.0444
151,1.2,5,1.25,5.0,0.0,2.46,-1.0444
151,1.25,5,,,,2.46,-1.0444
152,0.25,1,0.5,2.0,1.0,1.21,-1.0444
152,0.5,2,0.6,3.0,1.0,1.21,-1.0444
152,0.6,3,0.7,3.0,0.0,1.21,-1.0444
152,0.7,3,0.75,3.0,0.0,1.21,-1.0444
152,0.75,3,0.8,3.0,0.0,1.21,-1.0444
152,0.8,3,0.9,6.0,3.0,1.21,-1.0444
152,0.9,6,1.0,7.0,1.0,1.21,-1.0444
152,1.0,7,1.1,9.0,2.0,1.21,-1.0444
152,1.1,9,1.2,9.0,0.0,0.81,-1.0444
152,1.2,9,1.25,9.0,0.0,0.81,-1.0444
152,1.25,9,,,,0.81,-1.0444
153,0.25,3,0.5,4.0,1.0,1.89,-1.0444
153,0.5,4,0.6,4.0,0.0,1.89,-1.0444
153,0.6,4,0.7,5.0,1.0,1.89,-1.0444
153,0.7,5,0.75,5.0,0.0,1.89,-1.0444
153,0.75,5,0.8,6.0,1.0,1.89,-1.0444
153,0.8,6,0.9,7.0,1.0,1.89,-1.0444
153,0.9,7,1.0,7.0,0.0,1.89,-1.0444
153,1.0,7,1.1,8.0,1.0,1.89,-1.0444
153,1.1,8,1.2,8.0,0.0,1.89,-1.0444
153,1.2,8,1.25,8.0,0.0,1.89,-1.0444
153,1.25,8,,,,1.89,-1.0444
154,0.25,1,0.5,2.0,1.0,1.79,-1.0444
154,0.5,2,0.6,2.0,0.0,1.79,-1.0444
154,0.6,2,0.7,2.0,0.0,1.79,-1.0444
154,0.7,2,0.75,2.0,0.0,1.79,-1.0444
154,0.75,2,0.8,2.0,0.0,1.79,-1.0444
154,0.8,2,0.9,3.0,1.0,1.79,-1.0444
154,0.9,3,1.0,3.0,0.0,1.79,-1.0444
154,1.0,3,1.1,3.0,0.0,1.79,-1.0444
154,1.1,3,1.2,3.0,0.0,1.79,-1.0444
154,1.2,3,1.25,3.0,0.0,1.79,-1.0444
154,1.25,3,,,,1.79,-1.0444
155,0.25,3,0.5,3.0,0.0,0.73,-0.5144
155,0.5,3,0.6,3.0,0.0,0.73,-0.5144
155,0.6,3,0.7,4.0,1.0,0.73,-0.5144
155,0.7,4,0.75,4.0,0.0,0.73,-0.5144
155,0.75,4,0.8,4.0,0.0,0.73,-0.5144
155,0.8,4,0.9,8.0,4.0,0.73,-0.5144
155,0.9,8,,,,0.73,-0.5144
156,0.25,2,0.5,4.0,2.0,0.77,1.7056
156,0.5,4,0.6,4.0,0.0,0.77,1.7056
156,0.6,4,0.7,4.0,0.0,0.77,1.7056
156,0.7,4,0.75,4.0,0.0,0.77,1.7056
156,0.75,4,0.8,10.0,6.0,0.77,1.7056
156,0.8,10,0.9,10.0,0.0,0.34,1.7056
156,0.9,10,,,,0.34,1.7056
157,0.25,5,0.5,6.0,1.0,1.99,-1.0444
157,0.5,6,0.6,6.0,0.0,1.99,-1.0444
157,0.6,6,0.7,7.0,1.0,1.99,-1.0444
157,0.7,7,0.75,7.0,0.0,1.99,-1.0444
157,0.75,7,0.8,7.0,0.0,1.99,-1.0444
157,0.8,7,0.9,7.0,0.0,1.99,-1.0444
157,0.9,7,1.0,7.0,0.0,1.99,-1.0444
157,1.0,7,1.1,16.0,9.0,1.99,-1.0444
157,1.1,16,1.2,17.0,1.0,1.99,-1.0444
157,1.2,17,1.25,17.0,0.0,1.99,-1.0444
157,1.25,17,,,,1.99,-1.0444
158,0.25,1,0.5,1.0,0.0,0.92,1.5556
158,0.5,1,0.6,1.0,0.0,0.92,1.5556
158,0.6,1,0.7,2.0,1.0,0.92,1.5556
158,0.7,2,0.75,2.0,0.0,0.35,1.5556
158,0.75,2,0.8,2.0,0.0,0.35,1.5556
158,0.8,2,0.9,2.0,0.0,0.35,1.5556
158,0.9,2,,,,0.35,1.5556
159,0.25,2,0.5,2.0,0.0,1.62,-1.0444
159,0.5,2,0.6,2.0,0.0,1.62,-1.0444
159,0.6,2,0.7,2.0,0.0,1.62,-1.0444
159,0.7,2,0.75,2.0,0.0,1.62,-1.0444
159,0.75,2,0.8,3.0,1.0,1.62,-1.0444
159,0.8,3,0.9,3.0,0.0,1.62,-1.0444
159,0.9,3,1.0,3.0,0.0,1.62,-1.0444
159,1.0,3,1.1,3.0,0.0,1.62,-1.0444
159,1.1,3,1.2,3.0,0.0,1.62,-1.0444
159,1.2,3,1.25,3.0,0.0,1.62,-1.0444
159,1.25,3,,,,1.62,-1.0444
160,0.25,1,0.5,1.0,0.0,0.59,-0.5744
160,0.5,1,0.6,1.0,0.0,0.59,-0.5744
160,0.6,1,0.7,1.0,0.0,0.59,-0.5744
160,0.7,1,0.75,1.0,0.0,0.59,-0.5744
160,0.75,1,0.8,1.0,0.0,0.59,-0.5744
160,0.8,1,,,,0.59,-0.5744
161,0.25,2,0.5,2.0,0.0,1.65,-1.0444
161,0.5,2,0.6,3.0,1.0,1.65,-1.0444
161,0.6,3,0.7,3.0,0.0,1.65,-1.0444
161,0.7,3,0.75,3.0,0.0,1.65,-1.0444
161,0.75,3,0.8,3.0,0.0,1.65,-1.0444
161,0.8,3,0.9,3.0,0.0,1.65,-1.0444
161,0.9,3,1.0,3.0,0.0,1.65,-1.0444
161,1.0,3,1.1,3.0,0.0,1.65,-1.0444
161,1.1,3,1.2,3.0,0.0,1.65,-1.0444
161,1.2,3,1.25,4.0,1.0,1.65,-1.0444
161,1.25,4,,,,1.65,-1.0444
162,0.25,1,0.5,3.0,2.0,0.91,-1.0444
162,0.5,3,0.6,6.0,3.0,0.91,-1.0444
162,0.6,6,0.7,6.0,0.0,0.83,-1.0444
162,0.7,6,0.75,6.0,0.0,0.83,-1.0444
162,0.75,6,0.8,6.0,0.0,0.83,-1.0444
162,0.8,6,0.9,6.0,0.0,0.83,-1.0444
162,0.9,6,1.0,7.0,1.0,0.83,-1.0444
162,1.0,7,1.1,7.0,0.0,0.83,-1.0444
162,1.1,7,,,,0.83,-1.0444
163,0.25,1,0.5,1.0,0.0,2.53,-1.0444
163,0.5,1,0.6,1.0,0.0,2.53,-1.0444
163,0.6,1,0.7,1.0,0.0,2.53,-1.0444
163,0.7,1,0.75,1.0,0.0,2.53,-1.0444
163,0.75,1,0.8,1.0,0.0,2.53,-1.0444
163,0.8,1,0.9,1.0,0.0,2.53,-1.0444
163,0.9,1,1.0,2.0,1.0,2.53,-1.0444
163,1.0,2,1.1,3.0,1.0,2.53,-1.0444
163,1.1,3,1.2,3.0,0.0,2.53,-1.0444
163,1.2,3,1.25,7.0,4.0,2.53,-1.0444
163,1.25,7,,,,2.53,-1.0444
164,0.25,1,0.5,2.0,1.0,1.16,-1.0444
164,0.5,2,0.6,2.0,0.0,1.16,-1.0444
164,0.6,2,0.7,2.0,0.0,1.16,-1.0444
164,0.7,2,0.75,2.0,0.0,1.16,-1.0444
164,0.75,2,0.8,2.0,0.0,1.16,-1.0444
164,0.8,2,0.9,2.0,0.0,1.16,-1.0444
164,0.9,2,1.0,3.0,1.0,1.16,-1.0444
164,1.0,3,1.1,3.0,0.0,1.06,-1.0444
164,1.1,3,1.2,4.0,1.0,1.06,-1.0444
164,1.2,4,1.25,5.0,1.0,0.9,-1.0444
164,1.25,5,,,,0.9,-1.0444
165,0.25,1,0.5,3.0,2.0,1.68,-1.0444
165,0.5,3,0.6,3.0,0.0,1.68,-1.0444
165,0.6,3,0.7,3.0,0.0,1.68,-1.0444
165,0.7,3,0.75,3.0,0.0,1.68,-1.0444
165,0.75,3,0.8,3.0,0.0,1.68,-1.0444
165,0.8,3,0.9,3.0,0.0,1.68,-1.0444
165,0.9,3,1.0,4.0,1.0,1.68,-1.0444
165,1.0,4,1.1,4.0,0.0,1.68,-1.0444
165,1.1,4,1.2,4.0,0.0,1.68,-1.0444
165,1.2,4,1.25,4.0,0.0,1.68,-1.0444
165,1.25,4,,,,1.68,-1.0444
166,0.25,4,0.5,5.0,1.0,1.14,-1.0444
166,0.5,5,0.6,6.0,1.0,1.14,-1.0444
166,0.6,6,0.7,6.0,0.0,1.14,-1.0444
166,0.7,6,0.75,6.0,0.0,1.14,-1.0444
166,0.75,6,0.8,6.0,0.0,1.14,-1.0444
166,0.8,6,0.9,6.0,0.0,1.14,-1.0444
166,0.9,6,1.0,9.0,3.0,1.14,-1.0444
166,1.0,9,1.1,10.0,1.0,1.14,-1.0444
166,1.1,10,1.2,11.0,1.0,0.77,-1.0444
166,1.2,11,1.25,11.0,0.0,0.77,-1.0444
166,1.25,11,,,,0.77,-1.0444
167,0.25,1,0.5,4.0,3.0,0.82,0.6156
167,0.5,4,0.6,4.0,0.0,0.77,0.6156
167,0.6,4,0.7,4.0,0.0,0.77,0.6156
167,0.7,4,0.75,4.0,0.0,0.77,0.6156
167,0.75,4,0.8,4.0,0.0,0.77,0.6156
167,0.8,4,0.9,5.0,1.0,0.77,0.6156
167,0.9,5,,,,0.51,0.6156
168,0.25,1,0.5,1.0,0.0,8.74,-1.0444
168,0.5,1,0.6,2.0,1.0,8.74,-1.0444
168,0.6,2,0.7,2.0,0.0,8.74,-1.0444
168,0.7,2,0.75,3.0,1.0,8.74,-1.0444
168,0.75,3,0.8,3.0,0.0,8.74,-1.0444
168,0.8,3,0.9,3.0,0.0,8.74,-1.0444
168,0.9,3,1.0,17.0,14.0,8.74,-1.0444
168,1.0,17,1.1,17.0,0.0,5.79,-1.0444
168,1.1,17,1.2,17.0,0.0,5.79,-1.0444
168,1.2,17,1.25,17.0,0.0,5.79,-1.0444
168,1.25,17,,,,5.79,-1.0444
169,0.25,1,0.5,4.0,3.0,1.99,-1.0444
169,0.5,4,0.6,5.0,1.0,1.99,-1.0444
169,0.6,5,0.7,5.0,0.0,1.99,-1.0444
169,0.7,5,0.75,5.0,0.0,1.99,-1.0444
169,0.75,5,0.8,5.0,0.0,1.99,-1.0444
169,0.8,5,0.9,6.0,1.0,1.99,-1.0444
169,0.9,6,1.0,9.0,3.0,1.99,-1.0444
169,1.0,9,1.1,9.0,0.0,1.99,-1.0444
169,1.1,9,1.2,9.0,0.0,1.99,-1.0444
169,1.2,9,1.25,9.0,0.0,1.99,-1.0444
169,1.25,9,,,,1.99,-1.0444
170,0.25,1,0.5,1.0,0.0,2.08,-1.0444
170,0.5,1,0.6,1.0,0.0,2.08,-1.0444
170,0.6,1,0.7,1.0,0.0,2.08,-1.0444
170,0.7,1,0.75,1.0,0.0,2.08,-1.0444
170,0.75,1,0.8,1.0,0.0,2.08,-1.0444
170,0.8,1,0.9,1.0,0.0,2.08,-1.0444
170,0.9,1,1.0,7.0,6.0,2.08,-1.0444
170,1.0,7,1.1,7.0,0.0,2.08,-1.0444
170,1.1,7,1.2,7.0,0.0,2.08,-1.0444
170,1.2,7,1.25,7.0,0.0,2.08,-1.0444
170,1.25,7,,,,2.08,-1.0444
171,0.25,1,0.5,1.0,0.0,1.45,-1.0444
171,0.5,1,0.6,1.0,0.0,1.45,-1.0444
171,0.6,1,0.7,1.0,0.0,1.45,-1.0444
171,0.7,1,0.75,1.0,0.0,1.45,-1.0444
171,0.75,1,0.8,2.0,1.0,1.45,-1.0444
171,0.8,2,0.9,2.0,0.0,1.45,-1.0444
171,0.9,2,1.0,15.0,13.0,1.45,-1.0444
171,1.0,15,1.1,15.0,0.0,1.45,-1.0444
171,1.1,15,1.2,15.0,0.0,1.45,-1.0444
171,1.2,15,1.25,15.0,0.0,1.45,-1.0444
171,1.25,15,,,,1.45,-1.0444
172,0.25,1,0.5,2.0,1.0,1.28,-1.0444
172,0.5,2,0.6,2.0,0.0,1.28,-1.0444
172,0.6,2,0.7,2.0,0.0,1.28,-1.0444
172,0.7,2,0.75,2.0,0.0,1.28,-1.0444
172,0.75,2,0.8,2.0,0.0,1.28,-1.0444
172,0.8,2,0.9,2.0,0.0,1.28,-1.0444
172,0.9,2,1.0,3.0,1.0,1.28,-1.0444
172,1.0,3,1.1,19.0,16.0,1.28,-1.0444
172,1.1,19,1.2,19.0,0.0,1.05,-1.0444
172,1.2,19,1.25,19.0,0.0,1.05,-1.0444
172,1.25,19,,,,1.05,-1.0444
173,0.25,2,0.5,3.0,1.0,4.15,-1.0444
173,0.5,3,0.6,3.0,0.0,4.15,-1.0444
173,0.6,3,0.7,4.0,1.0,4.15,-1.0444
173,0.7,4,0.75,6.0,2.0,4.15,-1.0444
173,0.75,6,0.8,6.0,0.0,4.15,-1.0444
173,0.8,6,0.9,10.0,4.0,4.15,-1.0444
173,0.9,10,1.0,10.0,0.0,4.15,-1.0444
173,1.0,10,1.1,12.0,2.0,4.15,-1.0444
173,1.1,12,1.2,12.0,0.0,4.15,-1.0444
173,1.2,12,1.25,12.0,0.0,4.15,-1.0444
173,1.25,12,,,,4.15,-1.0444
174,0.25,1,0.5,1.0,0.0,0.78,-1.0444
174,0.5,1,0.6,1.0,0.0,0.78,-1.0444
174,0.6,1,0.7,1.0,0.0,0.78,-1.0444
174,0.7,1,0.75,1.0,0.0,0.78,-1.0444
174,0.75,1,0.8,1.0,0.0,0.78,-1.0444
174,0.8,1,0.9,2.0,1.0,0.78,-1.0444
174,0.9,2,1.0,2.0,0.0,0.78,-1.0444
174,1.0,2,1.1,14.0,12.0,0.78,-1.0444
174,1.1,14,,,,0.64,-1.0444
175,0.25,1,0.5,1.0,0.0,1.39,-1.0444
175,0.5,1,0.6,2.0,1.0,1.39,-1.0444
175,0.6,2,0.7,2.0,0.0,1.39,-1.0444
175,0.7,2,0.75,2.0,0.0,1.39,-1.0444
175,0.75,2,0.8,2.0,0.0,1.39,-1.0444
175,0.8,2,0.9,2.0,0.0,1.39,-1.0444
175,0.9,2,1.0,17.0,15.0,1.39,-1.0444
175,1.0,17,1.1,17.0,0.0,1.39,-1.0444
175,1.1,17,1.2,18.0,1.0,1.39,-1.0444
175,1.2,18,1.25,18.0,0.0,1.39,-1.0444
175,1.25,18,,,,1.39,-1.0444
176,0.25,5,0.5,6.0,1.0,2.55,-1.0444
176,0.5,6,0.6,6.0,0.0,2.55,-1.0444
176,0.6,6,0.7,6.0,0.0,2.55,-1.0444
176,0.7,6,0.75,6.0,0.0,2.55,-1.0444
176,0.75,6,0.8,6.0,0.0,2.55,-1.0444
176,0.8,6,0.9,6.0,0.0,2.55,-1.0444
176,0.9,6,1.0,6.0,0.0,2.55,-1.0444
176,1.0,6,1.1,7.0,1.0,2.55,-1.0444
176,1.1,7,1.2,7.0,0.0,2.55,-1.0444
176,1.2,7,1.25,7.0,0.0,2.55,-1.0444
176,1.25,7,,,,2.55,-1.0444
177,0.25,2,0.5,5.0,3.0,3.54,-1.0444
177,0.5,5,0.6,5.0,0.0,3.54,-1.0444
177,0.6,5,0.7,5.0,0.0,3.54,-1.0444
177,0.7,5,0.75,5.0,0.0,3.54,-1.0444
177,0.75,5,0.8,5.0,0.0,3.54,-1.0444
177,0.8,5,0.9,5.0,0.0,3.54,-1.0444
177,0.9,5,1.0,5.0,0.0,3.54,-1.0444
177,1.0,5,1.1,6.0,1.0,3.54,-1.0444
177,1.1,6,1.2,6.0,0.0,3.54,-1.0444
177,1.2,6,1.25,6.0,0.0,3.54,-1.0444
177,1.25,6,,,,3.54,-1.0444
178,0.25,1,0.5,1.0,0.0,1.31,-1.0444
178,0.5,1,0.6,1.0,0.0,1.31,-1.0444
178,0.6,1,0.7,2.0,1.0,1.31,-1.0444
178,0.7,2,0.75,2.0,0.0,1.31,-1.0444
178,0.75,2,0.8,2.0,0.0,1.31,-1.0444
178,0.8,2,0.9,2.0,0.0,1.31,-1.0444
178,0.9,2,1.0,2.0,0.0,1.31,-1.0444
178,1.0,2,1.1,4.0,2.0,1.31,-1.0444
178,1.1,4,1.2,4.0,0.0,1.25,-1.0444
178,1.2,4,1.25,4.0,0.0,1.25,-1.0444
178,1.25,4,,,,1.25,-1.0444
179,0.25,4,0.5,4.0,0.0,-0.41,1.7056
179,0.5,4,0.6,4.0,0.0,-0.41,1.7056
179,0.6,4,0.7,4.0,0.0,-0.41,1.7056
179,0.7,4,0.75,4.0,0.0,-0.41,1.7056
179,0.75,4,,,,-0.41,1.7056
180,0.25,1,0.5,2.0,1.0,1.73,-1.0444
180,0.5,2,0.6,2.0,0.0,1.73,-1.0444
180,0.6,2,0.7,4.0,2.0,1.73,-1.0444
180,0.7,4,0.75,4.0,0.0,1.73,-1.0444
180,0.75,4,0.8,8.0,4.0,1.73,-1.0444
180,0.8,8,0.9,8.0,0.0,1.73,-1.0444
180,0.9,8,1.0,8.0,0.0,1.73,-1.0444
180,1.0,8,1.1,8.0,0.0,1.73,-1.0444
180,1.1,8,1.2,8.0,0.0,1.73,-1.0444
180,1.2,8,1.25,9.0,1.0,1.73,-1.0444
180,1.25,9,,,,1.73,-1.0444
181,0.25,1,0.5,1.0,0.0,2.52,-1.0444
181,0.5,1,0.6,1.0,0.0,2.52,-1.0444
181,0.6,1,0.7,6.0,5.0,2.52,-1.0444
181,0.7,6,0.75,6.0,0.0,2.52,-1.0444
181,0.75,6,0.8,6.0,0.0,2.52,-1.0444
181,0.8,6,0.9,6.0,0.0,2.52,-1.0444
181,0.9,6,1.0,6.0,0.0,2.52,-1.0444
181,1.0,6,1.1,7.0,1.0,2.52,-1.0444
181,1.1,7,1.2,7.0,0.0,2.52,-1.0444
181,1.2,7,1.25,7.0,0.0,2.52,-1.0444
181,1.25,7,,,,2.52,-1.0444
182,0.25,3,0.5,4.0,1.0,2.17,-1.0444
182,0.5,4,0.6,4.0,0.0,2.17,-1.0444
182,0.6,4,0.7,4.0,0.0,2.17,-1.0444
182,0.7,4,0.75,4.0,0.0,2.17,-1.0444
182,0.75,4,0.8,4.0,0.0,2.17,-1.0444
182,0.8,4,0.9,5.0,1.0,2.17,-1.0444
182,0.9,5,1.0,5.0,0.0,2.17,-1.0444
182,1.0,5,1.1,6.0,1.0,2.17,-1.0444
182,1.1,6,1.2,8.0,2.0,2.17,-1.0444
182,1.2,8,1.25,8.0,0.0,2.17,-1.0444
182,1.25,8,,,,2.17,-1.0444
183,0.25,1,0.5,2.0,1.0,1.52,-1.0444
183,0.5,2,0.6,4.0,2.0,1.52,-1.0444
183,0.6,4,0.7,5.0,1.0,1.52,-1.0444
183,0.7,5,0.75,5.0,0.0,1.52,-1.0444
183,0.75,5,0.8,5.0,0.0,1.52,-1.0444
183,0.8,5,0.9,5.0,0.0,1.52,-1.0444
183,0.9,5,1.0,6.0,1.0,1.52,-1.0444
183,1.0,6,1.1,7.0,1.0,1.52,-1.0444
183,1.1,7,1.2,7.0,0.0,1.52,-1.0444
183,1.2,7,1.25,7.0,0.0,1.52,-1.0444
183,1.25,7,,,,1.52,-1.0444
184,0.25,1,0.5,1.0,0.0,0.24,-1.0444
184,0.5,1,0.6,1.0,0.0,0.24,-1.0444
184,0.6,1,0.7,1.0,0.0,0.24,-1.0444
184,0.7,1,0.75,1.0,0.0,0.24,-1.0444
184,0.75,1,0.8,1.0,0.0,0.24,-1.0444
184,0.8,1,0.9,1.0,0.0,0.24,-1.0444
184,0.9,1,1.0,1.0,0.0,0.24,-1.0444
184,1.0,1,1.1,1.0,0.0,0.24,-1.0444
184,1.1,1,1.2,1.0,0.0,0.24,-1.0444
184,1.2,1,,,,0.24,-1.0444
185,0.25,1,0.5,3.0,2.0,2.77,-1.0444
185,0.5,3,0.6,3.0,0.0,2.77,-1.0444
185,0.6,3,0.7,3.0,0.0,2.77,-1.0444
185,0.7,3,0.75,3.0,0.0,2.77,-1.0444
185,0.75,3,0.8,3.0,0.0,2.77,-1.0444
185,0.8,3,0.9,3.0,0.0,2.77,-1.0444
185,0.9,3,1.0,3.0,0.0,2.77,-1.0444
185,1.0,3,1.1,3.0,0.0,2.77,-1.0444
185,1.1,3,1.2,3.0,0.0,2.77,-1.0444
185,1.2,3,1.25,3.0,0.0,2.77,-1.0444
185,1.25,3,,,,2.77,-1.0444
186,0.25,2,0.5,2.0,0.0,1.55,-1.0444
186,0.5,2,0.6,2.0,0.0,1.55,-1.0444
186,0.6,2,0.7,3.0,1.0,1.55,-1.0444
186,0.7,3,0.75,3.0,0.0,1.55,-1.0444
186,0.75,3,0.8,3.0,0.0,1.55,-1.0444
186,0.8,3,0.9,4.0,1.0,1.55,-1.0444
186,0.9,4,1.0,5.0,1.0,1.55,-1.0444
186,1.0,5,1.1,11.0,6.0,1.55,-1.0444
186,1.1,11,1.2,11.0,0.0,1.55,-1.0444
186,1.2,11,1.25,13.0,2.0,1.55,-1.0444
186,1.25,13,,,,1.55,-1.0444
187,0.25,1,0.5,1.0,0.0,1.48,-1.0444
187,0.5,1,0.6,1.0,0.0,1.48,-1.0444
187,0.6,1,0.7,1.0,0.0,1.48,-1.0444
187,0.7,1,0.75,1.0,0.0,1.48,-1.0444
187,0.75,1,0.8,1.0,0.0,1.48,-1.0444
187,0.8,1,0.9,2.0,1.0,1.48,-1.0444
187,0.9,2,1.0,2.0,0.0,1.48,-1.0444
187,1.0,2,1.1,7.0,5.0,1.48,-1.0444
187,1.1,7,1.2,7.0,0.0,1.48,-1.0444
187,1.2,7,1.25,9.0,2.0,1.48,-1.0444
187,1.25,9,,,,1.48,-1.0444
188,0.25,3,0.5,5.0,2.0,1.37,-1.0444
188,0.5,5,0.6,5.0,0.0,1.37,-1.0444
