mae_threshold,recovery_level,recovery_horizon,trades,triggered_trades,recovered_trades,recovery_pct,benchmark_R,strategy_R,delta_R,benchmark_WR,strategy_WR,delta_WR,benchmark_PF,strategy_PF
1.0,0.0,5,95,40,3,0.075,-67.49,-61.870000000000005,5.61999999999999,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18602815419023816
1.0,0.25,5,95,40,3,0.075,-67.49,-61.870000000000005,5.61999999999999,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18602815419023816
1.0,0.5,5,95,40,3,0.075,-67.49,-61.870000000000005,5.61999999999999,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18602815419023816
1.0,0.75,5,95,40,3,0.075,-67.49,-61.870000000000005,5.61999999999999,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18602815419023816
1.0,1.0,5,95,40,2,0.05,-67.49,-61.870000000000005,5.61999999999999,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18602815419023816
0.8,0.25,5,95,80,9,0.1125,-67.49,-61.89,5.599999999999994,0.21052631578947367,0.1368421052631579,-0.07368421052631577,0.18559189091347894,0.15358315098468264
0.7,0.25,5,95,95,10,0.10526315789473684,-67.49,-61.89,5.599999999999994,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.129535864978903
0.75,0.25,4,95,95,9,0.09473684210526316,-67.49,-61.96,5.529999999999994,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.12806079369546858
0.7,0.0,6,95,95,16,0.16842105263157894,-67.49,-62.11000000000001,5.379999999999988,0.21052631578947367,0.11578947368421053,-0.09473684210526315,0.18559189091347894,0.1505743982494529
0.8,0.5,3,95,80,2,0.025,-67.49,-62.12,5.369999999999997,0.21052631578947367,0.1368421052631579,-0.07368421052631577,0.18559189091347894,0.08525990281254599
0.8,0.75,3,95,80,2,0.025,-67.49,-62.12,5.369999999999997,0.21052631578947367,0.1368421052631579,-0.07368421052631577,0.18559189091347894,0.08525990281254599
0.75,0.75,4,95,95,2,0.021052631578947368,-67.49,-62.12,5.369999999999997,0.21052631578947367,0.12631578947368421,-0.08421052631578946,0.18559189091347894,0.07943094250148189
0.75,0.5,3,95,95,2,0.021052631578947368,-67.49,-62.14,5.349999999999994,0.21052631578947367,0.11578947368421053,-0.09473684210526315,0.18559189091347894,0.06005142943578882
0.75,0.75,3,95,95,2,0.021052631578947368,-67.49,-62.14,5.349999999999994,0.21052631578947367,0.11578947368421053,-0.09473684210526315,0.18559189091347894,0.06005142943578882
1.0,0.0,3,95,40,3,0.075,-67.49,-62.22,5.269999999999996,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18517548454688323
1.0,0.25,3,95,40,3,0.075,-67.49,-62.22,5.269999999999996,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18517548454688323
