rule_type,decision_bar,threshold_a,threshold_b,triggered_trades,trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R,longest_losing_streak
CLOSE_AND_MFE,8.0,0.25,0.25,89,195,0.10256410256410256,-0.30926358974358975,-60.3064,0.2840134681413871,-62.17760000000009,0.2,-16.3944,0.8268,7
CLOSE_AND_MFE,8.0,0.25,0.5,139,195,0.06666666666666667,-0.11834051282051282,-23.0764,0.45211684932287405,-24.78199999999999,0.25,-11.1092,1.7056,4
CLOSE_AND_MFE,8.0,0.25,0.75,159,195,0.06153846153846154,-0.02937641025641025,-5.728399999999999,0.7516474750277471,-8.359200000000001,0.35,-5.504,3.2868,3
CLOSE_AND_MFE,8.0,0.25,1.0,167,195,0.05128205128205128,-0.019452307692307692,-3.7931999999999997,0.7859271298929975,-5.504,0.3,-3.4152,2.3668,2
CLOSE_AND_MFE,10.0,-0.75,0.25,41,195,0.13846153846153847,-0.47219282051282047,-92.07759999999999,0.2399000155193878,-94.21999999999997,0.15,-20.572,0.6612,11
CLOSE_AND_MFE,10.0,-0.75,0.5,63,195,0.13846153846153847,-0.3543630769230769,-69.10079999999999,0.2960534626433855,-71.2432000000001,0.15,-17.4388,0.6612,11
CLOSE_AND_MFE,10.0,-0.75,0.75,74,195,0.13333333333333333,-0.3095507692307692,-60.362399999999994,0.31185845550514163,-62.5048000000001,0.2,-11.8336,1.7056,8
CLOSE_AND_MFE,10.0,-0.75,1.0,76,195,0.13333333333333333,-0.29883897435897433,-58.273599999999995,0.3194657897072495,-60.416000000000096,0.2,-10.7892,1.7056,7
CLOSE_AND_MFE,10.0,-0.5,0.25,60,195,0.13333333333333333,-0.39207179487179483,-76.454,0.2750399205003623,-78.54080000000005,0.15,-20.572,0.6612,11
CLOSE_AND_MFE,10.0,-0.5,0.5,91,195,0.1282051282051282,-0.23311589743589745,-45.4576,0.38849787994231744,-47.544400000000024,0.25,-17.4388,1.5424,11
CLOSE_AND_MFE,10.0,-0.5,0.75,105,195,0.12307692307692308,-0.17628717948717948,-34.376,0.44149834932023185,-36.46279999999999,0.3,-11.8336,1.7056,8
CLOSE_AND_MFE,10.0,-0.5,1.0,108,195,0.12307692307692308,-0.1649374358974359,-32.1628,0.4579656606648104,-34.24959999999997,0.3,-10.7892,1.7056,5
CLOSE_AND_MFE,10.0,-0.25,0.25,77,195,0.12307692307692308,-0.3332779487179487,-64.9892,0.2942369759653186,-67.07600000000009,0.15,-17.4388,0.6612,7
CLOSE_AND_MFE,10.0,-0.25,0.5,116,195,0.11282051282051282,-0.14967999999999998,-29.187599999999996,0.474483622850229,-31.27439999999998,0.35,-12.8324,1.5424,5
CLOSE_AND_MFE,10.0,-0.25,0.75,133,195,0.1076923076923077,-0.07678358974358974,-14.9728,0.6220936689180321,-17.059599999999996,0.35,-6.1828,2.358,3
CLOSE_AND_MFE,10.0,-0.25,1.0,138,195,0.1076923076923077,-0.05472205128205128,-10.6708,0.6978685331158827,-12.757599999999996,0.35,-4.093999999999999,2.3668,2
CLOSE_AND_MFE,10.0,0.0,0.25,84,195,0.11794871794871795,-0.30629948717948713,-59.72839999999999,0.30803594185168204,-61.81520000000009,0.15,-17.4388,1.0424,7
CLOSE_AND_MFE,10.0,0.0,0.5,128,195,0.09743589743589744,-0.11664,-22.744799999999998,0.5123453084397487,-24.83159999999999,0.35,-12.8324,2.0868,5
CLOSE_AND_MFE,10.0,0.0,0.75,149,195,0.09230769230769231,-0.023499487179487178,-4.5824,0.8288437691422766,-8.6548,0.35,-5.1384,3.2868,3
CLOSE_AND_MFE,10.0,0.0,1.0,156,195,0.08717948717948718,-0.0048287179487179425,-0.9415999999999988,0.9560550338828011,-6.574799999999999,0.35,-3.0496,3.4112,2
CLOSE_AND_MFE,10.0,0.25,0.25,84,195,0.11794871794871795,-0.30629948717948713,-59.72839999999999,0.30803594185168204,-61.81520000000009,0.15,-17.4388,1.0424,7
