sample,mae_threshold,decision_bar,window,trades,triggered_trades,benchmark_R,strategy_R,delta_R,benchmark_WR,strategy_WR
DEVELOPMENT,1.0,5,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,1.0,5,9,19,4,-11.989999999999998,-10.07,1.9199999999999982,0.10526315789473684,0.10526315789473684
DEVELOPMENT,1.0,5,10,12,7,-7.510000000000001,-7.93,-0.41999999999999904,0.3333333333333333,0.16666666666666666
DEVELOPMENT,1.0,5,11,15,3,-12.880000000000003,-10.73,2.150000000000002,0.13333333333333333,0.13333333333333333
HOLDOUT,1.0,5,12,19,9,-17.270000000000003,-10.419999999999998,6.850000000000005,0.2631578947368421,0.2631578947368421
HOLDOUT,1.0,5,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,1.0,5,14,20,9,-6.62,-10.879999999999999,-4.259999999999999,0.3,0.25
HOLDOUT,1.0,5,15,3,1,-3.53,-3.02,0.5099999999999998,0.0,0.0
HOLDOUT,1.0,5,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,1.0,5,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,1.0,5,19,2,1,-0.41999999999999993,2.24,2.66,0.5,0.5
HOLDOUT,1.0,5,20,33,12,-26.269999999999996,-22.930000000000003,3.3399999999999928,0.2727272727272727,0.21212121212121213
HOLDOUT,1.0,5,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,1.0,5,22,10,5,-11.400000000000002,-8.14,3.2600000000000016,0.1,0.1
DEVELOPMENT,1.0,6,1,8,0,-0.3800000000000001,-0.3800000000000001,0.0,0.5,0.5
DEVELOPMENT,1.0,6,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,1.0,6,3,14,6,-6.59,-9.979999999999999,-3.389999999999999,0.21428571428571427,0.07142857142857142
DEVELOPMENT,1.0,6,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,1.0,6,5,7,5,-14.000000000000002,-3.8,10.200000000000003,0.0,0.0
DEVELOPMENT,1.0,6,6,17,4,-11.78,-12.939999999999998,-1.1599999999999984,0.23529411764705882,0.17647058823529413
DEVELOPMENT,1.0,6,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,1.0,6,9,19,6,-11.989999999999998,-9.290000000000001,2.6999999999999975,0.10526315789473684,0.10526315789473684
DEVELOPMENT,1.0,6,10,12,8,-7.510000000000001,-7.58,-0.0699999999999994,0.3333333333333333,0.16666666666666666
DEVELOPMENT,1.0,6,11,15,3,-12.880000000000003,-10.73,2.150000000000002,0.13333333333333333,0.13333333333333333
HOLDOUT,1.0,6,12,19,10,-17.270000000000003,-9.6,7.6700000000000035,0.2631578947368421,0.2631578947368421
HOLDOUT,1.0,6,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,1.0,6,14,20,11,-6.62,-11.420000000000002,-4.800000000000002,0.3,0.25
HOLDOUT,1.0,6,15,3,1,-3.53,-3.02,0.5099999999999998,0.0,0.0
HOLDOUT,1.0,6,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,1.0,6,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,1.0,6,19,2,1,-0.41999999999999993,2.24,2.66,0.5,0.5
HOLDOUT,1.0,6,20,33,15,-26.269999999999996,-19.69,6.579999999999995,0.2727272727272727,0.21212121212121213
HOLDOUT,1.0,6,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,1.0,6,22,10,8,-11.400000000000002,-10.320000000000002,1.08,0.1,0.0
DEVELOPMENT,1.0,8,1,8,2,-0.3800000000000001,-0.6000000000000001,-0.21999999999999997,0.5,0.5
DEVELOPMENT,1.0,8,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,1.0,8,3,14,7,-6.59,-10.469999999999999,-3.879999999999999,0.21428571428571427,0.07142857142857142
DEVELOPMENT,1.0,8,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,1.0,8,5,7,6,-14.000000000000002,-4.24,9.760000000000002,0.0,0.0
DEVELOPMENT,1.0,8,6,17,5,-11.78,-13.659999999999998,-1.879999999999999,0.23529411764705882,0.17647058823529413
DEVELOPMENT,1.0,8,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,1.0,8,9,19,7,-11.989999999999998,-9.430000000000001,2.559999999999997,0.10526315789473684,0.10526315789473684
DEVELOPMENT,1.0,8,10,12,8,-7.510000000000001,-7.58,-0.0699999999999994,0.3333333333333333,0.16666666666666666
DEVELOPMENT,1.0,8,11,15,5,-12.880000000000003,-10.74,2.1400000000000023,0.13333333333333333,0.13333333333333333
HOLDOUT,1.0,8,12,19,11,-17.270000000000003,-7.970000000000001,9.300000000000002,0.2631578947368421,0.2631578947368421
HOLDOUT,1.0,8,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,1.0,8,14,20,12,-6.62,-11.650000000000002,-5.030000000000002,0.3,0.25
HOLDOUT,1.0,8,15,3,2,-3.53,-2.48,1.0499999999999998,0.0,0.0
HOLDOUT,1.0,8,16,2,1,1.15,-1.46,-2.61,0.5,0.0
HOLDOUT,1.0,8,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,1.0,8,19,2,1,-0.41999999999999993,2.24,2.66,0.5,0.5
HOLDOUT,1.0,8,20,33,21,-26.269999999999996,-23.91,2.359999999999996,0.2727272727272727,0.15151515151515152
HOLDOUT,1.0,8,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,1.0,8,22,10,9,-11.400000000000002,-11.150000000000002,0.25,0.1,0.0
