mae_threshold,recovery_threshold,deadline,trades,total_R,mean_R,win_rate,profit_factor,max_drawdown_R,delta_total_R_vs_frozen,delta_mean_R_vs_frozen,delta_win_rate_vs_frozen,delta_max_DD_vs_frozen,positive_OOS,PF_above_1
0.6,0.3,4,217,28.115199999999998,0.129563133640553,0.4792626728110599,1.3056970255776836,-7.949200000000001,-6.2300000000000075,-0.028709677419354873,-0.05990783410138251,-0.18479999999999563,True,True
0.6,0.3,5,217,29.0252,0.1337566820276498,0.4838709677419355,1.314701813277127,-7.7747999999999955,-5.320000000000004,-0.024516129032258083,-0.055299539170506895,-0.010399999999989973,True,True
0.6,0.3,6,217,30.2252,0.13928663594470048,0.5069124423963134,1.3253141723028974,-7.709600000000012,-4.1200000000000045,-0.018986175115207393,-0.032258064516129004,0.054799999999993076,True,True
0.6,0.3,7,217,28.105199999999996,0.12951705069124422,0.5069124423963134,1.2903405756977218,-9.459600000000005,-6.240000000000009,-0.028755760368663646,-0.032258064516129004,-1.6951999999999998,True,True
0.6,0.3,8,217,24.8652,0.11458617511520738,0.511520737327189,1.2471424538916305,-11.0396,-9.480000000000004,-0.043686635944700486,-0.027649769585253448,-3.2751999999999946,True,True
0.7,0.1,4,217,28.055200000000006,0.1292866359447005,0.48847926267281105,1.3122073251072777,-8.879199999999994,-6.289999999999999,-0.028986175115207374,-0.05069124423963134,-1.1147999999999882,True,True
0.7,0.1,5,217,29.995200000000008,0.1382267281105991,0.5253456221198156,1.3281721823003738,-8.144800000000004,-4.349999999999998,-0.020046082949308763,-0.01382488479262678,-0.3803999999999981,True,True
0.7,0.1,6,217,33.775200000000005,0.1556460829493088,0.543778801843318,1.3820257253638701,-7.7644000000000055,-0.5700000000000003,-0.0026267281105990803,0.004608294930875556,0.0,True,True
0.7,0.1,7,217,31.645200000000006,0.14583041474654382,0.5483870967741935,1.3419594384314812,-8.969599999999996,-2.6999999999999993,-0.012442396313364051,0.009216589861751112,-1.2051999999999907,True,True
0.7,0.1,8,217,28.445200000000007,0.13108387096774196,0.5576036866359447,1.2966415964826659,-9.614799999999999,-5.899999999999999,-0.02718894009216591,0.018433179723502335,-1.8503999999999934,True,True
0.7,0.15,4,217,29.945200000000007,0.13799631336405532,0.48847926267281105,1.3332398554208293,-8.879199999999994,-4.399999999999999,-0.020276497695852547,-0.05069124423963134,-1.1147999999999882,True,True
0.7,0.15,5,217,31.885200000000008,0.14693640552995396,0.5253456221198156,1.348850338290256,-8.144800000000004,-2.4599999999999973,-0.011336405529953908,-0.01382488479262678,-0.3803999999999981,True,True
0.7,0.15,6,217,35.665200000000006,0.16435576036866362,0.543778801843318,1.4034032041334321,-7.764400000000009,1.3200000000000003,0.006082949308755747,0.004608294930875556,-3.552713678800501e-15,True,True
0.7,0.15,7,217,33.5352,0.15454009216589865,0.5483870967741935,1.362382862477956,-8.969599999999996,-0.8100000000000023,-0.0037327188940092237,0.009216589861751112,-1.2051999999999907,True,True
0.7,0.15,8,217,30.335200000000004,0.1397935483870968,0.5576036866359447,1.3163515165167043,-9.614799999999999,-4.010000000000002,-0.01847926267281108,0.018433179723502335,-1.8503999999999934,True,True
0.7,0.2,4,217,30.1152,0.13877972350230416,0.48847926267281105,1.3351316703167573,-8.649199999999997,-4.230000000000004,-0.019493087557603705,-0.05069124423963134,-0.8847999999999914,True,True
0.7,0.2,5,217,31.845200000000006,0.14675207373271892,0.5207373271889401,1.3484127053592534,-8.064800000000005,-2.5,-0.011520737327188946,-0.018433179723502335,-0.3003999999999998,True,True
0.7,0.2,6,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,0.0,0.0,0.0,0.0,True,True
0.7,0.2,7,217,32.3552,0.14910230414746545,0.5391705069124424,1.3442379466926548,-9.529599999999995,-1.990000000000002,-0.009170506912442422,0.0,-1.7651999999999894,True,True
0.7,0.2,8,217,28.345200000000006,0.1306230414746544,0.5483870967741935,1.2887923481010854,-9.829600000000003,-6.0,-0.027649769585253475,0.009216589861751112,-2.0651999999999973,True,True
0.7,0.25,4,217,28.7252,0.13237419354838711,0.4792626728110599,1.3152430619573143,-8.799199999999995,-5.6200000000000045,-0.025898617511520755,-0.05990783410138251,-1.03479999999999,True,True
0.7,0.25,5,217,30.275200000000005,0.13951705069124426,0.511520737327189,1.3245598236721814,-8.084800000000005,-4.07,-0.01875576036866361,-0.027649769585253448,-0.32039999999999935,True,True
0.7,0.25,6,217,32.1452,0.14813456221198157,0.5299539170506913,1.348265670503398,-7.904800000000005,-2.200000000000003,-0.010138248847926301,-0.009216589861751112,-0.14039999999999964,True,True
0.7,0.25,7,217,29.455199999999998,0.13573824884792626,0.5253456221198156,1.3035654658108555,-10.089599999999994,-4.890000000000008,-0.022534562211981607,-0.01382488479262678,-2.325199999999988,True,True
0.7,0.25,8,217,24.435200000000002,0.11260460829493088,0.5299539170506913,1.2396293840981933,-10.704799999999999,-9.910000000000004,-0.04566820276497699,-0.009216589861751112,-2.9403999999999932,True,True
0.7,0.3,4,217,27.945200000000007,0.12877972350230418,0.47465437788018433,1.3049095043360235,-8.799199999999995,-6.399999999999999,-0.029493087557603687,-0.06451612903225806,-1.03479999999999,True,True
0.7,0.3,5,217,29.0852,0.13403317972350232,0.5023041474654378,1.3095790562720064,-8.419600000000017,-5.260000000000005,-0.024239631336405554,-0.03686635944700456,-0.6552000000000113,True,True
0.7,0.3,6,217,30.045200000000005,0.1384571428571429,0.5161290322580645,1.32092440996018,-7.904800000000005,-4.300000000000001,-0.01981566820276498,-0.02304147465437789,-0.14039999999999964,True,True
0.7,0.3,7,217,26.2352,0.12089953917050691,0.5069124423963134,1.263535802826296,-10.089599999999994,-8.110000000000007,-0.037373271889400955,-0.032258064516129004,-2.325199999999988,True,True
0.7,0.3,8,217,21.5452,0.09928663594470047,0.511520737327189,1.206845569542477,-11.0796,-12.800000000000004,-0.0589861751152074,-0.027649769585253448,-3.3151999999999937,True,True
0.8,0.1,4,217,22.865200000000005,0.10536958525345624,0.4792626728110599,1.240153427972457,-10.389199999999997,-11.48,-0.052903225806451626,-0.05990783410138251,-2.6247999999999916,True,True
0.8,0.1,5,217,29.035200000000003,0.13380276497695853,0.5299539170506913,1.3133831548135584,-7.964800000000004,-5.310000000000002,-0.024470046082949337,-0.009216589861751112,-0.20039999999999836,True,True
0.8,0.1,6,217,30.915200000000002,0.14246635944700461,0.5345622119815668,1.333206870386977,-8.314800000000005,-3.4300000000000033,-0.015806451612903255,-0.004608294930875556,-0.5503999999999998,True,True
0.8,0.1,7,217,27.535200000000003,0.12689032258064517,0.5391705069124424,1.2844228123308559,-9.599599999999999,-6.810000000000002,-0.0313824884792627,0.0,-1.8351999999999933,True,True
0.8,0.1,8,217,28.2452,0.13016221198156683,0.5483870967741935,1.2934541842769103,-10.249600000000001,-6.100000000000005,-0.028110599078341042,0.009216589861751112,-2.4851999999999954,True,True
0.8,0.15,4,217,24.365200000000005,0.1122820276497696,0.4792626728110599,1.255907943216526,-10.389199999999997,-9.98,-0.045990783410138264,-0.05990783410138251,-2.6247999999999916,True,True
0.8,0.15,5,217,30.535200000000003,0.1407152073732719,0.5299539170506913,1.329572977243586,-7.964800000000004,-3.8100000000000023,-0.017557603686635975,-0.009216589861751112,-0.20039999999999836,True,True
0.8,0.15,6,217,32.4152,0.14937880184331798,0.5345622119815668,1.3493740084155348,-8.314800000000005,-1.9300000000000068,-0.008894009216589893,-0.004608294930875556,-0.5503999999999998,True,True
0.8,0.15,7,217,29.035200000000003,0.13380276497695853,0.5391705069124424,1.2999169514145117,-9.599599999999999,-5.310000000000002,-0.024470046082949337,0.0,-1.8351999999999933,True,True
0.8,0.15,8,217,29.7452,0.1370746543778802,0.5483870967741935,1.3090384703295976,-10.249600000000001,-4.600000000000005,-0.02119815668202768,0.009216589861751112,-2.4851999999999954,True,True
0.8,0.2,4,217,24.5152,0.11297327188940093,0.4792626728110599,1.2574833947409327,-10.389199999999997,-9.830000000000005,-0.04529953917050694,-0.05990783410138251,-2.6247999999999916,True,True
0.8,0.2,5,217,30.805200000000006,0.14195944700460833,0.5299539170506913,1.332487145280991,-7.964800000000004,-3.539999999999999,-0.01631336405529954,-0.009216589861751112,-0.20039999999999836,True,True
0.8,0.2,6,217,30.995200000000004,0.14283502304147466,0.5299539170506913,1.3283709853078904,-8.314800000000005,-3.3500000000000014,-0.015437788018433207,-0.009216589861751112,-0.5503999999999998,True,True
