mae_threshold,recovery_level,recovery_horizon,triggered_trades,recovered_trades,recovery_pct,recovered_win_rate,recovered_mean_R,recovered_total_R,not_recovered_trades,not_recovered_win_rate,not_recovered_mean_R,not_recovered_total_R,win_rate_difference,mean_R_difference
0.9,0.25,3,138,10,0.07246376811594203,0.6,0.24000000000000005,2.4000000000000004,128,0.1640625,-0.940859375,-120.43,0.4359375,1.180859375
0.9,0.25,4,138,13,0.09420289855072464,0.6153846153846154,0.5030769230769232,6.540000000000001,125,0.152,-0.9965599999999998,-124.56999999999998,0.4633846153846154,1.499636923076923
0.9,0.25,5,138,14,0.10144927536231885,0.5714285714285714,0.4342857142857143,6.08,124,0.1532258064516129,-1.0008870967741934,-124.10999999999999,0.4182027649769585,1.4351728110599078
0.9,0.25,6,138,15,0.10869565217391304,0.6,0.46199999999999997,6.93,123,0.14634146341463414,-1.0159349593495934,-124.96,0.4536585365853658,1.4779349593495934
0.9,0.25,7,138,15,0.10869565217391304,0.6,0.46199999999999997,6.93,123,0.14634146341463414,-1.0159349593495934,-124.96,0.4536585365853658,1.4779349593495934
0.9,0.25,8,138,15,0.10869565217391304,0.6,0.46199999999999997,6.93,123,0.14634146341463414,-1.0159349593495934,-124.96,0.4536585365853658,1.4779349593495934
0.9,0.5,1,138,1,0.007246376811594203,1.0,3.2,3.2,137,0.1897810218978102,-0.884890510948905,-121.22999999999999,0.8102189781021898,4.084890510948905
0.9,0.5,2,138,1,0.007246376811594203,1.0,3.2,3.2,137,0.1897810218978102,-0.884890510948905,-121.22999999999999,0.8102189781021898,4.084890510948905
0.9,0.5,3,138,4,0.028985507246376812,0.75,0.6075,2.43,134,0.1791044776119403,-0.8989552238805971,-120.46000000000001,0.5708955223880597,1.506455223880597
0.9,0.5,4,138,9,0.06521739130434782,0.6666666666666666,0.7811111111111111,7.03,129,0.16279069767441862,-0.9694573643410852,-125.05999999999999,0.5038759689922481,1.7505684754521962
0.9,0.5,5,138,9,0.06521739130434782,0.6666666666666666,0.7811111111111111,7.03,129,0.16279069767441862,-0.9694573643410852,-125.05999999999999,0.5038759689922481,1.7505684754521962
0.9,0.5,6,138,10,0.07246376811594203,0.6,0.657,6.57,128,0.1640625,-0.9734375,-124.6,0.4359375,1.6304375
0.9,0.5,7,138,10,0.07246376811594203,0.6,0.657,6.57,128,0.1640625,-0.9734375,-124.6,0.4359375,1.6304375
0.9,0.5,8,138,10,0.07246376811594203,0.6,0.657,6.57,128,0.1640625,-0.9734375,-124.6,0.4359375,1.6304375
0.9,0.75,1,138,0,0.0,,,0.0,138,0.1956521739130435,-0.8552898550724638,-118.03,,
0.9,0.75,2,138,1,0.007246376811594203,1.0,3.2,3.2,137,0.1897810218978102,-0.884890510948905,-121.22999999999999,0.8102189781021898,4.084890510948905
0.9,0.75,3,138,4,0.028985507246376812,0.75,0.6075,2.43,134,0.1791044776119403,-0.8989552238805971,-120.46000000000001,0.5708955223880597,1.506455223880597
0.9,0.75,4,138,8,0.057971014492753624,0.75,1.035,8.28,130,0.16153846153846155,-0.9716153846153845,-126.30999999999999,0.5884615384615385,2.0066153846153845
0.9,0.75,5,138,8,0.057971014492753624,0.75,1.035,8.28,130,0.16153846153846155,-0.9716153846153845,-126.30999999999999,0.5884615384615385,2.0066153846153845
0.9,0.75,6,138,9,0.06521739130434782,0.6666666666666666,0.7811111111111111,7.03,129,0.16279069767441862,-0.9694573643410852,-125.05999999999999,0.5038759689922481,1.7505684754521962
0.9,0.75,7,138,9,0.06521739130434782,0.6666666666666666,0.7811111111111111,7.03,129,0.16279069767441862,-0.9694573643410852,-125.05999999999999,0.5038759689922481,1.7505684754521962
