entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price,path_length,max_MAE_R,max_MFE_R,final_close_R,time_to_max_MFE,time_to_max_MAE,outcome,exit_reason_path,net_R_path,window_path,mae_1R,mfe_1R,close_1R,mae_2R,mfe_2R,close_2R,mae_3R,mfe_3R,close_3R,mae_4R,mfe_4R,close_4R,mae_5R,mfe_5R,close_5R,mae_6R,mfe_6R,close_6R,mae_7R,mfe_7R,close_7R,mae_8R,mfe_8R,close_8R,mae_9R,mfe_9R,close_9R,mae_10R,mfe_10R,close_10R,mae_11R,mfe_11R,close_11R,mae_12R,mfe_12R,close_12R,mae_13R,mfe_13R,close_13R,mae_14R,mfe_14R,close_14R,mae_15R,mfe_15R,close_15R,mae_16R,mfe_16R,close_16R,mae_17R,mfe_17R,close_17R,mae_18R,mfe_18R,close_18R,mae_19R,mfe_19R,close_19R,mae_20R,mfe_20R,close_20R,mae_1,mfe_1,close_1,mae_2,mfe_2,close_2,mae_3,mfe_3,close_3,mae_4,mfe_4,close_4,mae_5,mfe_5,close_5,mae_6,mfe_6,close_6,mae_7,mfe_7,close_7,mae_8,mfe_8,close_8,mae_change_1_8,mae_change_2_8,mae_change_3_8,mae_change_5_8,mfe_change_1_8,mfe_change_2_8,mfe_change_3_8,mfe_change_5_8,close_change_1_8,close_change_2_8,close_change_3_8,close_change_5_8,mfe_minus_mae_8,mfe_to_mae_8,mae_speed_1_8,mae_speed_3_8,mae_speed_5_8,mfe_speed_1_8,mfe_speed_3_8,mfe_speed_5_8,mae_path_std_8,mfe_path_std_8,close_path_std_8,final_profitable,early_adverse,recovery_group
2024-02-12 14:19:00-05:00,2024-02-12 14:22:00-05:00,2024-02-11,0.9175501255655608,0.4399427356883135,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,323,17944.5,21,1.49,0.33,-1.36,1,6,LOSS,stop,-1.0444,12,0.37,0.33,-0.3,0.99,0.33,-0.88,1.18,0.33,-1.01,1.27,0.33,-1.19,1.27,0.33,-1.07,1.49,0.33,-1.26,1.49,0.33,-1.09,1.49,0.33,-0.91,1.49,0.33,-1.19,1.49,0.33,-1.34,1.49,0.33,-1.08,1.49,0.33,-1.28,1.49,0.33,-1.26,1.49,0.33,-1.08,1.49,0.33,-1.15,1.49,0.33,-1.03,1.49,0.33,-0.89,1.49,0.33,-1.17,1.49,0.33,-1.04,1.49,0.33,-1.36,0.37,0.33,-0.3,0.99,0.33,-0.88,1.18,0.33,-1.01,1.27,0.33,-1.19,1.27,0.33,-1.07,1.49,0.33,-1.26,1.49,0.33,-1.09,1.49,0.33,-0.91,1.12,0.5,0.31000000000000005,0.21999999999999997,0.0,0.0,0.0,0.0,-0.6100000000000001,-0.030000000000000027,0.09999999999999998,0.16000000000000003,-1.16,0.2214765100671141,0.18625,0.06200000000000001,0.07333333333333332,0.04125,0.0,0.0,0.3770538991406174,0.0,0.29731837192765986,False,True,FAILURE
2024-02-27 09:41:00-05:00,2024-02-27 09:48:00-05:00,2024-02-26,0.9604610093213696,0.4020885664599765,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,7,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,326,17945.0,21,2.92,0.28,-2.61,2,19,LOSS,stop,-1.0444,12,0.54,0.02,-0.15,0.54,0.28,-0.05,0.55,0.28,-0.43,0.63,0.28,-0.55,0.7,0.28,-0.52,0.91,0.28,-0.71,1.14,0.28,-0.98,1.14,0.28,-1.08,1.19,0.28,-1.04,1.19,0.28,-0.76,1.19,0.28,-0.9,1.52,0.28,-1.32,1.52,0.28,-1.24,1.52,0.28,-1.08,1.52,0.28,-1.44,2.01,0.28,-1.71,2.01,0.28,-1.62,2.01,0.28,-1.8,2.92,0.28,-2.42,2.92,0.28,-2.61,0.54,0.02,-0.15,0.54,0.28,-0.05,0.55,0.28,-0.43,0.63,0.28,-0.55,0.7,0.28,-0.52,0.91,0.28,-0.71,1.14,0.28,-0.98,1.14,0.28,-1.08,0.5999999999999999,0.5999999999999999,0.5899999999999999,0.43999999999999995,0.26,0.0,0.0,0.0,-0.93,-1.03,-0.6500000000000001,-0.56,-0.8599999999999999,0.24561403508771934,0.1425,0.11799999999999997,0.14666666666666664,0.035,0.0,0.0,0.2596941882841651,0.0919238815542512,0.3617590950579444,False,True,FAILURE
2024-03-05 09:36:00-05:00,2024-03-05 09:56:00-05:00,2024-03-04,0.98238240707076,0.4694180470410511,25.0,1.75,20,26.0,24.89,0.9956,timeout,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,328,18062.25,21,0.93,1.57,1.04,12,4,WIN,timeout,0.9956,12,0.45,0.12,-0.09,0.64,0.12,-0.52,0.75,0.12,-0.73,0.93,0.12,-0.83,0.93,0.12,-0.48,0.93,0.12,-0.14,0.93,0.33,-0.04,0.93,0.33,-0.13,0.93,0.71,0.01,0.93,0.78,0.67,0.93,0.97,0.9,0.93,1.57,1.28,0.93,1.57,0.66,0.93,1.57,0.61,0.93,1.57,0.65,0.93,1.57,1.12,0.93,1.57,0.82,0.93,1.57,0.64,0.93,1.57,0.86,0.93,1.57,1.04,0.45,0.12,-0.09,0.64,0.12,-0.52,0.75,0.12,-0.73,0.93,0.12,-0.83,0.93,0.12,-0.48,0.93,0.12,-0.14,0.93,0.33,-0.04,0.93,0.33,-0.13,0.48000000000000004,0.29000000000000004,0.18000000000000005,0.0,0.21000000000000002,0.21000000000000002,0.21000000000000002,0.21000000000000002,-0.04000000000000001,0.39,0.6,0.35,-0.6000000000000001,0.3548387096774194,0.11625,0.03600000000000001,0.0,0.04125,0.042,0.07,0.18286900073159318,0.09721111047611791,0.3102073039574849,True,True,RECOVERY
2024-03-13 10:01:00-04:00,2024-03-13 10:05:00-04:00,2024-03-12,1.0,0.4541138962567408,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,330,18309.5,21,1.97,0.26,-1.52,1,11,LOSS,stop,-1.0444,12,0.54,0.26,-0.43,0.54,0.26,-0.42,0.87,0.26,-0.73,1.07,0.26,-0.91,1.2,0.26,-1.04,1.2,0.26,-0.51,1.2,0.26,-0.66,1.2,0.26,-1.13,1.2,0.26,-0.45,1.61,0.26,-1.56,1.97,0.26,-1.84,1.97,0.26,-1.45,1.97,0.26,-0.73,1.97,0.26,-1.02,1.97,0.26,-0.72,1.97,0.26,-0.86,1.97,0.26,-1.27,1.97,0.26,-1.33,1.97,0.26,-1.55,1.97,0.26,-1.52,0.54,0.26,-0.43,0.54,0.26,-0.42,0.87,0.26,-0.73,1.07,0.26,-0.91,1.2,0.26,-1.04,1.2,0.26,-0.51,1.2,0.26,-0.66,1.2,0.26,-1.13,0.6599999999999999,0.6599999999999999,0.32999999999999996,0.0,0.0,0.0,0.0,0.0,-0.7,-0.71,-0.3999999999999999,-0.08999999999999986,-0.94,0.21666666666666667,0.15,0.06599999999999999,0.0,0.0325,0.0,0.0,0.2930017064796722,0.0,0.27461336456917024,False,True,FAILURE
2024-03-15 09:31:00-04:00,2024-03-15 09:43:00-04:00,2024-03-14,1.0,0.5440460925011857,25.0,1.75,20,43.75,42.64,1.7056,target,12,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,333,18139.75,21,0.97,2.8,1.58,14,3,WIN,target,1.7056,12,0.8,0.5,-0.24,0.8,0.5,-0.06,0.97,0.5,-0.41,0.97,0.5,-0.23,0.97,0.5,-0.2,0.97,0.9,0.9,0.97,1.39,1.36,0.97,1.5,1.05,0.97,1.5,0.34,0.97,1.5,0.68,0.97,1.67,1.62,0.97,1.99,1.78,0.97,2.34,2.28,0.97,2.8,1.56,0.97,2.8,2.43,0.97,2.8,1.78,0.97,2.8,1.88,0.97,2.8,1.88,0.97,2.8,1.79,0.97,2.8,1.58,0.8,0.5,-0.24,0.8,0.5,-0.06,0.97,0.5,-0.41,0.97,0.5,-0.23,0.97,0.5,-0.2,0.97,0.9,0.9,0.97,1.39,1.36,0.97,1.5,1.05,0.16999999999999993,0.16999999999999993,0.0,0.0,1.0,1.0,1.0,1.0,1.29,1.11,1.46,1.25,0.53,1.5463917525773196,0.12125,0.0,0.0,0.1875,0.2,0.3333333333333333,0.07869470848066684,0.43037981564460676,0.7066710186299058,True,True,RECOVERY
2024-03-26 15:56:00-04:00,2024-03-26 16:00:00-04:00,2024-03-25,1.0,0.4352570746016968,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,335,18440.75,21,1.33,0.06,-1.31,1,18,LOSS,stop,-1.0444,12,0.36,0.06,-0.15,0.37,0.06,-0.3,0.56,0.06,-0.39,1.29,0.06,-1.11,1.29,0.06,-0.79,1.29,0.06,-0.92,1.29,0.06,-0.95,1.29,0.06,-0.85,1.29,0.06,-1.02,1.29,0.06,-1.01,1.29,0.06,-1.0,1.29,0.06,-1.04,1.29,0.06,-0.95,1.29,0.06,-1.09,1.29,0.06,-1.09,1.29,0.06,-1.22,1.29,0.06,-1.19,1.33,0.06,-1.28,1.33,0.06,-1.26,1.33,0.06,-1.31,0.36,0.06,-0.15,0.37,0.06,-0.3,0.56,0.06,-0.39,1.29,0.06,-1.11,1.29,0.06,-0.79,1.29,0.06,-0.92,1.29,0.06,-0.95,1.29,0.06,-0.85,0.93,0.92,0.73,0.0,0.0,0.0,0.0,0.0,-0.7,-0.55,-0.45999999999999996,-0.05999999999999994,-1.23,0.046511627906976744,0.16125,0.146,0.0,0.0075,0.0,0.0,0.4491499908557433,0.0,0.3516796431819326,False,True,FAILURE
2024-04-01 10:39:00-04:00,2024-04-01 10:59:00-04:00,2024-03-31,1.0,0.5447223734827592,25.0,1.75,20,6.25,5.140000000000001,0.2056,timeout,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,337,18488.25,21,0.87,0.88,0.25,13,5,WIN,timeout,0.2056,12,0.36,0.19,-0.29,0.58,0.19,-0.31,0.69,0.19,-0.62,0.69,0.19,-0.4,0.87,0.19,-0.64,0.87,0.19,-0.35,0.87,0.19,-0.29,0.87,0.19,-0.51,0.87,0.19,-0.12,0.87,0.19,-0.27,0.87,0.19,0.08,0.87,0.53,0.5,0.87,0.88,0.61,0.87,0.88,0.63,0.87,0.88,0.54,0.87,0.88,0.57,0.87,0.88,0.24,0.87,0.88,0.26,0.87,0.88,0.36,0.87,0.88,0.25,0.36,0.19,-0.29,0.58,0.19,-0.31,0.69,0.19,-0.62,0.69,0.19,-0.4,0.87,0.19,-0.64,0.87,0.19,-0.35,0.87,0.19,-0.29,0.87,0.19,-0.51,0.51,0.29000000000000004,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,-0.22000000000000003,-0.2,0.10999999999999999,0.13,-0.6799999999999999,0.21839080459770116,0.10875,0.03600000000000001,0.0,0.02375,0.0,0.0,0.1854723699099141,0.0,0.14510464204448162,True,True,RECOVERY
2024-04-02 09:40:00-04:00,2024-04-02 09:59:00-04:00,2024-04-01,1.0,0.4463410564035904,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,19,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,338,18229.0,21,1.14,0.64,-0.64,20,20,LOSS,stop,-1.0444,12,0.44,0.22,-0.02,0.44,0.22,-0.24,0.44,0.22,-0.36,0.61,0.22,-0.47,0.83,0.22,-0.39,0.88,0.22,-0.77,0.88,0.22,-0.55,0.88,0.22,-0.46,0.88,0.22,-0.32,0.88,0.22,-0.66,0.88,0.22,-0.46,0.88,0.22,-0.66,0.88,0.22,-0.69,0.88,0.22,-0.5,0.88,0.22,-0.42,0.88,0.22,-0.21,0.88,0.22,-0.27,0.88,0.22,-0.7,1.04,0.22,-1.0,1.14,0.64,-0.64,0.44,0.22,-0.02,0.44,0.22,-0.24,0.44,0.22,-0.36,0.61,0.22,-0.47,0.83,0.22,-0.39,0.88,0.22,-0.77,0.88,0.22,-0.55,0.88,0.22,-0.46,0.44,0.44,0.44,0.050000000000000044,0.0,0.0,0.0,0.0,-0.44,-0.22000000000000003,-0.10000000000000003,-0.07,-0.66,0.25,0.11,0.088,0.01666666666666668,0.0275,0.0,0.0,0.21380899352993948,0.0,0.22011360703055138,False,True,FAILURE
2024-04-08 09:38:00-04:00,2024-04-08 09:44:00-04:00,2024-04-07,1.0,0.4758207591912733,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,342,18264.0,21,1.75,1.05,-1.46,2,18,LOSS,stop,-1.0444,12,0.13,0.89,0.77,0.13,1.05,0.56,0.32,1.05,-0.21,0.68,1.05,-0.68,0.91,1.05,-0.8,1.2,1.05,-0.64,1.2,1.05,-0.85,1.2,1.05,-0.94,1.24,1.05,-0.77,1.41,1.05,-1.38,1.44,1.05,-1.05,1.44,1.05,-0.29,1.44,1.05,-0.4,1.44,1.05,-0.8,1.56,1.05,-1.47,1.64,1.05,-1.32,1.64,1.05,-1.13,1.75,1.05,-1.56,1.75,1.05,-1.27,1.75,1.05,-1.46,0.13,0.89,0.77,0.13,1.05,0.56,0.32,1.05,-0.21,0.68,1.05,-0.68,0.91,1.05,-0.8,1.2,1.05,-0.64,1.2,1.05,-0.85,1.2,1.05,-0.94,1.0699999999999998,1.0699999999999998,0.8799999999999999,0.2899999999999999,0.16000000000000003,0.0,0.0,0.0,-1.71,-1.5,-0.73,-0.1399999999999999,-0.1499999999999999,0.8750000000000001,0.15,0.176,0.09666666666666664,0.13125,0.0,0.0,0.4758582472003311,0.05656854249492382,0.665012083671095,False,True,FAILURE
2024-04-15 15:04:00-04:00,2024-04-15 15:24:00-04:00,2024-04-14,0.7590253392175194,0.4126148360238191,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,346,17863.0,21,1.11,0.86,-0.63,13,20,LOSS,stop,-1.0444,12,0.44,0.28,-0.31,0.44,0.28,0.04,0.44,0.28,0.05,0.44,0.28,0.05,0.59,0.28,-0.57,0.61,0.28,-0.29,0.61,0.28,-0.44,0.81,0.28,-0.39,0.81,0.28,-0.31,0.81,0.28,-0.12,0.81,0.28,-0.36,0.81,0.28,-0.13,0.81,0.86,0.71,0.81,0.86,0.72,0.81,0.86,0.75,0.81,0.86,-0.16,0.81,0.86,-0.47,0.81,0.86,-0.48,0.9,0.86,-0.88,1.11,0.86,-0.63,0.44,0.28,-0.31,0.44,0.28,0.04,0.44,0.28,0.05,0.44,0.28,0.05,0.59,0.28,-0.57,0.61,0.28,-0.29,0.61,0.28,-0.44,0.81,0.28,-0.39,0.37000000000000005,0.37000000000000005,0.37000000000000005,0.22000000000000008,0.0,0.0,0.0,0.0,-0.08000000000000002,-0.43,-0.44,0.17999999999999994,-0.53,0.34567901234567905,0.10125,0.07400000000000001,0.07333333333333336,0.035,0.0,0.0,0.13349692345304656,0.0,0.24638819545007193,False,True,FAILURE
2024-04-17 12:23:00-04:00,2024-04-17 12:43:00-04:00,2024-04-16,0.7964290011874449,0.5919742134940013,25.0,1.75,20,36.5,35.39,1.4156,timeout,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,347,17674.5,21,0.89,1.65,1.46,20,3,WIN,timeout,1.4156,12,0.29,0.09,-0.03,0.85,0.09,-0.81,0.89,0.09,-0.39,0.89,0.09,-0.47,0.89,0.09,-0.09,0.89,0.09,-0.28,0.89,0.09,-0.06,0.89,0.09,-0.31,0.89,0.09,-0.08,0.89,0.39,-0.06,0.89,0.39,-0.01,0.89,0.48,0.34,0.89,0.58,0.41,0.89,0.63,0.31,0.89,0.63,0.33,0.89,0.63,0.46,0.89,0.78,0.45,0.89,0.78,0.51,0.89,1.32,1.13,0.89,1.65,1.46,0.29,0.09,-0.03,0.85,0.09,-0.81,0.89,0.09,-0.39,0.89,0.09,-0.47,0.89,0.09,-0.09,0.89,0.09,-0.28,0.89,0.09,-0.06,0.89,0.09,-0.31,0.6000000000000001,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.5,0.08000000000000002,-0.22,-0.8,0.10112359550561797,0.11125,0.0,0.0,0.01125,0.0,0.0,0.21057743740215173,0.0,0.25967012040004034,True,True,RECOVERY
2024-04-17 12:46:00-04:00,2024-04-17 12:49:00-04:00,2024-04-16,1.0,0.5923255282896239,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,348,17620.75,21,2.58,0.02,-2.49,1,20,LOSS,stop,-1.0444,12,0.81,0.02,-0.74,0.9,0.02,-0.9,1.36,0.02,-1.24,1.43,0.02,-0.91,1.43,0.02,-1.16,1.5,0.02,-1.45,1.52,0.02,-1.17,1.52,0.02,-1.3,1.52,0.02,-1.15,1.52,0.02,-1.05,1.52,0.02,-0.64,1.52,0.02,-1.14,1.52,0.02,-0.91,1.52,0.02,-1.26,1.56,0.02,-1.51,1.84,0.02,-1.29,1.93,0.02,-1.92,2.04,0.02,-1.8,2.23,0.02,-1.82,2.58,0.02,-2.49,0.81,0.02,-0.74,0.9,0.02,-0.9,1.36,0.02,-1.24,1.43,0.02,-0.91,1.43,0.02,-1.16,1.5,0.02,-1.45,1.52,0.02,-1.17,1.52,0.02,-1.3,0.71,0.62,0.15999999999999992,0.09000000000000008,0.0,0.0,0.0,0.0,-0.56,-0.4,-0.06000000000000005,-0.14000000000000012,-1.5,0.013157894736842105,0.19,0.03199999999999999,0.030000000000000027,0.0025,0.0,0.0,0.2862784608433843,0.0,0.23775362397718716,False,True,FAILURE
2024-04-19 12:07:00-04:00,2024-04-19 12:27:00-04:00,2024-04-18,0.9849371139952336,0.5179741432310422,25.0,1.75,20,34.25,33.14,1.3256,timeout,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,352,17260.5,21,0.77,1.66,1.37,17,2,WIN,timeout,1.3256,12,0.6,0.15,-0.53,0.77,0.15,-0.42,0.77,0.21,0.13,0.77,0.62,0.52,0.77,0.69,0.36,0.77,0.89,0.76,0.77,1.5,1.36,0.77,1.5,1.29,0.77,1.5,0.91,0.77,1.5,1.07,0.77,1.5,1.27,0.77,1.5,1.39,0.77,1.5,1.24,0.77,1.5,1.21,0.77,1.5,1.0,0.77,1.55,1.51,0.77,1.66,1.51,0.77,1.66,1.25,0.77,1.66,1.34,0.77,1.66,1.37,0.6,0.15,-0.53,0.77,0.15,-0.42,0.77,0.21,0.13,0.77,0.62,0.52,0.77,0.69,0.36,0.77,0.89,0.76,0.77,1.5,1.36,0.77,1.5,1.29,0.17000000000000004,0.0,0.0,0.0,1.35,1.35,1.29,0.81,1.82,1.71,1.1600000000000001,0.93,0.73,1.948051948051948,0.09625,0.0,0.0,0.1875,0.258,0.27,0.060104076400856556,0.5562871175417036,0.7030939278848677,True,True,RECOVERY
2024-04-25 09:31:00-04:00,2024-04-25 09:42:00-04:00,2024-04-24,0.7717479701747733,0.4902334486816912,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,11,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,358,17324.5,21,2.29,0.66,-1.29,1,16,LOSS,stop,-1.0444,12,0.29,0.66,0.19,0.29,0.66,0.22,0.37,0.66,0.44,0.84,0.66,-0.82,0.86,0.66,0.23,0.86,0.66,-0.01,0.86,0.66,-0.41,0.86,0.66,-0.4,0.86,0.66,-0.79,0.86,0.66,-0.46,1.47,0.66,-1.28,1.96,0.66,-1.76,2.05,0.66,-1.89,2.1,0.66,-1.99,2.15,0.66,-2.13,2.29,0.66,-1.89,2.29,0.66,-1.24,2.29,0.66,-1.23,2.29,0.66,-1.68,2.29,0.66,-1.29,0.29,0.66,0.19,0.29,0.66,0.22,0.37,0.66,0.44,0.84,0.66,-0.82,0.86,0.66,0.23,0.86,0.66,-0.01,0.86,0.66,-0.41,0.86,0.66,-0.4,0.5700000000000001,0.5700000000000001,0.49,0.0,0.0,0.0,0.0,0.0,-0.5900000000000001,-0.62,-0.8400000000000001,-0.63,-0.19999999999999996,0.7674418604651163,0.1075,0.098,0.0,0.0825,0.0,0.0,0.2803027699776491,0.0,0.42968426946837535,False,True,FAILURE
2024-04-26 09:31:00-04:00,2024-04-26 09:33:00-04:00,2024-04-25,0.8395850269885285,0.4686758945352983,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,359,17682.0,21,4.2,0.55,-4.12,1,20,LOSS,stop,-1.0444,12,0.23,0.55,0.53,1.46,0.55,-1.17,2.15,0.55,-2.06,2.17,0.55,-2.14,2.29,0.55,-1.42,2.29,0.55,-1.88,2.42,0.55,-2.34,3.3,0.55,-2.89,3.3,0.55,-1.73,3.3,0.55,-1.4,3.3,0.55,-1.55,3.3,0.55,-1.55,3.3,0.55,-2.09,3.3,0.55,-2.37,3.3,0.55,-2.23,3.3,0.55,-2.53,3.3,0.55,-2.08,3.3,0.55,-3.12,4.07,0.55,-4.02,4.2,0.55,-4.12,0.23,0.55,0.53,1.46,0.55,-1.17,2.15,0.55,-2.06,2.17,0.55,-2.14,2.29,0.55,-1.42,2.29,0.55,-1.88,2.42,0.55,-2.34,3.3,0.55,-2.89,3.07,1.8399999999999999,1.15,1.0099999999999998,0.0,0.0,0.0,0.0,-3.42,-1.7200000000000002,-0.8300000000000001,-1.4700000000000002,-2.75,0.16666666666666669,0.4125,0.22999999999999998,0.3366666666666666,0.06875,0.0,0.0,0.8862833713241574,0.0,1.0355735126006265,False,True,FAILURE
2024-04-29 09:43:00-04:00,2024-04-29 09:47:00-04:00,2024-04-28,0.9645947757035798,0.5998875792654008,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,360,17835.0,21,2.11,0.25,-1.57,11,17,LOSS,stop,-1.0444,12,0.44,0.01,-0.43,0.67,0.01,-0.64,0.97,0.01,-0.84,1.17,0.01,-1.16,1.24,0.01,-0.99,1.38,0.01,-1.25,1.38,0.01,-0.99,1.38,0.01,-0.38,1.38,0.01,-0.31,1.38,0.06,-0.11,1.38,0.25,0.05,1.38,0.25,-0.05,1.38,0.25,-0.66,1.38,0.25,-0.75,1.38,0.25,-0.98,1.38,0.25,-1.28,2.11,0.25,-1.84,2.11,0.25,-1.39,2.11,0.25,-1.39,2.11,0.25,-1.57,0.44,0.01,-0.43,0.67,0.01,-0.64,0.97,0.01,-0.84,1.17,0.01,-1.16,1.24,0.01,-0.99,1.38,0.01,-1.25,1.38,0.01,-0.99,1.38,0.01,-0.38,0.94,0.7099999999999999,0.4099999999999999,0.1399999999999999,0.0,0.0,0.0,0.0,0.04999999999999999,0.26,0.45999999999999996,0.61,-1.3699999999999999,0.007246376811594204,0.1725,0.08199999999999999,0.046666666666666634,0.00125,0.0,0.0,0.3572689063276727,0.0,0.324037034920393,False,True,FAILURE
2024-05-01 11:18:00-04:00,2024-05-01 11:22:00-04:00,2024-04-30,1.0,0.4026462786980274,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,362,17418.0,21,2.02,0.23,-1.76,1,20,LOSS,stop,-1.0444,12,0.17,0.23,-0.11,0.39,0.23,-0.08,0.62,0.23,-0.55,1.1,0.23,-0.98,1.17,0.23,-0.99,1.17,0.23,-0.87,1.17,0.23,-0.88,1.17,0.23,-1.05,1.43,0.23,-1.27,1.43,0.23,-1.27,1.43,0.23,-1.34,1.56,0.23,-1.38,1.56,0.23,-1.31,1.57,0.23,-1.49,1.57,0.23,-1.48,1.85,0.23,-1.75,1.89,0.23,-1.73,1.89,0.23,-1.64,1.89,0.23,-1.73,2.02,0.23,-1.76,0.17,0.23,-0.11,0.39,0.23,-0.08,0.62,0.23,-0.55,1.1,0.23,-0.98,1.17,0.23,-0.99,1.17,0.23,-0.87,1.17,0.23,-0.88,1.17,0.23,-1.05,0.9999999999999999,0.7799999999999999,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,-0.9400000000000001,-0.9700000000000001,-0.5,-0.06000000000000005,-0.94,0.1965811965811966,0.14625,0.10999999999999999,0.0,0.02875,0.0,0.0,0.41331413165844133,0.0,0.3964642841056791,False,True,FAILURE
2024-07-11 11:03:00-04:00,2024-07-11 11:07:00-04:00,2024-07-10,0.7879223915264038,0.5444017987317535,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,13,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00,363,20594.0,21,2.17,1.47,1.46,20,7,LOSS,stop,-1.0444,13,0.36,0.21,-0.02,0.47,0.21,-0.42,0.47,0.21,-0.34,1.1,0.21,-0.94,1.42,0.21,-1.4,1.99,0.21,-1.96,2.17,0.21,-2.07,2.17,0.21,-1.72,2.17,0.21,-0.61,2.17,0.21,-0.19,2.17,0.21,-1.22,2.17,0.21,-0.8,2.17,0.21,-0.86,2.17,0.21,-0.61,2.17,0.21,-0.68,2.17,0.21,-0.55,2.17,0.21,-0.54,2.17,0.21,-0.13,2.17,0.55,0.54,2.17,1.47,1.46,0.36,0.21,-0.02,0.47,0.21,-0.42,0.47,0.21,-0.34,1.1,0.21,-0.94,1.42,0.21,-1.4,1.99,0.21,-1.96,2.17,0.21,-2.07,2.17,0.21,-1.72,1.81,1.7,1.7,0.75,0.0,0.0,0.0,0.0,-1.7,-1.3,-1.38,-0.32000000000000006,-1.96,0.0967741935483871,0.27125,0.33999999999999997,0.25,0.02625,0.0,0.0,0.7835712657897995,0.0,0.7915885926414049,False,True,FAILURE
2024-08-20 13:00:00-04:00,2024-08-20 13:06:00-04:00,2024-08-19,0.9957188243793724,0.5186007358532865,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,14,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00,365,19751.5,21,1.52,0.01,-0.77,1,10,LOSS,stop,-1.0444,14,0.71,0.01,-0.38,0.71,0.01,-0.44,0.71,0.01,-0.15,0.71,0.01,-0.5,0.71,0.01,-0.3,1.03,0.01,-0.93,1.32,0.01,-1.14,1.32,0.01,-0.98,1.4,0.01,-1.34,1.52,0.01,-1.2,1.52,0.01,-1.14,1.52,0.01,-1.25,1.52,0.01,-1.17,1.52,0.01,-0.99,1.52,0.01,-0.79,1.52,0.01,-0.64,1.52,0.01,-1.09,1.52,0.01,-1.03,1.52,0.01,-0.99,1.52,0.01,-0.77,0.71,0.01,-0.38,0.71,0.01,-0.44,0.71,0.01,-0.15,0.71,0.01,-0.5,0.71,0.01,-0.3,1.03,0.01,-0.93,1.32,0.01,-1.14,1.32,0.01,-0.98,0.6100000000000001,0.6100000000000001,0.6100000000000001,0.6100000000000001,0.0,0.0,0.0,0.0,-0.6,-0.54,-0.83,-0.6799999999999999,-1.31,0.007575757575757576,0.165,0.12200000000000003,0.20333333333333337,0.00125,0.0,0.0,0.28034417622425684,0.0,0.36279667662676923,False,True,FAILURE
