observations,wins,losses,unresolved,win_rate,loss_rate,tp,sl,rr,horizon,breakeven_win_rate,wr_edge_vs_breakeven,expectancy_r,side,hmm_state,vol_bucket,zscore,wr_ge_50,positive_expectancy,candidate,research_score
154,81,73,0,0.525974025974026,0.474025974025974,17.5,10.0,1.75,30,0.36363636363636365,0.16233766233766234,0.4464285714285714,LONG,2,60-80,3.5,True,True,True,2.310010344600072
5154,2612,2542,0,0.5067908420644159,0.493209157935584,30.0,20.0,1.5,10,0.4,0.10679084206441591,0.26697710516103984,LONG,0,40-60,2.0,True,True,True,2.297543196324412
3267,1746,1521,0,0.5344352617079889,0.465564738292011,27.5,20.0,1.375,5,0.42105263157894735,0.1133826301290416,0.26928374655647375,LONG,0,20-40,2.0,True,True,True,2.2540614939281913
154,87,67,0,0.564935064935065,0.43506493506493504,7.5,5.0,1.5,10,0.4,0.16493506493506493,0.41233766233766234,LONG,2,60-80,3.5,True,True,True,2.2146327022936854
154,87,67,0,0.564935064935065,0.43506493506493504,7.5,5.0,1.5,25,0.4,0.16493506493506493,0.41233766233766234,LONG,2,60-80,3.5,True,True,True,2.2146327022936854
154,87,67,0,0.564935064935065,0.43506493506493504,7.5,5.0,1.5,50,0.4,0.16493506493506493,0.41233766233766234,LONG,2,60-80,3.5,True,True,True,2.2146327022936854
840,431,409,0,0.513095238095238,0.4869047619047619,27.5,17.5,1.5714285714285714,5,0.38888888888888895,0.1242063492063491,0.3193877551020407,LONG,1,20-40,2.5,True,True,True,2.1791132632718337
840,422,418,0,0.5023809523809524,0.4976190476190476,32.5,20.0,1.625,10,0.38095238095238093,0.12142857142857144,0.31875,LONG,1,20-40,2.5,True,True,True,2.151762165644035
3267,1693,1574,0,0.5182124273033364,0.4817875726966636,25.0,17.5,1.4285714285714286,10,0.4117647058823529,0.10644772142098347,0.2585158948795312,LONG,0,20-40,2.0,True,True,True,2.1299918754922653
154,86,68,0,0.5584415584415584,0.44155844155844154,7.5,5.0,1.5,40,0.4,0.15844155844155838,0.396103896103896,LONG,2,60-80,3.5,True,True,True,2.1144702284334653
3267,1725,1542,0,0.5280073461891643,0.4719926538108356,27.5,20.0,1.375,10,0.42105263157894735,0.106954714610217,0.2540174471992654,LONG,0,20-40,2.0,True,True,True,2.1130611632524934
154,79,75,0,0.512987012987013,0.487012987012987,17.5,10.0,1.75,40,0.36363636363636365,0.14935064935064934,0.4107142857142857,LONG,2,60-80,3.5,True,True,True,2.0983081307405214
154,79,75,0,0.512987012987013,0.487012987012987,17.5,10.0,1.75,50,0.36363636363636365,0.14935064935064934,0.4107142857142857,LONG,2,60-80,3.5,True,True,True,2.0983081307405214
154,79,75,0,0.512987012987013,0.487012987012987,17.5,10.0,1.75,60,0.36363636363636365,0.14935064935064934,0.4107142857142857,LONG,2,60-80,3.5,True,True,True,2.0983081307405214
3267,1644,1623,0,0.5032139577594124,0.4967860422405877,30.0,20.0,1.5,15,0.4,0.10321395775941233,0.25803489439853083,LONG,0,20-40,2.0,True,True,True,2.0947119424353797
