feature_a,feature_a_value,feature_b,feature_b_value,horizon_bars,total_observations,pooled_mean_future_points,pooled_positive_probability,pooled_cost_covered_probability,median_window_mean_points,positive_window_ratio,cost_positive_window_ratio,windows_observed
vwap_distance_bucket,-2:-1,vol_ratio_bucket,<=0.5,5,4426,-0.05185268865793041,0.5128784455490285,0.48282873926796205,0.26373626373626374,0.5909090909090909,0.13636363636363635,22
vwap_distance_bucket,-2:-1,vol_ratio_bucket,<=0.5,10,4426,-0.38686172616357883,0.5106190691369182,0.48983280614550384,-0.10750593019315485,0.45454545454545453,0.2727272727272727,22
vwap_distance_bucket,-2:-1,vol_ratio_bucket,<=0.5,20,4426,0.7482489832806145,0.5201084500677813,0.50881156800723,1.2351131154076143,0.6818181818181818,0.5909090909090909,22
vwap_distance_bucket,-2:-1,vol_ratio_bucket,<=0.5,30,4426,1.0957410754631722,0.5124265702666064,0.5004518752824221,1.3083500554074696,0.5454545454545454,0.5,22
vwap_distance_bucket,-2:-1,vol_ratio_bucket,<=0.5,60,4426,-0.02298915499322187,0.5295978309986443,0.5216900135562584,-2.0248306485756338,0.4090909090909091,0.4090909090909091,22
vwap_distance_bucket,0:1,half_life_bucket,<=5,1,1583,0.3333859759949463,0.5142135186355022,0.4478837650031586,0.75,0.7142857142857143,0.2857142857142857,21
vwap_distance_bucket,0:1,half_life_bucket,<=5,3,1583,0.7531585596967783,0.5167403663929249,0.4832596336070752,-0.27450980392156865,0.47619047619047616,0.38095238095238093,21
vwap_distance_bucket,0:1,half_life_bucket,<=5,5,1583,0.5067909033480733,0.4996841440303222,0.47125710675931776,-0.47368421052631576,0.47619047619047616,0.38095238095238093,21
vwap_distance_bucket,0:1,half_life_bucket,<=5,10,1583,0.7545799115603284,0.505369551484523,0.4845230574857865,-1.7892156862745099,0.47619047619047616,0.3333333333333333,21
vwap_distance_bucket,0:1,half_life_bucket,<=5,20,1583,-1.3152242577384712,0.49589387239418825,0.47694251421351863,-3.171232876712329,0.42857142857142855,0.38095238095238093,21
vwap_distance_bucket,0:1,half_life_bucket,<=5,30,1583,-4.0289008212255215,0.5034744156664561,0.4845230574857865,-3.142156862745098,0.38095238095238093,0.2857142857142857,21
vwap_distance_bucket,0:1,half_life_bucket,<=5,60,1583,-1.5099494630448516,0.5413771320277954,0.5293746051800379,-3.743801652892562,0.3333333333333333,0.3333333333333333,21
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,1,2401,-0.15930862140774676,0.49021241149521033,0.41607663473552686,-0.0758888388838884,0.4090909090909091,0.13636363636363635,22
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,3,2401,0.3688046647230321,0.5110370678883799,0.47188671386922115,0.08449999999999999,0.5,0.36363636363636365,22
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,5,2401,0.021449396084964597,0.5127030403998334,0.47730112453144524,-0.37838388269206663,0.5,0.45454545454545453,22
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,10,2401,-0.5691378592253228,0.5127030403998334,0.4910453977509371,-1.0780994403788204,0.36363636363636365,0.3181818181818182,22
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,20,2401,-1.10381091211995,0.5022907122032486,0.48479800083298624,-1.0162438958220292,0.3181818181818182,0.2727272727272727,22
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,30,2401,-2.0776759683465222,0.5256143273635985,0.5110370678883799,-1.4459367591688745,0.36363636363636365,0.3181818181818182,22
vwap_distance_bucket,0:1,ou_residual_bucket,-2:-1,60,2401,-0.09777176176593086,0.5518533944189921,0.5426905456059975,1.0304006560449859,0.5454545454545454,0.5,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,1,2003,0.24712930604093858,0.5242136794807788,0.4712930604093859,0.050598543749228675,0.5454545454545454,0.3181818181818182,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,3,2003,-0.1736145781328008,0.5192211682476285,0.49326010983524715,0.023937469467513434,0.5,0.3181818181818182,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,5,2003,0.8740639041437843,0.527209186220669,0.5007488766849726,0.6128175133689839,0.5454545454545454,0.45454545454545453,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,10,2003,-0.01834747878182726,0.5137294058911632,0.49375936095856215,-0.6686643835616438,0.45454545454545453,0.36363636363636365,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,20,2003,-0.5343235147279082,0.5162256615077384,0.49925112331502747,-0.40654069767441864,0.5,0.4090909090909091,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,30,2003,-2.5127309036445333,0.4987518721917124,0.4872690963554668,-1.0170400943396227,0.45454545454545453,0.45454545454545453,22
vwap_distance_bucket,0:1,ou_residual_bucket,<=-2,60,2003,-1.114578132800799,0.5232151772341488,0.5112331502745882,-1.4818108974358974,0.45454545454545453,0.4090909090909091,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,1,1092,-0.003663003663003663,0.5036630036630036,0.4358974358974359,0.0008893280632411068,0.5,0.22727272727272727,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,3,1092,0.10691391941391942,0.5146520146520146,0.48626373626373626,-0.2829861111111111,0.45454545454545453,0.22727272727272727,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,5,1092,0.47298534798534797,0.5201465201465202,0.4880952380952381,0.09864718614718615,0.5454545454545454,0.36363636363636365,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,10,1092,-0.48305860805860806,0.5128205128205128,0.48717948717948717,-0.5575738916256158,0.45454545454545453,0.2727272727272727,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,20,1092,-1.4954212454212454,0.5146520146520146,0.4935897435897436,-0.8473521550283996,0.4090909090909091,0.4090909090909091,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,30,1092,-2.388507326007326,0.5164835164835165,0.4981684981684982,-1.1201839826839828,0.4090909090909091,0.3181818181818182,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.5:0.75,60,1092,0.21382783882783882,0.5622710622710623,0.5485347985347986,0.07640618513906186,0.5,0.4090909090909091,22
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,1,739,-0.21617050067659,0.5128552097428958,0.4776725304465494,0.275,0.5714285714285714,0.2857142857142857,21
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,3,739,-0.6664411366711772,0.5290933694181326,0.516914749661705,-1.5,0.38095238095238093,0.23809523809523808,21
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,5,739,0.17523680649526388,0.5317997293640054,0.5142083897158322,-0.9777777777777777,0.47619047619047616,0.42857142857142855,21
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,10,739,-1.8112313937753721,0.5087956698240866,0.4952638700947226,-0.65,0.47619047619047616,0.47619047619047616,21
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,20,739,-0.506765899864682,0.5087956698240866,0.4993234100135318,-3.4293478260869565,0.42857142857142855,0.38095238095238093,21
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,30,739,-2.939445196211096,0.4871447902571042,0.4776725304465494,1.4423076923076923,0.5238095238095238,0.5238095238095238,21
vwap_distance_bucket,0:1,vol_ratio_bucket,0.75:1.0,60,739,-0.9654939106901211,0.5047361299052774,0.4993234100135318,-3.4814814814814814,0.38095238095238093,0.38095238095238093,21
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,1,2570,0.09523346303501945,0.5042801556420233,0.43268482490272375,0.02430880062305296,0.5454545454545454,0.18181818181818182,22
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,3,2570,0.3620622568093385,0.5105058365758754,0.46926070038910506,0.6116268566840626,0.5454545454545454,0.4090909090909091,22
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,5,2570,0.448443579766537,0.5155642023346303,0.4805447470817121,0.8964565117349286,0.5909090909090909,0.45454545454545453,22
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,10,2570,0.13151750972762646,0.5140077821011673,0.49299610894941637,-0.6114562204192022,0.4090909090909091,0.4090909090909091,22
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,20,2570,-0.6550583657587549,0.5062256809338521,0.4883268482490272,-1.4455703012912482,0.45454545454545453,0.4090909090909091,22
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,30,2570,-1.999124513618677,0.5198443579766537,0.5077821011673151,-2.8096428571428573,0.4090909090909091,0.3181818181818182,22
vwap_distance_bucket,0:1,vol_ratio_bucket,<=0.5,60,2570,-0.7091439688715954,0.5392996108949416,0.5287937743190662,-0.418869625520111,0.45454545454545453,0.36363636363636365,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,1,1381,-0.0027154236060825503,0.5126719768283853,0.43229543808834175,-0.07999131944444444,0.5,0.13636363636363635,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,3,1381,1.104634322954381,0.5365677045619116,0.49167270094134685,0.9046007656549084,0.6363636363636364,0.45454545454545453,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,5,1381,1.0677045619116583,0.5445329471397538,0.5112237509051412,0.25190033783783783,0.5454545454545454,0.4090909090909091,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,10,1381,-0.2490948587979725,0.5336712527154236,0.5141202027516293,-0.15551839464882944,0.45454545454545453,0.45454545454545453,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,20,1381,-3.265387400434468,0.5206372194062274,0.503982621288921,-3.3233695652173916,0.4090909090909091,0.3181818181818182,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,30,1381,-5.633055756698045,0.502534395365677,0.4945691527878349,-3.701078869047619,0.2727272727272727,0.2727272727272727,22
vwap_distance_bucket,1:2,half_life_bucket,<=5,60,1381,-8.4967414916727,0.4952932657494569,0.4851556842867487,-8.44501201923077,0.45454545454545453,0.36363636363636365,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,1,2012,-0.02162027833001988,0.4985089463220676,0.426441351888668,0.12087087087087087,0.5454545454545454,0.13636363636363635,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,3,2012,-0.020377733598409543,0.5164015904572564,0.4716699801192843,0.2619087460954931,0.5454545454545454,0.22727272727272727,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,5,2012,-0.19917992047713717,0.5243538767395626,0.49403578528827036,0.09542454688731283,0.5,0.22727272727272727,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,10,2012,-0.7087475149105368,0.5079522862823062,0.4900596421471173,-0.3959897397397397,0.45454545454545453,0.45454545454545453,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,20,2012,-1.489562624254473,0.5019880715705766,0.4860834990059642,-0.46905193236714976,0.5,0.45454545454545453,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,30,2012,-2.2303677932405566,0.5178926441351889,0.5029821073558648,-0.5312881562881563,0.4090909090909091,0.36363636363636365,22
vwap_distance_bucket,1:2,ou_residual_bucket,-2:-1,60,2012,-5.550323061630219,0.5114314115308151,0.5024850894632207,-3.842241826673586,0.4090909090909091,0.4090909090909091,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,1,1560,-0.27307692307692305,0.5217948717948718,0.44743589743589746,-0.09505208333333334,0.4090909090909091,0.13636363636363635,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,3,1560,0.5467948717948717,0.5307692307692308,0.492948717948718,0.8519142148174407,0.6363636363636364,0.5,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,5,1560,0.857051282051282,0.5275641025641026,0.4967948717948718,1.0481204710144927,0.5454545454545454,0.5,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,10,1560,-0.7592948717948718,0.5346153846153846,0.514102564102564,-0.6275337837837838,0.5,0.4090909090909091,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,20,1560,-1.2464743589743592,0.5358974358974359,0.5173076923076924,-1.412172379032258,0.3181818181818182,0.2727272727272727,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,30,1560,-1.5927884615384615,0.514102564102564,0.5038461538461538,-2.9842051630434785,0.36363636363636365,0.3181818181818182,22
vwap_distance_bucket,1:2,ou_residual_bucket,<=-2,60,1560,-1.1841346153846153,0.5301282051282051,0.5211538461538462,1.2971283783783782,0.5454545454545454,0.5,22
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,1,987,-0.38044579533941236,0.5146909827760892,0.4326241134751773,-0.1724137931034483,0.42857142857142855,0.047619047619047616,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,3,987,0.14361702127659576,0.5268490374873354,0.47922998986828774,0.55,0.5238095238095238,0.42857142857142855,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,5,987,0.21732522796352582,0.5065856129685917,0.48632218844984804,0.5514705882352942,0.5238095238095238,0.47619047619047616,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,10,987,-1.0172239108409322,0.5400202634245187,0.5126646403242148,-0.953125,0.38095238095238093,0.38095238095238093,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,20,987,-3.6124620060790273,0.5197568389057751,0.5005065856129686,-3.45,0.2857142857142857,0.23809523809523808,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,30,987,-4.294579533941236,0.5207700101317123,0.5106382978723404,-5.340909090909091,0.23809523809523808,0.19047619047619047,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.5:0.75,60,987,-6.085612968591692,0.5390070921985816,0.5309017223910841,1.9357142857142857,0.5238095238095238,0.5238095238095238,21
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,1,421,-0.7292161520190024,0.501187648456057,0.4679334916864608,-0.8194444444444444,0.375,0.1875,16
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,3,421,-1.6342042755344417,0.505938242280285,0.49406175771971494,-0.2823822463768116,0.4375,0.25,16
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,5,421,-0.13182897862232779,0.5296912114014252,0.5154394299287411,0.7296875,0.625,0.5,16
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,10,421,-3.1858669833729216,0.4821852731591449,0.47268408551068886,-1.5671296296296298,0.5,0.4375,16
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,20,421,1.1817102137767221,0.5368171021377672,0.517814726840855,-1.325,0.4375,0.4375,16
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,30,421,0.8052256532066508,0.5083135391923991,0.49643705463182897,-2.618659420289855,0.4375,0.4375,16
vwap_distance_bucket,1:2,vol_ratio_bucket,0.75:1.0,60,421,5.2060570071258905,0.5368171021377672,0.5344418052256532,0.4887152777777778,0.5625,0.4375,16
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,1,2072,0.11969111969111969,0.5096525096525096,0.4295366795366795,0.1577922077922078,0.6363636363636364,0.13636363636363635,22
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,3,2072,0.26640926640926643,0.5217181467181468,0.4749034749034749,0.6048917748917748,0.6363636363636364,0.3181818181818182,22
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,5,2072,-0.17048745173745175,0.5318532818532818,0.4922779922779923,-0.1927966101694915,0.4090909090909091,0.2727272727272727,22
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,10,2072,-0.5421090733590733,0.5168918918918919,0.4995173745173745,-0.470756291730868,0.45454545454545453,0.36363636363636365,22
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,20,2072,-1.3464044401544402,0.5077220077220077,0.49131274131274133,-0.3223257006151743,0.45454545454545453,0.4090909090909091,22
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,30,2072,-1.897442084942085,0.513030888030888,0.4985521235521235,-1.3408313204508857,0.4090909090909091,0.36363636363636365,22
vwap_distance_bucket,1:2,vol_ratio_bucket,<=0.5,60,2072,-4.759773166023166,0.5033783783783784,0.4922779922779923,-3.460625996810207,0.36363636363636365,0.2727272727272727,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,1,19155,-0.02846515270164448,0.5031062385800052,0.4460976246410859,0.04926789064224233,0.5,0.045454545454545456,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,3,19155,-0.17406682328373793,0.5074915165753067,0.4728791438266771,-0.09588892645180679,0.5,0.22727272727272727,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,5,19155,-0.18756199425737405,0.509162098668755,0.480605586008875,0.43806920884315903,0.5909090909090909,0.22727272727272727,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,10,19155,-0.19907334899504045,0.5072304881232055,0.48807099973897156,0.2236842105263158,0.5454545454545454,0.45454545454545453,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,20,19155,0.7964891673192378,0.5087966588358132,0.49668493865831376,0.5591285868215492,0.5909090909090909,0.45454545454545453,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,30,19155,0.23119290002610285,0.5064474027669016,0.49480553380318454,1.224015805630911,0.5909090909090909,0.5,22
vwap_distance_bucket,<=-2,half_life_bucket,<=5,60,19155,0.005390237535891412,0.5097885669537979,0.5030018271991648,2.351079529093849,0.5454545454545454,0.5454545454545454,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,1,26238,0.04686904489671469,0.4994664227456361,0.4345986736793963,0.13656602685558944,0.6818181818181818,0.0,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,3,26238,-0.11140330817897706,0.5022486470005336,0.4642884366186447,0.12925281588045054,0.5454545454545454,0.13636363636363635,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,5,26238,-0.040189801051909446,0.5111288970195899,0.4815534720634195,0.24583721096714153,0.5909090909090909,0.18181818181818182,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,10,26238,0.35303757908377165,0.5109002210534339,0.489557130878878,0.24906016845130013,0.6818181818181818,0.36363636363636365,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,20,26238,0.9372856162817288,0.5146733744950073,0.5020961963564297,1.9258925120106025,0.5909090909090909,0.5454545454545454,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,30,26238,1.5626476865614758,0.516007317630917,0.5044972940010671,2.2952215682880386,0.6363636363636364,0.5909090909090909,22
vwap_distance_bucket,<=-2,ou_residual_bucket,-2:-1,60,26238,2.330570165408949,0.5199329217165942,0.5136443326473055,1.7457520825081596,0.5,0.5,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,1,19490,0.050769625448948176,0.5099025141097999,0.45325808106721394,0.035889387124538694,0.5909090909090909,0.045454545454545456,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,3,19490,0.35859415084658797,0.5154438173422268,0.4824525397639815,0.23121359350292997,0.5909090909090909,0.18181818181818182,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,5,19490,0.7666367367880964,0.5149307337095946,0.4896357106208312,0.487882389574556,0.6363636363636364,0.45454545454545453,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,10,19490,1.0301564905079528,0.5187275525910724,0.5013853258081067,0.4800773356939064,0.6363636363636364,0.4090909090909091,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,20,19490,1.6383786557208826,0.5203181118522319,0.5079527963057978,1.2959259152959839,0.6363636363636364,0.5454545454545454,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,30,19490,1.2729220112878399,0.5202154951257055,0.5103129810159056,2.035687732579864,0.5454545454545454,0.5454545454545454,22
vwap_distance_bucket,<=-2,ou_residual_bucket,<=-2,60,19490,1.6737301180092354,0.5199076449461262,0.5127244740892766,-0.2951217774384408,0.5,0.45454545454545453,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,1,13472,0.022583877672209027,0.5005938242280285,0.4438836104513064,-0.005443683155080214,0.5,0.13636363636363635,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,3,13472,-0.04357185273159145,0.5033402612826603,0.46949228028503565,-0.3794339713378859,0.36363636363636365,0.18181818181818182,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,5,13472,0.09050252375296912,0.5068289786223278,0.47825118764845603,-0.35031838316722036,0.45454545454545453,0.22727272727272727,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,10,13472,0.027594269596199525,0.512396080760095,0.49287410926365793,-0.8095783671870629,0.45454545454545453,0.3181818181818182,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,20,13472,-0.22864088479809977,0.5090558194774347,0.49665973871733965,-1.006963970958536,0.4090909090909091,0.36363636363636365,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,30,13472,0.06938464964370546,0.5145486935866983,0.5037114014251781,-0.04739982034057179,0.5,0.36363636363636365,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.5:0.75,60,13472,1.0346088182897861,0.5144002375296912,0.5074228028503563,0.14232194236390208,0.5,0.4090909090909091,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,1,1873,-0.42164975974372665,0.4997330485851575,0.46769887880405764,-0.375,0.3333333333333333,0.14285714285714285,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,3,1873,0.045648691938067275,0.5029364655632674,0.48371596369460756,-0.4602803738317757,0.42857142857142855,0.3333333333333333,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,5,1873,1.0427122263747999,0.5317672183662573,0.5109450080085425,0.14705882352941177,0.5238095238095238,0.42857142857142855,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,10,1873,3.9309930592632143,0.5424452749599573,0.5280298985584624,1.9837962962962963,0.6666666666666666,0.5238095238095238,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,20,1873,2.695274959957288,0.5355045381740523,0.5226908702616124,0.9421296296296297,0.5238095238095238,0.47619047619047616,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,30,1873,-0.2020822210357715,0.49919914575547253,0.49119060331019754,-0.16176470588235295,0.47619047619047616,0.38095238095238093,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,0.75:1.0,60,1873,3.1111852642819007,0.5152162306460224,0.5098772023491724,1.5803571428571428,0.5238095238095238,0.5238095238095238,21
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,1,30364,0.08612995652746673,0.5055328678698459,0.44029113423791333,0.14123183520599253,0.7272727272727273,0.045454545454545456,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,3,30364,0.14524601501778422,0.5101435910947174,0.47236859438809115,0.3238954621040679,0.6363636363636364,0.13636363636363635,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,5,30364,0.34638058226847585,0.5141285733104993,0.4863324990119879,0.17403808937621057,0.6363636363636364,0.36363636363636365,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,10,30364,0.7106277170333289,0.513272296140166,0.4932815175866157,0.5340407046854787,0.7272727272727273,0.3181818181818182,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,20,30364,1.797292846792254,0.5194638387564221,0.5069819523119483,1.9890010351966874,0.6818181818181818,0.5909090909090909,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,30,30364,2.146653932288236,0.5203859834013964,0.5093861151363457,2.6914338211410076,0.6818181818181818,0.5454545454545454,22
vwap_distance_bucket,<=-2,vol_ratio_bucket,<=0.5,60,30364,2.4316048610196286,0.5225925438018706,0.515972862600448,2.250128711484594,0.5454545454545454,0.5,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,1,6441,-0.004812917248874398,0.5182425089271853,0.4312994876571961,-0.01754409062715772,0.45454545454545453,0.0,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,3,6441,-0.2942866014594007,0.527713088029809,0.47135537959944107,-0.286631419939577,0.45454545454545453,0.13636363636363635,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,5,6441,-0.35972675050458003,0.5401335196398075,0.49479894426331317,0.49796037296037293,0.5454545454545454,0.36363636363636365,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,10,6441,-0.3400481291724887,0.5384257102934327,0.5070641204781866,0.3856797669562875,0.5454545454545454,0.4090909090909091,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,20,6441,-0.31097655643533617,0.5309734513274337,0.5118770377270611,0.7145287675330718,0.5,0.5,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,30,6441,-0.11321999689489202,0.5350100916006831,0.5211923614345598,-0.9880937285556584,0.45454545454545453,0.45454545454545453,22
vwap_distance_bucket,>=2,half_life_bucket,<=5,60,6441,0.8798323241732651,0.5468095016301816,0.5384257102934327,0.546567115195274,0.5,0.5,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,1,10390,0.1418912415784408,0.5128007699711261,0.41414821944177094,0.10715501764378134,0.7272727272727273,0.0,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,3,10390,0.4178055822906641,0.526948989412897,0.4653512993262753,0.512600007792815,0.8181818181818182,0.22727272727272727,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,5,10390,0.6753849855630414,0.5353224254090472,0.485563041385948,0.997751698153043,0.7272727272727273,0.4090909090909091,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,10,10390,1.0466313763233879,0.5333012512030799,0.5011549566891241,0.7610130717871951,0.6363636363636364,0.45454545454545453,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,20,10390,0.9116939364773821,0.5260827718960539,0.507507218479307,-0.31487678734408275,0.45454545454545453,0.4090909090909091,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,30,10390,0.8693214629451396,0.5402309913378248,0.5261790182868142,-1.044388427573481,0.45454545454545453,0.4090909090909091,22
vwap_distance_bucket,>=2,ou_residual_bucket,-2:-1,60,10390,0.7345283926852743,0.5373435996150144,0.5273339749759384,-0.179320082545889,0.5,0.4090909090909091,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,1,7030,0.17745376955903272,0.5314366998577524,0.44509246088193455,0.05616509926854754,0.5454545454545454,0.045454545454545456,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,3,7030,0.4110597439544808,0.5419630156472262,0.48890469416785204,0.4091954648175961,0.5454545454545454,0.22727272727272727,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,5,7030,0.4942745376955903,0.5507823613086771,0.510099573257468,0.4630660770070958,0.5909090909090909,0.2727272727272727,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,10,7030,0.6338549075391181,0.5550497866287339,0.5230440967283072,1.3864727864727864,0.5909090909090909,0.5454545454545454,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,20,7030,1.4152916073968707,0.5506401137980086,0.5328591749644381,1.3120497557997557,0.5909090909090909,0.5454545454545454,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,30,7030,1.3389402560455193,0.5539118065433855,0.537126600284495,1.2474649275597143,0.6363636363636364,0.5,22
vwap_distance_bucket,>=2,ou_residual_bucket,<=-2,60,7030,2.644167852062589,0.5635846372688478,0.5556187766714082,1.6354870819652647,0.5909090909090909,0.5454545454545454,22
