window,direction,horizon_bars,quantile,mfe_points,mae_points,validation_start,validation_end
11,long_reversion,10,0.25,4.0,-37.375,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,10,0.5,13.75,-20.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,10,0.75,45.0,-9.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,10,0.9,97.5,-2.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,20,0.1,2.0,-89.89999999999999,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,20,0.25,7.0,-57.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,20,0.5,27.75,-32.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,20,0.75,74.5,-14.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,20,0.9,151.79999999999995,-4.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,30,0.1,2.75,-113.89999999999999,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,30,0.25,10.25,-73.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,30,0.5,42.75,-40.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,30,0.75,95.25,-18.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,30,0.9,201.25,-5.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,60,0.1,5.0,-170.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,60,0.25,23.75,-110.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,60,0.5,77.5,-58.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,60,0.75,178.375,-24.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,60,0.9,304.29999999999995,-6.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,1,0.1,0.25,-10.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,1,0.25,0.75,-6.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,1,0.5,2.25,-3.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,1,0.75,5.0,-1.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,1,0.9,9.0,-0.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,3,0.1,0.25,-20.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,3,0.25,1.5,-13.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,3,0.5,3.5,-7.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,3,0.75,7.75,-4.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,3,0.9,23.175000000000068,-1.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,5,0.1,0.5,-28.174999999999997,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,5,0.25,1.75,-18.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,5,0.5,4.5,-11.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,5,0.75,10.75,-6.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,5,0.9,37.42500000000007,-2.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,10,0.1,0.75,-48.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,10,0.25,2.25,-30.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,10,0.5,6.25,-20.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,10,0.75,22.75,-11.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,10,0.9,62.5,-4.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,20,0.1,1.0,-83.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,20,0.25,3.25,-53.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,20,0.5,10.0,-33.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,20,0.75,41.0,-17.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,20,0.9,94.17500000000007,-7.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,30,0.1,1.25,-116.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,30,0.25,4.0,-73.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,30,0.5,14.25,-44.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,30,0.75,56.75,-23.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,30,0.9,130.42500000000007,-9.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,60,0.1,1.75,-193.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,60,0.25,6.0,-126.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,60,0.5,29.375,-74.875,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,60,0.75,90.5,-38.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,short_reversion,60,0.9,171.25,-12.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
12,long_reversion,1,0.1,0.5,-16.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,1,0.25,1.75,-10.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,1,0.5,4.0,-5.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,1,0.75,8.0,-2.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,1,0.9,15.5,-0.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,3,0.1,1.0,-32.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,3,0.25,2.75,-19.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,3,0.5,6.5,-11.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,3,0.75,14.25,-6.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,3,0.9,43.05000000000007,-1.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,5,0.1,1.0,-45.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,5,0.25,3.25,-28.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,5,0.5,8.0,-16.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,5,0.75,23.0,-9.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,5,0.9,67.0,-3.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,10,0.1,1.75,-78.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,10,0.25,4.75,-46.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,10,0.5,12.75,-27.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,10,0.75,44.875,-14.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,10,0.9,110.05000000000007,-5.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,20,0.1,2.5,-132.1,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,20,0.25,7.25,-79.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,20,0.5,26.5,-42.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,20,0.75,71.75,-20.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,20,0.9,186.45000000000027,-7.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,30,0.1,3.0,-175.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,30,0.25,9.25,-106.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,30,0.5,39.0,-54.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,30,0.75,110.0,-24.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,30,0.9,234.9000000000002,-9.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,60,0.1,4.25,-273.3,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,60,0.25,16.75,-178.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,60,0.5,69.25,-89.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,60,0.75,196.0,-37.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,long_reversion,60,0.9,350.30000000000007,-13.699999999999932,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,1,0.1,0.25,-12.899999999999991,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,1,0.25,1.0,-7.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,1,0.5,3.0,-4.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,1,0.75,6.0,-2.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,1,0.9,12.5,-0.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,3,0.1,0.5,-26.39999999999999,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,3,0.25,2.0,-16.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,3,0.5,4.5,-9.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,3,0.75,10.5,-5.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,3,0.9,35.39999999999998,-1.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,5,0.1,0.5,-37.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,5,0.25,2.25,-23.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,5,0.5,5.5,-13.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,5,0.75,16.75,-7.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,5,0.9,55.39999999999998,-2.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,10,0.1,1.0,-65.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,10,0.25,3.0,-39.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,10,0.5,8.5,-23.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,10,0.75,36.0,-12.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,10,0.9,95.5,-4.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,20,0.1,1.25,-120.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,20,0.25,4.5,-67.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,20,0.5,18.5,-40.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,20,0.75,64.75,-19.0,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,20,0.9,155.75,-6.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,30,0.1,1.75,-154.39999999999998,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,30,0.25,5.75,-93.375,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,30,0.5,28.75,-54.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,30,0.75,93.125,-25.5,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,30,0.9,208.64999999999975,-8.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,60,0.1,2.5,-242.89999999999998,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,60,0.25,10.25,-155.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,60,0.5,49.75,-88.75,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,60,0.75,159.0,-42.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
12,short_reversion,60,0.9,328.19999999999993,-13.25,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00
13,long_reversion,1,0.1,0.5,-18.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,1,0.25,1.75,-11.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,1,0.5,4.25,-5.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,1,0.75,9.25,-2.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,1,0.9,18.5,0.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,3,0.1,1.0,-35.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,3,0.25,2.75,-22.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,3,0.5,7.0,-12.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,3,0.75,16.5,-5.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,3,0.9,44.5,-1.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,5,0.1,1.25,-48.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,5,0.25,3.5,-31.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,5,0.5,9.25,-18.125,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,5,0.75,24.25,-8.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,5,0.9,66.52499999999998,-2.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,10,0.1,1.75,-76.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,10,0.25,5.25,-51.0625,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,10,0.5,15.0,-30.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,10,0.75,46.3125,-13.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,10,0.9,116.52499999999998,-4.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,20,0.1,3.0,-123.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,20,0.25,8.5,-83.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,20,0.5,26.0,-47.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,20,0.75,80.5,-20.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,20,0.9,179.54999999999995,-6.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,30,0.1,3.5,-174.77499999999998,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,30,0.25,10.75,-110.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,30,0.5,40.75,-60.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,30,0.75,114.0,-24.9375,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,30,0.9,227.25,-7.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,60,0.1,5.5,-329.65,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,60,0.25,19.75,-179.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,60,0.5,79.5,-84.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,60,0.75,176.8125,-35.4375,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,long_reversion,60,0.9,356.525,-10.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,1,0.1,0.25,-13.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,1,0.25,1.25,-8.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,1,0.5,3.0,-4.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,1,0.75,6.5,-1.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,1,0.9,13.75,-0.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,3,0.1,0.5,-26.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,3,0.25,2.0,-16.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,3,0.5,5.0,-9.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,3,0.75,11.0,-5.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,3,0.9,31.5,-2.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,5,0.1,0.75,-37.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,5,0.25,2.5,-23.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,5,0.5,5.75,-13.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,5,0.75,15.75,-7.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,5,0.9,53.55000000000007,-3.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,10,0.1,1.0,-64.8,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,10,0.25,3.0,-37.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,10,0.5,8.5,-22.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,10,0.75,30.75,-12.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,10,0.9,89.05000000000007,-5.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,20,0.1,1.5,-106.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,20,0.25,4.25,-65.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,20,0.5,14.25,-37.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,20,0.75,56.25,-19.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,20,0.9,152.05000000000007,-8.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,30,0.1,1.75,-138.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,30,0.25,5.0,-88.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,30,0.5,21.5,-51.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,30,0.75,75.0,-25.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,30,0.9,211.35000000000014,-10.75,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,60,0.1,2.25,-217.3,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,60,0.25,6.75,-137.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,60,0.5,34.5,-89.0,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,60,0.75,125.5,-46.5,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
13,short_reversion,60,0.9,333.55000000000007,-18.25,2024-05-06 09:30:00-04:00,2024-08-06 09:30:00-04:00
14,long_reversion,1,0.1,0.5,-22.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,1,0.25,2.0,-13.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,1,0.5,5.0,-7.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,1,0.75,10.25,-2.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,1,0.9,20.0,-0.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,3,0.1,1.2000000000000028,-41.55,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,3,0.25,3.5,-26.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,3,0.5,7.75,-15.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,3,0.75,18.25,-7.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,3,0.9,59.30000000000007,-2.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,5,0.1,1.5,-57.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,5,0.25,4.25,-36.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,5,0.5,9.75,-21.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,5,0.75,28.5,-11.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,5,0.9,86.55000000000007,-3.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,10,0.1,2.25,-88.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,10,0.25,6.0,-60.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,10,0.5,16.0,-34.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,10,0.75,61.5,-18.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,10,0.9,142.0,-5.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,20,0.1,3.75,-142.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,20,0.25,9.0,-96.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,20,0.5,36.5,-54.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,20,0.75,110.5,-26.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,20,0.9,201.75,-8.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,30,0.1,5.0,-183.05,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,30,0.25,13.75,-120.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,30,0.5,61.25,-69.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,30,0.75,144.25,-33.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,30,0.9,239.80000000000007,-11.699999999999932,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,60,0.1,7.25,-275.35,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,60,0.25,27.75,-177.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,60,0.5,112.0,-104.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,60,0.75,219.25,-47.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,long_reversion,60,0.9,342.30000000000007,-16.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,1,0.1,0.5,-16.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,1,0.25,1.75,-10.0,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,1,0.5,4.0,-5.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,1,0.75,8.0,-2.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,1,0.9,15.5,-0.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,3,0.1,0.75,-32.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,3,0.25,2.75,-20.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,3,0.5,6.25,-11.75,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,3,0.75,13.75,-6.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,3,0.9,42.5,-2.25,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,5,0.1,1.0,-46.3,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,5,0.25,3.0,-29.375,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
14,short_reversion,5,0.5,7.25,-17.5,2024-08-06 09:30:00-04:00,2024-11-06 09:30:00-05:00
