side,hmm_state,vol_bucket,zscore,observations,path_relationships,paths_wr_50,paths_wr_55,paths_wr_60,paths_positive_expectancy,best_wr,median_wr,mean_wr,best_expectancy,median_expectancy,best_tp,best_sl,best_rr,best_horizon,best_path_wr,best_path_expectancy,passes_wr_50,passes_wr_55,passes_positive_expectancy,candidate
SHORT,1,80-100,2.0,3453,25,0,0,0,0,0.3857515204170286,0.314509122502172,0.3230350419924703,-0.023457862728062717,-0.13640312771503027,15.0,10.0,1.5,120,0.3857515204170286,-0.035621198957428546,False,False,False,False
SHORT,1,80-100,2.5,1208,25,0,0,0,0,0.3766556291390728,0.3137417218543046,0.3178476821192053,-0.03394039735099341,-0.17549668874172197,15.0,10.0,1.5,120,0.3766556291390728,-0.058360927152318,False,False,False,False
SHORT,1,80-100,3.0,431,25,0,0,0,0,0.345707656612529,0.2993039443155452,0.2953132250580046,-0.060324825986079134,-0.19257540603248258,15.0,10.0,1.5,60,0.345707656612529,-0.1357308584686775,False,False,False,False
SHORT,1,80-100,3.5,199,25,0,0,0,0,0.3417085427135678,0.3115577889447236,0.2984924623115578,-0.05025125628140714,-0.14572864321608048,15.0,10.0,1.5,20,0.3417085427135678,-0.14572864321608048,False,False,False,False
SHORT,1,80-100,4.0,102,25,0,0,0,0,0.3235294117647059,0.2941176470588235,0.27960784313725484,-0.02941176470588236,-0.23529411764705888,30.0,15.0,2.0,60,0.3235294117647059,-0.02941176470588236,False,False,False,False
SHORT,2,0-20,1.5,7338,25,0,0,0,0,0.3999727446170619,0.2905423821204688,0.2961351866993731,-0.031888798037612465,-0.20305260288907062,5.0,5.0,1.0,120,0.3999727446170619,-0.20005451076587621,False,False,False,False
SHORT,2,0-20,2.0,3332,25,0,0,0,0,0.39015606242497,0.2878151260504201,0.2921128451380552,-0.043817527010804214,-0.22448979591836737,5.0,5.0,1.0,120,0.39015606242497,-0.21968787515006,False,False,False,False
SHORT,2,0-20,2.5,1276,25,0,0,0,0,0.390282131661442,0.3017241379310345,0.30420062695924766,-0.03369905956112851,-0.1865203761755485,5.0,5.0,1.0,120,0.390282131661442,-0.21943573667711602,False,False,False,False
SHORT,2,0-20,3.0,481,25,0,0,0,0,0.3742203742203742,0.2827442827442827,0.27775467775467777,-0.04573804573804574,-0.2952182952182953,15.0,10.0,1.5,120,0.3742203742203742,-0.06444906444906451,False,False,False,False
SHORT,2,0-20,3.5,244,25,0,0,0,0,0.3483606557377049,0.25,0.2595081967213114,-0.11475409836065598,-0.2622950819672133,15.0,10.0,1.5,120,0.3483606557377049,-0.12909836065573776,False,False,False,False
SHORT,2,0-20,4.0,129,25,0,0,0,0,0.3410852713178294,0.2403100775193798,0.25922480620155036,-0.046511627906976716,-0.2790697674418606,15.0,10.0,1.5,60,0.3410852713178294,-0.1472868217054265,False,False,False,False
SHORT,2,20-40,1.5,5581,25,0,0,0,0,0.4142626769396165,0.2917039956996954,0.2938899838738577,-0.07991399390790199,-0.1919010929940872,5.0,5.0,1.0,120,0.4142626769396165,-0.17147464612076702,False,False,False,False
SHORT,2,20-40,2.0,2575,25,0,0,0,0,0.4081553398058252,0.2858252427184466,0.28778252427184464,-0.0924271844660195,-0.1980582524271845,5.0,5.0,1.0,60,0.4081553398058252,-0.18368932038834962,False,False,False,False
SHORT,2,20-40,2.5,943,25,0,0,0,0,0.3806998939554613,0.2757158006362672,0.28123011664899256,-0.05832449628844116,-0.24072110286320259,5.0,5.0,1.0,60,0.3806998939554613,-0.2386002120890774,False,False,False,False
SHORT,2,20-40,3.0,341,25,0,0,0,1,0.3519061583577713,0.3079178885630498,0.2923167155425219,0.04692082111436957,-0.25219941348973635,15.0,10.0,1.5,120,0.3519061583577713,-0.12023460410557185,False,False,True,False
SHORT,2,20-40,3.5,153,25,0,0,0,1,0.3464052287581699,0.2875816993464052,0.27843137254901956,0.01960784313725472,-0.21568627450980404,15.0,10.0,1.5,60,0.3464052287581699,-0.13398692810457524,False,False,True,False
SHORT,2,40-60,1.5,4669,25,0,0,0,1,0.4429213964446348,0.3206254015849218,0.3186892268151638,0.010066395373741654,-0.1145855643606768,5.0,5.0,1.0,60,0.4429213964446348,-0.11415720711073041,False,False,True,False
SHORT,2,40-60,2.0,2119,25,0,0,0,1,0.4365266635205285,0.316658801321378,0.31586597451628123,0.006606890042472835,-0.127890514393582,5.0,5.0,1.0,60,0.4365266635205285,-0.12694667295894302,False,False,True,False
SHORT,2,40-60,2.5,823,25,0,0,0,0,0.4070473876063183,0.2989064398541919,0.3029890643985419,-0.06439854191980576,-0.18590522478736338,5.0,5.0,1.0,30,0.4070473876063183,-0.18590522478736338,False,False,False,False
SHORT,2,40-60,3.0,282,25,0,0,0,0,0.3652482269503546,0.2907801418439716,0.2878014184397163,-0.06382978723404253,-0.27659574468085124,15.0,10.0,1.5,120,0.3652482269503546,-0.08687943262411357,False,False,False,False
SHORT,2,40-60,3.5,139,25,0,0,0,0,0.3381294964028777,0.2589928057553957,0.2656115107913669,-0.1546762589928058,-0.28776978417266197,15.0,10.0,1.5,120,0.3381294964028777,-0.1546762589928058,False,False,False,False
SHORT,2,60-80,1.5,5420,25,0,0,0,0,0.4291512915129151,0.3108856088560885,0.3096236162361623,-0.009778597785977783,-0.15166051660516627,5.0,5.0,1.0,60,0.4291512915129151,-0.14169741697416982,False,False,False,False
SHORT,2,60-80,2.0,2499,25,0,0,0,0,0.4269707883153261,0.3109243697478991,0.31060424169667866,-0.006002400960384402,-0.1556622649059624,5.0,5.0,1.0,60,0.4269707883153261,-0.14605842336934782,False,False,False,False
SHORT,2,60-80,2.5,869,25,0,0,0,0,0.385500575373993,0.2957422324510932,0.2953279631760644,-0.08170310701956285,-0.20943613348676648,5.0,5.0,1.0,60,0.385500575373993,-0.22899884925201391,False,False,False,False
SHORT,2,60-80,3.0,285,25,0,0,0,0,0.3263157894736842,0.2631578947368421,0.2677894736842105,-0.1473684210526317,-0.27368421052631586,5.0,5.0,1.0,60,0.3263157894736842,-0.34736842105263155,False,False,False,False
SHORT,2,60-80,3.5,133,25,0,0,0,0,0.2857142857142857,0.2330827067669172,0.23578947368421047,-0.16541353383458646,-0.32330827067669204,15.0,10.0,1.5,30,0.2857142857142857,-0.28571428571428575,False,False,False,False
SHORT,2,80-100,1.5,4737,25,0,0,0,2,0.4646400675533038,0.3200337766518893,0.31707831961156846,0.03166561114629496,-0.08423052564914496,5.0,5.0,1.0,120,0.4646400675533038,-0.07071986489339244,False,False,True,False
SHORT,2,80-100,2.0,2189,25,0,0,0,7,0.4787574234810415,0.3343992690726359,0.3310004568296025,0.0813156692553677,-0.056190041114664135,5.0,5.0,1.0,60,0.4787574234810415,-0.042485153037917056,False,False,True,False
SHORT,2,80-100,2.5,730,25,0,0,0,2,0.4424657534246575,0.3232876712328767,0.31873972602739725,0.023287671232876672,-0.1178082191780821,5.0,5.0,1.0,60,0.4424657534246575,-0.11506849315068507,False,False,True,False
SHORT,2,80-100,3.0,218,25,0,0,0,3,0.3990825688073394,0.3348623853211009,0.3295412844036697,0.07339449541284415,-0.07798165137614677,15.0,10.0,1.5,120,0.3990825688073394,-0.002293577981651529,False,False,True,False
SHORT,2,80-100,3.5,103,25,0,0,0,0,0.3300970873786408,0.3106796116504854,0.2935922330097087,-0.06796116504854377,-0.1990291262135923,15.0,10.0,1.5,30,0.3300970873786408,-0.17475728155339798,False,False,False,False
