probability_decile,mean_probability,realized_probability,mean_future_mfe,observations,target_points,horizon_bars
3,0.002022136926301207,0.023542194856935893,14.948116624411446,2761,50.0,10
4,0.0048776731103839475,0.03332126041289388,17.468851865266206,2761,50.0,10
5,0.011688404190342243,0.050344078232524445,19.042285403839188,2761,50.0,10
6,0.027316477285324988,0.060847519014849694,21.264668598333937,2761,50.0,10
7,0.06517207182536346,0.12531691416153568,26.39623324882289,2761,50.0,10
8,0.16637584826936327,0.231437884824339,34.48632741760232,2761,50.0,10
9,0.4800197278425686,0.3708801159000362,51.17412169503803,2761,50.0,10
0,0.00015812867994516308,0.00724112961622013,12.211259956553222,2762,50.0,20
1,0.0009010559010871931,0.03295907279971025,16.69730170228178,2761,50.0,20
2,0.004119705262206689,0.05143064107207534,18.857931908728723,2761,50.0,20
3,0.01288202913948232,0.08801159000362188,22.24221296631655,2761,50.0,20
4,0.03123731383826477,0.08620065193770374,23.527707352408548,2761,50.0,20
5,0.06521991091722684,0.13292285403839188,27.354038391887,2761,50.0,20
6,0.11852035075102281,0.1705903658094893,30.33475190148497,2761,50.0,20
7,0.2011945094806653,0.2528069540021731,36.912712785222745,2761,50.0,20
8,0.3504979687296623,0.343716044911264,45.78259688518653,2761,50.0,20
9,0.6343951300299284,0.5027164070988772,68.2344259326331,2761,50.0,20
0,0.0003506156169603251,0.02280955829109341,14.484160028964519,2762,50.0,30
1,0.0031222076221991213,0.06265845708076784,19.957171314741036,2761,50.0,30
2,0.013491865263004443,0.07605939876856212,23.069449474827962,2761,50.0,30
3,0.03660531275174036,0.12205722564288302,26.579952915610285,2761,50.0,30
4,0.07615354745144517,0.16515755161173487,30.42122419413256,2761,50.0,30
5,0.13483830243457015,0.20680912712785224,33.621332850416515,2761,50.0,30
6,0.2119388655340788,0.2549800796812749,37.63419051068453,2761,50.0,30
7,0.32297642593235265,0.33393697935530603,45.49456718580225,2761,50.0,30
8,0.48756485774827063,0.43208982252806954,55.16416153567548,2761,50.0,30
9,0.7317631261282234,0.5834842448388265,80.88853676204273,2761,50.0,30
0,0.0014440228969141876,0.08653149891383055,22.458091962346128,2762,50.0,60
1,0.019371401903963973,0.1180731618978631,26.416968489677654,2761,50.0,60
2,0.06638097389722941,0.19630568634552698,33.210431003259686,2761,50.0,60
3,0.13354059114204891,0.27308946034045634,39.20563201738501,2761,50.0,60
4,0.21710449381610356,0.3400941687794277,46.02327055414705,2761,50.0,60
5,0.3077386919893419,0.3922491850778703,51.67946396233249,2761,50.0,60
6,0.40312477427088494,0.40239043824701193,52.8937884824339,2761,50.0,60
7,0.5122082118364574,0.4759145237232887,63.699746468670774,2761,50.0,60
8,0.6396126887022002,0.5603042375950742,79.29473017022818,2761,50.0,60
9,0.8099376213200841,0.6388989496559218,102.41026801883376,2761,50.0,60
0,0.011163209339624098,0.19876900796524258,33.25153874004344,2762,50.0,120
1,0.0936689028291761,0.3118435349511047,44.16968489677653,2761,50.0,120
2,0.205571929550784,0.4230351321984788,56.84788120246287,2761,50.0,120
3,0.3150827976639225,0.4737413980441869,60.606754798985875,2761,50.0,120
4,0.4177910912645679,0.49800796812749004,66.66226005070627,2761,50.0,120
5,0.507843472093225,0.5494386091995653,74.90229989134372,2761,50.0,120
6,0.591136915901354,0.5773270554147049,81.02100688156465,2761,50.0,120
7,0.6766321651100551,0.6037667511771098,92.9028431727635,2761,50.0,120
8,0.7715657871082959,0.6609923940601231,104.8208076783774,2761,50.0,120
9,0.8885046119320353,0.7116986599058313,146.91262223831944,2761,50.0,120
0,1.3064418729666914e-05,0.0,10.25724112961622,2762,75.0,5
1,2.6121381808034424e-05,0.0007243752263672582,10.630025353132924,2761,75.0,5
2,4.1563712117193963e-05,0.0007243752263672582,11.86617167692865,2761,75.0,5
3,6.45017286761267e-05,0.0,12.116714958348425,2761,75.0,5
4,0.00010452087239800976,0.0018109380659181455,12.770101412531691,2761,75.0,5
5,0.00019310684242401823,0.0025353132922854038,14.443860919956537,2761,75.0,5
6,0.00045151619761748786,0.006881564650488953,17.482614994567186,2761,75.0,5
7,0.0009126645350841922,0.014125316914161535,15.974465773270554,2761,75.0,5
8,0.0022109270253772243,0.01629844259326331,15.325787758058674,2761,75.0,5
9,0.06886963849352272,0.12024628757696487,38.320988772183995,2761,75.0,5
0,3.162757151974757e-05,0.001448225923244026,12.089699493120927,2762,75.0,10
1,6.257165501801815e-05,0.002897500905469033,13.552336110105035,2761,75.0,10
2,0.00010193801929075264,0.002897500905469033,14.627761680550526,2761,75.0,10
3,0.00016397889600209932,0.006881564650488953,15.36173487866715,2761,75.0,10
4,0.00027678480190168446,0.006881564650488953,16.292557044549078,2761,75.0,10
5,0.0005107452775836929,0.00833031510322347,17.91968489677653,2761,75.0,10
6,0.0011079320693140656,0.015574067366896052,20.561209706628034,2761,75.0,10
7,0.0030243875784681396,0.031148134733792104,24.06881564650489,2761,75.0,10
8,0.014620069011962207,0.06881564650488953,30.74185077870337,2761,75.0,10
9,0.19254346654542284,0.23180007243752263,54.93915248098515,2761,75.0,10
0,4.5690489895678526e-05,0.002896451846488052,15.448859522085446,2762,75.0,20
1,0.00013116379512650777,0.002897500905469033,15.928286852589641,2761,75.0,20
2,0.00035699499989810005,0.013038754074610649,18.88609199565375,2761,75.0,20
3,0.0008890698359886569,0.01629844259326331,20.478630930822167,2761,75.0,20
4,0.0021374320939985367,0.02390438247011952,23.19802607750815,2761,75.0,20
5,0.004945292382874472,0.04020282506338283,26.64487504527345,2761,75.0,20
6,0.011566540741923979,0.05360376675117711,29.118888084027525,2761,75.0,20
7,0.028044898494031065,0.09272002897500906,34.91280333212604,2761,75.0,20
8,0.08725680784200551,0.17674755523361102,44.39125316914161,2761,75.0,20
9,0.3739831358334674,0.3545816733067729,73.14605215501629,2761,75.0,20
0,7.456080229985344e-05,0.001448225923244026,15.659938450398261,2762,75.0,30
1,0.00027580629633627433,0.005795001810938066,19.47039116262224,2761,75.0,30
2,0.0009967305820240656,0.028975009054690328,23.333665338645417,2761,75.0,30
3,0.0028525804509235055,0.042375950742484604,26.289206809127126,2761,75.0,30
4,0.0072861955197894325,0.044186888808402755,27.90311481347338,2761,75.0,30
5,0.018399839297581932,0.07352408547627672,31.688337558855487,2761,75.0,30
6,0.039374157072613956,0.1057587830496197,36.83565737051793,2761,75.0,30
7,0.08233844521376198,0.1680550525172039,45.0508873596523,2761,75.0,30
8,0.19425291074483733,0.283230713509598,58.88627308946034,2761,75.0,30
9,0.5044637200885042,0.41072075335023545,82.1968489677653,2761,75.0,30
0,0.00022811816246999137,0.013396089790007242,20.09612599565532,2762,75.0,60
1,0.002194579446079275,0.05939876856211518,29.888355668236148,2761,75.0,60
2,0.008642867313106286,0.06410720753350235,32.861101050344075,2761,75.0,60
3,0.023055084548925672,0.10249909453096705,37.08583846432452,2761,75.0,60
4,0.05061136174384385,0.1517566099239406,42.18725099601593,2761,75.0,60
5,0.09574871181858834,0.19123505976095617,46.813654473017024,2761,75.0,60
6,0.15639980836531597,0.24339007605939877,54.70173850054328,2761,75.0,60
7,0.24831609291384418,0.3169141615356755,67.80007243752263,2761,75.0,60
8,0.4038793213425318,0.39659543643607387,79.47410358565737,2761,75.0,60
9,0.67352321561546,0.5117710974284679,106.3850054328142,2761,75.0,60
0,0.0010899497218368494,0.09160028964518464,33.27914554670529,2762,75.0,120
1,0.014083446218365346,0.14487504527345166,42.87848605577689,2761,75.0,120
2,0.04624972480448076,0.19195943498732343,50.28739587106121,2761,75.0,120
3,0.10035101726937233,0.2701919594349873,59.611372691053965,2761,75.0,120
4,0.1758675605317727,0.32524447663889894,64.6037667511771,2761,75.0,120
5,0.25862518306963256,0.36472292647591453,69.27073524085476,2761,75.0,120
6,0.35512689521285945,0.42701919594349874,81.84770010865628,2761,75.0,120
7,0.46576085835641295,0.46903295907279974,93.73496921405288,2761,75.0,120
8,0.5996893584318068,0.5269829771821803,108.31483158275987,2761,75.0,120
9,0.7983439867801314,0.6385367620427381,158.26928649040204,2761,75.0,120
0,6.176613178304962e-06,0.0,11.5197320782042,2762,100.0,5
1,1.1440257042086911e-05,0.0010865628395508873,12.836110105034408,2761,100.0,5
2,1.7686223118562898e-05,0.0,12.999909453096704,2761,100.0,5
3,2.649975390685073e-05,0.0003621876131836291,13.183448026077508,2761,100.0,5
4,4.039336427220567e-05,0.0007243752263672582,14.235874683085838,2761,100.0,5
5,6.49730427394968e-05,0.0010865628395508873,14.192593263310394,2761,100.0,5
6,0.00012032346394740208,0.002897500905469033,16.084208620065194,2761,100.0,5
7,0.0003404561277054424,0.009779065555957986,19.93869974646867,2761,100.0,5
8,0.0011769635568395721,0.006254886630179828,13.61219702892885,3837,100.0,5
9,0.03521724329302391,0.07952522255192879,41.42299703264095,1685,100.0,5
0,1.1784085641432677e-05,0.0,14.549239681390297,2762,100.0,10
1,2.279975359650626e-05,0.0003621876131836291,14.446758420862006,2761,100.0,10
2,3.5891684061384115e-05,0.0007243752263672582,15.575063382832306,2761,100.0,10
3,5.38976081405357e-05,0.0014487504527345165,16.026620789568998,2761,100.0,10
4,8.105156398050697e-05,0.0010865628395508873,16.827689243027887,2761,100.0,10
5,0.0001269710261746558,0.0018109380659181455,17.91479536399855,2761,100.0,10
6,0.0002159203891496925,0.003621876131836291,20.052245563201737,2761,100.0,10
7,0.00043365241558625294,0.010503440782325244,23.199474827960884,2761,100.0,10
8,0.001534292418563692,0.02390438247011952,28.80577689243028,2761,100.0,10
9,0.05824961113370415,0.12966316551973922,52.75624773632742,2761,100.0,10
0,2.4886070059009696e-05,0.000724112961622013,18.101466328747286,2762,100.0,20
1,5.7385310255899605e-05,0.0032596885186526622,18.945762404925752,2761,100.0,20
2,0.00010354671985278131,0.0050706265845708075,19.971568272365086,2761,100.0,20
3,0.00018230359138540918,0.009779065555957986,22.025624773632742,2761,100.0,20
4,0.00033234279102361457,0.009054690329590729,23.552517203911627,2761,100.0,20
5,0.0006343165853224211,0.017022817819630567,25.215411082940964,2761,100.0,20
6,0.0013201606490020868,0.0199203187250996,27.685892792466497,2761,100.0,20
7,0.0032866824131505545,0.030785947120608476,31.971568272365086,2761,100.0,20
8,0.014007775746967288,0.08257877580586744,42.31899674031148,2761,100.0,20
9,0.18253384424223065,0.23650851140890983,72.36399855124955,2761,100.0,20
0,3.4097492431966645e-05,0.002896451846488052,19.059377262853005,2762,100.0,30
1,9.175582134928632e-05,0.004708438971387179,21.212060847519016,2761,100.0,30
2,0.00022139869052603063,0.00796812749003984,23.734154291923215,2761,100.0,30
3,0.0005086366642943331,0.017385005432814196,26.209797174936618,2761,100.0,30
4,0.0010582412608372293,0.019195943498732344,27.542194856935893,2761,100.0,30
5,0.0023301720043829156,0.03549438609199566,31.996830858384644,2761,100.0,30
6,0.005602027772855295,0.05287939152480985,36.75534226729446,2761,100.0,30
7,0.014076880140554556,0.07026439695762404,41.23315827598696,2761,100.0,30
8,0.04880545358822878,0.14994567185802246,54.72709163346614,2761,100.0,30
9,0.30513964429611057,0.30134009416877944,84.84308221658819,2761,100.0,30
0,8.852439061168645e-05,0.005430847212165098,20.037653874004345,2762,100.0,60
1,0.00040815079088065787,0.02173125679101775,29.64559942049982,2761,100.0,60
2,0.0015435599270305397,0.030061571894241218,34.31238681637088,2761,100.0,60
3,0.004271991585412699,0.04273813835566823,36.18616443317639,2761,100.0,60
4,0.010577190319620604,0.057950018109380656,40.60095979717494,2761,100.0,60
5,0.023854713054486523,0.09996378123868163,46.81881564650489,2761,100.0,60
6,0.048298455498187016,0.13799348062296268,52.90148496921405,2761,100.0,60
7,0.0986996495671913,0.199203187250996,64.19051068453459,2761,100.0,60
8,0.21891591210850594,0.2980804056501268,81.85132198478811,2761,100.0,60
9,0.5384099034566199,0.4136182542557045,110.74837015574067,2761,100.0,60
0,0.00047543141161725375,0.029688631426502535,30.595220854453295,2762,100.0,120
1,0.0043985167839464875,0.07279971024990946,43.29282868525896,2761,100.0,120
2,0.01336302297417181,0.09996378123868163,49.701647953639984,2761,100.0,120
3,0.03275479255827688,0.1441506700470844,57.29219485693589,2761,100.0,120
4,0.06547196713242139,0.20137631293009778,63.89243027888446,2761,100.0,120
5,0.11370130708493084,0.22998913437160448,70.01919594349873,2761,100.0,120
6,0.18278029178934052,0.27816008692502714,78.4955632017385,2761,100.0,120
7,0.28876526807041886,0.3466135458167331,90.82669322709164,2761,100.0,120
8,0.4532088307918133,0.4444042013763129,112.73487866714959,2761,100.0,120
9,0.7407192819060644,0.5610286128214415,165.2480079681275,2761,100.0,120
