candidate_id,strategy_name,strategy_label,side,hmm_state,vol_bucket,zscore,base_tp,base_sl,base_rr,base_horizon,tp,sl,rr,horizon,tp_delta,sl_delta,h_delta,observations,wins,losses,ambiguous,unresolved,resolved,wr,resolution,expectancy,expectancy_all,profit_factor,net_r
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.0,2.0,3,-1.0,0.0,1,154,87,65,0,2,152,0.5723684210526315,0.987012987012987,0.7171052631578946,0.7077922077922078,2.6769230769230767,109.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.0,2.0,4,-1.0,0.0,2,154,87,65,0,2,152,0.5723684210526315,0.987012987012987,0.7171052631578946,0.7077922077922078,2.6769230769230767,109.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.5,1.6,1,-1.0,0.5,-1,154,77,57,0,20,134,0.5746268656716418,0.8701298701298701,0.4940298507462687,0.4298701298701299,2.16140350877193,66.2
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.5,1.6,2,-1.0,0.5,0,154,86,64,0,4,150,0.5733333333333334,0.974025974025974,0.4906666666666668,0.47792207792207786,2.15,73.6
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.5,1.6,3,-1.0,0.5,1,154,87,65,0,2,152,0.5723684210526315,0.987012987012987,0.488157894736842,0.4818181818181819,2.141538461538462,74.20000000000002
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.5,1.6,4,-1.0,0.5,2,154,87,65,0,2,152,0.5723684210526315,0.987012987012987,0.488157894736842,0.4818181818181819,2.141538461538462,74.20000000000002
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,1.5,3.3333333333333335,1,0.0,-0.5,-1,154,72,58,0,24,130,0.5538461538461539,0.8441558441558441,1.4000000000000001,1.1818181818181819,4.137931034482759,182.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,1.5,3.3333333333333335,2,0.0,-0.5,0,154,83,65,0,6,148,0.5608108108108109,0.961038961038961,1.4301801801801806,1.3744588744588746,4.256410256410256,211.66666666666669
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,1.5,3.3333333333333335,3,0.0,-0.5,1,154,83,67,0,4,150,0.5533333333333333,0.974025974025974,1.3977777777777778,1.3614718614718615,4.129353233830846,209.66666666666669
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,1.5,3.3333333333333335,4,0.0,-0.5,2,154,83,69,0,2,152,0.5460526315789473,0.987012987012987,1.3662280701754386,1.3484848484848486,4.009661835748792,207.66666666666669
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.0,2.5,1,0.0,0.0,-1,154,72,58,0,24,130,0.5538461538461539,0.8441558441558441,0.9384615384615385,0.7922077922077922,3.103448275862069,122.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.0,2.5,2,0.0,0.0,0,154,83,65,0,6,148,0.5608108108108109,0.961038961038961,0.962837837837838,0.9253246753246753,3.1923076923076925,142.5
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.0,2.5,3,0.0,0.0,1,154,83,67,0,4,150,0.5533333333333333,0.974025974025974,0.9366666666666666,0.9123376623376623,3.0970149253731343,140.5
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.0,2.5,4,0.0,0.0,2,154,83,67,0,4,150,0.5533333333333333,0.974025974025974,0.9366666666666666,0.9123376623376623,3.0970149253731343,140.5
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.5,2.0,1,0.0,0.5,-1,154,72,57,0,25,129,0.5581395348837209,0.8376623376623377,0.6744186046511628,0.564935064935065,2.526315789473684,87.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.5,2.0,2,0.0,0.5,0,154,83,65,0,6,148,0.5608108108108109,0.961038961038961,0.6824324324324326,0.6558441558441559,2.5538461538461537,101.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.5,2.0,3,0.0,0.5,1,154,83,66,0,5,149,0.5570469798657718,0.9675324675324676,0.6711409395973154,0.6493506493506493,2.515151515151515,100.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,5.0,2.5,2.0,4,0.0,0.5,2,154,84,66,0,4,150,0.56,0.974025974025974,0.6800000000000002,0.6623376623376623,2.5454545454545454,102.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,1.5,4.0,1,1.0,-0.5,-1,154,67,58,0,29,125,0.536,0.8116883116883117,1.6800000000000002,1.3636363636363635,4.620689655172414,210.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,1.5,4.0,2,1.0,-0.5,0,154,78,69,0,7,147,0.5306122448979592,0.9545454545454546,1.6530612244897962,1.577922077922078,4.521739130434782,243.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,1.5,4.0,3,1.0,-0.5,1,154,79,71,0,4,150,0.5266666666666666,0.974025974025974,1.633333333333333,1.5909090909090908,4.450704225352113,245.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,1.5,4.0,4,1.0,-0.5,2,154,79,73,0,2,152,0.5197368421052632,0.987012987012987,1.598684210526316,1.577922077922078,4.328767123287672,243.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.0,3.0,1,1.0,0.0,-1,154,67,58,0,29,125,0.536,0.8116883116883117,1.1440000000000001,0.9285714285714286,3.4655172413793105,143.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.0,3.0,2,1.0,0.0,0,154,78,69,0,7,147,0.5306122448979592,0.9545454545454546,1.1224489795918369,1.0714285714285714,3.391304347826087,165.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.0,3.0,3,1.0,0.0,1,154,79,71,0,4,150,0.5266666666666666,0.974025974025974,1.1066666666666665,1.077922077922078,3.3380281690140845,166.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.0,3.0,4,1.0,0.0,2,154,79,71,0,4,150,0.5266666666666666,0.974025974025974,1.1066666666666665,1.077922077922078,3.3380281690140845,166.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.5,2.4,1,1.0,0.5,-1,154,67,57,0,30,124,0.5403225806451613,0.8051948051948052,0.8370967741935482,0.6740259740259739,2.8210526315789473,103.79999999999998
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.5,2.4,2,1.0,0.5,0,154,78,69,0,7,147,0.5306122448979592,0.9545454545454546,0.8040816326530612,0.7675324675324675,2.7130434782608694,118.19999999999999
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.5,2.4,3,1.0,0.5,1,154,79,70,0,5,149,0.5302013422818792,0.9675324675324676,0.8026845637583893,0.7766233766233765,2.7085714285714286,119.6
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,6.0,2.5,2.4,4,1.0,0.5,2,154,80,70,0,4,150,0.5333333333333333,0.974025974025974,0.8133333333333334,0.7922077922077922,2.742857142857143,122.0
