candidate,event_id,window,timestamp,side,entry,zscore,tp,sl,rr,horizon,tp_level,sl_level,first_tp_bar,first_sl_bar,tp_hit,sl_hit,outcome,resolution,max_favorable_raw,max_adverse_raw
C1,393551,11,2022-11-07 19:58:00+00:00,LONG,10993.0,-2.2394853,50.0,12.5,4.0,3,11043.0,10980.5,,,False,False,UNRESOLVED,NEITHER,14.25,-4.25
C1,393605,11,2022-11-07 20:52:00+00:00,LONG,11013.25,-2.0773537,50.0,12.5,4.0,3,11063.25,11000.75,,,False,False,UNRESOLVED,NEITHER,1.75,7.75
C1,393608,11,2022-11-07 20:55:00+00:00,LONG,11005.5,-2.644401,50.0,12.5,4.0,3,11055.5,10993.0,,,False,False,UNRESOLVED,NEITHER,9.75,7.25
C1,393609,11,2022-11-07 20:56:00+00:00,LONG,10998.25,-3.0372257,50.0,12.5,4.0,3,11048.25,10985.75,,,False,False,UNRESOLVED,NEITHER,17.0,-13.5
C1,393902,11,2022-11-08 18:19:00+00:00,LONG,11184.75,-2.0482829,50.0,12.5,4.0,3,11234.75,11172.25,,1.0,False,True,LOSS,SL_ONLY,-17.0,43.25
C1,394299,11,2022-11-09 17:26:00+00:00,LONG,10948.5,-2.2835023,50.0,12.5,4.0,3,10998.5,10936.0,,,False,False,UNRESOLVED,NEITHER,10.0,-8.25
C1,394312,11,2022-11-09 17:39:00+00:00,LONG,10950.25,-2.1364634,50.0,12.5,4.0,3,11000.25,10937.75,,,False,False,UNRESOLVED,NEITHER,3.75,0.5
C1,394316,11,2022-11-09 17:43:00+00:00,LONG,10943.5,-2.385292,50.0,12.5,4.0,3,10993.5,10931.0,,,False,False,UNRESOLVED,NEITHER,8.5,-5.0
C1,394492,11,2022-11-09 20:39:00+00:00,LONG,10857.0,-2.3726969,50.0,12.5,4.0,3,10907.0,10844.5,,,False,False,UNRESOLVED,NEITHER,2.5,6.0
C1,394493,11,2022-11-09 20:40:00+00:00,LONG,10851.5,-2.7760558,50.0,12.5,4.0,3,10901.5,10839.0,,,False,False,UNRESOLVED,NEITHER,8.0,0.5
C1,394494,11,2022-11-09 20:41:00+00:00,LONG,10851.0,-2.4474292,50.0,12.5,4.0,3,10901.0,10838.5,,,False,False,UNRESOLVED,NEITHER,8.5,5.5
C1,394864,11,2022-11-10 19:21:00+00:00,LONG,11488.25,-3.1119888,50.0,12.5,4.0,3,11538.25,11475.75,,,False,False,UNRESOLVED,NEITHER,13.0,0.5
C1,394865,11,2022-11-10 19:22:00+00:00,LONG,11487.75,-2.7228863,50.0,12.5,4.0,3,11537.75,11475.25,,,False,False,UNRESOLVED,NEITHER,19.25,-8.5
C1,395023,11,2022-11-11 14:30:00+00:00,LONG,11613.25,-4.6625714,50.0,12.5,4.0,3,11663.25,11600.75,,2.0,False,True,LOSS,SL_ONLY,5.75,24.5
C1,395024,11,2022-11-11 14:31:00+00:00,LONG,11619.0,-3.1930404,50.0,12.5,4.0,3,11669.0,11606.5,,1.0,False,True,LOSS,SL_ONLY,-21.75,32.0
C1,395683,11,2022-11-14 18:00:00+00:00,LONG,11822.25,-2.2741327,50.0,12.5,4.0,3,11872.25,11809.75,,,False,False,UNRESOLVED,NEITHER,16.75,-6.5
C1,395785,11,2022-11-14 19:42:00+00:00,LONG,11859.25,-2.571329,50.0,12.5,4.0,3,11909.25,11846.75,,,False,False,UNRESOLVED,NEITHER,3.0,-1.25
C1,395786,11,2022-11-14 19:43:00+00:00,LONG,11861.0,-2.0431762,50.0,12.5,4.0,3,11911.0,11848.5,,,False,False,UNRESOLVED,NEITHER,1.25,7.75
C1,395789,11,2022-11-14 19:46:00+00:00,LONG,11853.25,-2.4428322,50.0,12.5,4.0,3,11903.25,11840.75,,,False,False,UNRESOLVED,NEITHER,-7.0,8.75
C1,395790,11,2022-11-14 19:47:00+00:00,LONG,11846.25,-2.7309573,50.0,12.5,4.0,3,11896.25,11833.75,,,False,False,UNRESOLVED,NEITHER,5.25,1.75
C1,395791,11,2022-11-14 19:48:00+00:00,LONG,11844.75,-2.4669023,50.0,12.5,4.0,3,11894.75,11832.25,,,False,False,UNRESOLVED,NEITHER,10.5,0.25
C1,395792,11,2022-11-14 19:49:00+00:00,LONG,11844.5,-2.1866555,50.0,12.5,4.0,3,11894.5,11832.0,,,False,False,UNRESOLVED,NEITHER,10.75,-5.75
C1,396710,11,2022-11-16 20:07:00+00:00,LONG,11739.0,-2.3951197,50.0,12.5,4.0,3,11789.0,11726.5,,1.0,False,True,LOSS,SL_ONLY,-12.0,14.5
C1,396711,11,2022-11-16 20:08:00+00:00,LONG,11725.5,-3.28657,50.0,12.5,4.0,3,11775.5,11713.0,,,False,False,UNRESOLVED,NEITHER,2.25,1.0
C1,396712,11,2022-11-16 20:09:00+00:00,LONG,11724.5,-2.7917867,50.0,12.5,4.0,3,11774.5,11712.0,,,False,False,UNRESOLVED,NEITHER,4.5,-2.5
C1,396713,11,2022-11-16 20:10:00+00:00,LONG,11727.0,-2.2347312,50.0,12.5,4.0,3,11777.0,11714.5,,,False,False,UNRESOLVED,NEITHER,2.0,-0.75
C1,397082,11,2022-11-17 18:49:00+00:00,LONG,11738.25,-2.1684647,50.0,12.5,4.0,3,11788.25,11725.75,,,False,False,UNRESOLVED,NEITHER,-1.0,9.75
C1,397083,11,2022-11-17 18:50:00+00:00,LONG,11737.25,-2.0807903,50.0,12.5,4.0,3,11787.25,11724.75,,,False,False,UNRESOLVED,NEITHER,-2.75,8.75
C1,397084,11,2022-11-17 18:51:00+00:00,LONG,11734.5,-2.1156104,50.0,12.5,4.0,3,11784.5,11722.0,,,False,False,UNRESOLVED,NEITHER,1.25,6.0
C1,397085,11,2022-11-17 18:52:00+00:00,LONG,11728.5,-2.3518884,50.0,12.5,4.0,3,11778.5,11716.0,,,False,False,UNRESOLVED,NEITHER,7.25,-3.75
C1,397102,11,2022-11-17 19:09:00+00:00,LONG,11715.25,-2.2011127,50.0,12.5,4.0,3,11765.25,11702.75,,3.0,False,True,LOSS,SL_ONLY,-6.5,13.25
C1,397103,11,2022-11-17 19:10:00+00:00,LONG,11708.75,-2.443936,50.0,12.5,4.0,3,11758.75,11696.25,,,False,False,UNRESOLVED,NEITHER,-3.0,6.75
C1,397104,11,2022-11-17 19:11:00+00:00,LONG,11703.75,-2.5689363,50.0,12.5,4.0,3,11753.75,11691.25,,,False,False,UNRESOLVED,NEITHER,2.0,1.75
C1,397105,11,2022-11-17 19:12:00+00:00,LONG,11702.0,-2.3741577,50.0,12.5,4.0,3,11752.0,11689.5,,,False,False,UNRESOLVED,NEITHER,3.75,8.0
C1,397108,11,2022-11-17 19:15:00+00:00,LONG,11694.0,-2.1955752,50.0,12.5,4.0,3,11744.0,11681.5,,,False,False,UNRESOLVED,NEITHER,-5.25,6.25
C1,397109,11,2022-11-17 19:16:00+00:00,LONG,11688.75,-2.208647,50.0,12.5,4.0,3,11738.75,11676.25,,,False,False,UNRESOLVED,NEITHER,0.0,1.0
C1,397110,11,2022-11-17 19:17:00+00:00,LONG,11687.75,-2.0328364,50.0,12.5,4.0,3,11737.75,11675.25,,,False,False,UNRESOLVED,NEITHER,1.0,8.75
C1,397138,11,2022-11-17 19:45:00+00:00,LONG,11668.75,-2.4495292,50.0,12.5,4.0,3,11718.75,11656.25,,,False,False,UNRESOLVED,NEITHER,17.0,-2.25
C1,397573,11,2022-11-18 19:30:00+00:00,LONG,11647.25,-2.022901,50.0,12.5,4.0,3,11697.25,11634.75,,,False,False,UNRESOLVED,NEITHER,4.75,5.0
C1,397574,11,2022-11-18 19:31:00+00:00,LONG,11642.25,-2.6126747,50.0,12.5,4.0,3,11692.25,11629.75,,,False,False,UNRESOLVED,NEITHER,9.75,-2.0
C1,397575,11,2022-11-18 19:32:00+00:00,LONG,11644.25,-2.0092852,50.0,12.5,4.0,3,11694.25,11631.75,,,False,False,UNRESOLVED,NEITHER,7.75,2.75
C1,397578,11,2022-11-18 19:35:00+00:00,LONG,11641.5,-2.037246,50.0,12.5,4.0,3,11691.5,11629.0,,,False,False,UNRESOLVED,NEITHER,1.5,-0.25
C1,397847,11,2022-11-21 16:34:00+00:00,LONG,11592.0,-2.0005577,50.0,12.5,4.0,3,11642.0,11579.5,,,False,False,UNRESOLVED,NEITHER,11.25,-5.75
C1,397900,11,2022-11-21 17:27:00+00:00,LONG,11562.0,-2.101424,50.0,12.5,4.0,3,11612.0,11549.5,,,False,False,UNRESOLVED,NEITHER,9.25,1.75
C1,397901,11,2022-11-21 17:28:00+00:00,LONG,11560.25,-2.1260579,50.0,12.5,4.0,3,11610.25,11547.75,,,False,False,UNRESOLVED,NEITHER,11.0,-1.25
C1,397931,11,2022-11-21 17:58:00+00:00,LONG,11555.5,-2.2095976,50.0,12.5,4.0,3,11605.5,11543.0,,,False,False,UNRESOLVED,NEITHER,7.5,-4.75
C1,398014,11,2022-11-21 19:21:00+00:00,LONG,11597.5,-2.088687,50.0,12.5,4.0,3,11647.5,11585.0,,,False,False,UNRESOLVED,NEITHER,-10.75,11.5
C1,398079,11,2022-11-21 20:26:00+00:00,LONG,11584.0,-2.0584517,50.0,12.5,4.0,3,11634.0,11571.5,,,False,False,UNRESOLVED,NEITHER,2.0,1.5
C1,398080,11,2022-11-21 20:27:00+00:00,LONG,11582.5,-2.046635,50.0,12.5,4.0,3,11632.5,11570.0,,,False,False,UNRESOLVED,NEITHER,15.0,-0.5
C1,398295,11,2022-11-22 16:32:00+00:00,LONG,11629.5,-2.115919,50.0,12.5,4.0,3,11679.5,11617.0,,,False,False,UNRESOLVED,NEITHER,2.0,8.5
C1,398296,11,2022-11-22 16:33:00+00:00,LONG,11626.75,-2.3097126,50.0,12.5,4.0,3,11676.75,11614.25,,,False,False,UNRESOLVED,NEITHER,4.75,5.75
C1,398298,11,2022-11-22 16:35:00+00:00,LONG,11621.0,-2.7553344,50.0,12.5,4.0,3,11671.0,11608.5,,,False,False,UNRESOLVED,NEITHER,10.75,-1.0
C1,398299,11,2022-11-22 16:36:00+00:00,LONG,11623.0,-2.1763997,50.0,12.5,4.0,3,11673.0,11610.5,,,False,False,UNRESOLVED,NEITHER,8.75,1.0
C1,398300,11,2022-11-22 16:37:00+00:00,LONG,11622.0,-2.0614183,50.0,12.5,4.0,3,11672.0,11609.5,,,False,False,UNRESOLVED,NEITHER,13.0,-9.25
C1,398738,11,2022-11-23 16:25:00+00:00,LONG,11864.75,-2.5661757,50.0,12.5,4.0,3,11914.75,11852.25,,,False,False,UNRESOLVED,NEITHER,1.0,9.5
C1,398739,11,2022-11-23 16:26:00+00:00,LONG,11855.25,-3.4521523,50.0,12.5,4.0,3,11905.25,11842.75,,,False,False,UNRESOLVED,NEITHER,10.5,-4.75
C1,398740,11,2022-11-23 16:27:00+00:00,LONG,11860.0,-2.3310647,50.0,12.5,4.0,3,11910.0,11847.5,,,False,False,UNRESOLVED,NEITHER,5.75,0.5
C1,398744,11,2022-11-23 16:31:00+00:00,LONG,11848.5,-2.8157866,50.0,12.5,4.0,3,11898.5,11836.0,,,False,False,UNRESOLVED,NEITHER,7.75,-5.0
C1,398760,11,2022-11-23 16:47:00+00:00,LONG,11839.5,-2.0470023,50.0,12.5,4.0,3,11889.5,11827.0,,2.0,False,True,LOSS,SL_ONLY,-10.0,16.75
C1,398765,11,2022-11-23 16:52:00+00:00,LONG,11824.25,-2.063794,50.0,12.5,4.0,3,11874.25,11811.75,,2.0,False,True,LOSS,SL_ONLY,2.25,39.25
C1,398825,11,2022-11-23 17:52:00+00:00,LONG,11781.0,-2.1029608,50.0,12.5,4.0,3,11831.0,11768.5,,1.0,False,True,LOSS,SL_ONLY,-9.75,14.0
C1,398986,11,2022-11-23 20:33:00+00:00,LONG,11857.75,-2.062001,50.0,12.5,4.0,3,11907.75,11845.25,,,False,False,UNRESOLVED,NEITHER,5.25,3.25
C1,398987,11,2022-11-23 20:34:00+00:00,LONG,11856.75,-2.1155756,50.0,12.5,4.0,3,11906.75,11844.25,,,False,False,UNRESOLVED,NEITHER,6.25,2.25
C1,398988,11,2022-11-23 20:35:00+00:00,LONG,11854.5,-2.1862593,50.0,12.5,4.0,3,11904.5,11842.0,,,False,False,UNRESOLVED,NEITHER,8.5,-7.25
C1,398998,11,2022-11-23 20:45:00+00:00,LONG,11847.25,-2.0026822,50.0,12.5,4.0,3,11897.25,11834.75,,,False,False,UNRESOLVED,NEITHER,0.0,0.5
C1,399351,11,2022-11-25 15:38:00+00:00,LONG,11800.25,-2.2615283,50.0,12.5,4.0,3,11850.25,11787.75,,,False,False,UNRESOLVED,NEITHER,4.25,-1.75
C1,399597,11,2022-11-28 15:59:00+00:00,LONG,11684.5,-2.02833,50.0,12.5,4.0,3,11734.5,11672.0,,,False,False,UNRESOLVED,NEITHER,13.5,-10.0
C1,399606,11,2022-11-28 16:08:00+00:00,LONG,11677.75,-2.1135657,50.0,12.5,4.0,3,11727.75,11665.25,,,False,False,UNRESOLVED,NEITHER,13.25,-3.75
C1,400189,11,2022-11-29 18:21:00+00:00,LONG,11499.5,-2.148703,50.0,12.5,4.0,3,11549.5,11487.0,,,False,False,UNRESOLVED,NEITHER,1.5,1.75
C1,400193,11,2022-11-29 18:25:00+00:00,LONG,11487.0,-2.3102324,50.0,12.5,4.0,3,11537.0,11474.5,,,False,False,UNRESOLVED,NEITHER,1.5,1.75
C1,400194,11,2022-11-29 18:26:00+00:00,LONG,11488.5,-2.0244257,50.0,12.5,4.0,3,11538.5,11476.0,,,False,False,UNRESOLVED,NEITHER,-3.0,8.25
C1,400195,11,2022-11-29 18:27:00+00:00,LONG,11485.5,-2.0393746,50.0,12.5,4.0,3,11535.5,11473.0,,,False,False,UNRESOLVED,NEITHER,-0.25,5.25
C1,400197,11,2022-11-29 18:29:00+00:00,LONG,11480.25,-2.0194314,50.0,12.5,4.0,3,11530.25,11467.75,,,False,False,UNRESOLVED,NEITHER,2.0,1.0
C1,400258,11,2022-11-29 19:30:00+00:00,LONG,11506.0,-2.170014,50.0,12.5,4.0,3,11556.0,11493.5,,,False,False,UNRESOLVED,NEITHER,0.5,4.5
C1,400259,11,2022-11-29 19:31:00+00:00,LONG,11501.5,-2.2448301,50.0,12.5,4.0,3,11551.5,11489.0,,,False,False,UNRESOLVED,NEITHER,5.0,-2.75
C1,400564,11,2022-11-30 17:06:00+00:00,LONG,11554.75,-2.0396755,50.0,12.5,4.0,3,11604.75,11542.25,,,False,False,UNRESOLVED,NEITHER,-1.0,6.25
C1,400566,11,2022-11-30 17:08:00+00:00,LONG,11548.5,-2.516813,50.0,12.5,4.0,3,11598.5,11536.0,,,False,False,UNRESOLVED,NEITHER,3.25,1.75
C1,400569,11,2022-11-30 17:11:00+00:00,LONG,11546.75,-2.1397042,50.0,12.5,4.0,3,11596.75,11534.25,,,False,False,UNRESOLVED,NEITHER,0.25,1.0
C1,400574,11,2022-11-30 17:16:00+00:00,LONG,11537.0,-2.3321483,50.0,12.5,4.0,3,11587.0,11524.5,,3.0,False,True,LOSS,SL_ONLY,-8.25,16.25
C1,400575,11,2022-11-30 17:17:00+00:00,LONG,11528.75,-2.7395499,50.0,12.5,4.0,3,11578.75,11516.25,,3.0,False,True,LOSS,SL_ONLY,-3.25,18.0
C1,400576,11,2022-11-30 17:18:00+00:00,LONG,11525.5,-2.6069648,50.0,12.5,4.0,3,11575.5,11513.0,,2.0,False,True,LOSS,SL_ONLY,-4.75,26.5
C1,400577,11,2022-11-30 17:19:00+00:00,LONG,11520.75,-2.6042001,50.0,12.5,4.0,3,11570.75,11508.25,,2.0,False,True,LOSS,SL_ONLY,-8.75,21.75
C1,401204,11,2022-12-01 20:16:00+00:00,LONG,12065.0,-2.08731,50.0,12.5,4.0,3,12115.0,12052.5,,,False,False,UNRESOLVED,NEITHER,-0.75,8.5
C1,401205,11,2022-12-01 20:17:00+00:00,LONG,12064.0,-2.1675248,50.0,12.5,4.0,3,12114.0,12051.5,,,False,False,UNRESOLVED,NEITHER,0.25,7.5
C1,401206,11,2022-12-01 20:18:00+00:00,LONG,12056.5,-2.8030937,50.0,12.5,4.0,3,12106.5,12044.0,,,False,False,UNRESOLVED,NEITHER,7.75,-0.25
C1,401209,11,2022-12-01 20:21:00+00:00,LONG,12056.75,-2.1168318,50.0,12.5,4.0,3,12106.75,12044.25,,,False,False,UNRESOLVED,NEITHER,4.75,1.5
C1,401210,11,2022-12-01 20:22:00+00:00,LONG,12055.25,-2.026828,50.0,12.5,4.0,3,12105.25,12042.75,,,False,False,UNRESOLVED,NEITHER,6.25,0.0
C1,401498,11,2022-12-02 17:40:00+00:00,LONG,11917.75,-2.1288931,50.0,12.5,4.0,3,11967.75,11905.25,,,False,False,UNRESOLVED,NEITHER,15.5,-1.75
C1,401525,11,2022-12-02 18:07:00+00:00,LONG,11909.0,-2.295391,50.0,12.5,4.0,3,11959.0,11896.5,,,False,False,UNRESOLVED,NEITHER,-1.25,11.5
C1,401526,11,2022-12-02 18:08:00+00:00,LONG,11907.75,-2.173573,50.0,12.5,4.0,3,11957.75,11895.25,,,False,False,UNRESOLVED,NEITHER,-3.75,10.25
C1,401527,11,2022-12-02 18:09:00+00:00,LONG,11904.0,-2.3232486,50.0,12.5,4.0,3,11954.0,11891.5,,,False,False,UNRESOLVED,NEITHER,0.0,6.5
C1,401528,11,2022-12-02 18:10:00+00:00,LONG,11897.5,-2.6249497,50.0,12.5,4.0,3,11947.5,11885.0,,,False,False,UNRESOLVED,NEITHER,18.25,-5.0
C1,401870,11,2022-12-05 16:22:00+00:00,LONG,11894.0,-2.1155808,50.0,12.5,4.0,3,11944.0,11881.5,,,False,False,UNRESOLVED,NEITHER,1.25,6.75
C1,401873,11,2022-12-05 16:25:00+00:00,LONG,11887.25,-2.0634534,50.0,12.5,4.0,3,11937.25,11874.75,,,False,False,UNRESOLVED,NEITHER,4.75,-0.25
C1,401883,11,2022-12-05 16:35:00+00:00,LONG,11852.5,-2.023157,50.0,12.5,4.0,3,11902.5,11840.0,,,False,False,UNRESOLVED,NEITHER,15.25,-1.25
C1,402018,11,2022-12-05 18:50:00+00:00,LONG,11816.25,-2.2299843,50.0,12.5,4.0,3,11866.25,11803.75,,,False,False,UNRESOLVED,NEITHER,-2.75,5.75
C1,402019,11,2022-12-05 18:51:00+00:00,LONG,11813.5,-2.284325,50.0,12.5,4.0,3,11863.5,11801.0,,,False,False,UNRESOLVED,NEITHER,-2.5,3.0
C1,402020,11,2022-12-05 18:52:00+00:00,LONG,11810.5,-2.3673973,50.0,12.5,4.0,3,11860.5,11798.0,,,False,False,UNRESOLVED,NEITHER,0.5,7.5
C1,402021,11,2022-12-05 18:53:00+00:00,LONG,11811.0,-2.0826292,50.0,12.5,4.0,3,11861.0,11798.5,,3.0,False,True,LOSS,SL_ONLY,0.0,18.25
C1,402023,11,2022-12-05 18:55:00+00:00,LONG,11803.0,-2.3743064,50.0,12.5,4.0,3,11853.0,11790.5,,2.0,False,True,LOSS,SL_ONLY,-10.25,16.75
C1,402024,11,2022-12-05 18:56:00+00:00,LONG,11792.75,-2.748688,50.0,12.5,4.0,3,11842.75,11780.25,,,False,False,UNRESOLVED,NEITHER,-3.75,9.5
C1,402025,11,2022-12-05 18:57:00+00:00,LONG,11789.0,-2.5852985,50.0,12.5,4.0,3,11839.0,11776.5,,,False,False,UNRESOLVED,NEITHER,-2.75,8.0
C1,402026,11,2022-12-05 18:58:00+00:00,LONG,11786.25,-2.3922982,50.0,12.5,4.0,3,11836.25,11773.75,,,False,False,UNRESOLVED,NEITHER,-3.0,10.75
C1,402027,11,2022-12-05 18:59:00+00:00,LONG,11783.25,-2.248405,50.0,12.5,4.0,3,11833.25,11770.75,,,False,False,UNRESOLVED,NEITHER,-2.25,9.5
C1,402028,11,2022-12-05 19:00:00+00:00,LONG,11781.0,-2.1006367,50.0,12.5,4.0,3,11831.0,11768.5,,,False,False,UNRESOLVED,NEITHER,3.0,7.25
C1,402029,11,2022-12-05 19:01:00+00:00,LONG,11775.5,-2.1086338,50.0,12.5,4.0,3,11825.5,11763.0,,,False,False,UNRESOLVED,NEITHER,8.5,1.75
C1,402060,11,2022-12-05 19:32:00+00:00,LONG,11761.75,-2.09622,50.0,12.5,4.0,3,11811.75,11749.25,,,False,False,UNRESOLVED,NEITHER,1.25,3.25
C1,402414,11,2022-12-06 17:56:00+00:00,LONG,11584.5,-2.7125022,50.0,12.5,4.0,3,11634.5,11572.0,,,False,False,UNRESOLVED,NEITHER,4.5,-2.5
C1,402421,11,2022-12-06 18:03:00+00:00,LONG,11580.25,-2.4204612,50.0,12.5,4.0,3,11630.25,11567.75,,,False,False,UNRESOLVED,NEITHER,6.5,-1.0
C1,402424,11,2022-12-06 18:06:00+00:00,LONG,11581.25,-2.0607753,50.0,12.5,4.0,3,11631.25,11568.75,,3.0,False,True,LOSS,SL_ONLY,-6.5,20.0
C1,402425,11,2022-12-06 18:07:00+00:00,LONG,11574.25,-2.7345514,50.0,12.5,4.0,3,11624.25,11561.75,,2.0,False,True,LOSS,SL_ONLY,0.5,13.0
C1,402426,11,2022-12-06 18:08:00+00:00,LONG,11574.75,-2.329295,50.0,12.5,4.0,3,11624.75,11562.25,,1.0,False,True,LOSS,SL_ONLY,-3.75,13.5
C1,402427,11,2022-12-06 18:09:00+00:00,LONG,11561.25,-3.2546797,50.0,12.5,4.0,3,11611.25,11548.75,,,False,False,UNRESOLVED,NEITHER,9.75,-1.0
C1,402429,11,2022-12-06 18:11:00+00:00,LONG,11562.25,-2.478511,50.0,12.5,4.0,3,11612.25,11549.75,,,False,False,UNRESOLVED,NEITHER,12.25,-1.25
C1,402430,11,2022-12-06 18:12:00+00:00,LONG,11563.5,-2.0883644,50.0,12.5,4.0,3,11613.5,11551.0,,,False,False,UNRESOLVED,NEITHER,11.0,-1.0
C1,402484,11,2022-12-06 19:06:00+00:00,LONG,11548.5,-2.1954787,50.0,12.5,4.0,3,11598.5,11536.0,,,False,False,UNRESOLVED,NEITHER,0.5,4.25
C1,402485,11,2022-12-06 19:07:00+00:00,LONG,11544.25,-2.351792,50.0,12.5,4.0,3,11594.25,11531.75,,,False,False,UNRESOLVED,NEITHER,4.75,-0.5
C1,402503,11,2022-12-06 19:25:00+00:00,LONG,11527.0,-2.0005753,50.0,12.5,4.0,3,11577.0,11514.5,,,False,False,UNRESOLVED,NEITHER,1.5,8.0
C1,402505,11,2022-12-06 19:27:00+00:00,LONG,11521.75,-2.087829,50.0,12.5,4.0,3,11571.75,11509.25,,,False,False,UNRESOLVED,NEITHER,-2.75,7.75
C1,402506,11,2022-12-06 19:28:00+00:00,LONG,11519.0,-2.1513224,50.0,12.5,4.0,3,11569.0,11506.5,,,False,False,UNRESOLVED,NEITHER,-2.0,6.25
C1,402507,11,2022-12-06 19:29:00+00:00,LONG,11517.0,-2.1611743,50.0,12.5,4.0,3,11567.0,11504.5,,,False,False,UNRESOLVED,NEITHER,-3.0,6.25
C1,402508,11,2022-12-06 19:30:00+00:00,LONG,11514.0,-2.1775467,50.0,12.5,4.0,3,11564.0,11501.5,,,False,False,UNRESOLVED,NEITHER,-1.25,9.0
C1,402509,11,2022-12-06 19:31:00+00:00,LONG,11512.75,-2.0507727,50.0,12.5,4.0,3,11562.75,11500.25,,,False,False,UNRESOLVED,NEITHER,-2.0,7.75
C1,402511,11,2022-12-06 19:33:00+00:00,LONG,11505.0,-2.1422071,50.0,12.5,4.0,3,11555.0,11492.5,,,False,False,UNRESOLVED,NEITHER,4.25,0.75
C1,402918,11,2022-12-07 18:50:00+00:00,LONG,11518.5,-2.3813674,50.0,12.5,4.0,3,11568.5,11506.0,,,False,False,UNRESOLVED,NEITHER,3.5,5.25
C1,402919,11,2022-12-07 18:51:00+00:00,LONG,11513.25,-2.670115,50.0,12.5,4.0,3,11563.25,11500.75,,,False,False,UNRESOLVED,NEITHER,8.75,-8.0
C1,402924,11,2022-12-07 18:56:00+00:00,LONG,11510.0,-2.2368503,50.0,12.5,4.0,3,11560.0,11497.5,,,False,False,UNRESOLVED,NEITHER,-0.25,3.0
C1,402925,11,2022-12-07 18:57:00+00:00,LONG,11509.75,-2.033393,50.0,12.5,4.0,3,11559.75,11497.25,,,False,False,UNRESOLVED,NEITHER,0.0,2.75
C1,402929,11,2022-12-07 19:01:00+00:00,LONG,11498.5,-2.3209455,50.0,12.5,4.0,3,11548.5,11486.0,,1.0,False,True,LOSS,SL_ONLY,-6.0,13.5
C1,402930,11,2022-12-07 19:02:00+00:00,LONG,11485.25,-2.8810375,50.0,12.5,4.0,3,11535.25,11472.75,,,False,False,UNRESOLVED,NEITHER,10.0,0.25
C1,402931,11,2022-12-07 19:03:00+00:00,LONG,11485.0,-2.4926403,50.0,12.5,4.0,3,11535.0,11472.5,,,False,False,UNRESOLVED,NEITHER,11.0,-7.5
C1,402986,11,2022-12-07 19:58:00+00:00,LONG,11492.75,-2.2829428,50.0,12.5,4.0,3,11542.75,11480.25,,,False,False,UNRESOLVED,NEITHER,12.25,-7.5
C1,402997,11,2022-12-07 20:09:00+00:00,LONG,11488.0,-2.201649,50.0,12.5,4.0,3,11538.0,11475.5,,,False,False,UNRESOLVED,NEITHER,2.75,-0.25
C1,403006,11,2022-12-07 20:18:00+00:00,LONG,11482.25,-2.0228956,50.0,12.5,4.0,3,11532.25,11469.75,,,False,False,UNRESOLVED,NEITHER,5.0,5.5
C1,403008,11,2022-12-07 20:20:00+00:00,LONG,11476.75,-2.2506754,50.0,12.5,4.0,3,11526.75,11464.25,,,False,False,UNRESOLVED,NEITHER,8.25,-0.5
C1,403378,11,2022-12-08 19:00:00+00:00,LONG,11641.5,-2.1031513,50.0,12.5,4.0,3,11691.5,11629.0,,1.0,False,True,LOSS,SL_ONLY,-13.0,17.0
C1,403486,11,2022-12-08 20:48:00+00:00,LONG,11622.25,-2.277589,50.0,12.5,4.0,3,11672.25,11609.75,,,False,False,UNRESOLVED,NEITHER,0.75,6.25
C1,403487,11,2022-12-08 20:49:00+00:00,LONG,11620.75,-2.164843,50.0,12.5,4.0,3,11670.75,11608.25,,,False,False,UNRESOLVED,NEITHER,11.75,4.75
C1,403488,11,2022-12-08 20:50:00+00:00,LONG,11616.0,-2.2886178,50.0,12.5,4.0,3,11666.0,11603.5,,,False,False,UNRESOLVED,NEITHER,16.5,-7.0
C1,403768,11,2022-12-09 18:00:00+00:00,LONG,11674.0,-2.1299748,50.0,12.5,4.0,3,11724.0,11661.5,,,False,False,UNRESOLVED,NEITHER,-2.0,12.0
C1,403769,11,2022-12-09 18:01:00+00:00,LONG,11672.0,-2.0601323,50.0,12.5,4.0,3,11722.0,11659.5,,,False,False,UNRESOLVED,NEITHER,-3.5,10.0
C1,403770,11,2022-12-09 18:02:00+00:00,LONG,11662.0,-2.5009966,50.0,12.5,4.0,3,11712.0,11649.5,,,False,False,UNRESOLVED,NEITHER,6.5,3.0
C1,403773,11,2022-12-09 18:05:00+00:00,LONG,11659.0,-2.0514805,50.0,12.5,4.0,3,11709.0,11646.5,,,False,False,UNRESOLVED,NEITHER,3.0,4.25
C1,403779,11,2022-12-09 18:11:00+00:00,LONG,11640.75,-2.123912,50.0,12.5,4.0,3,11690.75,11628.25,,,False,False,UNRESOLVED,NEITHER,5.75,2.75
C1,403780,11,2022-12-09 18:12:00+00:00,LONG,11638.0,-2.0422285,50.0,12.5,4.0,3,11688.0,11625.5,,,False,False,UNRESOLVED,NEITHER,12.25,-6.25
C1,403834,11,2022-12-09 19:06:00+00:00,LONG,11638.75,-2.1984391,50.0,12.5,4.0,3,11688.75,11626.25,,,False,False,UNRESOLVED,NEITHER,8.25,-6.25
C1,403870,11,2022-12-09 19:42:00+00:00,LONG,11651.75,-2.2753048,50.0,12.5,4.0,3,11701.75,11639.25,,,False,False,UNRESOLVED,NEITHER,4.5,-2.25
