candidate,event_id,window,timestamp,side,zscore,tp,sl,rr,horizon,first_tp_bar,first_sl_bar,tp_hit,sl_hit,outcome,resolution,terminal_favorable,terminal_adverse
A1,143838,4,2020-08-21 15:34:00-04:00,LONG,-2.164047,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.75,5.5
A1,145952,4,2020-08-28 14:33:00-04:00,LONG,-2.0388303,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.75,0.0
A1,145953,4,2020-08-28 14:34:00-04:00,LONG,-2.2341895,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.75,0.75
A1,159343,5,2020-10-12 16:59:00-04:00,LONG,-2.0656545,50.0,12.5,4.0,3,1.0,,True,False,WIN,TP_ONLY,45.5,0.0
A1,161077,5,2020-10-16 16:53:00-04:00,LONG,-2.256266,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.0,0.25
A1,161078,5,2020-10-16 16:54:00-04:00,LONG,-2.0877354,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.25,0.0
A1,161519,5,2020-10-20 09:30:00-04:00,LONG,-2.9428294,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,36.75,0.0
A1,161520,5,2020-10-20 09:31:00-04:00,LONG,-2.3512056,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,29.0,0.0
A1,163153,5,2020-10-23 14:59:00-04:00,LONG,-2.1762514,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.0,2.25
A1,167470,5,2020-11-06 14:26:00-05:00,LONG,-2.3137662,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.25,1.5
A1,168684,5,2020-11-11 12:55:00-05:00,LONG,-2.0234911,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,6.5
A1,168685,5,2020-11-11 12:56:00-05:00,LONG,-2.477945,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,0.25
A1,168686,5,2020-11-11 12:57:00-05:00,LONG,-2.3981872,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.25,0.0
A1,169634,5,2020-11-13 14:15:00-05:00,LONG,-2.138326,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,18.0,0.0
A1,170116,5,2020-11-16 15:02:00-05:00,LONG,-2.1765583,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.25,4.5
A1,170117,5,2020-11-16 15:03:00-05:00,LONG,-2.0438063,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,3.0
A1,170324,5,2020-11-17 11:15:00-05:00,LONG,-2.0429394,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,5.25
A1,170325,5,2020-11-17 11:16:00-05:00,LONG,-2.257546,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.75,7.5
A1,170326,5,2020-11-17 11:17:00-05:00,LONG,-2.1508377,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,16.75
A1,170327,5,2020-11-17 11:18:00-05:00,LONG,-2.107345,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,16.75
A1,170328,5,2020-11-17 11:19:00-05:00,LONG,-2.35322,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,12.75
A1,170654,5,2020-11-18 09:30:00-05:00,LONG,-2.4026759,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,1.5,19.75
A1,170655,5,2020-11-18 09:31:00-05:00,LONG,-2.4421332,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.5,13.75
A1,170764,5,2020-11-18 11:20:00-05:00,LONG,-2.34225,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,0.0
A1,170768,5,2020-11-18 11:24:00-05:00,LONG,-2.1737592,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.75,1.0
A1,171192,5,2020-11-19 11:13:00-05:00,LONG,-2.112485,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,0.0
A1,171445,5,2020-11-19 15:26:00-05:00,LONG,-2.12708,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.25,0.0
A1,172210,5,2020-11-23 13:41:00-05:00,LONG,-2.1117365,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,8.0
A1,172211,5,2020-11-23 13:42:00-05:00,LONG,-3.0999355,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.0,3.25
A1,172212,5,2020-11-23 13:43:00-05:00,LONG,-2.7589374,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.5,1.5
A1,172213,5,2020-11-23 13:44:00-05:00,LONG,-2.3869987,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.75,0.5
A1,172214,5,2020-11-23 13:45:00-05:00,LONG,-2.2590258,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,15.75,0.0
A1,172326,5,2020-11-23 15:37:00-05:00,LONG,-2.0789013,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.75,0.0
A1,172327,5,2020-11-23 15:38:00-05:00,LONG,-2.0362473,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,14.5,0.0
A1,173584,5,2020-11-27 11:20:00-05:00,LONG,-2.4022644,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,5.75
A1,173614,5,2020-11-27 11:50:00-05:00,LONG,-2.0946379,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,7.75
A1,173615,5,2020-11-27 11:51:00-05:00,LONG,-2.1928566,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.0,2.0
A1,173616,5,2020-11-27 11:52:00-05:00,LONG,-2.0678127,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.0,1.0
A1,174762,5,2020-12-02 12:43:00-05:00,LONG,-2.0939043,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,9.75
A1,174781,5,2020-12-02 13:02:00-05:00,LONG,-2.1321201,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.25,0.0
A1,174928,5,2020-12-02 15:29:00-05:00,LONG,-2.0662282,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.0,4.5
A1,175199,5,2020-12-03 12:45:00-05:00,LONG,-2.1307225,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.75,6.75
A1,175200,5,2020-12-03 12:46:00-05:00,LONG,-2.0605104,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.75,1.0
A1,175201,5,2020-12-03 12:47:00-05:00,LONG,-2.668869,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,10.5,0.0
A1,175373,5,2020-12-03 15:39:00-05:00,LONG,-2.6263285,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,34.5
A1,176910,5,2020-12-09 12:16:00-05:00,LONG,-2.4799545,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,12.75
A1,176911,5,2020-12-09 12:17:00-05:00,LONG,-2.3299572,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,13.25
A1,177323,5,2020-12-10 11:54:00-05:00,LONG,-2.149255,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,15.75
A1,178229,5,2020-12-14 12:30:00-05:00,LONG,-2.284456,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,5.75
A1,178230,5,2020-12-14 12:31:00-05:00,LONG,-2.4380732,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.75,0.0
A1,178231,5,2020-12-14 12:32:00-05:00,LONG,-2.2430358,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.75,0.0
A1,178238,5,2020-12-14 12:39:00-05:00,LONG,-2.3078158,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,6.75
A1,178239,5,2020-12-14 12:40:00-05:00,LONG,-2.3665874,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.25,5.5
A1,178240,5,2020-12-14 12:41:00-05:00,LONG,-2.2804077,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.0,0.0
A1,178241,5,2020-12-14 12:42:00-05:00,LONG,-2.2611177,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.0,0.0
A1,179308,5,2020-12-16 15:59:00-05:00,LONG,-2.0207596,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.75,0.25
A1,179443,5,2020-12-17 10:59:00-05:00,LONG,-2.353924,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.5,0.0
A1,179444,5,2020-12-17 11:00:00-05:00,LONG,-2.0102792,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.75,0.0
A1,179498,5,2020-12-17 11:54:00-05:00,LONG,-2.0668168,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,10.75,0.0
A1,179890,5,2020-12-18 11:11:00-05:00,LONG,-2.025945,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,26.75
A1,180554,5,2020-12-21 15:00:00-05:00,LONG,-2.1122959,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,1.5
A1,180560,5,2020-12-21 15:06:00-05:00,LONG,-2.2078578,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,14.0
A1,180561,5,2020-12-21 15:07:00-05:00,LONG,-2.6148767,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,12.75
A1,180971,5,2020-12-22 14:42:00-05:00,LONG,-2.0501182,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.25,0.75
A1,181670,5,2020-12-24 11:51:00-05:00,LONG,-2.3630738,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.75,0.0
A1,182344,5,2020-12-29 12:05:00-05:00,LONG,-2.0353205,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,2.0
A1,182506,5,2020-12-29 14:47:00-05:00,LONG,-2.1944752,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,15.25,0.0
A1,182571,5,2020-12-29 15:52:00-05:00,LONG,-2.2896702,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,8.75
A1,182573,5,2020-12-29 15:54:00-05:00,LONG,-2.285966,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.0,3.5
A1,183125,5,2020-12-31 10:36:00-05:00,LONG,-2.026425,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.0,0.0
A1,184078,5,2021-01-05 11:59:00-05:00,LONG,-2.6869733,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,4.0
A1,184079,5,2021-01-05 12:00:00-05:00,LONG,-3.1121721,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.75,6.5
A1,184551,5,2021-01-06 12:37:00-05:00,LONG,-2.0501754,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.75,5.75
A1,184552,5,2021-01-06 12:38:00-05:00,LONG,-2.3754642,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.0,0.0
A1,184946,5,2021-01-07 11:57:00-05:00,LONG,-2.0375667,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.25,1.25
A1,184947,5,2021-01-07 11:58:00-05:00,LONG,-2.1956193,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.0,0.0
A1,185229,5,2021-01-07 16:55:00-05:00,LONG,-2.3417773,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.25,0.0
A1,186399,5,2021-01-12 14:25:00-05:00,LONG,-2.1808276,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.75,0.0
A1,186471,5,2021-01-12 15:37:00-05:00,LONG,-2.0003512,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,16.75,0.0
A1,186692,5,2021-01-13 12:03:00-05:00,LONG,-2.156776,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.75,6.75
A1,186693,5,2021-01-13 12:04:00-05:00,LONG,-2.066664,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.75,0.0
A1,186694,5,2021-01-13 12:05:00-05:00,LONG,-2.1949828,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
A1,186892,5,2021-01-13 15:23:00-05:00,LONG,-2.0738237,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,0.5
A1,187085,5,2021-01-14 11:21:00-05:00,LONG,-2.2157214,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.5,8.25
A1,187087,5,2021-01-14 11:23:00-05:00,LONG,-2.0696218,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,1.0
A1,187127,5,2021-01-14 12:03:00-05:00,LONG,-2.1342406,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.75,1.0
A1,187169,5,2021-01-14 12:45:00-05:00,LONG,-2.2213445,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.75,0.0
A1,187739,6,2021-01-15 15:00:00-05:00,LONG,-2.1009583,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,14.0,0.0
A1,189056,6,2021-01-21 11:42:00-05:00,LONG,-2.0507874,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.25,0.0
A1,189057,6,2021-01-21 11:43:00-05:00,LONG,-2.028238,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,13.75,0.0
A1,189086,6,2021-01-21 12:12:00-05:00,LONG,-2.054084,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,18.25
A1,189484,6,2021-01-22 11:35:00-05:00,LONG,-2.0104656,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
A1,190135,6,2021-01-25 15:11:00-05:00,LONG,-2.282618,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,20.25
A1,190420,6,2021-01-26 12:41:00-05:00,LONG,-2.1119833,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.5,1.75
A1,191376,6,2021-01-28 14:07:00-05:00,LONG,-2.3238826,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,14.0
A1,191377,6,2021-01-28 14:08:00-05:00,LONG,-2.1472373,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,21.75
A1,191383,6,2021-01-28 14:14:00-05:00,LONG,-2.0528722,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,11.75
A1,191385,6,2021-01-28 14:16:00-05:00,LONG,-2.0818615,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,20.75,0.0
A1,191386,6,2021-01-28 14:17:00-05:00,LONG,-2.086794,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.5,0.0
A1,193068,6,2021-02-03 13:19:00-05:00,LONG,-2.1029663,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.5,0.0
A1,193082,6,2021-02-03 13:33:00-05:00,LONG,-2.103557,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,19.5,0.0
A1,193815,6,2021-02-05 11:16:00-05:00,LONG,-2.0035703,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,0.0
A1,194251,6,2021-02-08 11:17:00-05:00,LONG,-2.036641,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.75,6.0
A1,194685,6,2021-02-09 11:16:00-05:00,LONG,-2.2707202,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,6.75
A1,196529,6,2021-02-16 09:30:00-05:00,LONG,-4.038742,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,20.25,5.5
A1,196780,6,2021-02-16 13:41:00-05:00,LONG,-2.2450984,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.25,5.25
A1,196781,6,2021-02-16 13:42:00-05:00,LONG,-2.406826,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.75,1.25
A1,196782,6,2021-02-16 13:43:00-05:00,LONG,-2.2429564,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.25,3.75
A1,196785,6,2021-02-16 13:46:00-05:00,LONG,-2.0673614,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.5,1.0
A1,196786,6,2021-02-16 13:47:00-05:00,LONG,-2.06009,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.25,2.25
A1,196790,6,2021-02-16 13:51:00-05:00,LONG,-2.0095575,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.5,5.0
A1,196792,6,2021-02-16 13:53:00-05:00,LONG,-2.0742483,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.25,3.5
A1,197983,6,2021-02-19 11:59:00-05:00,LONG,-2.2332513,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,0.0
A1,198552,6,2021-02-22 14:13:00-05:00,LONG,-2.053493,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.75,1.25
A1,198553,6,2021-02-22 14:14:00-05:00,LONG,-2.517746,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,13.25,0.0
A1,198580,6,2021-02-22 14:41:00-05:00,LONG,-2.3933856,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.5,1.25
A1,198581,6,2021-02-22 14:42:00-05:00,LONG,-2.0894744,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,0.5
A1,198601,6,2021-02-22 15:02:00-05:00,LONG,-2.175023,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,16.0
A1,198607,6,2021-02-22 15:08:00-05:00,LONG,-2.2953594,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,3.75
A1,203254,6,2021-03-09 12:50:00-05:00,LONG,-2.2055905,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.75,5.75
A1,203255,6,2021-03-09 12:51:00-05:00,LONG,-2.4888275,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.25,2.25
A1,203256,6,2021-03-09 12:52:00-05:00,LONG,-2.1533177,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.5,3.0
A1,203257,6,2021-03-09 12:53:00-05:00,LONG,-2.3076339,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.5,9.0
A1,203334,6,2021-03-09 14:10:00-05:00,LONG,-2.2900941,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,0.75
A1,203335,6,2021-03-09 14:11:00-05:00,LONG,-2.076423,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,0.0
A1,203340,6,2021-03-09 14:16:00-05:00,LONG,-2.4078395,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,16.5
A1,203349,6,2021-03-09 14:25:00-05:00,LONG,-2.0269608,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.25,4.25
A1,204229,6,2021-03-11 14:35:00-05:00,LONG,-2.208772,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,2.0
A1,204230,6,2021-03-11 14:36:00-05:00,LONG,-2.870075,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,1.0
A1,204253,6,2021-03-11 14:59:00-05:00,LONG,-2.0368388,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.25,2.25
A1,204254,6,2021-03-11 15:00:00-05:00,LONG,-2.267104,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,13.0,0.0
A1,205358,6,2021-03-16 11:39:00-04:00,LONG,-2.2588634,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
A1,205359,6,2021-03-16 11:40:00-04:00,LONG,-2.2727175,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.5,1.5
A1,205396,6,2021-03-16 12:17:00-04:00,LONG,-2.1968665,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.0,0.0
A1,205397,6,2021-03-16 12:18:00-04:00,LONG,-2.0365963,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.75,0.25
A1,206954,6,2021-03-19 16:45:00-04:00,LONG,-2.03607,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,0.0
A1,206958,6,2021-03-19 16:49:00-04:00,LONG,-2.387474,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,0.0
A1,207191,6,2021-03-22 13:12:00-04:00,LONG,-2.0284266,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.25,4.0
A1,207192,6,2021-03-22 13:13:00-04:00,LONG,-2.0768435,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.0,0.0
A1,207193,6,2021-03-22 13:14:00-04:00,LONG,-2.0072558,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.5,0.0
A1,208709,6,2021-03-26 09:30:00-04:00,LONG,-4.1922655,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,22.25,0.0
A1,210127,6,2021-03-31 11:23:00-04:00,LONG,-2.2134829,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.5,0.0
A1,210290,6,2021-03-31 14:06:00-04:00,LONG,-2.0827477,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.75,0.0
A1,210669,6,2021-04-01 13:10:00-04:00,LONG,-2.061704,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.5,0.0
A1,211688,6,2021-04-06 15:39:00-04:00,LONG,-2.0014007,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,2.0
A1,211834,6,2021-04-07 10:50:00-04:00,LONG,-2.2607064,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,3.75
A1,211870,6,2021-04-07 11:26:00-04:00,LONG,-2.0355234,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,8.5
A1,211872,6,2021-04-07 11:28:00-04:00,LONG,-2.4135587,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,9.25
A1,211873,6,2021-04-07 11:29:00-04:00,LONG,-2.416486,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,5.25
A1,211874,6,2021-04-07 11:30:00-04:00,LONG,-2.6214533,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.25,5.5
A1,211875,6,2021-04-07 11:31:00-04:00,LONG,-2.1388493,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.0,1.5
A1,211988,6,2021-04-07 13:24:00-04:00,LONG,-2.213907,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.0,0.0
A1,212101,6,2021-04-07 15:17:00-04:00,LONG,-2.1590798,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.25,0.25
A1,212624,6,2021-04-09 09:30:00-04:00,LONG,-4.9310966,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.0,11.5
A1,212625,6,2021-04-09 09:31:00-04:00,LONG,-3.6479404,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.75,4.25
A1,212626,6,2021-04-09 09:32:00-04:00,LONG,-2.9322076,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,9.75
A1,212682,6,2021-04-09 10:28:00-04:00,LONG,-2.3714237,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.5,9.0
A1,212683,6,2021-04-09 10:29:00-04:00,LONG,-2.0340838,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.25,7.75
A1,212684,6,2021-04-09 10:30:00-04:00,LONG,-2.6122181,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,13.75,0.0
A1,212685,6,2021-04-09 10:31:00-04:00,LONG,-2.0213032,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.75,0.0
A1,213123,6,2021-04-12 10:34:00-04:00,LONG,-2.0508022,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.5,8.5
A1,213184,6,2021-04-12 11:35:00-04:00,LONG,-2.5002272,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.0,7.5
A1,213185,6,2021-04-12 11:36:00-04:00,LONG,-2.625667,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,1.0
A1,213186,6,2021-04-12 11:37:00-04:00,LONG,-2.2186146,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,8.75
A1,213188,6,2021-04-12 11:39:00-04:00,LONG,-2.067058,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,1.75,7.75
A1,213189,6,2021-04-12 11:40:00-04:00,LONG,-2.2182925,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.5,0.0
A1,213190,6,2021-04-12 11:41:00-04:00,LONG,-2.241885,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,17.0,0.0
A1,213310,6,2021-04-12 13:41:00-04:00,LONG,-2.0267367,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,6.0
A1,213312,6,2021-04-12 13:43:00-04:00,LONG,-2.0448215,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
A1,213313,6,2021-04-12 13:44:00-04:00,LONG,-2.0534933,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.25,0.0
A1,213380,6,2021-04-12 14:51:00-04:00,LONG,-2.137069,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,6.5
A1,213382,6,2021-04-12 14:53:00-04:00,LONG,-2.2451022,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,0.75
A1,213542,6,2021-04-13 10:18:00-04:00,LONG,-2.156287,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,20.25
A1,214166,6,2021-04-14 13:27:00-04:00,LONG,-2.042039,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,8.5
A1,214169,6,2021-04-14 13:30:00-04:00,LONG,-2.6046968,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,15.75
A1,214170,6,2021-04-14 13:31:00-04:00,LONG,-2.7220602,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,12.5
