target_points,horizon_bars,window,probability_decile,observations,mean_probability,realized_probability,mean_future_mfe
5.0,5,1,6,124,0.7312464,0.7419354838709677,11.141129032258064
5.0,5,1,7,124,0.7600681,0.7741935483870968,12.193548387096774
5.0,5,1,8,124,0.7972815,0.8225806451612904,14.247983870967742
5.0,5,1,9,124,0.8574722,0.8306451612903226,18.95967741935484
5.0,5,2,0,99,0.26376772,0.26262626262626265,6.886363636363637
5.0,5,2,1,99,0.4454286,0.42424242424242425,7.1313131313131315
5.0,5,2,2,99,0.54768085,0.5656565656565656,6.141414141414141
5.0,5,2,3,99,0.61339605,0.6262626262626263,7.027777777777778
5.0,5,2,4,99,0.6620894,0.7070707070707071,9.151515151515152
5.0,5,2,5,99,0.6997654,0.7373737373737373,8.66161616161616
5.0,5,2,6,99,0.7257102,0.6868686868686869,8.772727272727273
5.0,5,2,7,99,0.75500596,0.7575757575757576,10.77020202020202
5.0,5,2,8,99,0.7961749,0.7676767676767676,13.02020202020202
5.0,5,2,9,99,0.8551996,0.8686868686868687,18.792929292929294
5.0,5,3,0,147,0.5208522,0.4965986394557823,6.654761904761905
5.0,5,3,1,147,0.6736877,0.7551020408163265,9.683673469387756
5.0,5,3,2,147,0.73011345,0.7959183673469388,13.438775510204081
5.0,5,3,3,146,0.76363385,0.7808219178082192,12.922945205479452
5.0,5,3,4,147,0.80191976,0.7278911564625851,16.108843537414966
5.0,5,3,5,147,0.83696944,0.9047619047619048,23.913265306122447
5.0,5,3,6,146,0.8631339,0.8767123287671232,23.64554794520548
5.0,5,3,7,147,0.8817984,0.8367346938775511,21.801020408163264
5.0,5,3,8,147,0.8992094,0.8639455782312925,22.28061224489796
5.0,5,3,9,147,0.9259462,0.9047619047619048,28.56122448979592
5.0,5,4,0,174,0.6759441,0.6954022988505747,11.695402298850574
5.0,5,4,1,174,0.74806064,0.7126436781609196,11.46551724137931
5.0,5,4,2,174,0.7863488,0.7816091954022989,12.772988505747126
5.0,5,4,3,174,0.8160476,0.7701149425287356,14.175287356321839
5.0,5,4,4,174,0.83787966,0.8505747126436781,18.354885057471265
5.0,5,4,5,173,0.8545606,0.8497109826589595,18.423410404624278
5.0,5,4,6,174,0.8696391,0.8390804597701149,17.82902298850575
5.0,5,4,7,174,0.8816632,0.8045977011494253,17.591954022988507
5.0,5,4,8,174,0.89519835,0.8333333333333334,19.45258620689655
5.0,5,4,9,174,0.9193554,0.8908045977011494,27.251436781609197
5.0,5,5,0,136,0.61449844,0.6029411764705882,12.027573529411764
5.0,5,5,1,135,0.72662604,0.6962962962962963,13.50925925925926
5.0,5,5,2,135,0.7622072,0.7925925925925926,11.627777777777778
5.0,5,5,3,135,0.7899432,0.7777777777777778,12.257407407407408
5.0,5,5,4,135,0.8141823,0.762962962962963,14.127777777777778
5.0,5,5,5,135,0.8369931,0.7555555555555555,17.012962962962963
5.0,5,5,6,135,0.85700595,0.8148148148148148,18.324074074074073
5.0,5,5,7,135,0.87486076,0.8888888888888888,21.52777777777778
5.0,5,5,8,135,0.8954609,0.8296296296296296,24.94814814814815
5.0,5,5,9,136,0.92688704,0.875,25.424632352941178
5.0,5,6,0,137,0.604396,0.5912408759124088,12.173357664233576
5.0,5,6,1,137,0.7061076,0.7007299270072993,10.485401459854014
5.0,5,6,2,137,0.7356755,0.6715328467153284,11.082116788321168
5.0,5,6,3,137,0.7571619,0.7153284671532847,12.653284671532846
5.0,5,6,4,137,0.7809456,0.7664233576642335,12.781021897810218
5.0,5,6,5,136,0.8077264,0.7867647058823529,14.902573529411764
5.0,5,6,6,137,0.8372699,0.781021897810219,16.804744525547445
5.0,5,6,7,137,0.8613215,0.7518248175182481,17.42153284671533
5.0,5,6,8,137,0.88459027,0.8613138686131386,21.62773722627737
5.0,5,6,9,137,0.92489433,0.8686131386861314,27.04014598540146
5.0,5,7,0,121,0.47659418,0.38016528925619836,7.287190082644628
5.0,5,7,1,121,0.6724377,0.7107438016528925,9.582644628099173
5.0,5,7,2,120,0.70777816,0.625,9.129166666666666
5.0,5,7,3,121,0.7360043,0.6859504132231405,10.022727272727273
5.0,5,7,4,121,0.7581938,0.7603305785123967,11.634297520661157
5.0,5,7,5,120,0.78076077,0.8583333333333333,12.21875
5.0,5,7,6,121,0.8030998,0.7933884297520661,12.809917355371901
5.0,5,7,7,120,0.8275785,0.7166666666666667,13.172916666666667
5.0,5,7,8,121,0.85641974,0.743801652892562,15.012396694214877
5.0,5,7,9,121,0.903183,0.8925619834710744,25.458677685950413
5.0,5,8,0,131,0.4897656,0.5572519083969466,6.816793893129771
5.0,5,8,1,131,0.64059573,0.7404580152671756,8.975190839694656
5.0,5,8,2,130,0.6819479,0.6692307692307692,8.273076923076923
5.0,5,8,3,131,0.7138305,0.7099236641221374,9.625954198473282
5.0,5,8,4,130,0.73956335,0.676923076923077,10.686538461538461
5.0,5,8,5,131,0.7593813,0.6946564885496184,11.44083969465649
5.0,5,8,6,130,0.7791998,0.7307692307692307,12.511538461538462
5.0,5,8,7,131,0.8022273,0.7251908396946565,13.116412213740459
5.0,5,8,8,130,0.8319259,0.7769230769230769,16.41730769230769
5.0,5,8,9,131,0.8831709,0.8473282442748091,21.845419847328245
5.0,5,9,0,101,0.41655317,0.36633663366336633,4.853960396039604
5.0,5,9,1,101,0.6157784,0.594059405940594,7.8861386138613865
5.0,5,9,2,101,0.673449,0.6633663366336634,9.272277227722773
5.0,5,9,3,100,0.69740784,0.69,10.5825
5.0,5,9,4,101,0.7156718,0.6831683168316832,10.658415841584159
5.0,5,9,5,101,0.73276824,0.693069306930693,10.30940594059406
5.0,5,9,6,100,0.7554583,0.81,12.005
5.0,5,9,7,101,0.78129554,0.7326732673267327,13.178217821782178
5.0,5,9,8,101,0.8125288,0.8316831683168316,15.029702970297029
5.0,5,9,9,101,0.8673547,0.8811881188118812,19.46039603960396
5.0,5,10,0,90,0.43494627,0.3333333333333333,6.794444444444444
5.0,5,10,1,90,0.62923884,0.6333333333333333,9.28888888888889
5.0,5,10,2,89,0.67006737,0.6629213483146067,10.407303370786517
5.0,5,10,3,90,0.6971897,0.6444444444444445,9.830555555555556
5.0,5,10,4,90,0.72301644,0.7777777777777778,11.733333333333333
5.0,5,10,5,89,0.7426298,0.7191011235955056,11.609550561797754
5.0,5,10,6,90,0.76365143,0.8,13.691666666666666
5.0,5,10,7,89,0.7850265,0.7865168539325843,14.542134831460674
5.0,5,10,8,90,0.81220025,0.8111111111111111,16.455555555555556
5.0,5,10,9,90,0.862846,0.8555555555555555,17.68888888888889
5.0,5,11,0,109,0.2627534,0.3211009174311927,7.185779816513762
5.0,5,11,1,108,0.51200974,0.6111111111111112,7.951388888888889
5.0,5,11,2,109,0.605083,0.6697247706422018,8.823394495412844
5.0,5,11,3,108,0.6582371,0.5462962962962963,8.023148148148149
5.0,5,11,4,109,0.6935715,0.6697247706422018,9.438073394495413
5.0,5,11,5,108,0.7203747,0.7129629629629629,11.145833333333334
5.0,5,11,6,108,0.7453434,0.7870370370370371,11.939814814814815
5.0,5,11,7,109,0.7719943,0.8073394495412844,15.068807339449542
5.0,5,11,8,108,0.80725926,0.8425925925925926,16.055555555555557
5.0,5,11,9,109,0.86371243,0.8440366972477065,18.220183486238533
5.0,5,12,0,121,0.4248851,0.47107438016528924,11.235537190082646
5.0,5,12,1,121,0.6263545,0.6363636363636364,8.807851239669422
5.0,5,12,2,121,0.6671901,0.628099173553719,8.25206611570248
5.0,5,12,3,120,0.6947043,0.75,10.48125
5.0,5,12,4,121,0.72065747,0.7107438016528925,10.979338842975206
5.0,5,12,5,121,0.7453264,0.768595041322314,12.322314049586776
5.0,5,12,6,120,0.7754404,0.7083333333333334,13.283333333333333
5.0,5,12,7,121,0.8044252,0.8429752066115702,14.801652892561984
5.0,5,12,8,121,0.82947373,0.9008264462809917,20.479338842975206
5.0,5,12,9,121,0.8711057,0.8429752066115702,23.489669421487605
5.0,5,13,0,129,0.4179234,0.43410852713178294,6.577519379844961
5.0,5,13,1,129,0.61687344,0.6744186046511628,8.920542635658915
5.0,5,13,2,128,0.6675769,0.71875,10.583984375
5.0,5,13,3,129,0.71749204,0.6201550387596899,9.792635658914728
5.0,5,13,4,129,0.76684797,0.8217054263565892,14.01937984496124
5.0,5,13,5,128,0.79943717,0.859375,16.388671875
5.0,5,13,6,129,0.82428867,0.7674418604651163,16.934108527131784
5.0,5,13,7,128,0.8447886,0.828125,20.7265625
5.0,5,13,8,129,0.8645558,0.9147286821705426,20.352713178294575
5.0,5,13,9,129,0.89706904,0.8914728682170543,25.70736434108527
5.0,5,14,0,125,0.51909536,0.536,12.966
5.0,5,14,1,125,0.6766077,0.816,15.312
5.0,5,14,2,124,0.73392546,0.782258064516129,14.481854838709678
5.0,5,14,3,125,0.7734542,0.864,23.614
5.0,5,14,4,124,0.7981353,0.8548387096774194,17.141129032258064
5.0,5,14,5,125,0.8207589,0.8,21.336
5.0,5,14,6,124,0.838774,0.8306451612903226,20.493951612903224
5.0,5,14,7,125,0.8562581,0.888,23.386
5.0,5,14,8,124,0.87384355,0.9112903225806451,27.241935483870968
5.0,5,14,9,125,0.9041695,0.92,27.106
5.0,5,15,0,100,0.55196756,0.64,8.3175
5.0,5,15,1,100,0.66742355,0.73,10.6075
5.0,5,15,2,100,0.7116649,0.68,9.275
5.0,5,15,3,100,0.7536433,0.83,15.7175
5.0,5,15,4,100,0.7831717,0.81,16.76
5.0,5,15,5,100,0.81430733,0.85,16.44
5.0,5,15,6,100,0.84064436,0.84,23.12
5.0,5,15,7,100,0.8645101,0.86,19.4375
5.0,5,15,8,100,0.88549876,0.89,28.12
5.0,5,15,9,100,0.91323084,0.93,29.935
5.0,5,16,0,114,0.63504416,0.5526315789473685,9.293859649122806
5.0,5,16,1,113,0.78337896,0.7787610619469026,18.884955752212388
5.0,5,16,2,113,0.82672155,0.8407079646017699,29.668141592920353
5.0,5,16,3,113,0.8505226,0.8761061946902655,29.27433628318584
5.0,5,16,4,113,0.8663637,0.8407079646017699,21.0929203539823
5.0,5,16,5,113,0.879269,0.8584070796460177,27.807522123893804
5.0,5,16,6,113,0.89237857,0.8584070796460177,31.67699115044248
5.0,5,16,7,113,0.9056972,0.8672566371681416,32.81194690265487
5.0,5,16,8,113,0.9193596,0.8761061946902655,34.190265486725664
5.0,5,16,9,113,0.9377462,0.8938053097345132,37.7853982300885
5.0,5,17,0,100,0.562624,0.67,12.0225
5.0,5,17,1,100,0.67816603,0.82,11.34
5.0,5,17,2,100,0.7368823,0.81,21.75
5.0,5,17,3,99,0.7775344,0.8282828282828283,16.164141414141415
5.0,5,17,4,100,0.80391127,0.82,16.4625
5.0,5,17,5,100,0.8237504,0.86,17.8975
5.0,5,17,6,99,0.8409979,0.8888888888888888,19.67929292929293
5.0,5,17,7,100,0.8580027,0.83,20.1275
5.0,5,17,8,100,0.87786746,0.8,19.6375
5.0,5,17,9,100,0.9153871,0.88,30.135
5.0,5,18,0,90,0.47344962,0.5666666666666667,8.661111111111111
5.0,5,18,1,89,0.67427325,0.7078651685393258,8.856741573033707
5.0,5,18,2,89,0.73250246,0.7415730337078652,10.92134831460674
5.0,5,18,3,89,0.7650418,0.7752808988764045,12.323033707865168
5.0,5,18,4,89,0.79614455,0.7640449438202247,15.25
5.0,5,18,5,89,0.82421684,0.9101123595505618,19.918539325842698
5.0,5,18,6,89,0.8467066,0.8202247191011236,16.43820224719101
5.0,5,18,7,89,0.86589956,0.8314606741573034,25.367977528089888
5.0,5,18,8,89,0.88903964,0.898876404494382,40.997191011235955
5.0,5,18,9,89,0.9225996,0.8539325842696629,48.57303370786517
5.0,5,19,0,109,0.59788686,0.6880733944954128,12.922018348623853
5.0,5,19,1,109,0.7686729,0.7889908256880734,17.11697247706422
5.0,5,19,2,109,0.8151483,0.8073394495412844,17.25229357798165
5.0,5,19,3,109,0.8378681,0.8440366972477065,24.068807339449542
5.0,5,19,4,109,0.85332376,0.8623853211009175,22.559633027522935
5.0,5,19,5,109,0.8669732,0.8899082568807339,24.818807339449542
5.0,5,19,6,109,0.8799555,0.8807339449541285,26.626146788990827
5.0,5,19,7,109,0.8913756,0.8715596330275229,27.43807339449541
5.0,5,19,8,109,0.9057487,0.8990825688073395,31.165137614678898
5.0,5,19,9,109,0.9269059,0.926605504587156,45.24311926605505
5.0,5,20,0,106,0.67321074,0.7075471698113207,14.68632075471698
5.0,5,20,1,106,0.78237927,0.8679245283018868,15.658018867924529
5.0,5,20,2,106,0.81534547,0.8584905660377359,18.577830188679247
5.0,5,20,3,105,0.8345422,0.8666666666666667,21.271428571428572
5.0,5,20,4,106,0.8487929,0.9339622641509434,26.68632075471698
5.0,5,20,5,106,0.8601814,0.8490566037735849,19.318396226415093
5.0,5,20,6,105,0.8717979,0.8761904761904762,24.52857142857143
5.0,5,20,7,106,0.88357085,0.8301886792452831,22.73820754716981
5.0,5,20,8,106,0.8977742,0.8962264150943396,26.75
5.0,5,20,9,106,0.9286866,0.9245283018867925,36.735849056603776
5.0,5,21,0,115,0.7538996,0.7130434782608696,16.093478260869563
5.0,5,21,1,114,0.8200548,0.8947368421052632,17.45175438596491
5.0,5,21,2,114,0.8425208,0.8596491228070176,18.776315789473685
5.0,5,21,3,115,0.8622402,0.8869565217391304,21.839130434782607
5.0,5,21,4,114,0.87805074,0.868421052631579,25.021929824561404
5.0,5,21,5,114,0.89129084,0.9385964912280702,28.62938596491228
5.0,5,21,6,115,0.9043938,0.8956521739130435,35.38478260869565
5.0,5,21,7,114,0.91685545,0.9298245614035088,39.19736842105263
5.0,5,21,8,114,0.9286966,0.9385964912280702,48.50438596491228
5.0,5,21,9,115,0.9468269,0.9739130434782609,56.11739130434783
5.0,5,22,0,24,0.54116124,0.3333333333333333,9.166666666666666
5.0,5,22,1,23,0.7180461,0.6956521739130435,9.51086956521739
5.0,5,22,2,24,0.76639074,0.7916666666666666,11.822916666666666
5.0,5,22,3,23,0.7930916,0.8260869565217391,10.91304347826087
5.0,5,22,4,24,0.81183434,0.7916666666666666,11.46875
5.0,5,22,5,23,0.830365,0.7391304347826086,10.206521739130435
5.0,5,22,6,23,0.8463639,0.782608695652174,14.25
5.0,5,22,7,24,0.87242633,0.7916666666666666,19.489583333333332
5.0,5,22,8,23,0.89788073,0.9130434782608695,36.0
5.0,5,22,9,24,0.93382376,0.9166666666666666,55.5625
5.0,10,1,0,124,0.5252716,0.4838709677419355,10.237903225806452
5.0,10,1,1,124,0.6650312,0.6290322580645161,7.264112903225806
5.0,10,1,2,124,0.7140517,0.6774193548387096,9.82258064516129
5.0,10,1,3,124,0.75294286,0.6693548387096774,11.810483870967742
5.0,10,1,4,124,0.780745,0.7419354838709677,12.705645161290322
5.0,10,1,5,123,0.8029077,0.7804878048780488,15.172764227642276
5.0,10,1,6,124,0.8215838,0.7983870967741935,15.098790322580646
5.0,10,1,7,124,0.8387246,0.8064516129032258,16.608870967741936
5.0,10,1,8,124,0.86226124,0.8951612903225806,17.91532258064516
5.0,10,1,9,124,0.9062791,0.9112903225806451,28.475806451612904
5.0,10,2,0,99,0.36820722,0.40404040404040403,9.992424242424242
5.0,10,2,1,99,0.5673839,0.6464646464646465,9.537878787878787
5.0,10,2,2,99,0.662081,0.6868686868686869,8.542929292929292
5.0,10,2,3,99,0.72910285,0.6565656565656566,8.994949494949495
5.0,10,2,4,99,0.7678226,0.7878787878787878,12.383838383838384
5.0,10,2,5,99,0.79516673,0.8181818181818182,13.664141414141413
5.0,10,2,6,99,0.8138036,0.8484848484848485,14.070707070707071
5.0,10,2,7,99,0.8331026,0.8181818181818182,14.204545454545455
5.0,10,2,8,99,0.8614299,0.8282828282828283,16.977272727272727
5.0,10,2,9,99,0.9042393,0.898989898989899,24.363636363636363
5.0,10,3,0,147,0.66251415,0.6122448979591837,10.045918367346939
5.0,10,3,1,147,0.76888216,0.8299319727891157,14.986394557823129
5.0,10,3,2,147,0.8010117,0.8435374149659864,17.30952380952381
5.0,10,3,3,146,0.82684505,0.8356164383561644,19.523972602739725
5.0,10,3,4,147,0.8519852,0.8707482993197279,20.95578231292517
5.0,10,3,5,147,0.8775946,0.9115646258503401,28.551020408163264
5.0,10,3,6,146,0.90040296,0.9246575342465754,30.51541095890411
5.0,10,3,7,147,0.9185868,0.9047619047619048,33.06972789115646
5.0,10,3,8,147,0.93914133,0.9115646258503401,33.843537414965986
5.0,10,3,9,147,0.96409535,0.8843537414965986,33.54251700680272
5.0,10,4,0,174,0.7715737,0.7931034482758621,16.46551724137931
5.0,10,4,1,174,0.826426,0.7586206896551724,14.574712643678161
5.0,10,4,2,174,0.84923387,0.8505747126436781,15.313218390804598
5.0,10,4,3,174,0.86799026,0.9195402298850575,22.564655172413794
5.0,10,4,4,174,0.8823298,0.8908045977011494,22.794540229885058
5.0,10,4,5,173,0.8934291,0.8728323699421965,24.734104046242773
5.0,10,4,6,174,0.9039878,0.7988505747126436,24.477011494252874
5.0,10,4,7,174,0.91458577,0.8735632183908046,29.38074712643678
5.0,10,4,8,174,0.9265607,0.8908045977011494,30.68103448275862
5.0,10,4,9,174,0.9481317,0.9195402298850575,35.9066091954023
5.0,10,5,0,136,0.72658324,0.7058823529411765,24.042279411764707
5.0,10,5,1,135,0.80888546,0.8148148148148148,21.45740740740741
5.0,10,5,2,135,0.834269,0.7777777777777778,19.194444444444443
5.0,10,5,3,135,0.85456496,0.8,16.896296296296295
5.0,10,5,4,135,0.8714212,0.8074074074074075,16.616666666666667
5.0,10,5,5,135,0.88735193,0.837037037037037,23.187037037037037
5.0,10,5,6,135,0.9015261,0.8888888888888888,27.25
5.0,10,5,7,135,0.9152513,0.9185185185185185,32.44259259259259
5.0,10,5,8,135,0.92984796,0.9111111111111111,34.7037037037037
5.0,10,5,9,136,0.949323,0.8897058823529411,39.5735294117647
5.0,10,6,0,137,0.70891464,0.7226277372262774,16.094890510948904
5.0,10,6,1,137,0.7942303,0.8175182481751825,15.726277372262773
5.0,10,6,2,137,0.819895,0.8029197080291971,16.125912408759124
5.0,10,6,3,137,0.8388534,0.8394160583941606,18.067518248175183
5.0,10,6,4,137,0.8555386,0.8321167883211679,15.950729927007298
5.0,10,6,5,136,0.87105256,0.8308823529411765,19.795955882352942
5.0,10,6,6,137,0.88804203,0.8102189781021898,20.644160583941606
5.0,10,6,7,137,0.9062244,0.8175182481751825,23.565693430656935
5.0,10,6,8,137,0.92355824,0.8759124087591241,29.947080291970803
5.0,10,6,9,137,0.9482483,0.8978102189781022,33.63503649635037
5.0,10,7,0,121,0.59418154,0.4380165289256198,8.559917355371901
5.0,10,7,1,121,0.7727701,0.743801652892562,13.62190082644628
5.0,10,7,2,120,0.8053483,0.8083333333333333,14.935416666666667
5.0,10,7,3,121,0.82511854,0.743801652892562,15.454545454545455
5.0,10,7,4,121,0.8420574,0.8347107438016529,13.237603305785123
5.0,10,7,5,120,0.85651153,0.8333333333333334,17.1375
5.0,10,7,6,121,0.87176764,0.859504132231405,17.60123966942149
5.0,10,7,7,120,0.88851774,0.8166666666666667,16.552083333333332
5.0,10,7,8,121,0.909556,0.859504132231405,21.59090909090909
5.0,10,7,9,121,0.9372853,0.8677685950413223,30.93595041322314
5.0,10,8,0,131,0.59116095,0.6870229007633588,10.40267175572519
5.0,10,8,1,131,0.7349165,0.7709923664122137,11.146946564885496
5.0,10,8,2,130,0.7741835,0.7615384615384615,12.069230769230769
5.0,10,8,3,131,0.7979868,0.7709923664122137,13.948473282442748
5.0,10,8,4,130,0.8189018,0.8,13.888461538461538
5.0,10,8,5,131,0.83409214,0.7404580152671756,14.646946564885496
5.0,10,8,6,130,0.8490361,0.7846153846153846,16.176923076923078
5.0,10,8,7,131,0.8663245,0.8549618320610687,20.072519083969464
5.0,10,8,8,130,0.88631934,0.8153846153846154,18.873076923076923
5.0,10,8,9,131,0.92586935,0.8320610687022901,27.96564885496183
5.0,10,9,0,101,0.5315213,0.4752475247524752,7.920792079207921
5.0,10,9,1,101,0.7222898,0.7326732673267327,13.393564356435643
5.0,10,9,2,101,0.7552063,0.7821782178217822,14.824257425742575
5.0,10,9,3,100,0.7756326,0.79,13.68
5.0,10,9,4,101,0.79458654,0.7524752475247525,13.472772277227723
5.0,10,9,5,101,0.8116718,0.7524752475247525,15.75
5.0,10,9,6,100,0.8295678,0.86,17.4825
5.0,10,9,7,101,0.8491586,0.801980198019802,16.00990099009901
5.0,10,9,8,101,0.87125546,0.9108910891089109,21.945544554455445
5.0,10,9,9,101,0.9063322,0.9504950495049505,25.024752475247524
5.0,10,10,0,90,0.5560751,0.5,9.563888888888888
5.0,10,10,1,90,0.73600674,0.7333333333333333,15.944444444444445
5.0,10,10,2,89,0.7646973,0.6966292134831461,11.165730337078651
5.0,10,10,3,90,0.7867904,0.7777777777777778,15.036111111111111
5.0,10,10,4,90,0.8033447,0.7777777777777778,16.636111111111113
5.0,10,10,5,89,0.81839985,0.8426966292134831,18.679775280898877
5.0,10,10,6,90,0.8316444,0.8222222222222222,18.072222222222223
5.0,10,10,7,89,0.84831667,0.8202247191011236,20.390449438202246
5.0,10,10,8,90,0.8693358,0.8111111111111111,19.622222222222224
5.0,10,10,9,90,0.90733755,0.9,24.352777777777778
5.0,10,11,0,109,0.35957596,0.44036697247706424,11.082568807339449
5.0,10,11,1,108,0.63232195,0.7407407407407407,11.805555555555555
5.0,10,11,2,109,0.7112515,0.7522935779816514,12.043577981651376
5.0,10,11,3,108,0.748869,0.6851851851851852,11.75462962962963
5.0,10,11,4,109,0.773441,0.7614678899082569,14.311926605504587
5.0,10,11,5,108,0.79315,0.8055555555555556,14.145833333333334
5.0,10,11,6,108,0.8124613,0.7777777777777778,15.597222222222221
5.0,10,11,7,109,0.8337861,0.8899082568807339,20.339449541284402
5.0,10,11,8,108,0.8613869,0.8611111111111112,21.881944444444443
5.0,10,11,9,109,0.89832157,0.9174311926605505,25.220183486238533
5.0,10,12,0,121,0.5616514,0.5867768595041323,17.322314049586776
5.0,10,12,1,121,0.7075981,0.7355371900826446,12.043388429752065
5.0,10,12,2,121,0.7439716,0.7851239669421488,13.820247933884298
5.0,10,12,3,120,0.7694649,0.7666666666666667,12.44375
5.0,10,12,4,121,0.79011226,0.8264462809917356,14.75
5.0,10,12,5,121,0.8126947,0.7851239669421488,15.764462809917354
5.0,10,12,6,120,0.8377311,0.7833333333333333,17.954166666666666
5.0,10,12,7,121,0.86012626,0.8347107438016529,21.53305785123967
5.0,10,12,8,121,0.88559705,0.9090909090909091,25.75413223140496
5.0,10,12,9,121,0.91871077,0.8512396694214877,28.40082644628099
5.0,10,13,0,129,0.5435384,0.6124031007751938,12.784883720930232
5.0,10,13,1,129,0.71322954,0.7596899224806202,12.562015503875969
5.0,10,13,2,128,0.75313836,0.6875,13.296875
5.0,10,13,3,129,0.78992844,0.7596899224806202,13.19767441860465
5.0,10,13,4,129,0.8251477,0.875968992248062,19.003875968992247
5.0,10,13,5,128,0.8472564,0.8515625,19.4453125
5.0,10,13,6,129,0.8628592,0.8914728682170543,20.20736434108527
5.0,10,13,7,128,0.878473,0.8828125,26.1640625
5.0,10,13,8,129,0.89636505,0.9302325581395349,30.017441860465116
5.0,10,13,9,129,0.9247118,0.9224806201550387,38.833333333333336
5.0,10,14,0,125,0.6210495,0.68,19.822
5.0,10,14,1,125,0.7533523,0.864,18.002
5.0,10,14,2,124,0.79780996,0.8709677419354839,23.455645161290324
5.0,10,14,3,125,0.831748,0.896,28.42
5.0,10,14,4,124,0.852259,0.9193548387096774,27.06048387096774
5.0,10,14,5,125,0.86919487,0.864,33.626
5.0,10,14,6,124,0.8845238,0.8548387096774194,30.536290322580644
5.0,10,14,7,125,0.9029556,0.928,32.674
5.0,10,14,8,124,0.9208492,0.9354838709677419,34.520161290322584
5.0,10,14,9,125,0.9394028,0.936,39.518
5.0,10,15,0,100,0.681518,0.87,13.435
5.0,10,15,1,100,0.7610066,0.77,12.7125
5.0,10,15,2,100,0.7953608,0.84,17.0475
5.0,10,15,3,100,0.82152313,0.83,22.8625
5.0,10,15,4,100,0.8475517,0.88,20.6675
5.0,10,15,5,100,0.867411,0.89,22.2275
5.0,10,15,6,100,0.8872157,0.89,26.255
5.0,10,15,7,100,0.9045147,0.87,28.83
5.0,10,15,8,100,0.92075926,0.9,36.375
5.0,10,15,9,100,0.9430568,0.94,43.5325
5.0,10,16,0,114,0.7568049,0.7280701754385965,16.37061403508772
5.0,10,16,1,113,0.8426695,0.8230088495575221,32.756637168141594
5.0,10,16,2,113,0.86761105,0.8230088495575221,35.27654867256637
5.0,10,16,3,113,0.8840456,0.9203539823008849,45.389380530973455
5.0,10,16,4,113,0.89817995,0.911504424778761,36.8141592920354
5.0,10,16,5,113,0.9090013,0.8761061946902655,45.758849557522126
5.0,10,16,6,113,0.9188427,0.9026548672566371,41.21238938053097
5.0,10,16,7,113,0.9293153,0.9203539823008849,39.033185840707965
5.0,10,16,8,113,0.9395481,0.9026548672566371,39.190265486725664
5.0,10,16,9,113,0.9541444,0.9203539823008849,45.39601769911504
5.0,10,17,0,100,0.6981639,0.92,23.01
5.0,10,17,1,100,0.7860633,0.86,21.0825
5.0,10,17,2,100,0.82123655,0.91,21.03
5.0,10,17,3,99,0.844017,0.8282828282828283,22.835858585858585
5.0,10,17,4,100,0.8587739,0.9,20.0725
5.0,10,17,5,100,0.87181425,0.86,22.1375
5.0,10,17,6,99,0.88562906,0.9191919191919192,25.08080808080808
5.0,10,17,7,100,0.89911073,0.89,26.1325
5.0,10,17,8,100,0.9138927,0.85,30.17
5.0,10,17,9,100,0.9390415,0.9,41.725
5.0,10,18,0,90,0.6860304,0.6111111111111112,31.836111111111112
5.0,10,18,1,89,0.8003883,0.8202247191011236,13.584269662921349
5.0,10,18,2,89,0.8261449,0.8539325842696629,17.26685393258427
5.0,10,18,3,89,0.84365624,0.9438202247191011,22.40730337078652
5.0,10,18,4,89,0.85909796,0.8764044943820225,22.0
5.0,10,18,5,89,0.8734297,0.8539325842696629,23.85674157303371
5.0,10,18,6,89,0.88798505,0.8539325842696629,27.002808988764045
5.0,10,18,7,89,0.9037342,0.898876404494382,26.497191011235955
5.0,10,18,8,89,0.91752696,0.9101123595505618,31.426966292134832
5.0,10,18,9,89,0.9449027,0.9101123595505618,104.41011235955057
5.0,10,19,0,109,0.7106492,0.8165137614678899,19.61697247706422
5.0,10,19,1,109,0.8422093,0.8440366972477065,19.660550458715598
5.0,10,19,2,109,0.87114114,0.8807339449541285,25.263761467889907
5.0,10,19,3,109,0.88500017,0.9357798165137615,29.011467889908257
5.0,10,19,4,109,0.89670074,0.8990825688073395,32.58256880733945
5.0,10,19,5,109,0.9053536,0.8532110091743119,27.956422018348626
5.0,10,19,6,109,0.9147364,0.926605504587156,36.00688073394495
5.0,10,19,7,109,0.9236744,0.8899082568807339,33.53669724770642
5.0,10,19,8,109,0.9350803,0.963302752293578,43.77981651376147
5.0,10,19,9,109,0.9497098,0.944954128440367,61.903669724770644
5.0,10,20,0,106,0.782983,0.8301886792452831,36.62264150943396
5.0,10,20,1,106,0.8506982,0.9150943396226415,22.879716981132077
5.0,10,20,2,106,0.87106603,0.9433962264150944,28.608490566037737
5.0,10,20,3,105,0.88403875,0.9428571428571428,26.580952380952382
5.0,10,20,4,106,0.89449906,0.9150943396226415,31.85377358490566
5.0,10,20,5,106,0.9022225,0.8679245283018868,38.97405660377358
5.0,10,20,6,105,0.9104557,0.9523809523809523,35.642857142857146
5.0,10,20,7,106,0.9203665,0.9150943396226415,37.070754716981135
5.0,10,20,8,106,0.93036735,0.9339622641509434,39.92216981132076
5.0,10,20,9,106,0.9516753,0.9245283018867925,48.735849056603776
5.0,10,21,0,115,0.8408918,0.8347826086956521,28.80217391304348
5.0,10,21,1,114,0.8884588,0.9035087719298246,26.82894736842105
