target_points,horizon_bars,window,probability_decile,observations,mean_probability,realized_probability,mean_future_mfe
2.0,5,2,0,99,0.66970766,0.7676767676767676,6.345959595959596
2.0,5,2,1,99,0.78265744,0.8080808080808081,7.53030303030303
2.0,5,2,2,99,0.82068706,0.8181818181818182,6.686868686868687
2.0,5,2,3,99,0.85158277,0.8282828282828283,7.904040404040404
2.0,5,2,4,99,0.8685774,0.898989898989899,9.545454545454545
2.0,5,2,5,99,0.8805345,0.8585858585858586,8.613636363636363
2.0,5,2,6,99,0.89247036,0.9191919191919192,10.19949494949495
2.0,5,2,7,99,0.90359074,0.9393939393939394,11.133838383838384
2.0,5,2,8,99,0.91907954,0.9090909090909091,12.946969696969697
2.0,5,2,9,99,0.94963473,0.8888888888888888,15.44949494949495
2.0,5,3,0,147,0.8138771,0.7551020408163265,9.105442176870747
2.0,5,3,1,147,0.87641376,0.891156462585034,12.095238095238095
2.0,5,3,2,147,0.8994747,0.9251700680272109,14.406462585034014
2.0,5,3,3,146,0.91273415,0.910958904109589,12.58904109589041
2.0,5,3,4,147,0.9268753,0.9183673469387755,18.20578231292517
2.0,5,3,5,147,0.9399543,0.9455782312925171,19.785714285714285
2.0,5,3,6,146,0.95052034,0.958904109589041,24.789383561643834
2.0,5,3,7,147,0.95861876,0.9387755102040817,22.44047619047619
2.0,5,3,8,147,0.9667367,0.9591836734693877,21.85374149659864
2.0,5,3,9,147,0.97539496,0.9523809523809523,23.744897959183675
2.0,5,4,0,174,0.8599479,0.8563218390804598,11.76867816091954
2.0,5,4,1,174,0.90330213,0.896551724137931,12.558908045977011
2.0,5,4,2,174,0.9174515,0.9252873563218391,15.170977011494253
2.0,5,4,3,174,0.9283767,0.8735632183908046,15.270114942528735
2.0,5,4,4,174,0.9379246,0.9252873563218391,15.326149425287356
2.0,5,4,5,173,0.94626206,0.9421965317919075,18.296242774566473
2.0,5,4,6,174,0.9537352,0.9022988505747126,17.99137931034483
2.0,5,4,7,174,0.96020186,0.9367816091954023,19.323275862068964
2.0,5,4,8,174,0.9664861,0.9310344827586207,19.679597701149426
2.0,5,4,9,174,0.97447944,0.9137931034482759,23.626436781609197
2.0,5,5,0,136,0.82494277,0.7867647058823529,9.106617647058824
2.0,5,5,1,135,0.888,0.9111111111111111,15.096296296296297
2.0,5,5,2,135,0.9040106,0.8888888888888888,14.444444444444445
2.0,5,5,3,135,0.9152832,0.9407407407407408,15.422222222222222
2.0,5,5,4,135,0.9242953,0.8962962962962963,15.809259259259258
2.0,5,5,5,135,0.9332966,0.8962962962962963,14.89074074074074
2.0,5,5,6,135,0.94092894,0.9333333333333333,18.64074074074074
2.0,5,5,7,135,0.94825405,0.9185185185185185,19.53148148148148
2.0,5,5,8,135,0.9565238,0.9333333333333333,22.08888888888889
2.0,5,5,9,136,0.96741194,0.9852941176470589,25.77573529411765
2.0,5,6,0,137,0.8275415,0.8394160583941606,12.88138686131387
2.0,5,6,1,137,0.881759,0.8613138686131386,10.69890510948905
2.0,5,6,2,137,0.89628017,0.927007299270073,13.213503649635037
2.0,5,6,3,137,0.9076926,0.8978102189781022,13.647810218978103
2.0,5,6,4,137,0.91740966,0.8832116788321168,14.602189781021897
2.0,5,6,5,136,0.9258981,0.9411764705882353,15.216911764705882
2.0,5,6,6,137,0.9354842,0.8905109489051095,15.18978102189781
2.0,5,6,7,137,0.9441935,0.8978102189781022,16.68978102189781
2.0,5,6,8,137,0.9545215,0.9197080291970803,22.116788321167885
2.0,5,6,9,137,0.9703973,0.9416058394160584,22.717153284671532
2.0,5,7,0,121,0.742689,0.6942148760330579,6.56198347107438
2.0,5,7,1,121,0.8516146,0.8925619834710744,9.258264462809917
2.0,5,7,2,120,0.87334365,0.8666666666666667,10.497916666666667
2.0,5,7,3,121,0.8882165,0.9338842975206612,12.460743801652892
2.0,5,7,4,121,0.9003038,0.8842975206611571,11.047520661157025
2.0,5,7,5,120,0.9108182,0.8583333333333333,10.966666666666667
2.0,5,7,6,121,0.92024237,0.9421487603305785,12.601239669421487
2.0,5,7,7,120,0.93081415,0.9416666666666667,14.695833333333333
2.0,5,7,8,121,0.94333464,0.9173553719008265,15.012396694214877
2.0,5,7,9,121,0.9616224,0.9586776859504132,23.239669421487605
2.0,5,8,0,131,0.76721436,0.8244274809160306,6.961832061068702
2.0,5,8,1,131,0.85268825,0.8625954198473282,9.58206106870229
2.0,5,8,2,130,0.8713082,0.8846153846153846,8.55
2.0,5,8,3,131,0.8828514,0.8473282442748091,9.391221374045802
2.0,5,8,4,130,0.8933015,0.8923076923076924,11.840384615384615
2.0,5,8,5,131,0.901302,0.916030534351145,11.477099236641221
2.0,5,8,6,130,0.91123563,0.9,12.559615384615384
2.0,5,8,7,131,0.9208381,0.9083969465648855,13.679389312977099
2.0,5,8,8,130,0.933954,0.9615384615384616,14.901923076923078
2.0,5,8,9,131,0.95647615,0.9007633587786259,20.765267175572518
2.0,5,9,0,101,0.75855446,0.6534653465346535,6.846534653465347
2.0,5,9,1,101,0.8484228,0.9306930693069307,10.346534653465346
2.0,5,9,2,101,0.8669958,0.8217821782178217,7.801980198019802
2.0,5,9,3,100,0.8801913,0.83,10.6225
2.0,5,9,4,101,0.889696,0.8811881188118812,10.673267326732674
2.0,5,9,5,101,0.8974589,0.900990099009901,10.304455445544555
2.0,5,9,6,100,0.90564346,0.88,12.975
2.0,5,9,7,101,0.91587156,0.9108910891089109,13.136138613861386
2.0,5,9,8,101,0.9279687,0.9504950495049505,13.715346534653465
2.0,5,9,9,101,0.9431217,0.9603960396039604,16.824257425742573
2.0,5,10,0,90,0.7103969,0.7222222222222222,8.036111111111111
2.0,5,10,1,90,0.83926517,0.9,9.627777777777778
2.0,5,10,2,89,0.86275184,0.8651685393258427,9.651685393258427
2.0,5,10,3,90,0.8763275,0.8888888888888888,11.563888888888888
2.0,5,10,4,90,0.8877387,0.8777777777777778,11.541666666666666
2.0,5,10,5,89,0.8978129,0.898876404494382,12.9438202247191
2.0,5,10,6,90,0.9056764,0.9111111111111111,14.183333333333334
2.0,5,10,7,89,0.9155012,0.9325842696629213,13.429775280898877
2.0,5,10,8,90,0.9277248,0.9222222222222223,14.644444444444444
2.0,5,10,9,90,0.9453197,0.9333333333333333,16.413888888888888
2.0,5,11,0,109,0.5762103,0.6605504587155964,8.11697247706422
2.0,5,11,1,108,0.7884612,0.8055555555555556,8.210648148148149
2.0,5,11,2,109,0.8448508,0.8256880733944955,7.807339449541284
2.0,5,11,3,108,0.8677316,0.8148148148148148,9.206018518518519
2.0,5,11,4,109,0.88247955,0.908256880733945,11.256880733944953
2.0,5,11,5,108,0.89389044,0.8888888888888888,12.189814814814815
2.0,5,11,6,108,0.90394706,0.8796296296296297,12.24537037037037
2.0,5,11,7,109,0.9155815,0.926605504587156,14.958715596330276
2.0,5,11,8,108,0.92886084,0.9259259259259259,15.217592592592593
2.0,5,11,9,109,0.94789326,0.926605504587156,14.660550458715596
2.0,5,12,0,121,0.6996711,0.743801652892562,11.663223140495868
2.0,5,12,1,121,0.82745534,0.8760330578512396,9.568181818181818
2.0,5,12,2,121,0.8568395,0.8760330578512396,9.954545454545455
2.0,5,12,3,120,0.87578166,0.9083333333333333,10.125
2.0,5,12,4,121,0.88893926,0.8925619834710744,10.578512396694215
2.0,5,12,5,121,0.90067095,0.8677685950413223,10.737603305785123
2.0,5,12,6,120,0.9114141,0.9416666666666667,14.414583333333333
2.0,5,12,7,121,0.9226515,0.9338842975206612,14.134297520661157
2.0,5,12,8,121,0.93466365,0.9504132231404959,21.421487603305785
2.0,5,12,9,121,0.9515308,0.9090909090909091,21.541322314049587
2.0,5,13,0,129,0.66765225,0.7751937984496124,7.567829457364341
2.0,5,13,1,129,0.8391921,0.8837209302325582,9.063953488372093
2.0,5,13,2,128,0.8769834,0.890625,11.7734375
2.0,5,13,3,129,0.89318985,0.8604651162790697,11.01937984496124
2.0,5,13,4,129,0.90615124,0.875968992248062,14.835271317829458
2.0,5,13,5,128,0.91783065,0.921875,13.5859375
2.0,5,13,6,129,0.92764896,0.937984496124031,18.521317829457363
2.0,5,13,7,128,0.93699753,0.9375,17.400390625
2.0,5,13,8,129,0.9462749,0.9612403100775194,19.114341085271317
2.0,5,13,9,129,0.9595173,0.9844961240310077,27.083333333333332
2.0,5,14,0,125,0.77619576,0.84,14.928
2.0,5,14,1,125,0.86494815,0.896,15.51
2.0,5,14,2,124,0.88950276,0.9435483870967742,17.481854838709676
2.0,5,14,3,125,0.9083891,0.952,19.736
2.0,5,14,4,124,0.92287856,0.9516129032258065,20.683467741935484
2.0,5,14,5,125,0.93615067,0.904,18.346
2.0,5,14,6,124,0.9459458,0.9354838709677419,20.995967741935484
2.0,5,14,7,125,0.9545553,0.976,25.514
2.0,5,14,8,124,0.9621769,0.9758064516129032,26.9375
2.0,5,14,9,125,0.9722575,0.968,23.0
2.0,5,15,0,100,0.7990916,0.92,10.1125
2.0,5,15,1,100,0.86304086,0.91,11.2
2.0,5,15,2,100,0.8833297,0.91,10.07
2.0,5,15,3,100,0.8999715,0.89,12.235
2.0,5,15,4,100,0.9158487,0.89,14.565
2.0,5,15,5,100,0.93055046,0.96,20.6525
2.0,5,15,6,100,0.94199324,0.95,23.4625
2.0,5,15,7,100,0.95359004,0.96,25.67
2.0,5,15,8,100,0.9634708,0.95,23.8675
2.0,5,15,9,100,0.9741434,0.97,25.895
2.0,5,16,0,114,0.85152274,0.8771929824561403,14.49780701754386
2.0,5,16,1,113,0.91200197,0.911504424778761,24.42920353982301
2.0,5,16,2,113,0.9283405,0.9292035398230089,31.404867256637168
2.0,5,16,3,113,0.93969107,0.9646017699115044,31.878318584070797
2.0,5,16,4,113,0.9479212,0.9292035398230089,31.595132743362832
2.0,5,16,5,113,0.95373553,0.9646017699115044,26.466814159292035
2.0,5,16,6,113,0.95915794,0.9026548672566371,30.22787610619469
2.0,5,16,7,113,0.96469456,0.9557522123893806,28.201327433628318
2.0,5,16,8,113,0.9708085,0.9734513274336283,27.25
2.0,5,16,9,113,0.97789896,0.9292035398230089,26.488938053097346
2.0,5,17,0,100,0.8204814,0.91,16.145
2.0,5,17,1,100,0.877851,0.86,10.5925
2.0,5,17,2,100,0.8990905,0.93,17.3125
2.0,5,17,3,99,0.9146036,0.9090909090909091,18.366161616161616
2.0,5,17,4,100,0.92516404,0.94,16.155
2.0,5,17,5,100,0.9342002,0.93,19.2925
2.0,5,17,6,99,0.9422739,0.9494949494949495,20.050505050505052
2.0,5,17,7,100,0.9512279,0.87,18.585
2.0,5,17,8,100,0.96025175,0.93,23.3025
2.0,5,17,9,100,0.9729579,0.92,25.44
2.0,5,18,0,90,0.7969316,0.8222222222222222,8.897222222222222
2.0,5,18,1,89,0.8717197,0.8764044943820225,10.075842696629213
2.0,5,18,2,89,0.8947134,0.8764044943820225,12.393258426966293
2.0,5,18,3,89,0.9090817,0.9662921348314607,15.991573033707866
2.0,5,18,4,89,0.9210735,0.9213483146067416,17.26123595505618
2.0,5,18,5,89,0.9309301,0.9438202247191011,17.162921348314608
2.0,5,18,6,89,0.9408002,0.9438202247191011,20.890449438202246
2.0,5,18,7,89,0.95025474,0.9662921348314607,27.519662921348313
2.0,5,18,8,89,0.96109843,0.9438202247191011,43.88202247191011
2.0,5,18,9,89,0.9714965,0.9101123595505618,33.23033707865169
2.0,5,19,0,109,0.82523155,0.8715596330275229,15.653669724770642
2.0,5,19,1,109,0.90264547,0.926605504587156,21.327981651376145
2.0,5,19,2,109,0.92141294,0.908256880733945,19.678899082568808
2.0,5,19,3,109,0.9325364,0.9357798165137615,19.543577981651374
2.0,5,19,4,109,0.9417785,0.9357798165137615,23.165137614678898
2.0,5,19,5,109,0.9488882,0.9174311926605505,22.222477064220183
2.0,5,19,6,109,0.95450485,0.9908256880733946,34.3394495412844
2.0,5,19,7,109,0.96064085,0.944954128440367,31.40137614678899
2.0,5,19,8,109,0.96765965,0.963302752293578,27.428899082568808
2.0,5,19,9,109,0.9775275,0.963302752293578,34.44954128440367
2.0,5,20,0,106,0.83959156,0.9150943396226415,17.360849056603772
2.0,5,20,1,106,0.9087783,0.9433962264150944,18.54009433962264
2.0,5,20,2,106,0.92574894,0.9716981132075472,21.08254716981132
2.0,5,20,3,105,0.9357055,0.9714285714285714,19.085714285714285
2.0,5,20,4,106,0.9432475,0.9528301886792453,21.84198113207547
2.0,5,20,5,106,0.9492929,0.9622641509433962,21.528301886792452
2.0,5,20,6,105,0.9542883,0.9714285714285714,25.357142857142858
2.0,5,20,7,106,0.95994365,0.9433962264150944,25.79245283018868
2.0,5,20,8,106,0.9665746,0.9433962264150944,25.297169811320753
2.0,5,20,9,106,0.97667724,0.9528301886792453,31.05188679245283
2.0,5,21,0,115,0.89948976,0.9478260869565217,17.958695652173912
2.0,5,21,1,114,0.9300708,0.9298245614035088,20.594298245614034
2.0,5,21,2,114,0.9415732,0.956140350877193,22.17324561403509
2.0,5,21,3,115,0.9491513,0.9565217391304348,30.004347826086956
2.0,5,21,4,114,0.9541864,0.9824561403508771,37.85087719298246
2.0,5,21,5,114,0.958784,0.9473684210526315,30.29385964912281
2.0,5,21,6,115,0.96270734,0.991304347826087,37.94565217391305
2.0,5,21,7,114,0.96726215,0.9824561403508771,38.925438596491226
2.0,5,21,8,114,0.9725172,0.9736842105263158,35.45614035087719
2.0,5,21,9,115,0.9797168,0.9826086956521739,35.880434782608695
2.0,5,22,0,24,0.8032988,0.875,7.104166666666667
2.0,5,22,1,23,0.88821894,0.9130434782608695,9.956521739130435
2.0,5,22,2,24,0.91765016,0.9166666666666666,16.78125
2.0,5,22,3,23,0.92843205,0.9565217391304348,13.619565217391305
2.0,5,22,4,24,0.9360051,0.875,7.666666666666667
2.0,5,22,5,23,0.9443966,0.9130434782608695,14.48913043478261
2.0,5,22,6,23,0.95214254,0.8695652173913043,18.07608695652174
2.0,5,22,7,24,0.95882994,0.9166666666666666,16.208333333333332
2.0,5,22,8,23,0.9677863,0.9565217391304348,34.03260869565217
2.0,5,22,9,24,0.97911865,1.0,50.84375
2.0,10,1,0,124,0.7890454,0.9032258064516129,12.558467741935484
2.0,10,1,1,124,0.8722425,0.8951612903225806,9.86491935483871
2.0,10,1,2,124,0.88935745,0.8548387096774194,11.149193548387096
2.0,10,1,3,124,0.902952,0.8790322580645161,9.747983870967742
2.0,10,1,4,124,0.9147499,0.8870967741935484,13.836693548387096
2.0,10,1,5,123,0.9237186,0.9105691056910569,12.754065040650406
2.0,10,1,6,124,0.9322557,0.8709677419354839,13.804435483870968
2.0,10,1,7,124,0.9410014,0.8951612903225806,16.89717741935484
2.0,10,1,8,124,0.95110273,0.967741935483871,20.39516129032258
2.0,10,1,9,124,0.96803325,0.9758064516129032,24.08467741935484
2.0,10,2,0,99,0.7723402,0.797979797979798,11.171717171717171
2.0,10,2,1,99,0.86225736,0.8585858585858586,9.133838383838384
2.0,10,2,2,99,0.885587,0.898989898989899,11.292929292929292
2.0,10,2,3,99,0.9001194,0.9292929292929293,9.732323232323232
2.0,10,2,4,99,0.91033024,0.9090909090909091,11.717171717171718
2.0,10,2,5,99,0.9190398,0.9292929292929293,14.368686868686869
2.0,10,2,6,99,0.92588323,0.9393939393939394,14.267676767676768
2.0,10,2,7,99,0.9347721,0.8787878787878788,12.318181818181818
2.0,10,2,8,99,0.9454442,0.8888888888888888,16.305555555555557
2.0,10,2,9,99,0.9670267,0.9696969696969697,22.424242424242426
2.0,10,3,0,147,0.87172383,0.8163265306122449,11.306122448979592
2.0,10,3,1,147,0.91419786,0.9387755102040817,19.15986394557823
2.0,10,3,2,147,0.9296442,0.9659863945578231,19.539115646258505
2.0,10,3,3,146,0.94124824,0.9657534246575342,22.220890410958905
2.0,10,3,4,147,0.9508744,0.9319727891156463,23.13605442176871
2.0,10,3,5,147,0.9591679,0.9727891156462585,28.51360544217687
2.0,10,3,6,146,0.9667791,0.9452054794520548,29.38527397260274
2.0,10,3,7,147,0.97308546,0.9863945578231292,30.906462585034014
2.0,10,3,8,147,0.9795479,0.9727891156462585,30.68027210884354
2.0,10,3,9,147,0.9868045,0.9455782312925171,27.506802721088434
2.0,10,4,0,174,0.8988258,0.8850574712643678,16.79597701149425
2.0,10,4,1,174,0.9310418,0.9482758620689655,17.844827586206897
2.0,10,4,2,174,0.9433638,0.9482758620689655,21.017241379310345
2.0,10,4,3,174,0.951654,0.9195402298850575,22.817528735632184
2.0,10,4,4,174,0.9582817,0.9482758620689655,21.010057471264368
2.0,10,4,5,173,0.96403223,0.9421965317919075,25.514450867052023
2.0,10,4,6,174,0.96870565,0.9367816091954023,25.336206896551722
2.0,10,4,7,174,0.97396904,0.9252873563218391,27.387931034482758
2.0,10,4,8,174,0.9787335,0.9367816091954023,30.32183908045977
2.0,10,4,9,174,0.9856835,0.9367816091954023,28.850574712643677
2.0,10,5,0,136,0.87244236,0.8308823529411765,22.53125
2.0,10,5,1,135,0.9232667,0.9111111111111111,21.916666666666668
2.0,10,5,2,135,0.93494046,0.9629629629629629,22.216666666666665
2.0,10,5,3,135,0.94287384,0.9333333333333333,18.192592592592593
2.0,10,5,4,135,0.9489312,0.9185185185185185,23.816666666666666
2.0,10,5,5,135,0.95411646,0.9555555555555556,22.78148148148148
2.0,10,5,6,135,0.9589918,0.9407407407407408,29.159259259259258
2.0,10,5,7,135,0.9653136,0.9407407407407408,27.455555555555556
2.0,10,5,8,135,0.9706727,0.9555555555555556,33.285185185185185
2.0,10,5,9,136,0.9786451,0.9705882352941176,34.060661764705884
2.0,10,6,0,137,0.86561877,0.9343065693430657,18.37773722627737
2.0,10,6,1,137,0.91759753,0.9051094890510949,17.786496350364963
2.0,10,6,2,137,0.9297347,0.9416058394160584,18.335766423357665
2.0,10,6,3,137,0.93853706,0.9197080291970803,17.355839416058394
2.0,10,6,4,137,0.9447205,0.927007299270073,19.837591240875913
2.0,10,6,5,136,0.9504601,0.9338235294117647,22.94485294117647
2.0,10,6,6,137,0.95639104,0.927007299270073,18.728102189781023
2.0,10,6,7,137,0.96214604,0.9051094890510949,24.669708029197082
2.0,10,6,8,137,0.9683398,0.9343065693430657,23.032846715328468
2.0,10,6,9,137,0.9775293,0.9562043795620438,28.50729927007299
2.0,10,7,0,121,0.80039394,0.7851239669421488,10.351239669421487
2.0,10,7,1,121,0.89874464,0.9008264462809917,15.566115702479339
2.0,10,7,2,120,0.91291595,0.925,14.702083333333333
2.0,10,7,3,121,0.92219657,0.9338842975206612,17.051652892561982
2.0,10,7,4,121,0.92973703,0.9008264462809917,13.516528925619834
2.0,10,7,5,120,0.9375505,0.9416666666666667,16.55625
2.0,10,7,6,121,0.94594234,0.9256198347107438,18.65495867768595
2.0,10,7,7,120,0.9526377,0.925,18.210416666666667
2.0,10,7,8,121,0.9604147,0.9173553719008265,17.022727272727273
2.0,10,7,9,121,0.9726626,0.9752066115702479,28.00206611570248
2.0,10,8,0,131,0.8288452,0.8473282442748091,10.34732824427481
2.0,10,8,1,131,0.89770025,0.9236641221374046,12.811068702290076
2.0,10,8,2,130,0.91112876,0.8692307692307693,12.788461538461538
2.0,10,8,3,131,0.92072076,0.9312977099236641,15.080152671755725
2.0,10,8,4,130,0.92791337,0.8769230769230769,14.373076923076923
2.0,10,8,5,131,0.9344991,0.916030534351145,13.986641221374045
2.0,10,8,6,130,0.9411214,0.9538461538461539,16.48846153846154
2.0,10,8,7,131,0.9482821,0.9465648854961832,17.591603053435115
2.0,10,8,8,130,0.955629,0.9615384615384616,20.421153846153846
2.0,10,8,9,131,0.9708023,0.9312977099236641,25.326335877862597
2.0,10,9,0,101,0.8134093,0.7623762376237624,11.299504950495049
2.0,10,9,1,101,0.8818362,0.9306930693069307,16.0
2.0,10,9,2,101,0.8992699,0.9108910891089109,13.821782178217822
2.0,10,9,3,100,0.9110758,0.89,16.69
2.0,10,9,4,101,0.92076033,0.9306930693069307,14.25
2.0,10,9,5,101,0.92913556,0.8811881188118812,16.581683168316832
2.0,10,9,6,100,0.93634355,0.93,16.0925
2.0,10,9,7,101,0.9431857,0.9405940594059405,17.46039603960396
2.0,10,9,8,101,0.9508806,0.9306930693069307,18.04950495049505
2.0,10,9,9,101,0.963067,0.9207920792079208,19.274752475247524
2.0,10,10,0,90,0.76986295,0.8,6.883333333333334
2.0,10,10,1,90,0.8816005,0.9111111111111111,14.344444444444445
2.0,10,10,2,89,0.8997368,0.9213483146067416,15.932584269662922
2.0,10,10,3,90,0.9100888,0.9555555555555556,15.472222222222221
2.0,10,10,4,90,0.9189033,0.8888888888888888,16.68611111111111
2.0,10,10,5,89,0.92654145,0.898876404494382,21.019662921348313
2.0,10,10,6,90,0.9338202,0.9333333333333333,20.72222222222222
2.0,10,10,7,89,0.9407923,0.9775280898876404,17.848314606741575
2.0,10,10,8,90,0.95027155,0.9555555555555556,20.266666666666666
2.0,10,10,9,90,0.9638815,0.9111111111111111,20.33888888888889
2.0,10,11,0,109,0.67749745,0.7614678899082569,12.961009174311927
2.0,10,11,1,108,0.844891,0.9259259259259259,10.349537037037036
2.0,10,11,2,109,0.8858297,0.8715596330275229,13.754587155963304
2.0,10,11,3,108,0.9025616,0.8703703703703703,13.983796296296296
2.0,10,11,4,109,0.91265994,0.9174311926605505,18.56651376146789
2.0,10,11,5,108,0.92259896,0.9074074074074074,14.92824074074074
2.0,10,11,6,108,0.9314006,0.8796296296296297,15.233796296296296
2.0,10,11,7,109,0.9395823,0.963302752293578,18.073394495412845
2.0,10,11,8,108,0.95042485,0.9351851851851852,20.94675925925926
2.0,10,11,9,109,0.96346164,0.9174311926605505,19.387614678899084
2.0,10,12,0,121,0.77068514,0.8347107438016529,19.766528925619834
2.0,10,12,1,121,0.85708153,0.8677685950413223,10.799586776859504
2.0,10,12,2,121,0.88478243,0.9090909090909091,13.931818181818182
2.0,10,12,3,120,0.9008655,0.8916666666666667,12.61875
2.0,10,12,4,121,0.9139169,0.9173553719008265,15.774793388429751
2.0,10,12,5,121,0.9239836,0.9338842975206612,15.62603305785124
2.0,10,12,6,120,0.9336565,0.9416666666666667,17.716666666666665
2.0,10,12,7,121,0.94246376,0.9669421487603306,21.136363636363637
2.0,10,12,8,121,0.952099,0.9008264462809917,25.90082644628099
2.0,10,12,9,121,0.9674221,0.9338842975206612,26.514462809917354
2.0,10,13,0,129,0.7548292,0.8604651162790697,12.806201550387597
2.0,10,13,1,129,0.8754383,0.9069767441860465,12.881782945736434
2.0,10,13,2,128,0.9020367,0.9375,15.609375
2.0,10,13,3,129,0.91797704,0.9302325581395349,16.968992248062015
2.0,10,13,4,129,0.9286785,0.9534883720930233,20.536821705426355
2.0,10,13,5,128,0.9378708,0.8984375,18.54296875
2.0,10,13,6,129,0.9460824,0.9302325581395349,23.84108527131783
2.0,10,13,7,128,0.95350766,0.9609375,24.623046875
2.0,10,13,8,129,0.9608827,0.9767441860465116,26.151162790697676
2.0,10,13,9,129,0.97103274,0.9844961240310077,33.55038759689923
2.0,10,14,0,125,0.82926697,0.896,22.052
2.0,10,14,1,125,0.8994286,0.944,20.156
2.0,10,14,2,124,0.920292,0.9354838709677419,22.62701612903226
2.0,10,14,3,125,0.9342949,0.976,26.066
2.0,10,14,4,124,0.94636273,0.9516129032258065,35.56653225806452
2.0,10,14,5,125,0.9549767,0.984,32.292
2.0,10,14,6,124,0.96067977,0.9516129032258065,28.489919354838708
2.0,10,14,7,125,0.9669336,0.968,31.304
2.0,10,14,8,124,0.97299594,0.9838709677419355,34.125
2.0,10,14,9,125,0.98036504,0.976,34.998
2.0,10,15,0,100,0.845398,0.94,14.06
2.0,10,15,1,100,0.89665025,0.91,14.06
2.0,10,15,2,100,0.9186409,0.94,17.1225
2.0,10,15,3,100,0.9325914,0.93,19.79
2.0,10,15,4,100,0.94340813,0.95,16.865
2.0,10,15,5,100,0.9527387,0.95,23.52
2.0,10,15,6,100,0.9609771,0.98,30.27
2.0,10,15,7,100,0.9699152,0.96,34.8425
2.0,10,15,8,100,0.9774999,0.97,34.665
2.0,10,15,9,100,0.98431647,0.96,38.75
2.0,10,16,0,114,0.8885848,0.9210526315789473,19.842105263157894
2.0,10,16,1,113,0.9354829,0.9557522123893806,36.27433628318584
2.0,10,16,2,113,0.94974124,0.9203539823008849,34.26548672566372
2.0,10,16,3,113,0.9581842,0.9734513274336283,47.807522123893804
2.0,10,16,4,113,0.9642125,0.9646017699115044,36.5287610619469
2.0,10,16,5,113,0.9689334,0.9203539823008849,39.703539823008846
2.0,10,16,6,113,0.9728482,0.9734513274336283,41.88053097345133
2.0,10,16,7,113,0.9763223,0.9734513274336283,39.32743362831859
2.0,10,16,8,113,0.9799261,0.9646017699115044,42.71238938053097
2.0,10,16,9,113,0.9852581,0.9823008849557522,38.825221238938056
2.0,10,17,0,100,0.85873735,0.99,25.465
2.0,10,17,1,100,0.910144,0.93,20.0925
2.0,10,17,2,100,0.9277369,0.9,22.3275
2.0,10,17,3,99,0.9392897,0.98989898989899,24.34090909090909
2.0,10,17,4,100,0.94700897,0.93,22.7275
2.0,10,17,5,100,0.9545138,0.92,24.515
2.0,10,17,6,99,0.96056086,0.9494949494949495,25.83080808080808
2.0,10,17,7,100,0.96704215,0.95,24.3875
2.0,10,17,8,100,0.97312593,0.91,30.6125
2.0,10,17,9,100,0.98161143,0.95,33.0
2.0,10,18,0,90,0.8661324,0.9,34.675
2.0,10,18,1,89,0.9123991,0.9438202247191011,18.99438202247191
2.0,10,18,2,89,0.9283793,0.898876404494382,21.882022471910112
2.0,10,18,3,89,0.93827075,0.9550561797752809,15.50561797752809
2.0,10,18,4,89,0.94564354,0.9775280898876404,22.68258426966292
2.0,10,18,5,89,0.95306283,0.9887640449438202,25.831460674157302
2.0,10,18,6,89,0.9593946,0.9775280898876404,46.82865168539326
2.0,10,18,7,89,0.96595144,0.9550561797752809,48.95505617977528
2.0,10,18,8,89,0.9725361,0.9775280898876404,45.46348314606742
2.0,10,18,9,89,0.98082024,0.9325842696629213,39.438202247191015
2.0,10,19,0,109,0.88120097,0.926605504587156,23.238532110091743
2.0,10,19,1,109,0.93543255,0.926605504587156,21.91743119266055
2.0,10,19,2,109,0.94843405,0.9357798165137615,27.224770642201836
2.0,10,19,3,109,0.95708793,0.944954128440367,32.362385321100916
2.0,10,19,4,109,0.9622416,0.9541284403669725,34.63073394495413
2.0,10,19,5,109,0.9666989,0.981651376146789,34.10091743119266
2.0,10,19,6,109,0.9708585,1.0,39.83715596330275
2.0,10,19,7,109,0.97426045,0.981651376146789,38.09862385321101
2.0,10,19,8,109,0.9783695,0.963302752293578,40.86467889908257
2.0,10,19,9,109,0.9834761,0.963302752293578,37.043577981651374
2.0,10,20,0,106,0.90179336,0.9433962264150944,37.556603773584904
2.0,10,20,1,106,0.94227636,0.9811320754716981,38.716981132075475
2.0,10,20,2,106,0.95277953,0.9811320754716981,27.214622641509433
2.0,10,20,3,105,0.9590985,0.9523809523809523,35.819047619047616
2.0,10,20,4,106,0.96380025,0.9811320754716981,31.62264150943396
2.0,10,20,5,106,0.96805614,0.9716981132075472,28.212264150943398
2.0,10,20,6,105,0.97215533,0.9809523809523809,33.023809523809526
2.0,10,20,7,106,0.9754912,0.9622641509433962,35.389150943396224
2.0,10,20,8,106,0.97934365,0.9622641509433962,35.030660377358494
2.0,10,20,9,106,0.9852236,0.9433962264150944,44.367924528301884
2.0,10,21,0,115,0.9305398,0.9478260869565217,26.306521739130435
2.0,10,21,1,114,0.9546986,0.956140350877193,31.162280701754387
2.0,10,21,2,114,0.9623755,0.9824561403508771,43.56140350877193
2.0,10,21,3,115,0.96713465,0.9739130434782609,41.21739130434783
2.0,10,21,4,114,0.97032213,0.956140350877193,46.70175438596491
2.0,10,21,5,114,0.9732831,0.9912280701754386,53.22149122807018
2.0,10,21,6,115,0.97643626,0.991304347826087,49.4
