condition,condition_value,horizon_bars,observations,mean_return,median_return,std_return,win_rate_positive,mean_displacement_points,median_displacement_points,window,validation_start,validation_end
zscore_30,-1.5:-1.0,60,2982,0.0004641530347678862,0.000310011945066746,0.0034374827501556433,0.5714285714285714,6.615274983232729,4.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,1,2120,1.3379997508627165e-05,1.7493112420496892e-05,0.0004366533994359388,0.5127358490566037,0.18007075471698114,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,3,2120,3.82134685484539e-05,3.643552980536757e-05,0.000752898686546845,0.5264150943396226,0.5261792452830188,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,5,2120,6.843644234652164e-05,6.805730425019085e-05,0.0010372969037670658,0.5363207547169812,0.9533018867924529,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,10,2120,0.0001385941489551252,0.00010895521055354074,0.0013316303690686813,0.5580188679245283,1.9257075471698113,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,20,2120,0.00019045472627762317,0.00020391911974548815,0.0019810646626320007,0.5632075471698114,2.640801886792453,3.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,30,2120,0.0002175835333760011,0.00021261670806349553,0.0022917285626839123,0.5702830188679245,3.0621462264150945,3.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.0:-1.5,60,2120,0.00047644331200850264,0.0004601001863270282,0.003461580044408298,0.5976415094339622,6.643514150943396,6.625,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,1,1101,3.851913912332902e-06,0.0,0.0004743689772272251,0.48864668483197093,0.05722070844686648,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,3,1101,3.358564757163056e-05,1.8641066269031725e-05,0.0007431139350234102,0.5095367847411444,0.47729336966394187,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,5,1101,3.633849733847843e-05,3.4037918240859e-05,0.00088979852969139,0.5131698455949137,0.5213442325158947,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,10,1101,3.858895129170664e-05,6.688627660822455e-05,0.0016426840599775444,0.5367847411444142,0.6119436875567665,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,20,1101,0.0002128737464260789,0.00019577482335764174,0.0020252963048685477,0.5658492279745686,2.9806993642143507,2.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,30,1101,0.00012771183890609338,0.0001610853573410509,0.002512477193288604,0.5495004541326067,1.7674841053587647,2.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,-2.5:-2.0,60,1101,0.0003532971858284499,0.0004385521033634099,0.0036192791169681405,0.5858310626702997,4.887375113533151,6.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,1,7093,-1.6761383220104666e-06,0.0,0.0003845050463751046,0.4808966586775694,-0.026434512900042294,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,3,7093,-3.110909931295465e-06,1.6622616732409057e-05,0.0007278784640767538,0.5023262371352037,-0.05177639926688284,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,5,7093,2.4063944469001452e-06,1.8037518037417044e-05,0.0009451760730310586,0.5117721697448189,0.016882842238827012,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,10,7093,3.6075052963221465e-05,3.634777551608792e-05,0.0013434408088336689,0.5216410545608346,0.4804384604539687,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,20,7091,8.619256523104794e-05,7.49091726282014e-05,0.002011587130629608,0.5291214215202369,1.1884078409251164,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,30,7090,0.00015837382955063563,0.00014537657220059508,0.0024777372280029323,0.5372355430183356,2.1669957686882935,2.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,0:1.0,60,7068,0.000248636807170433,0.00018611643951227386,0.0034737381110292163,0.5363610639501981,3.3898203169213357,2.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,1,4036,2.0463471390751528e-06,0.0,0.00044469484497717794,0.48439048562933595,0.0319623389494549,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,3,4035,-5.844787431045876e-06,0.0,0.000744068005931961,0.49343246592317225,-0.07676579925650558,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,5,4034,-3.0549261198297193e-06,1.6687120698577473e-05,0.0009620094141439964,0.5017352503718394,-0.026896380763510162,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,10,4033,-4.106398263451907e-05,1.7513441566308074e-05,0.0013994466726094798,0.5060748822216712,-0.5784775601289363,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,20,4029,2.2739290410044547e-05,6.730380939568015e-05,0.0019239126590025087,0.5219657483246463,0.2873541821792008,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,30,4027,4.431590970482955e-05,0.00010174837626553135,0.002266116560004635,0.5301713434318351,0.5787186491184505,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.0:1.5,60,4023,7.664334137278451e-05,0.0001758767455766197,0.0031145412766333353,0.5346756152125279,1.0187670892368879,2.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,1,2804,1.4815040538507612e-05,0.0,0.00038118793006591616,0.49108416547788875,0.20185449358059915,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,3,2803,3.233035041952501e-05,1.695030171533496e-05,0.0007402548202368927,0.5087406350338922,0.4306100606493043,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,5,2802,3.840989733463571e-05,1.875299875886416e-05,0.000996901130039678,0.5153461812990721,0.5066916488222698,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,10,2798,6.892371776022273e-05,3.677622654663093e-05,0.0013467068667603387,0.5203716940671909,0.9382594710507506,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,20,2795,5.8979179307083144e-05,5.5534987041916395e-05,0.0017493185727557713,0.5245080500894455,0.7980322003577818,0.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,30,2792,2.920733293446885e-05,9.079932426703241e-05,0.0019789750493604285,0.5315186246418339,0.42111389684813755,1.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,1.5:2.0,60,2791,0.00011130454294828823,0.00016924196523770973,0.002854129818149349,0.5374417771408098,1.5472948763883914,2.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,1,1161,2.6351858928222322e-05,0.0,0.00048157460610397936,0.4737295434969854,0.3748923341946598,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,3,1161,4.669707948256158e-05,-1.657797450305143e-05,0.0007520795660840666,0.4720068906115418,0.6686046511627907,-0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,5,1161,5.3595799196712895e-05,0.0,0.0009233090553417987,0.48406546080964685,0.7590439276485789,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,10,1161,0.00010324270812585744,5.4904831625179895e-05,0.0012833170668314472,0.5322997416020672,1.473083548664944,0.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,20,1160,0.00013687896425584333,7.289954426592526e-05,0.0016472490953743923,0.528448275862069,1.934698275862069,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,30,1156,7.37773676195141e-05,0.00010541443607781087,0.0020831064917648367,0.5294117647058824,1.043468858131488,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,2.0:2.5,60,1156,0.00029926670966812143,0.00022629974210708337,0.0030794005116824576,0.5519031141868512,4.21128892733564,3.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,1,594,2.7937177259236983e-05,1.8442193093659576e-05,0.000499187741668185,0.5252525252525253,0.3926767676767677,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,3,594,7.336423310299651e-05,8.797662388848604e-05,0.000825236614633128,0.563973063973064,1.015993265993266,1.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,5,594,0.0001128577482734085,0.00010167228109081439,0.0009924100044745913,0.5622895622895623,1.5509259259259258,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,10,594,0.0001367731251824079,0.0001491905586092912,0.0015302473363816545,0.5791245791245792,1.9250841750841752,2.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,20,594,0.00032170472553588324,0.00021502275778029212,0.0021298406708116216,0.5791245791245792,4.507996632996633,3.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,30,594,0.0001981645247763525,0.00016933460454471305,0.002413568240543028,0.5353535353535354,2.8425925925925926,2.375,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,<=-2.5,60,594,9.58268859331932e-05,0.00036824438173621576,0.0036446332092607238,0.5606060606060606,1.4301346801346801,5.375,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,1,460,-3.8003649113301496e-05,-3.40520482259854e-05,0.0006447755159196531,0.4326086956521739,-0.5347826086956522,-0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,3,460,-1.3233937919371812e-05,1.8030246017652907e-05,0.0009738718777793599,0.5043478260869565,-0.15760869565217392,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,5,460,1.164671585872948e-05,1.67933956983779e-05,0.0012451426687840172,0.5021739130434782,0.16358695652173913,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,10,460,5.114542743239265e-05,5.2087697451241866e-05,0.0017912361822963196,0.5195652173913043,0.6744565217391304,0.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,20,460,0.00013845019647639083,6.630245981809058e-05,0.0022277851421938335,0.5282608695652173,1.8668478260869565,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,30,460,0.00023049660369402916,0.0001865308494146678,0.0025654137504111637,0.55,3.0956521739130434,2.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_30,>=2.5,60,460,0.0006526853521374734,0.00043429168339159663,0.0035447065022377023,0.5826086956521739,8.980434782608695,6.125,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,1,6434,-8.69848057173357e-07,0.0,0.00047117576136413385,0.48943114703139573,-0.006916381722101336,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,3,6434,-4.168082089105627e-06,1.718774170256232e-05,0.0008357002143671174,0.5108797015853279,-0.04748212620453839,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,5,6434,-7.378181769088502e-08,3.331726110855637e-05,0.0010770132040874689,0.521603978862294,0.017757227230338825,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,10,6434,4.111349911727829e-05,6.71563841930789e-05,0.0015104693870860207,0.5349704693814112,0.6009869443580976,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,20,6434,0.00011606023721619292,8.776576102531575e-05,0.002123390838558098,0.5394777743239043,1.6581830898352503,1.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,30,6434,0.0002513332623945415,0.00018626083676476224,0.002617174997466867,0.5627914205781784,3.5450341933478398,2.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.0:0,60,6434,0.00041265250542783403,0.00036735898502904263,0.0038423002536408894,0.5699409387628225,5.793674230649674,5.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,1,2822,6.18630078142233e-06,0.0,0.0005334421277644932,0.49468462083628634,0.08557760453579022,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,3,2822,3.350999251069698e-05,3.3595949582743145e-05,0.0009649777710936683,0.5163004961020553,0.4715627214741318,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,5,2822,6.538340680816213e-05,5.4132607154033785e-05,0.00121443560599391,0.5290574060949681,0.9082211197732105,0.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,10,2822,9.49676048605644e-05,7.319976037212239e-05,0.0017508955962656817,0.5372076541459957,1.2956236711552092,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,20,2822,6.245682686449074e-05,0.00010991426746198574,0.0024385514639712973,0.5294117647058824,0.9055634301913537,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,30,2822,0.00015175361759303915,0.00014504851666508056,0.003011438649091109,0.5446491849751949,2.157955350815025,2.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-1.5:-1.0,60,2822,0.00042929340535719646,0.00033157620847568126,0.003968343015156025,0.5595322466335932,6.0483699503897945,4.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,1,1985,1.3211586315030797e-05,1.8779342723096448e-05,0.0005753601573881981,0.5259445843828715,0.18828715365239296,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,3,1985,5.382740457549812e-05,5.47625132343299e-05,0.0009122241483922349,0.5476070528967254,0.7525188916876574,0.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,5,1985,5.878288765396515e-05,7.417297136913525e-05,0.0011637494263126943,0.5511335012594458,0.8230478589420654,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,10,1985,6.113629186068782e-05,0.00010446773688066457,0.001515183157916089,0.5445843828715365,0.8778337531486146,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,20,1985,0.00020587583787228086,0.00020119620287895046,0.002021261830161169,0.5496221662468513,2.827581863979849,2.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,30,1985,0.000204331057781204,0.00021644240828244676,0.002327326936688244,0.5596977329974812,2.87544080604534,3.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.0:-1.5,60,1985,0.0005434416529807569,0.00042429693997037,0.003613961731373056,0.5858942065491184,7.587405541561713,6.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,1,1045,2.7250765816629233e-05,1.7011431682201206e-05,0.0004595011450516711,0.5062200956937799,0.38636363636363635,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,3,1045,6.311951365299854e-05,1.8211619012831193e-05,0.0007992740404831897,0.508133971291866,0.8933014354066986,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,5,1045,0.00011917210203326975,7.01422133375651e-05,0.0010364254768486798,0.523444976076555,1.674641148325359,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,10,1045,0.00021794968837249542,0.00018563207722288588,0.001283712857410464,0.5933014354066986,3.0598086124401913,2.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,20,1045,0.00021820823413821525,0.00020410435298923169,0.0017667905807320188,0.5799043062200957,3.091866028708134,3.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,30,1045,0.00023295972557932484,0.00023680711149975942,0.0020733993493833804,0.570334928229665,3.310287081339713,3.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,-2.5:-2.0,60,1045,0.0006877749897987933,0.0007054318250530045,0.003547549936385809,0.6344497607655503,9.570813397129186,10.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,1,7116,4.4421118767517684e-07,0.0,0.00041168650834743064,0.4807476110174255,0.0036537380550871277,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,3,7116,1.3452637085268764e-06,0.0,0.0007362854905061078,0.49480044969083753,0.011101742551995503,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,5,7116,2.838610228696733e-06,1.690189812320053e-05,0.0009803651292340373,0.5044969083754919,0.02933530073074761,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,10,7116,1.218935434630183e-05,3.3203839910345145e-05,0.0013929713154897095,0.5129286115795391,0.16255621135469364,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,20,7115,4.699907315710611e-05,5.063718457254396e-05,0.0020365778826637905,0.5155305692199579,0.6247716092761771,0.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,30,7112,5.8773822356071594e-05,9.971323355495443e-05,0.002486441688961125,0.5291057367829022,0.7693335208098988,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,0:1.0,60,7098,8.947007211074791e-06,6.669346347820682e-05,0.0033092700203714892,0.5119752042828966,0.07695829811214426,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,1,4065,3.1962260314928327e-06,0.0,0.00039967323194988944,0.48954489544895446,0.042435424354243544,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,3,4065,1.0479966096863533e-05,1.6617092341242312e-05,0.0007042755238866469,0.5025830258302583,0.14575645756457564,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,5,4065,1.7604659249310557e-05,1.6534118152833344e-05,0.0008313300606753374,0.5003690036900369,0.2481549815498155,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,10,4065,4.317909789841486e-05,3.377750755761966e-05,0.001162121597043544,0.5143911439114391,0.5855473554735547,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,20,4057,0.00012200457254758383,0.0001028630207440262,0.001665117380256517,0.5388217894996302,1.6910278530934189,1.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,30,4050,0.00010592183690444439,0.00013462590544333075,0.0019695823799728237,0.5385185185185185,1.4575925925925926,2.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.0:1.5,60,4039,0.00025946205933212934,0.0002508196427610798,0.0026385926831732623,0.5560782371874227,3.612218370883882,3.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,1,2561,-3.151913570832538e-06,-1.65763256916307e-05,0.00035334126873514754,0.4595860991800078,-0.046661460367044126,-0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,3,2559,-1.4360499793517268e-05,-1.717327837880145e-05,0.0006324367686672469,0.4712778429073857,-0.21639312231340369,-0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,5,2557,-2.5808194484826146e-05,-3.307917500539048e-05,0.000872123773652969,0.4661712944857255,-0.38257723895189677,-0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,10,2554,-5.6835024916185326e-05,-1.789533159041179e-05,0.0012245117014865216,0.4831636648394675,-0.8118637431480031,-0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,20,2553,-3.950756811708457e-05,1.7172983462376834e-05,0.0015723219017775589,0.5052878965922444,-0.5464159811985899,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,30,2553,2.6957660324399455e-05,3.411746643688929e-05,0.0018404877796702477,0.5107716412064238,0.39336075205640425,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,1.5:2.0,60,2549,0.00012448632754352612,9.154491193386072e-05,0.00279538837767862,0.52138093369949,1.778932914868576,1.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,1,1252,1.2470731400385104e-05,0.0,0.00034550413502718193,0.49121405750798725,0.17492012779552715,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,3,1252,1.871444850560024e-05,0.0,0.0005888923739691223,0.4984025559105431,0.2743610223642173,0.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,5,1252,3.19037803745978e-05,3.650107419073123e-05,0.0007426886740295192,0.5271565495207667,0.45527156549520764,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,10,1250,1.009336222045576e-07,4.417492603037143e-05,0.0011170144716699333,0.52,0.0198,0.625,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,20,1250,-6.110852343770965e-05,1.8208699832600317e-05,0.0014194619844324957,0.5096,-0.838,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,30,1250,-0.00011528342673595376,1.7668202849319137e-05,0.0016834848095129693,0.504,-1.5582,0.25,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,2.0:2.5,60,1249,7.113261416959552e-05,0.00011912257713175833,0.002932427332136804,0.5300240192153723,1.0168134507606086,1.75,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,<=-2.5,1,688,2.3521697381904832e-05,3.3398469868162195e-05,0.0005378881603937068,0.5174418604651163,0.31976744186046513,0.5,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
zscore_60,<=-2.5,3,688,6.896382960294518e-05,7.203150590462393e-05,0.0008759605958044593,0.5465116279069767,0.9571220930232558,1.0,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
