side,zscore_threshold,stop_points,target_points,horizon_bars,window,trades,wins,losses,timeouts,win_rate,total_points,mean_result_points,profit_factor,mean_mfe,median_mfe,mean_mae,median_mae,mean_holding_bars
LONG,1.5,5.0,20.0,10,11,5317,926,3959,432,0.17415835997743087,1327.5,0.2496708631515503,1.066803376652786,18.622907638549805,13.75,20.01335334777832,13.75,3.0883957118675944
LONG,1.5,5.0,20.0,10,12,4878,704,3570,604,0.14432144321443213,-36.75,-0.007533825468271971,0.9979538431558141,16.566011428833008,12.0,17.207975387573242,11.5,3.595120951209512
LONG,1.5,5.0,20.0,10,13,5103,757,3713,633,0.14834411130707428,71.25,0.01396237500011921,1.0038018248759404,15.427444458007812,11.5,15.71644115447998,11.5,3.6331569664903
LONG,1.5,5.0,20.0,10,14,5048,754,3550,744,0.1493660855784469,1615.0,0.31992867588996887,1.0899721448467967,15.675267219543457,11.25,16.325326919555664,10.5,3.886687797147385
LONG,1.5,5.0,20.0,10,15,4933,774,3703,456,0.156902493411717,-166.5,-0.033752281218767166,0.9910441740065892,17.319988250732422,13.0,19.30316162109375,12.75,3.2096087573484695
LONG,1.5,5.0,20.0,10,16,5114,874,3814,426,0.17090340242471647,847.5,0.16572155058383942,1.0442599193137754,22.545072555541992,15.0,23.43243980407715,15.0,2.8486507626124364
LONG,1.5,5.0,20.0,10,17,5131,861,3946,324,0.16780354706684858,-498.5,-0.09715455025434494,0.9748060546332095,22.76471519470215,16.0,22.623075485229492,14.5,2.746443188462288
LONG,1.5,5.0,20.0,10,18,5490,874,4436,180,0.15919854280510018,-3621.25,-0.6596083641052246,0.8368549095578132,34.03943634033203,21.75,35.419673919677734,23.75,1.9182149362477232
LONG,1.5,5.0,20.0,10,19,5091,801,3892,398,0.15733647613435475,-616.5,-0.12109605222940445,0.9683975804798032,21.837753295898438,15.25,23.548860549926758,14.5,2.843645649184836
LONG,1.5,5.0,20.0,10,20,4945,833,3723,389,0.1684529828109201,530.75,0.10733063519001007,1.0283979186452468,28.60394287109375,18.5,28.523862838745117,16.25,2.722548028311426
LONG,1.5,5.0,20.0,10,21,5433,980,4276,177,0.18037916436591203,-610.5,-0.1123688593506813,0.9714802919708029,30.8399600982666,20.0,30.235551834106445,20.0,2.1176145775814468
LONG,1.5,5.0,20.0,10,22,5382,930,4361,91,0.17279821627647715,-2539.25,-0.4718041718006134,0.8836793824940734,38.880062103271484,25.0,38.30537033081055,23.75,1.7945001858045335
LONG,1.5,5.0,25.0,10,1,5266,145,2840,2281,0.02753513102924421,-60.5,-0.011488796211779118,0.9959387796200577,7.957842826843262,5.5,8.342906951904297,5.5,6.468856817318648
LONG,1.5,5.0,25.0,10,2,4922,56,2121,2745,0.011377488825680617,394.0,0.08004876226186752,1.0340271180585543,6.017929553985596,4.25,6.495378017425537,4.0,7.277123120682649
LONG,1.5,5.0,25.0,10,3,5211,482,3712,1017,0.09249664171943965,497.75,0.09551909565925598,1.0265796254021653,18.674821853637695,11.0,20.664363861083984,12.25,3.975820379965458
LONG,1.5,5.0,25.0,10,4,5002,530,3715,757,0.10595761695321872,1840.0,0.3678528666496277,1.0986740672217084,17.667133331298828,13.0,18.734155654907227,12.75,3.6609356257497003
