side,hmm_state,zscore,volatility_regime,sl_points,tp_points,horizon,aggregate_expectancy_R,aggregate_pf,aggregate_win_rate,observations
LONG,2,2.0,<20,15.0,20.0,60,-0.11111841528617761,0.8205019291352518,0.3809492505916382,15212
LONG,2,2.0,<20,15.0,20.0,120,-0.02736874397405553,0.9530680494495171,0.4168419668682619,15212
LONG,2,2.0,<20,15.0,25.0,10,-0.5671838022613725,0.3229223887624578,0.16230607415198528,15212
LONG,2,2.0,<20,15.0,25.0,20,-0.4164256288894732,0.46691351791074087,0.21884038916644755,15212
LONG,2,2.0,<20,15.0,25.0,30,-0.32299062143921464,0.5671071953010279,0.2538785169602945,15212
LONG,2,2.0,<20,15.0,25.0,60,-0.1624156367779822,0.7632100185291675,0.31409413620825666,15212
LONG,2,2.0,<20,15.0,25.0,120,-0.04549040231396262,0.9291491757960479,0.357941099132264,15212
LONG,2,2.0,<20,15.0,35.0,10,-0.6621088614251907,0.2632040965618142,0.10136734157244282,15212
LONG,2,2.0,<20,15.0,35.0,20,-0.5398369708125164,0.37370347773032336,0.13804890875624506,15212
LONG,2,2.0,<20,15.0,35.0,30,-0.45437812253484083,0.4566891998113504,0.16368656323954772,15212
LONG,2,2.0,<20,15.0,35.0,60,-0.27798229467963886,0.6451567788313615,0.21660531159610832,15212
LONG,2,2.0,<20,15.0,35.0,120,-0.09851871329652018,0.8649606535712141,0.2704443860110439,15212
LONG,2,2.0,<20,15.0,50.0,10,-0.7393505127530897,0.21333146814016926,0.060149881672363924,15212
LONG,2,2.0,<20,15.0,50.0,20,-0.637939346130248,0.30389976807020064,0.08355245858532738,15212
LONG,2,2.0,<20,15.0,50.0,30,-0.5729906214392146,0.36437443788132917,0.0985406258217197,15212
LONG,2,2.0,<20,15.0,50.0,60,-0.4214435971601367,0.5136180866398604,0.13351301603996846,15212
LONG,2,2.0,<20,15.0,50.0,120,-0.18529231308616,0.771804835924007,0.18800946621088616,15212
LONG,2,2.0,<20,15.0,75.0,10,-0.8063371022876675,0.16676856191834794,0.032277149618722065,15212
LONG,2,2.0,<20,15.0,75.0,20,-0.7175913752300815,0.2469646799116998,0.04706810412831975,15212
LONG,2,2.0,<20,15.0,75.0,30,-0.6690770444386012,0.2918666944966256,0.05515382592689982,15212
LONG,2,2.0,<20,15.0,75.0,60,-0.5420720483828556,0.41313785495694255,0.07632132526952407,15212
LONG,2,2.0,<20,15.0,75.0,120,-0.2959505653431501,0.6647054442541148,0.11734157244280831,15212
LONG,2,2.0,<20,15.0,100.0,10,-0.8619072661933561,0.12228321506672023,0.018012095713910072,15212
LONG,2,2.0,<20,15.0,100.0,20,-0.7691734595494785,0.2069495278116669,0.030107809623981067,15212
LONG,2,2.0,<20,15.0,100.0,30,-0.7137347707949864,0.2585814440498953,0.03733894293978438,15212
LONG,2,2.0,<20,15.0,100.0,60,-0.6099132264002104,0.3573902202521125,0.05088088351301604,15212
LONG,2,2.0,<20,15.0,100.0,120,-0.3977342448943816,0.5683574706903523,0.07855640283986326,15212
LONG,2,2.0,<20,15.0,125.0,10,-0.899377684284337,0.09082048555732766,0.010780962398106757,15212
LONG,2,2.0,<20,15.0,125.0,20,-0.8318871066701727,0.15285401883340027,0.018012095713910072,15212
LONG,2,2.0,<20,15.0,125.0,30,-0.7754404417565081,0.20544254344604607,0.024059952668945568,15212
LONG,2,2.0,<20,15.0,125.0,60,-0.6889297922692611,0.2873172390343421,0.03332895082829345,15212
LONG,2,2.0,<20,15.0,125.0,120,-0.4674379875536856,0.5042758877114706,0.05706021561924796,15212
LONG,2,2.0,<20,20.0,20.0,10,-0.5147252169339995,0.3203714955299019,0.24263739153300026,15212
LONG,2,2.0,<20,20.0,20.0,20,-0.3693136997107547,0.4605856937109938,0.31534315014462266,15212
LONG,2,2.0,<20,20.0,20.0,30,-0.2785958453852222,0.5642159383033419,0.3607020773073889,15212
LONG,2,2.0,<20,20.0,20.0,60,-0.13476202997633452,0.7624840690534122,0.43261898501183277,15212
LONG,2,2.0,<20,20.0,20.0,120,-0.03510386536944515,0.9321732503492951,0.4824480673152774,15212
LONG,2,2.0,<20,20.0,25.0,10,-0.5892551932684722,0.27915158825894654,0.18255324743623455,15212
LONG,2,2.0,<20,20.0,25.0,20,-0.44652248225085456,0.4078029642545772,0.24599000788850908,15212
LONG,2,2.0,<20,20.0,25.0,30,-0.35659347883250064,0.5005984164978825,0.2859584538522219,15212
LONG,2,2.0,<20,20.0,25.0,60,-0.19034315014462266,0.7026596837132881,0.35984748882461215,15212
LONG,2,2.0,<20,20.0,25.0,120,-0.05663292137785958,0.902479058184288,0.41927425716539574,15212
LONG,2,2.0,<20,20.0,35.0,10,-0.6805646857743886,0.22999256229081444,0.1161582960820405,15212
LONG,2,2.0,<20,20.0,35.0,20,-0.5657704443860111,0.32814207650273225,0.15790165658690508,15212
LONG,2,2.0,<20,20.0,35.0,30,-0.48225085458848277,0.40589569160997735,0.188272416513279,15212
LONG,2,2.0,<20,20.0,35.0,60,-0.31268077833289515,0.5831288343558282,0.24993426242440178,15212
LONG,2,2.0,<20,20.0,35.0,120,-0.11653628714173014,0.8283050847457627,0.32125953194846174,15212
LONG,2,2.0,<20,20.0,50.0,10,-0.7551932684722586,0.18801243992083685,0.0699447804364975,15212
LONG,2,2.0,<20,20.0,50.0,20,-0.6560281356823561,0.27247211489392725,0.09827767551932684,15212
LONG,2,2.0,<20,20.0,50.0,30,-0.5920654746252958,0.32982364759282684,0.11655272153562976,15212
LONG,2,2.0,<20,20.0,50.0,60,-0.44826452800420713,0.4678476666146402,0.15763870628451224,15212
LONG,2,2.0,<20,20.0,50.0,120,-0.20782934525374708,0.7313705497493415,0.2263344727846437,15212
LONG,2,2.0,<20,20.0,75.0,10,-0.8223277675519327,0.1457180905552141,0.03740468051538259,15212
LONG,2,2.0,<20,20.0,75.0,20,-0.7330232711017617,0.22332311764296162,0.05620562713647121,15212
LONG,2,2.0,<20,20.0,75.0,30,-0.6864975019721272,0.26499155405405406,0.06600052590060479,15212
LONG,2,2.0,<20,20.0,75.0,60,-0.5669044175650801,0.3762206148282098,0.09117801735471996,15212
LONG,2,2.0,<20,20.0,75.0,120,-0.3205364186168814,0.6259588830929733,0.14304496450170917,15212
LONG,2,2.0,<20,20.0,100.0,10,-0.8773336839337365,0.10435541238843031,0.020444386011043914,15212
LONG,2,2.0,<20,20.0,100.0,20,-0.7874046805153826,0.1836706876576024,0.03543255324743624,15212
LONG,2,2.0,<20,20.0,100.0,30,-0.738495924270313,0.2278507113890989,0.043584012621614515,15212
LONG,2,2.0,<20,20.0,100.0,60,-0.6391007099658165,0.3199972022102539,0.060149881672363924,15212
LONG,2,2.0,<20,20.0,100.0,120,-0.42019458322377073,0.5348566438655218,0.09663423612937155,15212
LONG,2,2.0,<20,20.0,125.0,10,-0.9137358664212464,0.07526112700419134,0.01189850118327636,15212
LONG,2,2.0,<20,20.0,125.0,20,-0.8527313962661056,0.12958800241562102,0.02031291085984749,15212
LONG,2,2.0,<20,20.0,125.0,30,-0.7983992900341835,0.17876462235445265,0.02780699447804365,15212
LONG,2,2.0,<20,20.0,125.0,60,-0.7149947409939521,0.2557479129601752,0.03931107020773074,15212
LONG,2,2.0,<20,20.0,125.0,120,-0.49242374441230613,0.4705061143705379,0.07001051801209571,15212
LONG,2,2.0,<20,25.0,20.0,10,-0.531067578227715,0.2818383856342786,0.2605180120957139,15212
LONG,2,2.0,<20,25.0,20.0,20,-0.38800946621088617,0.4121115537848606,0.33999474099395216,15212
LONG,2,2.0,<20,25.0,20.0,30,-0.29997370496976067,0.5091222030981067,0.38890349723902184,15212
LONG,2,2.0,<20,25.0,20.0,60,-0.15218248750986058,0.7123151485025475,0.47100972916118855,15212
LONG,2,2.0,<20,25.0,20.0,120,-0.046042597948987574,0.9020419580419581,0.5299763344727847,15212
LONG,2,2.0,<20,25.0,25.0,10,-0.6050486458059428,0.2460681520314548,0.19747567709702865,15212
LONG,2,2.0,<20,25.0,25.0,20,-0.46607941099132266,0.3641825845215676,0.26696029450433867,15212
LONG,2,2.0,<20,25.0,25.0,30,-0.38035761241125426,0.44889989522811696,0.30982119379437284,15212
LONG,2,2.0,<20,25.0,25.0,60,-0.21233236918222453,0.6497126125149116,0.39383381540888773,15212
LONG,2,2.0,<20,25.0,25.0,120,-0.07375755982119375,0.8626178523325578,0.4631212200894031,15212
LONG,2,2.0,<20,25.0,35.0,10,-0.6920326058374967,0.20609351432880843,0.1283197475677097,15212
LONG,2,2.0,<20,25.0,35.0,20,-0.5800157770181436,0.29695617529880475,0.1749934262424402,15212
LONG,2,2.0,<20,25.0,35.0,30,-0.4992374441230608,0.36913108489782354,0.20865106494872468,15212
LONG,2,2.0,<20,25.0,35.0,60,-0.3349986852484881,0.5366008911521324,0.2770838811464633,15212
LONG,2,2.0,<20,25.0,35.0,120,-0.13889034972390213,0.7833914291572688,0.35879568761504077,15212
LONG,2,2.0,<20,25.0,50.0,10,-0.7645280042072048,0.17035240405193322,0.07849066526426506,15212
LONG,2,2.0,<20,25.0,50.0,20,-0.669668682618985,0.2474698973184605,0.110110439127005,15212
LONG,2,2.0,<20,25.0,50.0,30,-0.6059689718643176,0.3024065385197518,0.13134367604522745,15212
LONG,2,2.0,<20,25.0,50.0,60,-0.465553510386537,0.43353063509838424,0.17814882987115435,15212
LONG,2,2.0,<20,25.0,50.0,120,-0.23442019458322372,0.6852603706972639,0.25519326847225876,15212
LONG,2,2.0,<20,25.0,75.0,10,-0.8322377070733631,0.13132976533552904,0.041940573231659214,15212
LONG,2,2.0,<20,25.0,75.0,20,-0.7470418090980805,0.2025263157894737,0.06323954772547988,15212
LONG,2,2.0,<20,25.0,75.0,30,-0.6983960031554036,0.2446498400284394,0.0754009992111491,15212
LONG,2,2.0,<20,25.0,75.0,60,-0.5816460688929792,0.35041480067542763,0.1045884827767552,15212
LONG,2,2.0,<20,25.0,75.0,120,-0.34788325006573756,0.58435438265787,0.1630291874835656,15212
LONG,2,2.0,<20,25.0,100.0,10,-0.884630554825138,0.09447547271381468,0.02307388903497239,15212
LONG,2,2.0,<20,25.0,100.0,20,-0.8008151459374178,0.16595919485143093,0.039836970812516435,15212
LONG,2,2.0,<20,25.0,100.0,30,-0.7488824612148304,0.2115171650055371,0.05022350775703392,15212
LONG,2,2.0,<20,25.0,100.0,60,-0.6525769129634499,0.2986930413281526,0.06948461740731002,15212
LONG,2,2.0,<20,25.0,100.0,120,-0.44616092558506437,0.4982627337916759,0.11076781488298712,15212
LONG,2,2.0,<20,25.0,125.0,10,-0.9195372074677886,0.06796375266524521,0.013410465422035235,15212
LONG,2,2.0,<20,25.0,125.0,20,-0.8587956876150407,0.12050626093981419,0.023534052064159875,15212
LONG,2,2.0,<20,25.0,125.0,30,-0.8063371022876675,0.16676856191834794,0.032277149618722065,15212
LONG,2,2.0,<20,25.0,125.0,60,-0.7207467788587958,0.24407060121345836,0.046542203523534054,15212
LONG,2,2.0,<20,25.0,125.0,120,-0.5172232448067315,0.4375178724621104,0.0804627925322114,15212
LONG,2,2.0,<20,35.0,20.0,10,-0.5570414334547913,0.22430297640843228,0.28188272416513277,15212
LONG,2,2.0,<20,35.0,20.0,20,-0.4214060328312235,0.333011281715891,0.36819616092558505,15212
LONG,2,2.0,<20,35.0,20.0,30,-0.33711167874985914,0.4169252010070657,0.421838022613726,15212
LONG,2,2.0,<20,35.0,20.0,60,-0.18866684196686828,0.6099483555313944,0.5163029187483565,15212
LONG,2,2.0,<20,35.0,20.0,120,-0.06780361368844146,0.83331794256164,0.5932158821982645,15212
LONG,2,2.0,<20,35.0,25.0,10,-0.6289019946658653,0.19734397660398165,0.21647383644491192,15212
LONG,2,2.0,<20,35.0,25.0,20,-0.49840351602118627,0.29544519229492744,0.29259794898764135,15212
LONG,2,2.0,<20,35.0,25.0,30,-0.4171518725817963,0.36795674445076837,0.33999474099395216,15212
LONG,2,2.0,<20,35.0,25.0,60,-0.2529581909019195,0.5516719095887219,0.43577438864054696,15212
LONG,2,2.0,<20,35.0,25.0,120,-0.10116073776341983,0.7873331753928768,0.5243229029713384,15212
LONG,2,2.0,<20,35.0,35.0,10,-0.7108861425190638,0.1689848612925536,0.14455692874046805,15212
LONG,2,2.0,<20,35.0,35.0,20,-0.604259794898764,0.24668087198819866,0.19787010255061793,15212
LONG,2,2.0,<20,35.0,35.0,30,-0.5278727320536418,0.30900955167369415,0.23606363397317906,15212
LONG,2,2.0,<20,35.0,35.0,60,-0.3735209045490402,0.45611180243132,0.3132395477254799,15212
LONG,2,2.0,<20,35.0,35.0,120,-0.17104917170654743,0.7078702144380824,0.4144754141467263,15212
LONG,2,2.0,<20,35.0,50.0,10,-0.7830378272792157,0.14014499180167267,0.08933736523797002,15212
LONG,2,2.0,<20,35.0,50.0,20,-0.6915592952931896,0.20783132530120482,0.12700499605574547,15212
LONG,2,2.0,<20,35.0,50.0,30,-0.6320104428834379,0.2551218054433364,0.1515251117538785,15212
LONG,2,2.0,<20,35.0,50.0,60,-0.5006198114270689,0.36979240554215725,0.20562713647120695,15212
LONG,2,2.0,<20,35.0,50.0,120,-0.27312084444611395,0.6102153780172357,0.29930318169865894,15212
LONG,2,2.0,<20,35.0,75.0,10,-0.8489726156042223,0.10817129835153452,0.048054167762292925,15212
LONG,2,2.0,<20,35.0,75.0,20,-0.7675707148491793,0.17113042420063077,0.07395477254798843,15212
LONG,2,2.0,<20,35.0,75.0,30,-0.7217046692460839,0.20818092833960128,0.08854851433079149,15212
LONG,2,2.0,<20,35.0,75.0,60,-0.6119980466548964,0.30180633825451586,0.12345516697344201,15212
LONG,2,2.0,<20,35.0,75.0,120,-0.3890725367191315,0.5170484350410911,0.1943860110439127,15212
LONG,2,2.0,<20,35.0,100.0,10,-0.8990834303745164,0.07676136473220313,0.02616355508808835,15212
LONG,2,2.0,<20,35.0,100.0,20,-0.8209871905638406,0.1390557601780544,0.04641072837233763,15212
LONG,2,2.0,<20,35.0,100.0,30,-0.772050261072086,0.1794572366779451,0.05909808046279253,15212
LONG,2,2.0,<20,35.0,100.0,60,-0.6830509747943353,0.25579634518182004,0.08217196949776492,15212
LONG,2,2.0,<20,35.0,100.0,120,-0.4873032568273167,0.4379941514134084,0.13292137785958455,15212
LONG,2,2.0,<20,35.0,125.0,10,-0.9314826640622066,0.05434368087865152,0.014988167236392323,15212
LONG,2,2.0,<20,35.0,125.0,20,-0.8749859133766575,0.10041323909937049,0.027346831448856166,15212
LONG,2,2.0,<20,35.0,125.0,30,-0.8247999699485369,0.14232981455621418,0.03832500657375756,15212
LONG,2,2.0,<20,35.0,125.0,60,-0.7415574170767439,0.21400700748526835,0.056534315014462266,15212
LONG,2,2.0,<20,35.0,125.0,120,-0.5516321700912812,0.3883798417326114,0.09808046279253221,15212
LONG,2,2.0,<20,50.0,20.0,10,-0.5830002629503024,0.16968448647130419,0.2978569550354983,15212
LONG,2,2.0,<20,50.0,20.0,20,-0.453786484354457,0.25590169235744314,0.39015251117538785,15212
LONG,2,2.0,<20,50.0,20.0,30,-0.37316592164080986,0.32429472681823596,0.4477386273994215,15212
LONG,2,2.0,<20,50.0,20.0,60,-0.22757033920589007,0.492330253702889,0.5517354719957928,15212
LONG,2,2.0,<20,50.0,20.0,120,-0.09890875624506962,0.722449732521675,0.6436366026820931,15212
LONG,2,2.0,<20,50.0,25.0,10,-0.6532014199316329,0.1503634031637452,0.2311990533789114,15212
LONG,2,2.0,<20,50.0,25.0,20,-0.5298448593215882,0.22826503255457678,0.31343676045227453,15212
LONG,2,2.0,<20,50.0,25.0,30,-0.4532277149618722,0.28680045515671876,0.3645148566920852,15212
LONG,2,2.0,<20,50.0,25.0,60,-0.2929923744412306,0.44578463068888335,0.4713384170391796,15212
LONG,2,2.0,<20,50.0,25.0,120,-0.1373915330002629,0.6766707920792079,0.5750723113331581,15212
LONG,2,2.0,<20,50.0,35.0,10,-0.7339140152511175,0.1298963447899618,0.1565211674993426,15212
LONG,2,2.0,<20,50.0,35.0,20,-0.6318827241651328,0.19347205907031378,0.21653957402051013,15212
LONG,2,2.0,<20,50.0,35.0,30,-0.5627070733631344,0.24241968315780157,0.25723113331580333,15212
LONG,2,2.0,<20,50.0,35.0,60,-0.414744938206679,0.3675087719298245,0.3442676834078359,15212
LONG,2,2.0,<20,50.0,35.0,120,-0.2125821719694978,0.6039921626255205,0.46318695766500134,15212
LONG,2,2.0,<20,50.0,50.0,10,-0.803970549566132,0.10866554915822461,0.098014725216934,15212
LONG,2,2.0,<20,50.0,50.0,20,-0.7157507231133315,0.16567049808429118,0.1421246384433342,15212
LONG,2,2.0,<20,50.0,50.0,30,-0.6605311596108336,0.2044338875692795,0.16973442019458324,15212
LONG,2,2.0,<20,50.0,50.0,60,-0.5379963186957666,0.30039322961189946,0.23100184065211676,15212
LONG,2,2.0,<20,50.0,50.0,120,-0.31685511438338154,0.5187699680511182,0.34157244280830923,15212
LONG,2,2.0,<20,50.0,75.0,10,-0.8677031291085985,0.08381342402998543,0.05291874835656061,15212
LONG,2,2.0,<20,50.0,75.0,20,-0.7899684459637129,0.1375771494186881,0.08401262161451485,15212
LONG,2,2.0,<20,50.0,75.0,30,-0.7457599263739153,0.16981339187705818,0.10169602945043386,15212
LONG,2,2.0,<20,50.0,75.0,60,-0.6468248750986063,0.24676567404118502,0.14127004996055745,15212
LONG,2,2.0,<20,50.0,75.0,120,-0.440737575598212,0.43225505970022865,0.22370496976071522,15212
LONG,2,2.0,<20,50.0,100.0,10,-0.9130291874835657,0.05971159704827026,0.028990270838811463,15212
LONG,2,2.0,<20,50.0,100.0,20,-0.8414409676571128,0.1116046640755136,0.0528530107809624,15212
LONG,2,2.0,<20,50.0,100.0,30,-0.7925322114120432,0.14858757062146893,0.06915592952931895,15212
LONG,2,2.0,<20,50.0,100.0,60,-0.7100972916118854,0.2139426575462087,0.09663423612937155,15212
LONG,2,2.0,<20,50.0,100.0,120,-0.5355640283986327,0.36633740374893053,0.1548119905337891,15212
LONG,2,2.0,<20,50.0,125.0,10,-0.9420194583223771,0.042112299465240643,0.01656586905074941,15212
LONG,2,2.0,<20,50.0,125.0,20,-0.8902511175387852,0.08092975907702749,0.031356823560347094,15212
LONG,2,2.0,<20,50.0,125.0,30,-0.844925059163818,0.11590315036456184,0.044307125953194845,15212
LONG,2,2.0,<20,50.0,125.0,60,-0.7632461214830397,0.18137911584291053,0.06764396529056009,15212
LONG,2,2.0,<20,50.0,125.0,120,-0.5950565343150145,0.3270889087124591,0.11569813305285301,15212
LONG,2,2.5,<20,5.0,20.0,10,-0.3658819628647215,0.5809758876020505,0.1268236074270557,6032
LONG,2,2.5,<20,5.0,20.0,20,-0.22745358090185674,0.7309803921568627,0.15450928381962864,6032
LONG,2,2.5,<20,5.0,20.0,30,-0.14704907161803704,0.8227063761742954,0.1705901856763926,6032
LONG,2,2.5,<20,5.0,20.0,60,-0.060842175066313064,0.9250867523984486,0.1878315649867374,6032
LONG,2,2.5,<20,5.0,20.0,120,-0.016909814323607497,0.9789517127527858,0.1966180371352785,6032
LONG,2,2.5,<20,5.0,25.0,10,-0.46385941644562334,0.4906244310941198,0.08935676392572944,6032
LONG,2,2.5,<20,5.0,25.0,20,-0.3076923076923076,0.6521739130434783,0.11538461538461539,6032
LONG,2,2.5,<20,5.0,25.0,30,-0.22513262599469486,0.7414810584427945,0.1291445623342175,6032
LONG,2,2.5,<20,5.0,25.0,60,-0.11173740053050396,0.8688460790036973,0.14804376657824933,6032
LONG,2,2.5,<20,5.0,25.0,120,-0.037135278514588976,0.9557661927330173,0.16047745358090185,6032
LONG,2,2.5,<20,5.0,35.0,10,-0.5610079575596816,0.40641992632871426,0.05487400530503979,6032
LONG,2,2.5,<20,5.0,35.0,20,-0.4244031830238727,0.5426938192211505,0.07194960212201591,6032
LONG,2,2.5,<20,5.0,35.0,30,-0.33023872679045085,0.6395874796453772,0.08372015915119363,6032
LONG,2,2.5,<20,5.0,35.0,60,-0.18435013262599464,0.7947203249030829,0.10195623342175067,6032
LONG,2,2.5,<20,5.0,35.0,120,-0.05437665782493373,0.938334273359654,0.11820291777188328,6032
LONG,2,2.5,<20,5.0,50.0,10,-0.6735742705570292,0.3058260720997779,0.029675066312997347,6032
LONG,2,2.5,<20,5.0,50.0,20,-0.5769230769230769,0.4,0.038461538461538464,6032
LONG,2,2.5,<20,5.0,50.0,30,-0.5021551724137931,0.47404063205417607,0.04525862068965517,6032
LONG,2,2.5,<20,5.0,50.0,60,-0.3507957559681698,0.6272022551092319,0.059018567639257294,6032
LONG,2,2.5,<20,5.0,50.0,120,-0.14837533156498672,0.839173405211141,0.07742042440318303,6032
LONG,2,2.5,<20,5.0,75.0,10,-0.7506631299734748,0.2374536881104749,0.015583554376657824,6032
LONG,2,2.5,<20,5.0,75.0,20,-0.649867374005305,0.33559322033898303,0.021883289124668436,6032
LONG,2,2.5,<20,5.0,75.0,30,-0.5941644562334217,0.39037251233202924,0.02536472148541114,6032
LONG,2,2.5,<20,5.0,75.0,60,-0.48275862068965514,0.5011135857461024,0.032327586206896554,6032
LONG,2,2.5,<20,5.0,75.0,120,-0.24137931034482762,0.746606334841629,0.04741379310344827,6032
LONG,2,2.5,<20,5.0,100.0,10,-0.8154840848806366,0.17728717176785416,0.008786472148541113,6032
LONG,2,2.5,<20,5.0,100.0,20,-0.728448275862069,0.26200873362445415,0.01293103448275862,6032
LONG,2,2.5,<20,5.0,100.0,30,-0.6866710875331565,0.30292830696735107,0.014920424403183023,6032
LONG,2,2.5,<20,5.0,100.0,60,-0.5683023872679045,0.4197698036560596,0.020557029177718834,6032
LONG,2,2.5,<20,5.0,100.0,120,-0.33504641909814337,0.6539976031501455,0.03166445623342175,6032
LONG,2,2.5,<20,5.0,125.0,10,-0.8448275862068966,0.15010006671114076,0.005968169761273209,6032
LONG,2,2.5,<20,5.0,125.0,20,-0.7844827586206896,0.2089602139752591,0.008289124668435014,6032
LONG,2,2.5,<20,5.0,125.0,30,-0.7327586206896551,0.25963149078726966,0.010278514588859417,6032
LONG,2,2.5,<20,5.0,125.0,60,-0.6551724137931034,0.33602150537634407,0.013262599469496022,6032
LONG,2,2.5,<20,5.0,125.0,120,-0.4137931034482759,0.576662143826323,0.022546419098143235,6032
LONG,2,2.5,<20,7.5,20.0,10,-0.40489610963748895,0.5166567715548519,0.16230106100795755,6032
LONG,2,2.5,<20,7.5,20.0,20,-0.2644783377541998,0.669155260611088,0.20059681697612733,6032
LONG,2,2.5,<20,7.5,20.0,30,-0.18363174182139708,0.7637733702992819,0.22264588859416445,6032
LONG,2,2.5,<20,7.5,20.0,60,-0.07725464190981435,0.8967656180770935,0.251657824933687,6032
LONG,2,2.5,<20,7.5,20.0,120,-0.02497789566755093,0.9659741041854862,0.26591511936339524,6032
LONG,2,2.5,<20,7.5,25.0,10,-0.48563218390804597,0.44895911713067477,0.11870026525198939,6032
LONG,2,2.5,<20,7.5,25.0,20,-0.3354885057471264,0.6037464917433588,0.15334880636604775,6032
LONG,2,2.5,<20,7.5,25.0,30,-0.24784482758620685,0.7001003009027081,0.17357427055702918,6032
LONG,2,2.5,<20,7.5,25.0,60,-0.12356321839080453,0.8451094486007205,0.20225464190981432,6032
LONG,2,2.5,<20,7.5,25.0,120,-0.03735632183908044,0.9519749928957091,0.22214854111405835,6032
LONG,2,2.5,<20,7.5,35.0,10,-0.5922855879752431,0.36179587948076697,0.07194960212201591,6032
LONG,2,2.5,<20,7.5,35.0,20,-0.45982537577365157,0.4917231690183862,0.09532493368700265,6032
LONG,2,2.5,<20,7.5,35.0,30,-0.3621242263483643,0.5919422130892336,0.11256631299734748,6032
LONG,2,2.5,<20,7.5,35.0,60,-0.20993589743589747,0.756052141527002,0.13942307692307693,6032
LONG,2,2.5,<20,7.5,35.0,120,-0.07183908045977005,0.9140893470790379,0.16379310344827586,6032
LONG,2,2.5,<20,7.5,50.0,10,-0.701315207780725,0.2702547294577655,0.03895888594164456,6032
LONG,2,2.5,<20,7.5,50.0,20,-0.603448275862069,0.36363636363636365,0.05172413793103448,6032
LONG,2,2.5,<20,7.5,50.0,30,-0.5233753315649867,0.44193035177656004,0.0621684350132626,6032
LONG,2,2.5,<20,7.5,50.0,60,-0.37085543766578255,0.5959906086328337,0.08206233421750662,6032
LONG,2,2.5,<20,7.5,50.0,120,-0.17385057471264376,0.8051529790660227,0.10775862068965517,6032
LONG,2,2.5,<20,7.5,75.0,10,-0.7629310344827586,0.22026431718061673,0.021551724137931036,6032
LONG,2,2.5,<20,7.5,75.0,20,-0.6662798408488063,0.31287399555479567,0.03033819628647215,6032
LONG,2,2.5,<20,7.5,75.0,30,-0.6115716180371352,0.36604227530503525,0.03531167108753316,6032
LONG,2,2.5,<20,7.5,75.0,60,-0.49303713527851456,0.4831421619742788,0.046087533156498675,6032
LONG,2,2.5,<20,7.5,75.0,120,-0.2504973474801061,0.7311866215975805,0.06813660477453581,6032
LONG,2,2.5,<20,7.5,100.0,10,-0.831288682581786,0.15881004305765253,0.011770557029177718,6032
LONG,2,2.5,<20,7.5,100.0,20,-0.7338638373121131,0.2522522522522523,0.01856763925729443,6032
LONG,2,2.5,<20,7.5,100.0,30,-0.6768346595932803,0.30755314337403894,0.022546419098143235,6032
LONG,2,2.5,<20,7.5,100.0,60,-0.5675287356321839,0.41481481481481486,0.03017241379310345,6032
LONG,2,2.5,<20,7.5,100.0,120,-0.3394120247568523,0.6441895492990384,0.046087533156498675,6032
LONG,2,2.5,<20,7.5,125.0,10,-0.8682029177718833,0.12527142141306163,0.007460212201591512,6032
LONG,2,2.5,<20,7.5,125.0,20,-0.7979111405835543,0.19285594499413047,0.011438992042440319,6032
LONG,2,2.5,<20,7.5,125.0,30,-0.7393346595932803,0.2495933591339952,0.014754641909814323,6032
LONG,2,2.5,<20,7.5,125.0,60,-0.6485411140583555,0.33829499323410017,0.01989389920424403,6032
LONG,2,2.5,<20,7.5,125.0,120,-0.4113063660477453,0.574515520493912,0.03332228116710875,6032
LONG,2,2.5,<20,10.0,20.0,10,-0.42805039787798405,0.4711183941007784,0.1906498673740053,6032
LONG,2,2.5,<20,10.0,20.0,20,-0.2868037135278515,0.6237494562853415,0.23773209549071617,6032
LONG,2,2.5,<20,10.0,20.0,30,-0.19877320954907163,0.7287943904094096,0.2670755968169761,6032
LONG,2,2.5,<20,10.0,20.0,60,-0.08935676392572944,0.8716972149488217,0.3035477453580902,6032
LONG,2,2.5,<20,10.0,20.0,120,-0.026193633952254713,0.9612174766813942,0.3246021220159151,6032
LONG,2,2.5,<20,10.0,25.0,10,-0.5015749336870028,0.41513628455441715,0.14240716180371352,6032
LONG,2,2.5,<20,10.0,25.0,20,-0.35593501326259946,0.5637952052011378,0.1840185676392573,6032
LONG,2,2.5,<20,10.0,25.0,30,-0.26773872679045085,0.6614255765199162,0.20921750663129973,6032
LONG,2,2.5,<20,10.0,25.0,60,-0.1383454907161804,0.8164723993842093,0.2461870026525199,6032
LONG,2,2.5,<20,10.0,25.0,120,-0.039124668435013166,0.9460694698354661,0.27453580901856767,6032
LONG,2,2.5,<20,10.0,35.0,10,-0.6061007957559681,0.33575581395348836,0.08753315649867374,6032
LONG,2,2.5,<20,10.0,35.0,20,-0.48449933687002655,0.4528178243774574,0.11455570291777188,6032
LONG,2,2.5,<20,10.0,35.0,30,-0.38900862068965514,0.5498753117206983,0.13577586206896552,6032
LONG,2,2.5,<20,10.0,35.0,60,-0.23532824933687002,0.7164969043339325,0.16992705570291777,6032
LONG,2,2.5,<20,10.0,35.0,120,-0.0809018567639257,0.8983333333333333,0.20424403183023873,6032
LONG,2,2.5,<20,10.0,50.0,10,-0.7175066312997347,0.24704244954766874,0.047082228116710874,6032
