side,hmm_state,vol_bucket,zscore,observations,tp,sl,rr,horizon,win_rate,expectancy_r,wr_ge_50,wr_ge_55,wr_ge_60,positive_expectancy
SHORT,2,0-20,3.5,244,20.0,10.0,2.0,120,0.2950819672131147,-0.11475409836065598,False,False,False,False
SHORT,2,0-20,3.5,244,30.0,15.0,2.0,120,0.290983606557377,-0.12704918032786905,False,False,False,False
SHORT,2,0-20,4.0,129,5.0,5.0,1.0,10,0.2325581395348837,-0.5348837209302326,False,False,False,False
SHORT,2,0-20,4.0,129,10.0,5.0,2.0,10,0.1937984496124031,-0.41860465116279066,False,False,False,False
SHORT,2,0-20,4.0,129,15.0,10.0,1.5,10,0.2945736434108527,-0.2635658914728683,False,False,False,False
SHORT,2,0-20,4.0,129,20.0,10.0,2.0,10,0.2093023255813953,-0.3720930232558141,False,False,False,False
SHORT,2,0-20,4.0,129,30.0,15.0,2.0,10,0.2713178294573643,-0.18604651162790697,False,False,False,False
SHORT,2,0-20,4.0,129,5.0,5.0,1.0,20,0.2325581395348837,-0.5348837209302326,False,False,False,False
SHORT,2,0-20,4.0,129,10.0,5.0,2.0,20,0.2015503875968992,-0.3953488372093025,False,False,False,False
SHORT,2,0-20,4.0,129,15.0,10.0,1.5,20,0.3178294573643411,-0.20542635658914726,False,False,False,False
SHORT,2,0-20,4.0,129,20.0,10.0,2.0,20,0.2325581395348837,-0.30232558139534893,False,False,False,False
SHORT,2,0-20,4.0,129,30.0,15.0,2.0,20,0.2868217054263566,-0.13953488372093015,False,False,False,False
SHORT,2,0-20,4.0,129,5.0,5.0,1.0,30,0.2325581395348837,-0.5348837209302326,False,False,False,False
SHORT,2,0-20,4.0,129,10.0,5.0,2.0,30,0.2015503875968992,-0.3953488372093025,False,False,False,False
SHORT,2,0-20,4.0,129,15.0,10.0,1.5,30,0.3178294573643411,-0.20542635658914726,False,False,False,False
SHORT,2,0-20,4.0,129,20.0,10.0,2.0,30,0.2403100775193798,-0.2790697674418606,False,False,False,False
SHORT,2,0-20,4.0,129,30.0,15.0,2.0,30,0.3023255813953488,-0.09302325581395354,False,False,False,False
SHORT,2,0-20,4.0,129,5.0,5.0,1.0,60,0.2325581395348837,-0.5348837209302326,False,False,False,False
SHORT,2,0-20,4.0,129,10.0,5.0,2.0,60,0.2015503875968992,-0.3953488372093025,False,False,False,False
SHORT,2,0-20,4.0,129,15.0,10.0,1.5,60,0.3410852713178294,-0.1472868217054265,False,False,False,False
SHORT,2,0-20,4.0,129,20.0,10.0,2.0,60,0.2635658914728682,-0.2093023255813954,False,False,False,False
SHORT,2,0-20,4.0,129,30.0,15.0,2.0,60,0.3100775193798449,-0.06976744186046535,False,False,False,False
SHORT,2,0-20,4.0,129,5.0,5.0,1.0,120,0.2325581395348837,-0.5348837209302326,False,False,False,False
SHORT,2,0-20,4.0,129,10.0,5.0,2.0,120,0.2015503875968992,-0.3953488372093025,False,False,False,False
SHORT,2,0-20,4.0,129,15.0,10.0,1.5,120,0.3410852713178294,-0.1472868217054265,False,False,False,False
SHORT,2,0-20,4.0,129,20.0,10.0,2.0,120,0.2713178294573643,-0.18604651162790697,False,False,False,False
SHORT,2,0-20,4.0,129,30.0,15.0,2.0,120,0.3178294573643411,-0.046511627906976716,False,False,False,False
SHORT,2,20-40,1.5,5581,5.0,5.0,1.0,10,0.3841605447052499,-0.23167891058950024,False,False,False,False
SHORT,2,20-40,1.5,5581,10.0,5.0,2.0,10,0.2363375739114854,-0.2909872782655437,False,False,False,False
SHORT,2,20-40,1.5,5581,15.0,10.0,1.5,10,0.2379501881383264,-0.405124529654184,False,False,False,False
SHORT,2,20-40,1.5,5581,20.0,10.0,2.0,10,0.1739831571402974,-0.47805052857910774,False,False,False,False
SHORT,2,20-40,1.5,5581,30.0,15.0,2.0,10,0.1345636982619602,-0.5963089052141193,False,False,False,False
SHORT,2,20-40,1.5,5581,5.0,5.0,1.0,20,0.4040494535029564,-0.1919010929940872,False,False,False,False
SHORT,2,20-40,1.5,5581,10.0,5.0,2.0,20,0.2642895538433972,-0.20713133846980847,False,False,False,False
SHORT,2,20-40,1.5,5581,15.0,10.0,1.5,20,0.2983336319655976,-0.254165920086006,False,False,False,False
SHORT,2,20-40,1.5,5581,20.0,10.0,2.0,20,0.230066296362659,-0.30980111091202306,False,False,False,False
SHORT,2,20-40,1.5,5581,30.0,15.0,2.0,20,0.1861673535208744,-0.44149793943737675,False,False,False,False
SHORT,2,20-40,1.5,5581,5.0,5.0,1.0,30,0.4110374484859344,-0.17792510302813125,False,False,False,False
SHORT,2,20-40,1.5,5581,10.0,5.0,2.0,30,0.2793406199605805,-0.1619781401182584,False,False,False,False
SHORT,2,20-40,1.5,5581,15.0,10.0,1.5,30,0.3289733022755778,-0.17756674431105546,False,False,False,False
SHORT,2,20-40,1.5,5581,20.0,10.0,2.0,30,0.2581974556531087,-0.2254076330406739,False,False,False,False
SHORT,2,20-40,1.5,5581,30.0,15.0,2.0,30,0.2164486651137789,-0.3506540046586633,False,False,False,False
SHORT,2,20-40,1.5,5581,5.0,5.0,1.0,60,0.4140834975810786,-0.17183300483784286,False,False,False,False
SHORT,2,20-40,1.5,5581,10.0,5.0,2.0,60,0.2902705608313922,-0.12918831750582338,False,False,False,False
SHORT,2,20-40,1.5,5581,15.0,10.0,1.5,60,0.3601505106611718,-0.09962372334707048,False,False,False,False
SHORT,2,20-40,1.5,5581,20.0,10.0,2.0,60,0.294033327360688,-0.11790001791793603,False,False,False,False
SHORT,2,20-40,1.5,5581,30.0,15.0,2.0,60,0.2639311951263214,-0.20820641462103573,False,False,False,False
SHORT,2,20-40,1.5,5581,5.0,5.0,1.0,120,0.4142626769396165,-0.17147464612076702,False,False,False,False
SHORT,2,20-40,1.5,5581,10.0,5.0,2.0,120,0.2917039956996954,-0.12488801290091378,False,False,False,False
SHORT,2,20-40,1.5,5581,15.0,10.0,1.5,120,0.3680344024368392,-0.07991399390790199,False,False,False,False
SHORT,2,20-40,1.5,5581,20.0,10.0,2.0,120,0.3031714746461207,-0.09048557606163787,False,False,False,False
SHORT,2,20-40,1.5,5581,30.0,15.0,2.0,120,0.3037090127217344,-0.08887296183479687,False,False,False,False
SHORT,2,20-40,2.0,2575,5.0,5.0,1.0,10,0.3821359223300971,-0.23572815533980584,False,False,False,False
SHORT,2,20-40,2.0,2575,10.0,5.0,2.0,10,0.2299029126213592,-0.3102912621359224,False,False,False,False
SHORT,2,20-40,2.0,2575,15.0,10.0,1.5,10,0.2306796116504854,-0.4233009708737865,False,False,False,False
SHORT,2,20-40,2.0,2575,20.0,10.0,2.0,10,0.1631067961165048,-0.5106796116504856,False,False,False,False
SHORT,2,20-40,2.0,2575,30.0,15.0,2.0,10,0.1281553398058252,-0.6155339805825244,False,False,False,False
SHORT,2,20-40,2.0,2575,5.0,5.0,1.0,20,0.4015533980582524,-0.19689320388349518,False,False,False,False
SHORT,2,20-40,2.0,2575,10.0,5.0,2.0,20,0.2598058252427184,-0.22058252427184477,False,False,False,False
SHORT,2,20-40,2.0,2575,15.0,10.0,1.5,20,0.2900970873786407,-0.27475728155339824,False,False,False,False
SHORT,2,20-40,2.0,2575,20.0,10.0,2.0,20,0.2190291262135922,-0.34291262135922346,False,False,False,False
SHORT,2,20-40,2.0,2575,30.0,15.0,2.0,20,0.1833009708737864,-0.4500970873786408,False,False,False,False
SHORT,2,20-40,2.0,2575,5.0,5.0,1.0,30,0.4062135922330097,-0.18757281553398064,False,False,False,False
SHORT,2,20-40,2.0,2575,10.0,5.0,2.0,30,0.2733980582524272,-0.1798058252427185,False,False,False,False
SHORT,2,20-40,2.0,2575,15.0,10.0,1.5,30,0.3207766990291262,-0.1980582524271845,False,False,False,False
SHORT,2,20-40,2.0,2575,20.0,10.0,2.0,30,0.2481553398058252,-0.25553398058252447,False,False,False,False
SHORT,2,20-40,2.0,2575,30.0,15.0,2.0,30,0.2132038834951456,-0.36038834951456317,False,False,False,False
SHORT,2,20-40,2.0,2575,5.0,5.0,1.0,60,0.4081553398058252,-0.18368932038834962,False,False,False,False
SHORT,2,20-40,2.0,2575,10.0,5.0,2.0,60,0.283883495145631,-0.14834951456310697,False,False,False,False
SHORT,2,20-40,2.0,2575,15.0,10.0,1.5,60,0.3514563106796116,-0.12135922330097104,False,False,False,False
SHORT,2,20-40,2.0,2575,20.0,10.0,2.0,60,0.2858252427184466,-0.1425242718446601,False,False,False,False
SHORT,2,20-40,2.0,2575,30.0,15.0,2.0,60,0.2613592233009709,-0.21592233009708728,False,False,False,False
SHORT,2,20-40,2.0,2575,5.0,5.0,1.0,120,0.4081553398058252,-0.18368932038834962,False,False,False,False
SHORT,2,20-40,2.0,2575,10.0,5.0,2.0,120,0.2858252427184466,-0.1425242718446601,False,False,False,False
SHORT,2,20-40,2.0,2575,15.0,10.0,1.5,120,0.3611650485436893,-0.09708737864077677,False,False,False,False
SHORT,2,20-40,2.0,2575,20.0,10.0,2.0,120,0.2966990291262136,-0.1099029126213592,False,False,False,False
SHORT,2,20-40,2.0,2575,30.0,15.0,2.0,120,0.3025242718446602,-0.0924271844660195,False,False,False,False
SHORT,2,20-40,2.5,943,5.0,5.0,1.0,10,0.3584305408271474,-0.28313891834570515,False,False,False,False
SHORT,2,20-40,2.5,943,10.0,5.0,2.0,10,0.2184517497348886,-0.34464475079533424,False,False,False,False
SHORT,2,20-40,2.5,943,15.0,10.0,1.5,10,0.23966065747614,-0.40084835630965004,False,False,False,False
SHORT,2,20-40,2.5,943,20.0,10.0,2.0,10,0.176033934252386,-0.471898197242842,False,False,False,False
SHORT,2,20-40,2.5,943,30.0,15.0,2.0,10,0.1633085896076352,-0.5100742311770945,False,False,False,False
SHORT,2,20-40,2.5,943,5.0,5.0,1.0,20,0.3775185577942735,-0.24496288441145303,False,False,False,False
SHORT,2,20-40,2.5,943,10.0,5.0,2.0,20,0.2428419936373276,-0.27147401908801716,False,False,False,False
SHORT,2,20-40,2.5,943,15.0,10.0,1.5,20,0.28101802757158,-0.29745493107105,False,False,False,False
SHORT,2,20-40,2.5,943,20.0,10.0,2.0,20,0.2216330858960763,-0.33510074231177106,False,False,False,False
SHORT,2,20-40,2.5,943,30.0,15.0,2.0,20,0.2089077412513255,-0.3732767762460235,False,False,False,False
SHORT,2,20-40,2.5,943,5.0,5.0,1.0,30,0.3796394485683987,-0.24072110286320259,False,False,False,False
SHORT,2,20-40,2.5,943,10.0,5.0,2.0,30,0.2555673382820784,-0.23329798515376476,False,False,False,False
SHORT,2,20-40,2.5,943,15.0,10.0,1.5,30,0.3064687168610817,-0.2338282078472958,False,False,False,False
SHORT,2,20-40,2.5,943,20.0,10.0,2.0,30,0.2407211028632025,-0.2778366914103925,False,False,False,False
SHORT,2,20-40,2.5,943,30.0,15.0,2.0,30,0.2301166489925769,-0.30965005302226933,False,False,False,False
SHORT,2,20-40,2.5,943,5.0,5.0,1.0,60,0.3806998939554613,-0.2386002120890774,False,False,False,False
SHORT,2,20-40,2.5,943,10.0,5.0,2.0,60,0.2629904559915164,-0.21102863202545086,False,False,False,False
SHORT,2,20-40,2.5,943,15.0,10.0,1.5,60,0.3340402969247084,-0.164899257688229,False,False,False,False
SHORT,2,20-40,2.5,943,20.0,10.0,2.0,60,0.2788971367974549,-0.16330858960763528,False,False,False,False
SHORT,2,20-40,2.5,943,30.0,15.0,2.0,60,0.2757158006362672,-0.17285259809119835,False,False,False,False
SHORT,2,20-40,2.5,943,5.0,5.0,1.0,120,0.3806998939554613,-0.2386002120890774,False,False,False,False
SHORT,2,20-40,2.5,943,10.0,5.0,2.0,120,0.2661717921527041,-0.2014846235418878,False,False,False,False
SHORT,2,20-40,2.5,943,15.0,10.0,1.5,120,0.3467656415694591,-0.13308589607635224,False,False,False,False
SHORT,2,20-40,2.5,943,20.0,10.0,2.0,120,0.2905620360551431,-0.12831389183457076,False,False,False,False
SHORT,2,20-40,2.5,943,30.0,15.0,2.0,120,0.3138918345705196,-0.05832449628844116,False,False,False,False
SHORT,2,20-40,3.0,341,5.0,5.0,1.0,10,0.3196480938416422,-0.3607038123167156,False,False,False,False
SHORT,2,20-40,3.0,341,10.0,5.0,2.0,10,0.2082111436950146,-0.37536656891495623,False,False,False,False
SHORT,2,20-40,3.0,341,15.0,10.0,1.5,10,0.281524926686217,-0.29618768328445755,False,False,False,False
SHORT,2,20-40,3.0,341,20.0,10.0,2.0,10,0.2375366568914956,-0.28739002932551316,False,False,False,False
SHORT,2,20-40,3.0,341,30.0,15.0,2.0,10,0.2258064516129032,-0.32258064516129037,False,False,False,False
SHORT,2,20-40,3.0,341,5.0,5.0,1.0,20,0.3372434017595307,-0.32551319648093857,False,False,False,False
SHORT,2,20-40,3.0,341,10.0,5.0,2.0,20,0.2346041055718475,-0.2961876832844575,False,False,False,False
SHORT,2,20-40,3.0,341,15.0,10.0,1.5,20,0.3108504398826979,-0.22287390029325527,False,False,False,False
SHORT,2,20-40,3.0,341,20.0,10.0,2.0,20,0.2639296187683284,-0.2082111436950148,False,False,False,False
SHORT,2,20-40,3.0,341,30.0,15.0,2.0,20,0.2668621700879765,-0.19941348973607043,False,False,False,False
SHORT,2,20-40,3.0,341,5.0,5.0,1.0,30,0.3372434017595307,-0.32551319648093857,False,False,False,False
SHORT,2,20-40,3.0,341,10.0,5.0,2.0,30,0.2463343108504398,-0.2609970674486806,False,False,False,False
SHORT,2,20-40,3.0,341,15.0,10.0,1.5,30,0.3225806451612903,-0.19354838709677424,False,False,False,False
SHORT,2,20-40,3.0,341,20.0,10.0,2.0,30,0.2785923753665689,-0.16422287390029333,False,False,False,False
SHORT,2,20-40,3.0,341,30.0,15.0,2.0,30,0.2727272727272727,-0.18181818181818188,False,False,False,False
SHORT,2,20-40,3.0,341,5.0,5.0,1.0,60,0.3372434017595307,-0.32551319648093857,False,False,False,False
SHORT,2,20-40,3.0,341,10.0,5.0,2.0,60,0.2492668621700879,-0.25219941348973635,False,False,False,False
SHORT,2,20-40,3.0,341,15.0,10.0,1.5,60,0.3460410557184751,-0.1348973607038123,False,False,False,False
SHORT,2,20-40,3.0,341,20.0,10.0,2.0,60,0.313782991202346,-0.05865102639296205,False,False,False,False
SHORT,2,20-40,3.0,341,30.0,15.0,2.0,60,0.3079178885630498,-0.0762463343108506,False,False,False,False
SHORT,2,20-40,3.0,341,5.0,5.0,1.0,120,0.3372434017595307,-0.32551319648093857,False,False,False,False
SHORT,2,20-40,3.0,341,10.0,5.0,2.0,120,0.2492668621700879,-0.25219941348973635,False,False,False,False
SHORT,2,20-40,3.0,341,15.0,10.0,1.5,120,0.3519061583577713,-0.12023460410557185,False,False,False,False
SHORT,2,20-40,3.0,341,20.0,10.0,2.0,120,0.3225806451612903,-0.032258064516129115,False,False,False,False
SHORT,2,20-40,3.0,341,30.0,15.0,2.0,120,0.3489736070381232,0.04692082111436957,False,False,False,True
SHORT,2,20-40,3.5,153,5.0,5.0,1.0,10,0.261437908496732,-0.47712418300653603,False,False,False,False
SHORT,2,20-40,3.5,153,10.0,5.0,2.0,10,0.196078431372549,-0.41176470588235303,False,False,False,False
SHORT,2,20-40,3.5,153,15.0,10.0,1.5,10,0.2941176470588235,-0.2647058823529413,False,False,False,False
SHORT,2,20-40,3.5,153,20.0,10.0,2.0,10,0.261437908496732,-0.21568627450980404,False,False,False,False
SHORT,2,20-40,3.5,153,30.0,15.0,2.0,10,0.2352941176470588,-0.29411764705882365,False,False,False,False
SHORT,2,20-40,3.5,153,5.0,5.0,1.0,20,0.2679738562091503,-0.4640522875816994,False,False,False,False
SHORT,2,20-40,3.5,153,10.0,5.0,2.0,20,0.2026143790849673,-0.39215686274509814,False,False,False,False
SHORT,2,20-40,3.5,153,15.0,10.0,1.5,20,0.3202614379084967,-0.19934640522875824,False,False,False,False
SHORT,2,20-40,3.5,153,20.0,10.0,2.0,20,0.2941176470588235,-0.11764705882352955,False,False,False,False
SHORT,2,20-40,3.5,153,30.0,15.0,2.0,20,0.2875816993464052,-0.13725490196078438,False,False,False,False
SHORT,2,20-40,3.5,153,5.0,5.0,1.0,30,0.2679738562091503,-0.4640522875816994,False,False,False,False
SHORT,2,20-40,3.5,153,10.0,5.0,2.0,30,0.2091503267973856,-0.37254901960784326,False,False,False,False
SHORT,2,20-40,3.5,153,15.0,10.0,1.5,30,0.326797385620915,-0.18300653594771255,False,False,False,False
SHORT,2,20-40,3.5,153,20.0,10.0,2.0,30,0.2941176470588235,-0.11764705882352955,False,False,False,False
SHORT,2,20-40,3.5,153,30.0,15.0,2.0,30,0.2875816993464052,-0.13725490196078438,False,False,False,False
SHORT,2,20-40,3.5,153,5.0,5.0,1.0,60,0.2679738562091503,-0.4640522875816994,False,False,False,False
SHORT,2,20-40,3.5,153,10.0,5.0,2.0,60,0.2156862745098039,-0.35294117647058826,False,False,False,False
SHORT,2,20-40,3.5,153,15.0,10.0,1.5,60,0.3464052287581699,-0.13398692810457524,False,False,False,False
SHORT,2,20-40,3.5,153,20.0,10.0,2.0,60,0.3202614379084967,-0.03921568627450989,False,False,False,False
SHORT,2,20-40,3.5,153,30.0,15.0,2.0,60,0.3137254901960784,-0.05882352941176472,False,False,False,False
SHORT,2,20-40,3.5,153,5.0,5.0,1.0,120,0.2679738562091503,-0.4640522875816994,False,False,False,False
SHORT,2,20-40,3.5,153,10.0,5.0,2.0,120,0.2156862745098039,-0.35294117647058826,False,False,False,False
SHORT,2,20-40,3.5,153,15.0,10.0,1.5,120,0.3464052287581699,-0.13398692810457524,False,False,False,False
SHORT,2,20-40,3.5,153,20.0,10.0,2.0,120,0.3202614379084967,-0.03921568627450989,False,False,False,False
SHORT,2,20-40,3.5,153,30.0,15.0,2.0,120,0.3398692810457516,0.01960784313725472,False,False,False,True
SHORT,2,40-60,1.5,4669,5.0,5.0,1.0,10,0.4272863568215892,-0.14542728635682156,False,False,False,False
SHORT,2,40-60,1.5,4669,10.0,5.0,2.0,10,0.2765046048404369,-0.17048618547868932,False,False,False,False
SHORT,2,40-60,1.5,4669,15.0,10.0,1.5,10,0.2550867423431142,-0.3622831441422145,False,False,False,False
SHORT,2,40-60,1.5,4669,20.0,10.0,2.0,10,0.184407796101949,-0.446776611694153,False,False,False,False
SHORT,2,40-60,1.5,4669,30.0,15.0,2.0,10,0.1297922467337759,-0.6106232597986723,False,False,False,False
SHORT,2,40-60,1.5,4669,5.0,5.0,1.0,20,0.4388520025701435,-0.12229599485971304,False,False,False,False
SHORT,2,40-60,1.5,4669,10.0,5.0,2.0,20,0.3032769329620904,-0.09016920111372884,False,False,False,False
SHORT,2,40-60,1.5,4669,15.0,10.0,1.5,20,0.3238380809595202,-0.19040479760119944,False,False,False,False
SHORT,2,40-60,1.5,4669,20.0,10.0,2.0,20,0.2482330263439708,-0.2553009209680876,False,False,False,False
SHORT,2,40-60,1.5,4669,30.0,15.0,2.0,20,0.1835510816020561,-0.44934675519383166,False,False,False,False
SHORT,2,40-60,1.5,4669,5.0,5.0,1.0,30,0.4427072178196616,-0.1145855643606768,False,False,False,False
SHORT,2,40-60,1.5,4669,10.0,5.0,2.0,30,0.3137716855857785,-0.05868494324266449,False,False,False,False
SHORT,2,40-60,1.5,4669,15.0,10.0,1.5,30,0.3589633754551296,-0.10259156136217606,False,False,False,False
SHORT,2,40-60,1.5,4669,20.0,10.0,2.0,30,0.2812165345898479,-0.15635039623045632,False,False,False,False
SHORT,2,40-60,1.5,4669,30.0,15.0,2.0,30,0.2161062325979867,-0.35168130220603994,False,False,False,False
SHORT,2,40-60,1.5,4669,5.0,5.0,1.0,60,0.4429213964446348,-0.11415720711073041,False,False,False,False
SHORT,2,40-60,1.5,4669,10.0,5.0,2.0,60,0.3199828657100021,-0.040051402869993646,False,False,False,False
SHORT,2,40-60,1.5,4669,15.0,10.0,1.5,60,0.3889483829513814,-0.02762904262154653,False,False,False,False
SHORT,2,40-60,1.5,4669,20.0,10.0,2.0,60,0.3227671878346541,-0.03169843649603776,False,False,False,False
SHORT,2,40-60,1.5,4669,30.0,15.0,2.0,60,0.2816448918397944,-0.15506532448061672,False,False,False,False
SHORT,2,40-60,1.5,4669,5.0,5.0,1.0,120,0.4429213964446348,-0.11415720711073041,False,False,False,False
SHORT,2,40-60,1.5,4669,10.0,5.0,2.0,120,0.3206254015849218,-0.03812379524523457,False,False,False,False
SHORT,2,40-60,1.5,4669,15.0,10.0,1.5,120,0.3994431355750696,-0.0013921610623259806,False,False,False,False
SHORT,2,40-60,1.5,4669,20.0,10.0,2.0,120,0.3366887984579139,0.010066395373741654,False,False,False,True
SHORT,2,40-60,1.5,4669,30.0,15.0,2.0,120,0.3276932962090383,-0.01692011137288507,False,False,False,False
SHORT,2,40-60,2.0,2119,5.0,5.0,1.0,10,0.4209532798489854,-0.15809344030202915,False,False,False,False
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,10,0.2737140160453044,-0.17885795186408682,False,False,False,False
SHORT,2,40-60,2.0,2119,15.0,10.0,1.5,10,0.2538933459178858,-0.36526663520528546,False,False,False,False
SHORT,2,40-60,2.0,2119,20.0,10.0,2.0,10,0.1849929211892402,-0.4450212364322793,False,False,False,False
SHORT,2,40-60,2.0,2119,30.0,15.0,2.0,10,0.1392166116092496,-0.5823501651722511,False,False,False,False
SHORT,2,40-60,2.0,2119,5.0,5.0,1.0,20,0.4308636149126946,-0.13827277017461087,False,False,False,False
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,20,0.3001415762151958,-0.09957527135441258,False,False,False,False
SHORT,2,40-60,2.0,2119,15.0,10.0,1.5,20,0.3218499292118924,-0.19537517697026896,False,False,False,False
SHORT,2,40-60,2.0,2119,20.0,10.0,2.0,20,0.2430391694195375,-0.2708824917413875,False,False,False,False
SHORT,2,40-60,2.0,2119,30.0,15.0,2.0,20,0.1854648419065597,-0.44360547428032093,False,False,False,False
SHORT,2,40-60,2.0,2119,5.0,5.0,1.0,30,0.436054742803209,-0.127890514393582,False,False,False,False
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,30,0.3105238319962246,-0.06842850401132627,False,False,False,False
SHORT,2,40-60,2.0,2119,15.0,10.0,1.5,30,0.3600755073147711,-0.09981123171307227,False,False,False,False
SHORT,2,40-60,2.0,2119,20.0,10.0,2.0,30,0.2812647475224162,-0.15620575743275145,False,False,False,False
SHORT,2,40-60,2.0,2119,30.0,15.0,2.0,30,0.2128362435110901,-0.3614912694667297,False,False,False,False
SHORT,2,40-60,2.0,2119,5.0,5.0,1.0,60,0.4365266635205285,-0.12694667295894302,False,False,False,False
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,60,0.316658801321378,-0.050023596035865925,False,False,False,False
SHORT,2,40-60,2.0,2119,15.0,10.0,1.5,60,0.3846153846153846,-0.03846153846153855,False,False,False,False
SHORT,2,40-60,2.0,2119,20.0,10.0,2.0,60,0.3223218499292118,-0.03303445021236462,False,False,False,False
SHORT,2,40-60,2.0,2119,30.0,15.0,2.0,60,0.2741859367626238,-0.17744218971212855,False,False,False,False
SHORT,2,40-60,2.0,2119,5.0,5.0,1.0,120,0.4365266635205285,-0.12694667295894302,False,False,False,False
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,120,0.316658801321378,-0.050023596035865925,False,False,False,False
SHORT,2,40-60,2.0,2119,15.0,10.0,1.5,120,0.3968853232656913,-0.007786691835771742,False,False,False,False
SHORT,2,40-60,2.0,2119,20.0,10.0,2.0,120,0.3355356300141576,0.006606890042472835,False,False,False,True
SHORT,2,40-60,2.0,2119,30.0,15.0,2.0,120,0.3218499292118924,-0.034450212364322774,False,False,False,False
SHORT,2,40-60,2.5,823,5.0,5.0,1.0,10,0.3948967193195625,-0.210206561360875,False,False,False,False
SHORT,2,40-60,2.5,823,10.0,5.0,2.0,10,0.2588092345078979,-0.2235722964763064,False,False,False,False
SHORT,2,40-60,2.5,823,15.0,10.0,1.5,10,0.2600243013365735,-0.34993924665856624,False,False,False,False
SHORT,2,40-60,2.5,823,20.0,10.0,2.0,10,0.2017010935601458,-0.39489671931956266,False,False,False,False
SHORT,2,40-60,2.5,823,30.0,15.0,2.0,10,0.1591737545565006,-0.5224787363304981,False,False,False,False
SHORT,2,40-60,2.5,823,5.0,5.0,1.0,20,0.4046172539489672,-0.19076549210206561,False,False,False,False
SHORT,2,40-60,2.5,823,10.0,5.0,2.0,20,0.284325637910085,-0.14702308626974492,False,False,False,False
SHORT,2,40-60,2.5,823,15.0,10.0,1.5,20,0.3122721749696233,-0.21931956257594176,False,False,False,False
SHORT,2,40-60,2.5,823,20.0,10.0,2.0,20,0.2393681652490887,-0.28189550425273396,False,False,False,False
SHORT,2,40-60,2.5,823,30.0,15.0,2.0,20,0.198055893074119,-0.40583232077764303,False,False,False,False
SHORT,2,40-60,2.5,823,5.0,5.0,1.0,30,0.4070473876063183,-0.18590522478736338,False,False,False,False
SHORT,2,40-60,2.5,823,10.0,5.0,2.0,30,0.2904009720534629,-0.12879708383961141,False,False,False,False
SHORT,2,40-60,2.5,823,15.0,10.0,1.5,30,0.3438639125151883,-0.14034021871202929,False,False,False,False
SHORT,2,40-60,2.5,823,20.0,10.0,2.0,30,0.2660996354799514,-0.20170109356014576,False,False,False,False
SHORT,2,40-60,2.5,823,30.0,15.0,2.0,30,0.2187120291616039,-0.3438639125151883,False,False,False,False
SHORT,2,40-60,2.5,823,5.0,5.0,1.0,60,0.4070473876063183,-0.18590522478736338,False,False,False,False
SHORT,2,40-60,2.5,823,10.0,5.0,2.0,60,0.2989064398541919,-0.10328068043742433,False,False,False,False
SHORT,2,40-60,2.5,823,15.0,10.0,1.5,60,0.3645200486026732,-0.08869987849331706,False,False,False,False
SHORT,2,40-60,2.5,823,20.0,10.0,2.0,60,0.2989064398541919,-0.10328068043742433,False,False,False,False
SHORT,2,40-60,2.5,823,30.0,15.0,2.0,60,0.2709599027946537,-0.18712029161603894,False,False,False,False
SHORT,2,40-60,2.5,823,5.0,5.0,1.0,120,0.4070473876063183,-0.18590522478736338,False,False,False,False
SHORT,2,40-60,2.5,823,10.0,5.0,2.0,120,0.2989064398541919,-0.10328068043742433,False,False,False,False
SHORT,2,40-60,2.5,823,15.0,10.0,1.5,120,0.3742405832320777,-0.06439854191980576,False,False,False,False
SHORT,2,40-60,2.5,823,20.0,10.0,2.0,120,0.307411907654921,-0.07776427703523703,False,False,False,False
SHORT,2,40-60,2.5,823,30.0,15.0,2.0,120,0.307411907654921,-0.07776427703523703,False,False,False,False
SHORT,2,40-60,3.0,282,5.0,5.0,1.0,10,0.3297872340425531,-0.3404255319148937,False,False,False,False
SHORT,2,40-60,3.0,282,10.0,5.0,2.0,10,0.2234042553191489,-0.32978723404255333,False,False,False,False
SHORT,2,40-60,3.0,282,15.0,10.0,1.5,10,0.2872340425531915,-0.2819148936170212,False,False,False,False
SHORT,2,40-60,3.0,282,20.0,10.0,2.0,10,0.2375886524822695,-0.2872340425531915,False,False,False,False
SHORT,2,40-60,3.0,282,30.0,15.0,2.0,10,0.2127659574468085,-0.3617021276595745,False,False,False,False
SHORT,2,40-60,3.0,282,5.0,5.0,1.0,20,0.3297872340425531,-0.3404255319148937,False,False,False,False
SHORT,2,40-60,3.0,282,10.0,5.0,2.0,20,0.2411347517730496,-0.27659574468085124,False,False,False,False
SHORT,2,40-60,3.0,282,15.0,10.0,1.5,20,0.3156028368794326,-0.21099290780141855,False,False,False,False
SHORT,2,40-60,3.0,282,20.0,10.0,2.0,20,0.2588652482269503,-0.2234042553191492,False,False,False,False
SHORT,2,40-60,3.0,282,30.0,15.0,2.0,20,0.2482269503546099,-0.25531914893617025,False,False,False,False
SHORT,2,40-60,3.0,282,5.0,5.0,1.0,30,0.3297872340425531,-0.3404255319148937,False,False,False,False
