side,hmm_state,zscore_threshold,stop_points,target_points,horizon_bars,observations,win_rate,stop_rate,timeout_rate,total_points,mean_points,profit_factor,mean_holding_bars
LONG,0,1.5,15.0,10.0,10,37243,0.5139220793169186,0.48607792068308137,0.0,-80145.0,-2.1519480170770344,0.7048555488040656,4.25693418897511
LONG,0,1.5,15.0,15.0,10,37243,0.37655398329887496,0.6234460167011251,0.0,-137925.0,-3.7033805010337515,0.6039881131831689,5.329431034019816
LONG,0,1.5,15.0,20.0,10,37243,0.27406492495234,0.72593507504766,0.0,-201400.0,-5.407727626668099,0.5033782117670267,6.0737856778455015
LONG,0,1.5,15.0,25.0,10,37243,0.19990333753994038,0.8000966624600596,0.0,-260845.0,-7.003866498402385,0.41641497192205296,6.5623875627634725
LONG,0,1.5,15.0,35.0,10,37243,0.11521628225438338,0.8847837177456166,0.0,-344095.0,-9.239185887280831,0.3038459982196326,7.095803238192412
LONG,0,1.5,15.0,50.0,10,37243,0.056386435034771636,0.9436135649652284,0.0,-422145.0,-11.334881722739844,0.19918618216999118,7.433557984050694
LONG,0,1.5,15.0,75.0,10,37243,0.019117686545122574,0.9808823134548774,0.0,-494565.0,-13.279408210938968,0.0974514795653007,7.621754423650082
LONG,0,1.5,15.0,100.0,10,37243,0.008887576188814006,0.991112423811186,0.0,-520580.0,-13.977928738286389,0.059781823435919666,7.6709985769137825
LONG,0,1.5,20.0,5.0,10,37243,0.7426362000912923,0.25736379990870767,0.0,-53410.0,-1.434094997717692,0.7213875847678665,3.050882044948044
LONG,0,1.5,20.0,10.0,10,37243,0.5541444029750557,0.44585559702494426,0.0,-125720.0,-3.3756679107483287,0.6214393255043662,4.799130037859464
LONG,0,1.5,20.0,15.0,10,37243,0.4099025320194399,0.5900974679805601,0.0,-210550.0,-5.6534113793196035,0.5209764754061064,6.003785946352335
LONG,0,1.5,20.0,20.0,10,37243,0.30072765351878206,0.6992723464812179,0.0,-296860.0,-7.970893859248718,0.4300579810313712,6.833606315280724
LONG,0,1.5,20.0,25.0,10,37243,0.22090057191955537,0.7790994280804446,0.0,-374645.0,-10.05947426362001,0.3544165288116901,7.372606932846441
LONG,0,1.5,20.0,35.0,10,37243,0.12751389522863357,0.8724861047713665,0.0,-483665.0,-12.986735762425154,0.2557626023265834,7.960878554359208
LONG,0,1.5,20.0,50.0,10,37243,0.06215933195499825,0.9378406680450018,0.0,-582810.0,-15.648846763150122,0.16569800732936327,8.337486239024782
LONG,0,1.5,20.0,75.0,10,37243,0.02097038369626507,0.979029616303735,0.0,-670665.0,-18.00781354885482,0.0803233503373375,8.544102247402197
LONG,0,1.5,20.0,100.0,10,37243,0.009800499422710308,0.9901995005772897,0.0,-701060.0,-18.823940069274762,0.04948749932208905,8.597937867518729
LONG,0,1.5,25.0,5.0,10,37243,0.7649491179550519,0.23505088204494803,0.0,-76405.0,-2.051526461348441,0.6508795978981037,3.2926992991971646
LONG,0,1.5,25.0,10.0,10,37243,0.5750342346212711,0.4249657653787289,0.0,-181515.0,-4.873801788255511,0.5412522903898401,5.195822033670757
LONG,0,1.5,25.0,15.0,10,37243,0.42727492414681956,0.5727250758531804,0.0,-294555.0,-7.909003034127219,0.44762306610407876,6.4828289879977445
LONG,0,1.5,25.0,20.0,10,37243,0.3153881266278227,0.6846118733721773,0.0,-402505.0,-10.80753430174798,0.368545319057144,7.362242569073383
LONG,0,1.5,25.0,25.0,10,37243,0.2330370807937062,0.7669629192062938,0.0,-497125.0,-13.34814596031469,0.30384399943985435,7.931208549257579
LONG,0,1.5,25.0,35.0,10,37243,0.13530059340010203,0.864699406599898,0.0,-628735.0,-16.88196439599388,0.21905974413116383,8.554171253658406
LONG,0,1.5,25.0,50.0,10,37243,0.06607953172408237,0.9339204682759176,0.0,-746500.0,-20.04403512069382,0.14150997642458743,8.953333512337888
LONG,0,1.5,25.0,75.0,10,37243,0.022527723330558764,0.9774722766694413,0.0,-847175.0,-22.747227666944124,0.06914075376332271,9.171522165239105
LONG,0,1.5,25.0,100.0,10,37243,0.010444915823107697,0.9895550841768923,0.0,-882450.0,-23.69438552211154,0.04222065447441255,9.228955776924522
LONG,0,1.5,35.0,5.0,10,37243,0.7856509948178181,0.2143490051821819,0.0,-133105.0,-3.5739602072872754,0.5236126769384943,3.5946620841500416
LONG,0,1.5,35.0,10.0,10,37243,0.5945278307332922,0.4054721692667078,0.0,-307115.0,-8.246247617001853,0.41893157501395367,5.669897698896437
LONG,0,1.5,35.0,15.0,10,37243,0.44505007652444756,0.5549499234755525,0.0,-474755.0,-12.747496173777623,0.3436990240260997,7.0537819187498325
LONG,0,1.5,35.0,20.0,10,37243,0.33042450930376177,0.6695754906962382,0.0,-626675.0,-16.8266519882931,0.2819906163532101,7.9891523239266435
LONG,0,1.5,35.0,25.0,10,37243,0.24557634991810542,0.7544236500818946,0.0,-754745.0,-20.265419004913674,0.23251084254038307,8.595897215584136
LONG,0,1.5,35.0,35.0,10,37243,0.14346320113846897,0.856536798861531,0.0,-929495.0,-24.95757592030717,0.1674921630094044,9.258088768359155
LONG,0,1.5,35.0,50.0,10,37243,0.0709126547270628,0.9290873452729372,0.0,-1079020.0,-28.972424348199663,0.1090358113073563,9.680637972236394
LONG,0,1.5,35.0,75.0,10,37243,0.024111913648202348,0.9758880863517977,0.0,-1204725.0,-32.34768949869774,0.05294499145097577,9.914426872163897
LONG,0,1.5,35.0,100.0,10,37243,0.011304137690304219,0.9886958623096957,0.0,-1246670.0,-33.47394141180893,0.032666806334722256,9.975619579518298
LONG,0,1.5,50.0,5.0,10,37243,0.794807077840131,0.20519292215986898,0.0,-234095.0,-6.285610718792793,0.38734624443862864,3.81967081062213
LONG,0,1.5,50.0,10.0,10,37243,0.6038718685390543,0.39612813146094566,0.0,-512750.0,-13.767687887656741,0.304887141598319,6.019413044061971
LONG,0,1.5,50.0,15.0,10,37243,0.4535348924630132,0.5464651075369868,0.0,-764235.0,-20.520231989904143,0.24898290094339623,7.47391456112558
LONG,0,1.5,50.0,20.0,10,37243,0.33807695405848076,0.6619230459415192,0.0,-980780.0,-26.334613215906344,0.20429985396722375,8.447815696909487
LONG,0,1.5,50.0,25.0,10,37243,0.25191311118867976,0.7480868888113202,0.0,-1158500.0,-31.106516660849017,0.1683715588098058,9.077303117364337
LONG,0,1.5,50.0,35.0,10,37243,0.14802781730795048,0.8519721826920496,0.0,-1393545.0,-37.417635528824206,0.12162306965017333,9.765942593238998
LONG,0,1.5,50.0,50.0,10,37243,0.07389308057890073,0.9261069194210992,0.0,-1586950.0,-42.61069194210992,0.07978893044562349,10.202964315441829
LONG,0,1.5,50.0,75.0,10,37243,0.025400746448997126,0.9745992535510029,0.0,-1743900.0,-46.824906693875356,0.0390941400115712,10.446365760008593
LONG,0,1.5,50.0,100.0,10,37243,0.011868002040651934,0.988131997959348,0.0,-1795850.0,-48.21979969390221,0.024021086383522187,10.510485191848133
LONG,0,1.5,5.0,5.0,20,37243,0.4322691512498993,0.5677308487501007,0.0,-25225.0,-0.6773084875010069,0.7613980325387817,1.8394329135676504
LONG,0,1.5,5.0,10.0,20,37243,0.3109846145584405,0.6890153854415595,0.0,-12485.0,-0.3352307816233923,0.9026928023070029,2.7458045807265794
LONG,0,1.5,5.0,15.0,20,37243,0.23225841097655936,0.7677415890234407,0.0,-13215.0,-0.3548317804688129,0.9075647885846186,3.4836076578148916
LONG,0,1.5,5.0,20.0,20,37243,0.17847649222672718,0.8215235077732729,0.0,-20040.0,-0.5380876943318208,0.8690024839848346,4.08892946325484
LONG,0,1.5,5.0,25.0,20,37243,0.13887173428563757,0.8611282657143624,0.0,-31055.0,-0.833847971430873,0.8063359421284026,4.55543323577585
LONG,0,1.5,5.0,35.0,20,37243,0.08906371667158929,0.9109362833284107,0.0,-53535.0,-1.4374513331364283,0.6844013441018688,5.163332706817388
LONG,0,1.5,5.0,50.0,20,37243,0.04889509438015197,0.9511049056198481,0.0,-86060.0,-2.3107698090916413,0.5140872903845068,5.625191311118868
LONG,0,1.5,5.0,75.0,20,37243,0.02121203984641409,0.9787879601535859,0.0,-123015.0,-3.3030368122868725,0.325076125421776,5.943882071798727
LONG,0,1.5,5.0,100.0,20,37243,0.011008780173455414,0.9889912198265446,0.0,-143165.0,-3.8440780817871816,0.22262644910813673,6.041725961925731
LONG,0,1.5,10.0,5.0,20,37243,0.6246005960851704,0.3753994039148296,0.0,-23500.0,-0.6309910587224444,0.8319147414348044,2.5519963483070645
LONG,0,1.5,10.0,10.0,20,37243,0.47141744757404075,0.5285825524259592,0.0,-21290.0,-0.5716510485191848,0.8918520776186122,4.1275407459119835
LONG,0,1.5,10.0,15.0,20,37243,0.36248422522353196,0.637515774776468,0.0,-34930.0,-0.9378943694117016,0.8528829549762035,5.398866901162634
LONG,0,1.5,10.0,20.0,20,37243,0.281717369707059,0.7182826302929409,0.0,-57670.0,-1.5484789087882287,0.7844192740458301,6.413419971538276
LONG,0,1.5,10.0,25.0,20,37243,0.2216792417367022,0.7783207582632978,0.0,-83470.0,-2.241226539215423,0.7120433297685169,7.175818274575088
LONG,0,1.5,10.0,35.0,20,37243,0.14316784362162016,0.8568321563783798,0.0,-132490.0,-3.5574470370270923,0.5848140139763718,8.153800714228177
LONG,0,1.5,10.0,50.0,20,37243,0.0788873076819805,0.9211126923180195,0.0,-196150.0,-5.26676153908117,0.42821746101151437,8.892328759766936
LONG,0,1.5,10.0,75.0,20,37243,0.03415406922106168,0.9658459307789383,0.0,-264310.0,-7.096904116209758,0.2652136443245948,9.390677442740918
LONG,0,1.5,10.0,100.0,20,37243,0.01753349622747899,0.982466503772521,0.0,-300600.0,-8.071315414977311,0.17846406121891228,9.548532610154929
LONG,0,1.5,15.0,5.0,20,37243,0.7224176355288242,0.2775823644711758,0.0,-20545.0,-0.5516472894235158,0.8675114464435416,3.119297586123567
LONG,0,1.5,15.0,10.0,20,37243,0.5603737615122305,0.4396262384877695,0.0,-36895.0,-0.9906559621942378,0.8497730002646634,5.219262680235212
LONG,0,1.5,15.0,15.0,20,37243,0.44137153290551245,0.5586284670944875,0.0,-65505.0,-1.7588540128346266,0.7900985340062485,6.875735037456703
LONG,0,1.5,15.0,20.0,20,37243,0.34688397819724515,0.6531160218027549,0.0,-106480.0,-2.8590607630964207,0.708162034753056,8.174609993824342
LONG,0,1.5,15.0,25.0,20,37243,0.27586392073678273,0.7241360792632172,0.0,-147685.0,-3.96544317052869,0.6349265205730036,9.149101844641946
LONG,0,1.5,15.0,35.0,20,37243,0.1792283113605241,0.8207716886394759,0.0,-224895.0,-6.038584431973794,0.5095197592253337,10.376607684665574
LONG,0,1.5,15.0,50.0,20,37243,0.09875681336090003,0.9012431866391,0.0,-319575.0,-8.580807131541498,0.36526143304036945,11.310716107724941
LONG,0,1.5,15.0,75.0,20,37243,0.04215557285932927,0.9578444271406708,0.0,-417345.0,-11.205998442660366,0.2200543828665938,11.929624358939934
LONG,0,1.5,15.0,100.0,20,37243,0.021480546679913004,0.978519453320087,0.0,-466645.0,-12.529737131810004,0.14634726376350282,12.128990682812878
LONG,0,1.5,20.0,5.0,20,37243,0.7733802325269178,0.22661976747308218,0.0,-24785.0,-0.6654941868270547,0.8531694312796209,3.587895711945869
LONG,0,1.5,20.0,10.0,20,37243,0.6136723679617646,0.3863276320382354,0.0,-59210.0,-1.5898289611470613,0.7942382541006394,6.073517171012003
LONG,0,1.5,20.0,15.0,20,37243,0.49050828343581343,0.5094917165641866,0.0,-105480.0,-2.8322100797465297,0.7220553359683795,8.011921703407351
LONG,0,1.5,20.0,20.0,20,37243,0.38928120720672343,0.6107187927932766,0.0,-164940.0,-4.4287517117310635,0.6374148164431743,9.518030233869451
LONG,0,1.5,20.0,25.0,20,37243,0.31168273232553767,0.6883172676744623,0.0,-222500.0,-5.974277045350804,0.566023015408621,10.63230674220659
LONG,0,1.5,20.0,35.0,20,37243,0.20401149209247374,0.7959885079075263,0.0,-326970.0,-8.779367934913944,0.4485242030696576,12.030824584485675
LONG,0,1.5,20.0,50.0,20,37243,0.11247751255269446,0.8875224874473056,0.0,-451630.0,-12.126574121311387,0.31683003569915896,13.102703863813334
LONG,0,1.5,20.0,75.0,20,37243,0.04811642456300513,0.9518835754369949,0.0,-574620.0,-15.428939666514513,0.18955741728018954,13.805762156646887
LONG,0,1.5,20.0,100.0,20,37243,0.024487823215100825,0.9755121767848992,0.0,-635420.0,-17.0614612141879,0.1255126476012221,14.031334747469323
LONG,0,1.5,25.0,5.0,20,37243,0.8018688075611524,0.19813119243884758,0.0,-35155.0,-0.9439357731654271,0.8094321723810814,3.9754853261015493
LONG,0,1.5,25.0,10.0,20,37243,0.6455172784147356,0.35448272158526434,0.0,-89640.0,-2.406895255484252,0.7284047871534616,6.773111725693419
LONG,0,1.5,25.0,15.0,20,37243,0.5203662433208925,0.47963375667910746,0.0,-155875.0,-4.185350267164299,0.6509544869282875,8.914319469430497
LONG,0,1.5,25.0,20.0,20,37243,0.4164272480734635,0.5835727519265366,0.0,-233170.0,-6.260773836694144,0.5708659243581485,10.560239508095481
LONG,0,1.5,25.0,25.0,20,37243,0.33480117068979404,0.6651988293102059,0.0,-307625.0,-8.259941465510297,0.5033099216920965,11.773460784576967
LONG,0,1.5,25.0,35.0,20,37243,0.22071261713610613,0.7792873828638939,0.0,-437875.0,-11.757242971833634,0.3965131102918375,13.290255887012325
LONG,0,1.5,25.0,50.0,20,37243,0.1224928174422039,0.8775071825577961,0.0,-588925.0,-15.813038691834707,0.27918362351213244,14.456971779931798
LONG,0,1.5,25.0,75.0,20,37243,0.052305131165588166,0.9476948688344118,0.0,-736275.0,-19.769486883441182,0.16557586060348492,15.21459066133233
LONG,0,1.5,25.0,100.0,20,37243,0.02647477378299278,0.9735252262170072,0.0,-807825.0,-21.690653277125904,0.10877899440108117,15.460140160567086
LONG,0,1.5,35.0,5.0,20,37243,0.8306527401122359,0.16934725988776414,0.0,-66065.0,-1.7738903955105658,0.7007180230582799,4.5300056386435035
LONG,0,1.5,35.0,10.0,20,37243,0.6780334559514539,0.321966544048546,0.0,-167165.0,-4.488494482184572,0.6016893622597901,7.721746368445077
LONG,0,1.5,35.0,15.0,20,37243,0.5526407647074618,0.4473592352925382,0.0,-274405.0,-7.3679617646269095,0.5294314352594168,10.126090809011089
LONG,0,1.5,35.0,20.0,20,37243,0.44529173267459654,0.5547082673254035,0.0,-391385.0,-10.508954702897189,0.4587139468789113,11.95787127782402
LONG,0,1.5,35.0,25.0,20,37243,0.36092688558923824,0.6390731144107618,0.0,-496985.0,-13.344386864645704,0.4034044187819239,13.295223263432055
LONG,0,1.5,35.0,35.0,20,37243,0.23993770641462825,0.7600622935853717,0.0,-677985.0,-18.204360550976023,0.31568163351821105,14.967027360846334
LONG,0,1.5,35.0,50.0,20,37243,0.1347098783664044,0.8652901216335955,0.0,-877060.0,-23.549660338855624,0.22240249665310174,16.23746744354644
LONG,0,1.5,35.0,75.0,20,37243,0.057272507585318044,0.9427274924146819,0.0,-1068875.0,-28.700024165615016,0.13018269113398706,17.07185242864431
LONG,0,1.5,35.0,100.0,20,37243,0.029052439384582338,0.9709475606154176,0.0,-1157435.0,-31.077920683081384,0.08549068254275521,17.339097280025776
LONG,0,1.5,50.0,5.0,20,37243,0.8452863625379265,0.15471363746207342,0.0,-130695.0,-3.5092500604140375,0.5463554321416175,5.029267244851382
LONG,0,1.5,50.0,10.0,20,37243,0.6966946808796284,0.3033053191203716,0.0,-305330.0,-8.198319147222296,0.4594015580736544,8.568590070617297
LONG,0,1.5,50.0,15.0,20,37243,0.5724028676529818,0.42759713234701824,0.0,-476480.0,-12.793813602556185,0.40159497645211933,11.194049888569664
LONG,0,1.5,50.0,20.0,20,37243,0.46376500281932176,0.5362349971806782,0.0,-653110.0,-17.53644980264748,0.34594161534224627,13.175898826625138
LONG,0,1.5,50.0,25.0,20,37243,0.37698359423247324,0.6230164057675268,0.0,-809150.0,-21.72623043256451,0.3025470844287377,14.610826195526677
LONG,0,1.5,50.0,35.0,20,37243,0.2516714550385307,0.7483285449614693,0.0,-1065445.0,-28.60792632172489,0.23541801219949768,16.391509813924763
LONG,0,1.5,50.0,50.0,20,37243,0.14279193405472168,0.8572080659452783,0.0,-1330350.0,-35.72080659452783,0.16657791699295224,17.73318475955213
LONG,0,1.5,50.0,75.0,20,37243,0.061461214187901084,0.9385387858120989,0.0,-1576025.0,-42.317348226512365,0.09822910110430852,18.62253309346723
LONG,0,1.5,50.0,100.0,20,37243,0.03098568858577451,0.9690143114142254,0.0,-1689050.0,-45.35214671213382,0.0639530050707972,18.91077517922831
LONG,0,1.5,5.0,5.0,30,37243,0.4347931154847891,0.565206884515211,0.0,-24285.0,-0.6520688451521092,0.7692636579572446,1.8966785704696185
LONG,0,1.5,5.0,10.0,30,37243,0.31611309507826973,0.6838869049217302,0.0,-9620.0,-0.25830357382595387,0.9244601491951315,2.889402035281798
LONG,0,1.5,5.0,15.0,30,37243,0.24004510914802782,0.7599548908519722,0.0,-7415.0,-0.19909781703944365,0.9476027276260467,3.7272776092151547
LONG,0,1.5,5.0,20.0,30,37243,0.18991488333378084,0.8100851166662192,0.0,-9390.0,-0.2521279166554789,0.9377527345044746,4.457132884031899
LONG,0,1.5,5.0,25.0,30,37243,0.15170636092688558,0.8482936390731144,0.0,-16715.0,-0.4488091721934323,0.894185420821068,5.061165856671052
LONG,0,1.5,5.0,35.0,30,37243,0.10281126654673362,0.8971887334532664,0.0,-33055.0,-0.8875493381306554,0.8021487999042317,5.909620599844266
LONG,0,1.5,5.0,50.0,30,37243,0.060843648470853585,0.9391563515291464,0.0,-61585.0,-1.6535993341030528,0.6478543042570832,6.645866337298284
LONG,0,1.5,5.0,75.0,30,37243,0.029186692801331793,0.9708133071986682,0.0,-99255.0,-2.6650645758934566,0.450962495851311,7.2051392207931695
LONG,0,1.5,5.0,100.0,30,37243,0.015304889509438015,0.984695110490562,0.0,-126365.0,-3.3929866015090084,0.3108553977040329,7.408076685551647
LONG,0,1.5,10.0,5.0,30,37243,0.6302392395886476,0.3697607604113525,0.0,-20350.0,-0.546411406170287,0.8522256916709027,2.684209113121929
LONG,0,1.5,10.0,10.0,30,37243,0.4823188250140966,0.5176811749859034,0.0,-13170.0,-0.35362349971806784,0.9316908713692946,4.445855597024944
LONG,0,1.5,10.0,15.0,30,37243,0.3790510968504148,0.6209489031495852,0.0,-19505.0,-0.5237225787396289,0.9156577012885929,5.929839164406734
LONG,0,1.5,10.0,20.0,30,37243,0.30470155465456594,0.6952984453454341,0.0,-31990.0,-0.8589533603630213,0.8764626375748213,7.189538973766882
LONG,0,1.5,10.0,25.0,30,37243,0.24632816905190238,0.7536718309480976,0.0,-51340.0,-1.378514083183417,0.8170935907941145,8.211878742313992
LONG,0,1.5,10.0,35.0,30,37243,0.16859544075396718,0.8314045592460328,0.0,-89875.0,-2.4132051660714766,0.7097435731817595,9.617699970464248
LONG,0,1.5,10.0,50.0,30,37243,0.10034100367854362,0.8996589963214564,0.0,-148210.0,-3.979539779287383,0.5576613143914523,10.83199527427973
LONG,0,1.5,10.0,75.0,30,37243,0.04677389039551057,0.9532261096044894,0.0,-224360.0,-6.024219316381602,0.36801780231542774,11.738957656472357
LONG,0,1.5,10.0,100.0,30,37243,0.024702628681899954,0.9752973713181,0.0,-271230.0,-7.282710844991005,0.2532830438014481,12.068979405525871
LONG,0,1.5,15.0,5.0,30,37243,0.7301774830169427,0.2698225169830572,0.0,-14765.0,-0.3964503396611444,0.9020466381397817,3.319012968880058
LONG,0,1.5,15.0,10.0,30,37243,0.577021185189163,0.42297881481083693,0.0,-21395.0,-0.5744703702709234,0.909456399839184,5.720457535644282
LONG,0,1.5,15.0,15.0,30,37243,0.4663426684209113,0.5336573315790887,0.0,-37605.0,-1.0097199473726606,0.8738616352201258,7.700158419031764
LONG,0,1.5,15.0,20.0,30,37243,0.37964181188411245,0.6203581881158875,0.0,-63780.0,-1.7125365840560642,0.8159626038781164,9.357167789920254
LONG,0,1.5,15.0,25.0,30,37243,0.3100448406411943,0.6899551593588057,0.0,-96765.0,-2.5982063743522272,0.7489492528019925,10.692532824960395
LONG,0,1.5,15.0,35.0,30,37243,0.21416105039873265,0.7858389496012673,0.0,-159845.0,-4.291947480063367,0.6358925296978394,12.507209408479445
LONG,0,1.5,15.0,50.0,30,37243,0.12775555137878258,0.8722444486212174,0.0,-249375.0,-6.6958891603791315,0.48822533476989377,14.082243643100718
LONG,0,1.5,15.0,75.0,30,37243,0.058829847219611736,0.9411701527803883,0.0,-361455.0,-9.705313750234943,0.31253566130320665,15.235883253228796
LONG,0,1.5,15.0,100.0,30,37243,0.030690331068925703,0.9693096689310743,0.0,-427200.0,-11.470611927073543,0.2110803324099723,15.657412131138738
LONG,0,1.5,20.0,5.0,30,37243,0.7841742072335741,0.2158257927664259,0.0,-14735.0,-0.39564481916064764,0.9083416272704653,3.8529925086593453
LONG,0,1.5,20.0,10.0,30,37243,0.6363611953924228,0.36363880460757725,0.0,-33860.0,-0.9091641382273179,0.8749907701395555,6.752758907714202
LONG,0,1.5,20.0,15.0,30,37243,0.5227828048223827,0.4772171951776173,0.0,-63410.0,-1.7026018312166045,0.8216114330726383,9.132024810031416
LONG,0,1.5,20.0,20.0,30,37243,0.42942297881481084,0.5705770211851892,0.0,-105140.0,-2.8230808474075664,0.7526117647058823,11.101925193996188
LONG,0,1.5,20.0,25.0,30,37243,0.3539994092849663,0.6460005907150337,0.0,-151580.0,-4.070026582176516,0.6849827507377696,12.66656821416105
LONG,0,1.5,20.0,35.0,30,37243,0.24638187041860216,0.7536181295813978,0.0,-240180.0,-6.448997126976882,0.5721309723162433,14.776468061112155
LONG,0,1.5,20.0,50.0,30,37243,0.14789356389120104,0.852106436108799,0.0,-359300.0,-9.647450527615927,0.4339057822593351,16.606556936874043
LONG,0,1.5,20.0,75.0,30,37243,0.06803963160862445,0.9319603683913755,0.0,-504130.0,-13.536234997180678,0.27377625399752226,17.945144053916174
LONG,0,1.5,20.0,100.0,30,37243,0.03544290202185646,0.9645570979781436,0.0,-586460.0,-15.746851757377225,0.18372630348244856,18.429986843165157
LONG,0,1.5,25.0,5.0,30,37243,0.8157506108530462,0.1842493891469538,0.0,-19645.0,-0.5274816744086137,0.8854852812591081,4.3177241360792635
LONG,0,1.5,25.0,10.0,30,37243,0.6732271836318234,0.32677281636817657,0.0,-53520.0,-1.43704857288618,0.8240920295809367,7.635018661224928
LONG,0,1.5,25.0,15.0,30,37243,0.5592191821281851,0.44078081787181483,0.0,-97995.0,-2.6312327148725934,0.7612207602339182,10.316381601911768
LONG,0,1.5,25.0,20.0,30,37243,0.4635233466691727,0.5364766533308273,0.0,-154240.0,-4.141449399887227,0.6912112112112112,12.515398866901162
LONG,0,1.5,25.0,25.0,30,37243,0.38420642805359395,0.615793571946406,0.0,-215625.0,-5.789678597320302,0.6239208162553415,14.250409472921087
LONG,0,1.5,25.0,35.0,30,37243,0.2693392046827592,0.7306607953172408,0.0,-329215.0,-8.83964771903445,0.5160737909745701,16.583653303976586
LONG,0,1.5,25.0,50.0,30,37243,0.16319845340063904,0.8368015465993609,0.0,-475225.0,-12.760115994952072,0.39005294400770096,18.59699809360148
LONG,0,1.5,25.0,75.0,30,37243,0.07547727089654432,0.9245227291034557,0.0,-649975.0,-17.452272910345567,0.2449175185873606,20.06250839083855
LONG,0,1.5,25.0,100.0,30,37243,0.039282549740890904,0.960717450259109,0.0,-748200.0,-20.089681282388636,0.1635550586920067,20.59726660043498
LONG,0,1.5,35.0,5.0,30,37243,0.8492871143570604,0.1507128856429396,0.0,-38305.0,-1.0285154257175846,0.8050189610852359,5.044303627527321
LONG,0,1.5,35.0,10.0,30,37243,0.714093923690358,0.2859060763096421,0.0,-106730.0,-2.8657734339338936,0.713614897499195,8.94313025266493
LONG,0,1.5,35.0,15.0,30,37243,0.6013210536208147,0.39867894637918533,0.0,-183755.0,-4.933947318959268,0.6464074045566502,12.051096850414844
LONG,0,1.5,35.0,20.0,30,37243,0.5028864484601133,0.4971135515398867,0.0,-273410.0,-7.341245334693768,0.5780644763036467,14.570791826651988
LONG,0,1.5,35.0,25.0,30,37243,0.42024004510914803,0.579759954890852,0.0,-364445.0,-9.785597293451119,0.5177512835441698,16.532717557661844
LONG,0,1.5,35.0,35.0,30,37243,0.2971833633165964,0.7028166366834036,0.0,-528745.0,-14.197164567838252,0.42284622731614135,19.171361061139006
LONG,0,1.5,35.0,50.0,30,37243,0.18207448379561259,0.8179255162043874,0.0,-727120.0,-19.52366887737293,0.3180074472176107,21.409392369035793
