side,hmm_state,vol_bucket,zscore,observations,tp,sl,rr,horizon,win_rate,expectancy_r,breakeven_wr,wr_edge_vs_breakeven,wr_ge_50,positive_expectancy,sufficient_sample,candidate,research_score,candidate_type
SHORT,1,20-40,3.5,130,30.0,15.0,2.0,20,0.3769230769230769,0.13076923076923075,0.3333333333333333,0.0435897435897436,False,True,True,False,0.24076923076923076,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,20-40,3.5,130,20.0,10.0,2.0,60,0.3769230769230769,0.13076923076923075,0.3333333333333333,0.0435897435897436,False,True,True,False,0.24076923076923076,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,20.0,10.0,2.0,30,0.3762376237623762,0.1287128712871285,0.3333333333333333,0.04290429042904287,False,True,True,False,0.2396039603960395,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,20.0,10.0,2.0,60,0.3760445682451253,0.12813370473537578,0.3333333333333333,0.04271123491179196,False,True,True,False,0.23927576601671297,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,30.0,15.0,2.0,60,0.3760445682451253,0.12813370473537578,0.3333333333333333,0.04271123491179196,False,True,True,False,0.23927576601671297,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,20.0,10.0,2.0,120,0.3728813559322034,0.11864406779661019,0.3333333333333333,0.03954802259887008,False,True,True,False,0.2338983050847458,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,15.0,10.0,1.5,120,0.4457142857142857,0.11428571428571421,0.4,0.04571428571428565,False,True,True,False,0.26971428571428563,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,15.0,10.0,1.5,120,0.4455445544554455,0.11386138613861374,0.4,0.045544554455445474,False,True,True,False,0.26945544554455436,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,30.0,15.0,2.0,120,0.3710359408033826,0.11310782241014772,0.3333333333333333,0.037702607470049276,False,True,True,False,0.2307610993657504,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,20.0,10.0,2.0,30,0.3704735376044568,0.11142061281337035,0.3333333333333333,0.03714020427112347,False,True,True,False,0.22980501392757655,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,20-40,3.5,130,20.0,10.0,2.0,20,0.3692307692307692,0.10769230769230764,0.3333333333333333,0.03589743589743588,False,True,True,False,0.22769230769230764,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,20-40,3.5,130,20.0,10.0,2.0,30,0.3692307692307692,0.10769230769230764,0.3333333333333333,0.03589743589743588,False,True,True,False,0.22769230769230764,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,30.0,15.0,2.0,120,0.3686440677966102,0.10593220338983056,0.3333333333333333,0.03531073446327687,False,True,True,False,0.22669491525423732,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,15.0,10.0,1.5,60,0.44,0.09999999999999998,0.4,0.03999999999999998,False,True,True,False,0.261,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.5,922,30.0,15.0,2.0,60,0.3665943600867679,0.09978308026030358,0.3333333333333333,0.033261026753434564,False,True,True,False,0.2232104121475054,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,20.0,10.0,2.0,20,0.3657142857142857,0.09714285714285709,0.3333333333333333,0.0323809523809524,False,True,True,False,0.2217142857142857,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,15.0,10.0,1.5,120,0.4373259052924791,0.0933147632311978,0.4,0.03732590529247909,False,True,True,False,0.2569220055710306,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,20.0,10.0,2.0,60,0.3644067796610169,0.09322033898305071,0.3333333333333333,0.031073446327683607,False,True,True,False,0.21949152542372877,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,15.0,10.0,1.5,20,0.4356435643564356,0.08910891089108897,0.4,0.035643564356435564,False,True,True,False,0.25435643564356425,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,15.0,10.0,1.5,30,0.4356435643564356,0.08910891089108897,0.4,0.035643564356435564,False,True,True,False,0.25435643564356425,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,15.0,10.0,1.5,60,0.4356435643564356,0.08910891089108897,0.4,0.035643564356435564,False,True,True,False,0.25435643564356425,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,30.0,15.0,2.0,60,0.3625792811839323,0.08773784355179692,0.3333333333333333,0.029245947850598975,False,True,True,False,0.2163847780126849,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.5,922,20.0,10.0,2.0,120,0.3622559652928416,0.08676789587852485,0.3333333333333333,0.028922631959508283,False,True,True,False,0.21583514099783074,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,20.0,10.0,2.0,20,0.362116991643454,0.08635097493036203,0.3333333333333333,0.028783658310120697,False,True,True,False,0.21559888579387182,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,15.0,10.0,1.5,60,0.4345403899721448,0.08635097493036192,0.4,0.03454038997214476,False,True,True,False,0.2526740947075208,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,15.0,10.0,1.5,30,0.4342857142857143,0.08571428571428574,0.4,0.03428571428571425,False,True,True,False,0.2522857142857143,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,20.0,10.0,2.0,120,0.3604651162790697,0.08139534883720911,0.3333333333333333,0.02713178294573637,False,True,True,False,0.2127906976744185,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,20.0,10.0,2.0,120,0.3604385564184559,0.0813156692553677,0.3333333333333333,0.027105223085122587,False,True,True,False,0.21274554591137504,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.5,877,20.0,10.0,2.0,120,0.3603192702394527,0.08095781071835806,0.3333333333333333,0.02698593690611939,False,True,True,False,0.2125427594070696,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,20.0,10.0,2.0,120,0.3601694915254237,0.08050847457627108,0.3333333333333333,0.026836158192090398,False,True,True,False,0.2122881355932203,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,3.0,256,30.0,15.0,2.0,120,0.359375,0.078125,0.3333333333333333,0.026041666666666685,False,True,True,False,0.2109375,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,20.0,10.0,2.0,60,0.3583509513742072,0.07505285412262153,0.3333333333333333,0.02501761804087388,False,True,True,False,0.2091966173361522,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,3.0,218,20.0,10.0,2.0,60,0.3577981651376147,0.07339449541284415,0.3333333333333333,0.024464831804281384,False,True,True,False,0.208256880733945,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,3.0,218,20.0,10.0,2.0,120,0.3577981651376147,0.07339449541284415,0.3333333333333333,0.024464831804281384,False,True,True,False,0.208256880733945,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,15.0,10.0,1.5,20,0.4285714285714285,0.07142857142857129,0.4,0.02857142857142847,False,True,True,False,0.24357142857142847,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.5,922,20.0,10.0,2.0,60,0.3568329718004338,0.07049891540130127,0.3333333333333333,0.02349963846710046,False,True,True,False,0.2066160520607374,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,3.0,199,30.0,15.0,2.0,120,0.3567839195979899,0.0703517587939696,0.3333333333333333,0.02345058626465657,False,True,True,False,0.20653266331658277,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,10.0,5.0,2.0,60,0.3559322033898305,0.06779661016949146,0.3333333333333333,0.02259887005649719,False,True,True,False,0.20508474576271185,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,10.0,5.0,2.0,120,0.3559322033898305,0.06779661016949146,0.3333333333333333,0.02259887005649719,False,True,True,False,0.20508474576271185,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,30.0,15.0,2.0,120,0.3556160124368441,0.06684803731053235,0.3333333333333333,0.022282679103510783,False,True,True,False,0.204547221142635,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.0,3191,20.0,10.0,2.0,120,0.3553744907552491,0.06612347226574722,0.3333333333333333,0.022041157421915758,False,True,True,False,0.20413663428392342,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,1.5,5554,30.0,15.0,2.0,120,0.3543392149801944,0.06301764494058315,0.3333333333333333,0.02100588164686107,False,True,True,False,0.20237666546633046,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,10.0,5.0,2.0,120,0.3542857142857142,0.06285714285714261,0.3333333333333333,0.02095238095238089,False,True,True,False,0.20228571428571415,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,20-40,3.5,130,20.0,10.0,2.0,10,0.3538461538461538,0.06153846153846143,0.3333333333333333,0.020512820512820495,False,True,True,False,0.2015384615384615,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,15.0,10.0,1.5,120,0.4243947007766103,0.060986751941525696,0.4,0.024394700776610267,False,True,True,False,0.23720191868433066,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.5,877,20.0,10.0,2.0,60,0.3534777651083238,0.06043329532497144,0.3333333333333333,0.02014443177499048,False,True,True,False,0.20091220068415047,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,15.0,10.0,1.5,60,0.423728813559322,0.05932203389830504,0.4,0.023728813559321993,False,True,True,False,0.23618644067796607,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,15.0,10.0,1.5,120,0.423728813559322,0.05932203389830504,0.4,0.023728813559321993,False,True,True,False,0.23618644067796607,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,15.0,10.0,1.5,30,0.4233983286908078,0.058495821727019504,0.4,0.023398328690807768,False,True,True,False,0.2356824512534819,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.0,3477,30.0,15.0,2.0,120,0.3526028185217141,0.05780845556514225,0.3333333333333333,0.019269485188380786,False,True,True,False,0.19942479148691397,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,15.0,10.0,1.5,120,0.4226365718024206,0.05659142950605145,0.4,0.02263657180242057,False,True,True,False,0.23452077199869137,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,3.0,199,20.0,10.0,2.0,120,0.3517587939698492,0.055276381909547645,0.3333333333333333,0.0184254606365159,False,True,True,False,0.19798994974874365,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,1.5,9442,30.0,15.0,2.0,120,0.3510908705782673,0.05327261173480202,0.3333333333333333,0.017757537244934007,False,True,True,False,0.19685447998305447,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,20-40,3.0,348,30.0,15.0,2.0,120,0.3505747126436782,0.051724137931034586,0.3333333333333333,0.017241379310344862,False,True,True,False,0.19597701149425292,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,15.0,10.0,1.5,20,0.4206128133704735,0.05153203342618384,0.4,0.020612813370473493,False,True,True,False,0.2314345403899721,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,20.0,10.0,2.0,120,0.3501748931208706,0.050524679362611735,0.3333333333333333,0.016841559787537264,False,True,True,False,0.19529731830548,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,20.0,10.0,2.0,30,0.3498942917547569,0.04968287526427073,0.3333333333333333,0.016560958421423577,False,True,True,False,0.19482029598308676,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,20.0,10.0,2.0,120,0.3493621197252208,0.048086359175662396,0.3333333333333333,0.016028786391887484,False,True,True,False,0.19391560353287537,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,20-40,3.0,341,30.0,15.0,2.0,120,0.3489736070381232,0.04692082111436957,0.3333333333333333,0.015640273704789875,False,True,True,False,0.19325513196480942,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,30.0,15.0,2.0,30,0.3485714285714286,0.04571428571428571,0.3333333333333333,0.015238095238095273,False,True,True,False,0.19257142857142856,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,10.0,5.0,2.0,60,0.3485714285714286,0.04571428571428571,0.3333333333333333,0.015238095238095273,False,True,True,False,0.19257142857142856,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.5,792,20.0,10.0,2.0,120,0.3484848484848485,0.045454545454545525,0.3333333333333333,0.015151515151515194,False,True,True,False,0.19242424242424247,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,20.0,10.0,2.0,60,0.3482316362223085,0.044694908666925603,0.3333333333333333,0.014898302888975201,False,True,True,False,0.19199378157792452,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,20-40,3.0,273,30.0,15.0,2.0,120,0.3479853479853479,0.04395604395604369,0.3333333333333333,0.0146520146520146,False,True,True,False,0.19157509157509145,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,40-60,3.0,322,20.0,10.0,2.0,120,0.3478260869565217,0.04347826086956508,0.3333333333333333,0.01449275362318836,False,True,True,False,0.19130434782608685,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,40-60,3.5,138,20.0,10.0,2.0,120,0.3478260869565217,0.04347826086956508,0.3333333333333333,0.01449275362318836,False,True,True,False,0.19130434782608685,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,3.0,256,30.0,15.0,2.0,60,0.34765625,0.04296875,0.3333333333333333,0.014322916666666685,False,True,True,False,0.19101562500000002,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,10.0,5.0,2.0,30,0.3474576271186441,0.0423728813559322,0.3333333333333333,0.01412429378531077,False,True,True,False,0.1906779661016949,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,20.0,10.0,2.0,60,0.3474576271186441,0.0423728813559322,0.3333333333333333,0.01412429378531077,False,True,True,False,0.1906779661016949,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,20.0,10.0,2.0,30,0.3474576271186441,0.0423728813559322,0.3333333333333333,0.01412429378531077,False,True,True,False,0.1906779661016949,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,30.0,15.0,2.0,120,0.3474576271186441,0.0423728813559322,0.3333333333333333,0.01412429378531077,False,True,True,False,0.1906779661016949,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.5,922,20.0,10.0,2.0,30,0.3470715835140998,0.041214750542299394,0.3333333333333333,0.013738250180766465,False,True,True,False,0.19002169197396965,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,15.0,10.0,1.5,60,0.4164213280994439,0.04105332024860975,0.4,0.016421328099443855,False,True,True,False,0.22504252535165192,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,2.5,784,20.0,10.0,2.0,120,0.3469387755102041,0.04081632653061218,0.3333333333333333,0.013605442176870763,False,True,True,False,0.1897959183673469,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,0-20,3.5,233,15.0,10.0,1.5,120,0.4163090128755364,0.040772532188841026,0.4,0.016309012875536377,False,True,True,False,0.22487124463519303,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.5,877,30.0,15.0,2.0,120,0.346636259977195,0.03990877993158504,0.3333333333333333,0.013302926643861679,False,True,True,False,0.1892816419612315,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,20.0,10.0,2.0,20,0.3465346534653465,0.03960396039603953,0.3333333333333333,0.013201320132013195,False,True,True,False,0.18910891089108908,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,40-60,3.0,179,20.0,10.0,2.0,120,0.3463687150837989,0.03910614525139666,0.3333333333333333,0.013035381750465591,False,True,True,False,0.18882681564245812,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.0,3191,15.0,10.0,1.5,120,0.4146035725477907,0.03650893136947675,0.4,0.014603572547790655,False,True,True,False,0.2222704481353808,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,10.0,5.0,2.0,120,0.3453631795340338,0.03608953860210129,0.3333333333333333,0.012029846200700467,False,True,True,False,0.1871174052078574,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,1.5,5554,20.0,10.0,2.0,120,0.3453366942743968,0.03601008282319029,0.3333333333333333,0.012003360941063468,False,True,True,False,0.1870723802664745,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,40-60,3.0,322,30.0,15.0,2.0,120,0.3447204968944099,0.03416149068322982,0.3333333333333333,0.011387163561076608,False,True,True,False,0.1860248447204969,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,4.0,104,15.0,10.0,1.5,20,0.4134615384615384,0.03365384615384592,0.4,0.013461538461538358,False,True,True,False,0.22052884615384602,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,4.0,104,15.0,10.0,1.5,30,0.4134615384615384,0.03365384615384592,0.4,0.013461538461538358,False,True,True,False,0.22052884615384602,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,4.0,104,15.0,10.0,1.5,60,0.4134615384615384,0.03365384615384592,0.4,0.013461538461538358,False,True,True,False,0.22052884615384602,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,4.0,104,15.0,10.0,1.5,120,0.4134615384615384,0.03365384615384592,0.4,0.013461538461538358,False,True,True,False,0.22052884615384602,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,15.0,10.0,1.5,120,0.4133192389006342,0.0332980972515855,0.4,0.01331923890063419,False,True,True,False,0.22031183932346718,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.0,3191,20.0,10.0,2.0,60,0.3444061422751489,0.03321842682544662,0.3333333333333333,0.01107280894181556,False,True,True,False,0.18549044186775307,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,20-40,3.0,273,30.0,15.0,2.0,60,0.3443223443223443,0.03296703296703296,0.3333333333333333,0.010989010989011005,False,True,True,False,0.18534798534798533,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,0-20,3.5,157,20.0,10.0,2.0,60,0.3439490445859872,0.031847133757961554,0.3333333333333333,0.01061571125265387,False,True,True,False,0.18471337579617822,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,1,0-20,3.5,157,20.0,10.0,2.0,120,0.3439490445859872,0.031847133757961554,0.3333333333333333,0.01061571125265387,False,True,True,False,0.18471337579617822,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,1.5,4737,20.0,10.0,2.0,120,0.343888537048765,0.03166561114629496,0.3333333333333333,0.010555203715431671,False,True,True,False,0.18461051298290046,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,1.5,5554,20.0,10.0,2.0,60,0.3437162405473533,0.03114872164205984,0.3333333333333333,0.010382907214019965,False,True,True,False,0.18431760893050056,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,15.0,10.0,1.5,60,0.4122621564482029,0.030655391120507303,0.4,0.012262156448202888,False,True,True,False,0.21869978858350944,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,2.5,990,30.0,15.0,2.0,120,0.3434343434343434,0.030303030303030276,0.3333333333333333,0.01010101010101011,False,True,True,False,0.18383838383838383,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,0-20,3.5,233,15.0,10.0,1.5,60,0.4120171673819742,0.030042918454935452,0.4,0.01201716738197417,False,True,True,False,0.21832618025751063,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,1.5,5617,30.0,15.0,2.0,120,0.343243724408047,0.029731173224141094,0.3333333333333333,0.009910391074713698,False,True,True,False,0.18351433149367996,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,10.0,5.0,2.0,20,0.3432203389830508,0.029661016949152463,0.3333333333333333,0.009887005649717506,False,True,True,False,0.18347457627118638,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,20.0,10.0,2.0,60,0.343146876022244,0.029440628066731978,0.3333333333333333,0.00981354268891066,False,True,True,False,0.18334968923781478,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,10.0,5.0,2.0,20,0.3428571428571428,0.02857142857142836,0.3333333333333333,0.00952380952380949,False,True,True,False,0.18285714285714275,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,3.0,175,10.0,5.0,2.0,30,0.3428571428571428,0.02857142857142836,0.3333333333333333,0.00952380952380949,False,True,True,False,0.18285714285714275,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,30.0,15.0,2.0,60,0.3420132141469102,0.026039642440730648,0.3333333333333333,0.008679880813576901,False,True,True,False,0.18142246404974735,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.5,792,15.0,10.0,1.5,120,0.4103535353535353,0.02588383838383823,0.4,0.010353535353535281,False,True,True,False,0.21578914141414135,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,20-40,2.5,784,20.0,10.0,2.0,60,0.3418367346938775,0.025510204081632515,0.3333333333333333,0.008503401360544172,False,True,True,False,0.18112244897959173,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,10.0,5.0,2.0,60,0.3412517131110096,0.023755139333028752,0.3333333333333333,0.007918379777676288,False,True,True,False,0.1801279122887163,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.5,730,20.0,10.0,2.0,120,0.3410958904109589,0.023287671232876672,0.3333333333333333,0.007762557077625576,False,True,True,False,0.17986301369863011,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,0-20,2.5,1584,20.0,10.0,2.0,120,0.3409090909090909,0.022727272727272596,0.3333333333333333,0.007575757575757569,False,True,True,False,0.17954545454545448,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,2.0,2570,30.0,15.0,2.0,120,0.3408560311284047,0.02256809338521404,0.3333333333333333,0.007522697795071365,False,True,True,False,0.17945525291828796,POSITIVE_EXPECTANCY_BELOW_50_WR
