mc_max_drawdown_R,mc_worst_streak,mc_final_R
-4.388499999999993,3.0,18.395999999999994
-9.346500000000002,6.0,18.395999999999994
-6.743000000000004,7.0,18.395999999999997
-10.003499999999997,10.0,18.395999999999994
-6.568500000000002,4.0,18.39599999999999
-5.633000000000001,6.0,18.395999999999997
-6.991000000000003,5.0,18.395999999999997
-8.222500000000004,6.0,18.395999999999994
-5.277500000000001,5.0,18.395999999999997
-7.792500000000001,6.0,18.395999999999994
-6.686500000000003,6.0,18.395999999999997
-7.169999999999991,5.0,18.395999999999997
-5.7330000000000005,6.0,18.395999999999994
-8.566,6.0,18.395999999999994
-6.81999999999999,6.0,18.395999999999997
-5.603500000000001,4.0,18.39599999999999
-6.057,6.0,18.395999999999994
-11.913499999999997,5.0,18.395999999999994
-4.033000000000001,3.0,18.395999999999994
-4.815000000000001,5.0,18.395999999999994
-6.030999999999997,5.0,18.396
-6.712999999999992,5.0,18.395999999999994
-11.693000000000003,5.0,18.395999999999994
-10.586500000000004,10.0,18.395999999999994
-6.128000000000002,5.0,18.395999999999994
-5.962000000000001,7.0,18.396
-6.143999999999991,4.0,18.396000000000004
-9.369500000000002,8.0,18.395999999999994
-5.2775,6.0,18.395999999999994
-4.488500000000001,4.0,18.396
-5.277499999999993,5.0,18.395999999999997
-5.2774999999999945,5.0,18.395999999999997
-7.268500000000001,7.0,18.396
-6.6175000000000015,7.0,18.395999999999997
-8.993499999999987,8.0,18.395999999999997
-8.152999999999995,7.0,18.395999999999994
-7.6255000000000015,6.0,18.39599999999999
-4.0245000000000015,4.0,18.395999999999997
-10.258000000000003,5.0,18.395999999999997
-7.976000000000002,5.0,18.395999999999994
-9.697999999999983,5.0,18.395999999999994
-8.441499999999987,4.0,18.395999999999997
-5.870499999999993,6.0,18.396
-8.361500000000001,5.0,18.395999999999997
-4.49,5.0,18.395999999999994
-6.333000000000002,6.0,18.395999999999994
-5.5440000000000005,5.0,18.395999999999997
-6.734999999999996,7.0,18.396
-6.0965000000000025,4.0,18.39599999999999
-9.364500000000003,4.0,18.395999999999994
-6.144000000000001,5.0,18.39599999999999
-8.627,6.0,18.396
-8.517999999999995,7.0,18.396000000000004
-4.391000000000002,5.0,18.396
-4.846000000000001,4.0,18.396
-6.820000000000002,7.0,18.395999999999994
-7.467500000000001,5.0,18.396
-4.370499999999993,5.0,18.396000000000004
-6.990999999999989,7.0,18.395999999999997
-6.903499999999994,7.0,18.396000000000004
-9.347499999999986,9.0,18.395999999999994
-8.444000000000003,8.0,18.395999999999994
-9.641000000000002,7.0,18.39599999999999
-9.100500000000002,6.0,18.39599999999999
-9.245499999999986,7.0,18.396000000000004
-10.342500000000001,5.0,18.395999999999994
-7.721000000000004,5.0,18.395999999999994
-8.033999999999988,7.0,18.396
-6.607500000000001,5.0,18.395999999999994
-5.001500000000002,5.0,18.395999999999994
-8.115499999999987,5.0,18.395999999999997
-9.855000000000002,10.0,18.39599999999999
-5.556500000000001,5.0,18.396
-10.915999999999983,5.0,18.395999999999994
-5.8435000000000015,5.0,18.395999999999997
-6.986999999999998,6.0,18.395999999999997
-8.418500000000002,5.0,18.395999999999994
